source,id,datetime,aC_ch4_emis[kgCha-1],aC_co2_emis_auto[kgCha-1],aC_co2_emis_hetero[kgCha-1],aC_doc_leach[kgCha-1],aC_litter_above[kgCha-1],aC_litter_below[kgCha-1],aC_fertilize[kgCha-1],aC_fixation[kgCha-1],aN_no_emis[kgNha-1],aN_n2o_emis[kgNha-1],aN_n2_emis[kgNha-1],aN_nh3_emis[kgNha-1],aN_no3_leach[kgNha-1],aN_nh4_leach[kgNha-1],aN_don_leach[kgNha-1],aN_uptake[kgNha-1],aN_litter_above[kgNha-1],aN_litter_below[kgNha-1],aN_fertilize[kgNha-1],aN_fixation[kgNha-1],aN_dep_no3[kgNha-1],aN_dep_nh4[kgNha-1],aN_mineral_floor[kgNha-1],aN_mineral_min[kgNha-1],aN_nitrify_floor[kgNha-1],aN_nitrify_min[kgNha-1],aN_chemo_floor[kgNha-1],aN_chemo_min[kgNha-1],C_stubble[kgCha-1],C_wood_above[kgCha-1],C_wood_below[kgCha-1],C_soil_total[kgCha-1],C_soil_floor[kgCha-1],C_soil_min[kgCha-1],C_soil_min_30cm[kgCha-1],C_soil_min_20cm[kgCha-1],C_mic_total[kgCha-1],C_sol_total[kgCha-1],N_stubble[kgNha-1],N_wood_above[kgNha-1],N_wood_below[kgNha-1],N_soil_total[kgNha-1],N_soil_floor[kgNha-1],N_soil_min[kgNha-1],N_soil_min_30cm[kgNha-1],N_soil_min_20cm[kgNha-1],N_mic_total[kgNha-1],N_sol_total[kgNha-1],aC_change[kgCha-1],aN_change[kgNha-1]
setup,0,1904-12-31 23:00:00,-0.198977,165.236,693.816,117.44,389.931,544.178,0,0.804617,0.258888,0.148329,0.042511,5.09189e-05,1.83671,0.307911,9.88838,20.0465,2.847,3.13765,22,0.0402309,3.6537,3.6537,-0,34.3086,-0,23.9817,-0,0.179953,361.393,0,0,24513.6,0,24513.6,24513.6,24513.6,4.05361,0.828311,2.63864,0,0,1733.19,0,1733.19,1733.19,1733.19,0.103397,0.109478,76.1265,2.34289
setup,0,1905-12-31 23:00:00,-0.198752,166.227,766.594,126.86,391.449,545.138,0,0.810032,0.28126,0.174707,0.0506827,5.14133e-05,1.7622,0.346516,10.7158,20.3964,2.87796,3.16959,22,0.0405016,3.65369,3.65369,-0,36.2733,-0,25.5286,-0,0.190417,362.801,0,0,24554.2,0,24554.2,24554.2,24554.2,4.22086,0.8247,2.66733,0,0,1734.8,0,1734.8,1734.8,1734.8,0.109647,0.11176,40.6165,1.60536
setup,0,1906-12-31 23:00:00,-0.199215,167.346,780.386,130.771,392.901,547.15,0,0.808332,0.284955,0.177221,0.0514066,5.14934e-05,1.76342,0.359498,11.0539,20.6558,2.90146,3.19821,22,0.0404166,3.65369,3.65369,-0,36.8413,-0,25.8827,-0,0.192934,364.147,0,0,24582.1,0,24582.1,24582.1,24582.1,4.33118,0.82049,2.68912,0,0,1735.86,0,1735.86,1735.86,1735.86,0.114361,0.115665,27.9295,1.05942
setup,0,1907-12-31 23:00:00,-0.19963,168.284,790.461,132.843,394.018,548.767,0,0.806806,0.288559,0.179639,0.0520889,5.1481e-05,1.78092,0.366671,11.2383,20.8687,2.92038,3.22165,22,0.0403403,3.65368,3.65368,-0,37.3374,-0,26.2078,-0,0.19549,365.181,0,0,24601.3,0,24601.3,24601.3,24601.3,4.41157,0.816729,2.70665,0,0,1736.54,0,1736.54,1736.54,1736.54,0.11807,0.118195,19.1962,0.680822
setup,0,1908-12-31 23:00:00,-0.200231,170.734,797.852,135.406,391.639,555.863,0,0.814447,0.284459,0.166133,0.0498351,5.16671e-05,1.85761,0.375818,11.4653,20.8968,2.93295,3.28658,22,0.0407224,3.65681,3.65681,-0,37.1231,-0,25.9379,-0,0.196858,362.976,0,0,24618.8,0,24618.8,24618.8,24618.8,4.52335,0.807226,2.7183,0,0,1736.99,0,1736.99,1736.99,1736.99,0.124374,0.122622,17.4934,0.450875
setup,0,1909-12-31 23:00:00,-0.200048,171.498,805.04,137.027,393.565,558.035,0,0.818814,0.286132,0.168128,0.0504293,5.21884e-05,1.86355,0.377582,11.6068,21.0473,2.95039,3.30397,22,0.0409407,3.65681,3.65681,-0,37.4018,-0,26.0968,-0,0.197707,364.762,0,0,24627.5,0,24627.5,24627.5,24627.5,4.56812,0.805538,2.73446,0,0,1737.17,0,1737.17,1737.17,1737.17,0.126404,0.124174,8.74816,0.177723
setup,0,1910-12-31 23:00:00,-0.200117,171.877,811.031,138.056,393.945,558.631,0,0.818309,0.288085,0.169503,0.0508667,5.22456e-05,1.87123,0.379415,11.6992,21.1445,2.95813,3.31406,22,0.0409155,3.65681,3.65681,-0,37.6761,-0,26.2878,-0,0.199011,365.114,0,0,24631.6,0,24631.6,24631.6,24631.6,4.60725,0.804321,2.74164,0,0,1737.17,0,1737.17,1737.17,1737.17,0.12792,0.125128,4.07336,0.00206593
setup,0,1911-12-31 23:00:00,-0.200295,172.232,814.953,138.969,394.158,559.048,0,0.818067,0.289378,0.170162,0.0510611,5.20138e-05,1.87418,0.381299,11.7806,21.2348,2.96538,3.3238,22,0.0409033,3.65681,3.65681,-0,37.8837,-0,26.4173,-0,0.2,365.311,0,0,24631.7,0,24631.7,24631.7,24631.7,4.63908,0.803274,2.74835,0,0,1737.01,0,1737.01,1737.01,1737.01,0.129159,0.125986,0.0612226,-0.158822
setup,0,1912-12-31 23:00:00,-0.200432,171.492,817.983,140.977,392.902,558.416,0,0.821743,0.287006,0.164125,0.0493786,5.16119e-05,1.93207,0.38633,11.9565,21.1081,2.97503,3.32561,22,0.0410872,3.72082,3.72082,-0,38.0778,-0,26.5368,-0,0.201073,364.148,0,0,24626.3,0,24626.3,24626.3,24626.3,4.68301,0.85051,2.7573,0,0,1736.76,0,1736.76,1736.76,1736.76,0.131913,0.123939,-5.41996,-0.251801
setup,0,1913-12-31 23:00:00,-0.200482,172.032,818.871,140.508,394.272,560.078,0,0.826443,0.287865,0.164928,0.0495401,5.17369e-05,1.93704,0.385658,11.92,21.2045,2.98591,3.33671,22,0.0413222,3.65681,3.65681,-0,38.2068,-0,26.5917,-0,0.201116,365.417,0,0,24621,0,24621,24621,24621,4.70549,0.853256,2.76738,0,0,1736.46,0,1736.46,1736.46,1736.46,0.132962,0.125418,-5.28509,-0.296676
setup,0,1914-12-31 23:00:00,-0.200521,172.15,822.17,141.015,394.339,560.142,0,0.826401,0.288949,0.165706,0.0498003,5.18148e-05,1.94031,0.386596,11.966,21.2538,2.98985,3.34135,22,0.0413201,3.65681,3.65681,-0,38.3705,-0,26.6987,-0,0.20181,365.48,0,0,24613.2,0,24613.2,24613.2,24613.2,4.72724,0.851622,2.77104,0,0,1736.08,0,1736.08,1736.08,1736.08,0.133953,0.126208,-7.78564,-0.383012
setup,0,1915-12-31 23:00:00,-0.200562,172.423,824.15,141.477,394.697,560.697,0,0.825896,0.289628,0.165852,0.0498641,5.17749e-05,1.94776,0.387646,12.008,21.3173,2.99585,3.34868,22,0.0412948,3.65681,3.65681,-0,38.5015,-0,26.7728,-0,0.202423,365.811,0,0,24603.6,0,24603.6,24603.6,24603.6,4.74458,0.849135,2.7766,0,0,1735.59,0,1735.59,1735.59,1735.59,0.134898,0.127172,-9.57318,-0.486416
setup,0,1916-12-31 23:00:00,-0.20126,168.354,826.372,143.824,393.643,550.725,0,0.829197,0.286156,0.157123,0.0470622,5.11994e-05,2.05034,0.392345,12.2177,21.1382,3.00761,3.29384,22,0.0414599,3.66691,3.66691,-0,38.6,-0,26.8167,-0,0.203605,364.834,0,0,24579.8,0,24579.8,24579.8,24579.8,4.73403,0.74568,2.7875,0,0,1734.93,0,1734.93,1734.93,1734.93,0.135565,0.121626,-23.8005,-0.664187
setup,0,1917-12-31 23:00:00,-0.201644,169.03,821.029,142.328,394.789,552.33,0,0.834178,0.285862,0.15608,0.0466139,5.09231e-05,2.08874,0.389264,12.0974,21.2738,3.02134,3.30976,22,0.0417089,3.65389,3.65389,-0,38.658,-0,26.8042,-0,0.203687,365.896,0,0,24563.5,0,24563.5,24563.5,24563.5,4.74233,0.746858,2.80023,0,0,1734.24,0,1734.24,1734.24,1734.24,0.1363,0.12253,-16.2734,-0.684921
setup,0,1918-12-31 23:00:00,-0.201691,169.168,822.884,142.421,394.938,552.529,0,0.834021,0.286642,0.156539,0.0467722,5.09418e-05,2.09813,0.389504,12.1082,21.3156,3.02522,3.31423,22,0.0417011,3.65389,3.65389,-0,38.7677,-0,26.8663,-0,0.204242,366.034,0,0,24546.6,0,24546.6,24546.6,24546.6,4.75368,0.746449,2.80381,0,0,1733.51,0,1733.51,1733.51,1733.51,0.136724,0.122901,-16.9843,-0.730812
setup,0,1919-12-31 23:00:00,-0.201634,169.471,823.822,142.654,395.998,553.822,0,0.831922,0.287152,0.156702,0.0468152,5.09189e-05,2.09915,0.389624,12.1297,21.3707,3.03341,3.3207,22,0.0415961,3.65388,3.65388,-0,38.8596,-0,26.9062,-0,0.204665,367.017,0,0,24529.9,0,24529.9,24529.9,24529.9,4.76244,0.745609,2.81141,0,0,1732.71,0,1732.71,1732.71,1732.71,0.137055,0.123311,-16.6857,-0.798572
setup,0,1920-12-31 23:00:00,-0.201576,169.999,826.392,145.303,396.765,559.283,0,0.826871,0.281468,0.146415,0.0436149,4.94827e-05,2.20332,0.393241,12.3598,21.2485,3.04795,3.34138,22,0.0413435,3.65403,3.65403,-0,38.5937,-0,26.5632,-0,0.204278,367.728,0,0,24514.4,0,24514.4,24514.4,24514.4,4.66105,0.670238,2.82489,0,0,1731.75,0,1731.75,1731.75,1731.75,0.1339,0.118293,-15.4529,-0.96752
setup,0,1921-12-31 23:00:00,-0.205144,453.461,857.204,129.871,467.804,55.2959,0,0.105456,0.191428,0.0118027,0.00740961,4.46008e-05,1.8661,0.357129,11.0185,7.16472,8.21283,0.142056,0,0.0052728,3.6501,3.6501,-0,17.1366,-0,12.7639,-0,0.180917,433.568,0,0,23980.5,0,23980.5,23980.5,23980.5,3.1338,0.717345,7.61178,0,0,1721.67,0,1721.67,1721.67,1721.67,0.115508,0.178011,-533.901,-10.0763
setup,0,1922-12-31 23:00:00,-0.222564,471.977,653.523,93.9967,479.788,57.5108,0,0.108136,0.193247,0.0110679,0.00647189,3.65478e-05,4.07821,0.28292,8.22557,9.92515,8.69831,0.147693,0,0.00540678,3.65012,3.65012,-0,21.0406,-0,14.6004,-0,0.181587,444.675,0,0,23755.7,0,23755.7,23755.7,23755.7,2.48422,0.737442,8.06172,0,0,1714.39,0,1714.39,1714.39,1714.39,0.138607,0.503762,-224.789,-7.28358
setup,0,1923-12-31 23:00:00,-0.229729,484.994,619.972,80.8072,488.885,59.1035,0,0.110889,0.201321,0.0149182,0.00717513,3.74915e-05,4.89168,0.255671,7.14269,10.966,9.00368,0.150126,0,0.00554446,3.65015,3.65015,-0,23.229,-0,16.3458,-0,0.187107,453.106,0,0,23593.1,0,23593.1,23593.1,23593.1,2.29446,0.750252,8.34475,0,0,1706.98,0,1706.98,1706.98,1706.98,0.125085,0.492736,-162.672,-7.4057
setup,0,1924-12-31 23:00:00,-0.230821,482.412,606.707,77.4305,491.642,59.1227,0,0.105366,0.193071,0.0154363,0.00731327,3.92952e-05,4.84013,0.36932,6.82635,10.8021,9.05805,0.15756,0,0.0052683,3.64903,3.64903,-0,22.7933,-0,15.9378,-0,0.1783,455.661,0,0,23456.6,0,23456.6,23456.6,23456.6,2.05317,0.769382,8.39513,0,0,1700.35,0,1700.35,1700.35,1700.35,0.112618,0.556289,-136.473,-6.62842
setup,0,1925-12-31 23:00:00,-0.230836,481.756,591.271,75.6508,490.06,59.1236,0,0.106475,0.182967,0.0149829,0.00719237,3.86231e-05,4.81633,0.441583,6.66454,10.658,9.04089,0.15917,0,0.00532377,3.64906,3.64906,-0,22.1531,-0,15.3999,-0,0.168268,454.194,0,0,23340.5,0,23340.5,23340.5,23340.5,1.96248,0.773549,8.37923,0,0,1694.07,0,1694.07,1694.07,1694.07,0.105301,0.526428,-116.079,-6.28466
setup,0,1926-12-31 23:00:00,-0.229448,479.423,580.274,72.4792,488.483,58.8165,0,0.106117,0.175307,0.0141163,0.00696683,3.87503e-05,4.7373,0.412916,6.36503,10.2457,8.97352,0.157872,0,0.00530587,3.64906,3.64906,-0,21.1967,-0,14.7772,-0,0.161138,452.734,0,0,23237,0,23237,23237,23237,1.89105,0.772348,8.31679,0,0,1688.6,0,1688.6,1688.6,1688.6,0.0993531,0.500762,-103.547,-5.46772
setup,0,1927-12-31 23:00:00,-0.228429,476.593,571.392,69.9428,486.358,58.3961,0,0.105636,0.168645,0.0131951,0.00673704,3.84657e-05,4.68564,0.391465,6.12681,9.87404,8.89197,0.155312,0,0.00528181,3.64906,3.64906,-0,20.3567,-0,14.2381,-0,0.155011,450.763,0,0,23142.9,0,23142.9,23142.9,23142.9,1.83658,0.776458,8.24121,0,0,1683.76,0,1683.76,1683.76,1683.76,0.0948177,0.480714,-94.0731,-4.84302
setup,0,1928-12-31 23:00:00,-0.227686,474.583,565.5,68.2723,489.946,58.5185,0,0.10071,0.164434,0.0128108,0.00648116,3.86088e-05,4.7292,0.378808,5.97364,9.58144,8.96042,0.1633,0,0.00503551,3.65088,3.65088,-0,19.7774,-0,13.8406,-0,0.15132,454.089,0,0,23054.4,0,23054.4,23054.4,23054.4,1.76223,0.788726,8.30465,0,0,1679.26,0,1679.26,1679.26,1679.26,0.087891,0.457626,-88.4601,-4.49492
setup,0,1929-12-31 23:00:00,-0.22681,472.225,562.741,66.2535,487.232,58.2591,0,0.101228,0.161851,0.0125943,0.00643463,3.81744e-05,4.6752,0.360402,5.79145,9.39768,8.90889,0.163503,0,0.00506142,3.64877,3.64877,-0,19.3645,-0,13.5428,-0,0.149101,451.574,0,0,22973.8,0,22973.8,22973.8,22973.8,1.72784,0.785915,8.25689,0,0,1675.27,0,1675.27,1675.27,1675.27,0.0852127,0.445464,-80.5888,-3.99166
setup,0,1930-12-31 23:00:00,-0.226292,471.158,556.805,65.1692,486.359,58.0735,0,0.10116,0.158243,0.0121937,0.00632034,3.83597e-05,4.64313,0.351221,5.69001,9.24229,8.873,0.161803,0,0.00505801,3.64877,3.64877,-0,18.9742,-0,13.3001,-0,0.145703,450.765,0,0,22897.6,0,22897.6,22897.6,22897.6,1.69629,0.785453,8.22363,0,0,1671.53,0,1671.53,1671.53,1671.53,0.082896,0.436724,-76.2578,-3.73908
setup,0,1931-12-31 23:00:00,-0.225838,470.178,552.604,64.2086,485.655,57.9326,0,0.100956,0.155155,0.01185,0.0062305,3.82756e-05,4.62013,0.343949,5.60017,9.10512,8.84549,0.161021,0,0.00504778,3.64877,3.64877,-0,18.6418,-0,13.088,-0,0.1428,450.112,0,0,22825.4,0,22825.4,22825.4,22825.4,1.67246,0.785733,8.19813,0,0,1668.02,0,1668.02,1668.02,1668.02,0.081213,0.429656,-72.1426,-3.51467
setup,0,1932-12-31 23:00:00,-0.225955,468.01,550.434,63.9692,487.786,58.0897,0,0.0968928,0.153365,0.0116965,0.00607677,3.8256e-05,4.69478,0.341082,5.57883,8.98002,8.89405,0.170551,0,0.00484464,3.65681,3.65681,-0,18.5043,-0,12.9151,-0,0.141259,452.087,0,0,22755.1,0,22755.1,22755.1,22755.1,1.62967,0.804332,8.24314,0,0,1664.56,0,1664.56,1664.56,1664.56,0.076979,0.415998,-70.3067,-3.45655
setup,0,1933-12-31 23:00:00,-0.225906,465.293,548.951,62.8886,484.013,57.7917,0,0.0972297,0.150934,0.0117264,0.00607974,3.87513e-05,4.67788,0.333703,5.47958,8.91515,8.82545,0.171062,0,0.00486149,3.65681,3.65681,-0,18.3506,-0,12.8012,-0,0.138703,448.591,0,0,22689.1,0,22689.1,22689.1,22689.1,1.61218,0.803447,8.17956,0,0,1661.36,0,1661.36,1661.36,1661.36,0.075962,0.411598,-66.0292,-3.2036
setup,0,1934-12-31 23:00:00,-0.22572,464.82,544.077,62.2525,483.578,57.6834,0,0.097389,0.148969,0.0114539,0.00599279,3.81784e-05,4.66877,0.329529,5.42106,8.84398,8.80802,0.169712,0,0.00486945,3.65681,3.65681,-0,18.1343,-0,12.6785,-0,0.136862,448.188,0,0,22624.9,0,22624.9,22624.9,22624.9,1.59447,0.804343,8.1634,0,0,1658.23,0,1658.23,1658.23,1658.23,0.0748847,0.409158,-64.1652,-3.12383
setup,0,1935-12-31 23:00:00,-0.225484,464.356,541.519,61.6709,483.223,57.5975,0,0.097396,0.14729,0.0112864,0.00594867,3.85982e-05,4.65809,0.325488,5.36752,8.77812,8.79418,0.168869,0,0.0048698,3.65681,3.65681,-0,17.9641,-0,12.5705,-0,0.135271,447.858,0,0,22563.3,0,22563.3,22563.3,22563.3,1.57819,0.803534,8.15058,0,0,1655.22,0,1655.22,1655.22,1655.22,0.0738899,0.40681,-61.6412,-3.0073
setup,0,1936-12-31 23:00:00,-0.225678,468.109,541.307,61.4126,488.274,58.1108,0,0.09718,0.147048,0.0116497,0.00598929,3.84315e-05,4.68182,0.322152,5.34606,8.78619,8.90921,0.170731,0,0.004859,3.66209,3.66209,-0,18.1486,-0,12.6248,-0,0.134827,452.54,0,0,22502.3,0,22502.3,22502.3,22502.3,1.54869,0.809775,8.25719,0,0,1652.2,0,1652.2,1652.2,1652.2,0.0705986,0.394291,-61.0205,-3.0263
setup,0,1937-12-31 23:00:00,-0.225712,466.202,542.649,60.6558,485.557,57.9342,0,0.0966715,0.145638,0.0119095,0.00605857,3.84329e-05,4.65184,0.316728,5.27652,8.7715,8.86408,0.171991,0,0.00483358,3.65681,3.65681,-0,18.1466,-0,12.5938,-0,0.133157,450.021,0,0,22445.3,0,22445.3,22445.3,22445.3,1.54196,0.810341,8.21536,0,0,1649.4,0,1649.4,1649.4,1649.4,0.0701499,0.391871,-56.982,-2.79527
setup,0,1938-12-31 23:00:00,-0.225649,466.024,539.442,60.3056,485.414,57.879,0,0.0968246,0.144505,0.0117328,0.00600329,3.84214e-05,4.64798,0.314631,5.24468,8.73717,8.85769,0.17116,0,0.00484123,3.65681,3.65681,-0,18.027,-0,12.5268,-0,0.132101,449.889,0,0,22389.4,0,22389.4,22389.4,22389.4,1.52595,0.811821,8.20944,0,0,1646.64,0,1646.64,1646.64,1646.64,0.0692998,0.390895,-55.9166,-2.76217
setup,0,1939-12-31 23:00:00,-0.225523,465.774,537.889,59.9313,485.287,57.8827,0,0.096773,0.143487,0.011636,0.00597394,3.86093e-05,4.64535,0.312505,5.21044,8.70219,8.85219,0.171817,0,0.00483865,3.65681,3.65681,-0,17.936,-0,12.4691,-0,0.131128,449.771,0,0,22335.2,0,22335.2,22335.2,22335.2,1.51764,0.810493,8.20434,0,0,1643.95,0,1643.95,1643.95,1643.95,0.0688012,0.389572,-54.1792,-2.6932
setup,0,1940-12-31 23:00:00,-0.22596,462.666,536.848,60.346,486.197,58.345,0,0.0941989,0.143901,0.0118125,0.00595634,3.82804e-05,4.6761,0.312043,5.24663,8.67318,8.85188,0.189321,0,0.00470995,3.6508,3.6508,-0,17.9811,-0,12.414,-0,0.131249,450.614,0,0,22281.9,0,22281.9,22281.9,22281.9,1.50846,0.814887,8.20406,0,0,1641.23,0,1641.23,1641.23,1641.23,0.0673237,0.380412,-53.2576,-2.72037
setup,0,1941-12-31 23:00:00,-0.225577,461.53,536.234,59.6424,484.539,58.1461,0,0.094439,0.142369,0.0117938,0.00595451,3.81724e-05,4.62684,0.307528,5.18223,8.63414,8.82307,0.187784,0,0.00472195,3.64953,3.64953,-0,17.8756,-0,12.3267,-0,0.129891,449.078,0,0,22230.7,0,22230.7,22230.7,22230.7,1.50086,0.814659,8.17735,0,0,1638.65,0,1638.65,1638.65,1638.65,0.0669114,0.379107,-51.2386,-2.57712
setup,0,1942-12-31 23:00:00,-0.225513,461.368,533.959,59.3585,484.488,58.166,0,0.0944237,0.141502,0.0116616,0.00591357,3.7962e-05,4.62268,0.30613,5.15663,8.60901,8.82045,0.188593,0,0.00472118,3.64953,3.64953,-0,17.7883,-0,12.2772,-0,0.129083,449.031,0,0,22180.5,0,22180.5,22180.5,22180.5,1.49198,0.815038,8.17492,0,0,1636.1,0,1636.1,1636.1,1636.1,0.0664346,0.378628,-50.2241,-2.54674
setup,0,1943-12-31 23:00:00,-0.225434,461.226,532.872,59.0967,484.376,58.1542,0,0.0943304,0.140792,0.0115924,0.00589362,3.7918e-05,4.62103,0.304848,5.13272,8.58605,8.81574,0.188657,0,0.00471652,3.64953,3.64953,-0,17.7285,-0,12.2394,-0,0.128406,448.927,0,0,22131.5,0,22131.5,22131.5,22131.5,1.48482,0.814674,8.17056,0,0,1633.6,0,1633.6,1633.6,1633.6,0.0660427,0.378152,-48.9894,-2.49964
setup,0,1944-12-31 23:00:00,-0.225762,464.945,533.336,59.1533,491.792,59.1772,0,0.0917484,0.141351,0.0116607,0.00587668,3.86725e-05,4.64589,0.305904,5.139,8.59625,8.99464,0.202249,0,0.00458742,3.64886,3.64886,-0,17.8515,-0,12.3255,-0,0.128614,455.8,0,0,22082.9,0,22082.9,22082.9,22082.9,1.48503,0.815706,8.33636,0,0,1631.07,0,1631.07,1631.07,1631.07,0.0662373,0.377841,-48.5703,-2.53301
setup,0,1945-12-31 23:00:00,-0.225456,464.275,537.619,58.8958,490.066,59.0928,0,0.0924011,0.140636,0.0121653,0.00601899,3.89154e-05,4.62325,0.302607,5.11452,8.6344,8.98025,0.202264,0,0.00462006,3.64889,3.64889,-0,18.0115,-0,12.3886,-0,0.127845,454.201,0,0,22037.3,0,22037.3,22037.3,22037.3,1.48495,0.815093,8.32303,0,0,1628.72,0,1628.72,1628.72,1628.72,0.0662355,0.377437,-45.6159,-2.3515
setup,0,1946-12-31 23:00:00,-0.225501,464.385,535.951,58.8092,490.1,59.0865,0,0.0922847,0.140285,0.0121431,0.00599856,3.86828e-05,4.62396,0.30242,5.10736,8.63692,8.98051,0.201819,0,0.00461424,3.64889,3.64889,-0,18.0019,-0,12.3937,-0,0.127488,454.232,0,0,21992,0,21992,21992,21992,1.47922,0.815179,8.32327,0,0,1626.36,0,1626.36,1626.36,1626.36,0.0659677,0.378087,-45.282,-2.3556
setup,0,1947-12-31 23:00:00,-0.225462,464.406,535.291,58.6412,490.214,59.1044,0,0.0923252,0.139854,0.0121242,0.0059943,3.86729e-05,4.6242,0.301905,5.09244,8.62741,8.98254,0.202208,0,0.00461626,3.64889,3.64889,-0,17.9728,-0,12.3734,-0,0.127065,454.338,0,0,21947.6,0,21947.6,21947.6,21947.6,1.47475,0.815015,8.32515,0,0,1624.03,0,1624.03,1624.03,1624.03,0.0657606,0.378463,-44.4085,-2.32899
setup,0,1948-12-31 23:00:00,-0.225725,464.43,535.154,58.6662,494.553,59.4146,0,0.0891078,0.140465,0.0123208,0.00604686,3.87008e-05,4.63448,0.303222,5.09478,8.61066,9.08326,0.20965,0,0.00445539,3.68792,3.68792,-0,18.024,-0,12.3739,-0,0.127535,458.359,0,0,21903.7,0,21903.7,21903.7,21903.7,1.47419,0.830406,8.4185,0,0,1621.72,0,1621.72,1621.72,1621.72,0.0665462,0.385781,-43.8739,-2.31751
setup,0,1949-12-31 23:00:00,-0.225437,463.62,537.388,58.7029,492.77,59.3102,0,0.0898094,0.139842,0.0125726,0.00612647,3.87047e-05,4.62857,0.301223,5.09777,8.63075,9.06601,0.209605,0,0.00449047,3.64855,3.64855,-0,18.1079,-0,12.3967,-0,0.126815,456.706,0,0,21861.6,0,21861.6,21861.6,21861.6,1.47327,0.829676,8.40251,0,0,1619.48,0,1619.48,1619.48,1619.48,0.0665113,0.385362,-42.0882,-2.23637
setup,0,1950-12-31 23:00:00,-0.225497,463.721,535.784,58.6272,492.843,59.3269,0,0.0900426,0.139558,0.0125306,0.00610385,3.83703e-05,4.63091,0.301103,5.09149,8.63405,9.0687,0.209715,0,0.00450213,3.64855,3.64855,-0,18.0925,-0,12.3939,-0,0.126537,456.775,0,0,21819.7,0,21819.7,21819.7,21819.7,1.46973,0.828719,8.405,0,0,1617.23,0,1617.23,1617.23,1617.23,0.066407,0.386369,-41.9592,-2.24849
setup,0,1951-12-31 23:00:00,-0.224823,463.653,533.725,59.5554,492.798,59.3184,0,0.0898866,0.138723,0.0124179,0.00610354,5.30073e-05,5.03576,0.296226,5.18796,8.62532,9.06663,0.209696,0,0.00449433,3.73591,3.73591,-0,17.9914,-0,12.8555,-0,0.126029,456.732,0,0,21778.9,0,21778.9,21778.9,21778.9,2.00799,0.628256,8.40309,0,0,1615.68,0,1615.68,1615.68,1615.68,0.14748,0.841633,-40.7998,-1.55581
setup,0,1952-12-31 23:00:00,-0.214255,365.957,500.969,42.7935,508.275,70.0697,0,0.616595,0.125512,0.0103118,0.00632585,2.5697e-05,3.82712,0.232591,3.78014,7.96879,7.61512,0.541279,0,0.0123446,3.14458,3.14458,-0,15.4819,-0,10.7334,-0,0.114987,471.077,0,0,21798.8,0,21798.8,21798.8,21798.8,1.74383,0.854724,7.05781,0,0,1615.8,0,1615.8,1615.8,1615.8,0.102252,0.510205,19.9089,0.124748
setup,0,1953-12-31 23:00:00,-0.201171,465.132,550.43,58.399,581.101,51.3871,0,12.8774,0.136763,0.0267389,0.0189422,2.99918e-05,3.05085,0.255867,5.07174,7.22171,9.73675,0.0217951,0,0.504819,3.41418,3.41418,-0,15.626,-0,10.541,-0,0.124549,538.573,0,0,21762.7,0,21762.7,21762.7,21762.7,1.76503,0.783399,9.02417,0,0,1614.53,0,1614.53,1614.53,1614.53,0.0805051,0.398569,-36.1313,-1.27433
setup,0,1954-12-31 23:00:00,-0.206745,457.051,593.826,64.9904,555.07,63.9341,0,2.49634,0.155543,0.00852827,0.0063149,2.25234e-05,3.51485,0.223364,5.73614,8.4526,9.01359,0.28586,0,0.124629,3.77366,3.77366,-0,16.5223,-0,11.4348,-0,0.145648,514.447,0,0,21748.3,0,21748.3,21748.3,21748.3,1.74342,0.802414,8.35393,0,0,1613.7,0,1613.7,1613.7,1613.7,0.0965413,0.563906,-14.3508,-0.822299
setup,0,1955-12-31 23:00:00,-0.234044,351.144,572.869,52.4158,425.619,50.5012,0,0.0580986,0.157145,0.0144235,0.00817271,2.18567e-05,3.799,0.318187,4.56455,8.69563,6.31936,0.252519,0,0.000957563,3.20018,3.20018,-0,17.5914,-0,11.5672,-0,0.144956,394.47,0,0,21728,0,21728,21728,21728,1.76703,0.962503,5.85687,0,0,1612.21,0,1612.21,1612.21,1612.21,0.0775487,0.459191,-20.3201,-1.4955
setup,0,1956-12-31 23:00:00,-0.161237,754.574,532.214,70.3977,1037.51,87.0079,0,6.7727,0.170206,0.00875594,0.00523825,2.9685e-05,4.22105,0.271457,6.20399,8.78748,19.5247,0.0762923,0,0.310073,4.37768,4.37768,-0,15.4312,-0,12.3504,-0,0.160472,961.581,0,0,21656.7,0,21656.7,21656.7,21656.7,2.0539,0.83054,18.0957,0,0,1608.8,0,1608.8,1608.8,1608.8,0.151874,0.8926,-71.2845,-3.41018
setup,0,1957-12-31 23:00:00,-0.209491,516.618,927.91,61.3394,617.099,84.5949,0,5.75885,0.179585,0.0412741,0.0177729,2.56974e-05,3.17519,0.259968,5.38493,11.1153,11.6183,0.58153,0,0.243929,3.14023,3.14023,-0,29.9769,-0,17.1589,-0,0.151837,571.937,0,0,21766.4,0,21766.4,21766.4,21766.4,2.47237,0.842266,10.768,0,0,1614.36,0,1614.36,1614.36,1614.36,0.112442,0.49181,109.715,5.56423
