source,id,datetime,aC_ch4_emis[kgCha-1],aC_co2_emis_auto[kgCha-1],aC_co2_emis_hetero[kgCha-1],aC_doc_leach[kgCha-1],aC_litter_above[kgCha-1],aC_litter_below[kgCha-1],aC_fertilize[kgCha-1],aC_fixation[kgCha-1],aN_no_emis[kgNha-1],aN_n2o_emis[kgNha-1],aN_n2_emis[kgNha-1],aN_nh3_emis[kgNha-1],aN_no3_leach[kgNha-1],aN_nh4_leach[kgNha-1],aN_don_leach[kgNha-1],aN_uptake[kgNha-1],aN_litter_above[kgNha-1],aN_litter_below[kgNha-1],aN_fertilize[kgNha-1],aN_fixation[kgNha-1],aN_dep_no3[kgNha-1],aN_dep_nh4[kgNha-1],aN_mineral_floor[kgNha-1],aN_mineral_min[kgNha-1],aN_nitrify_floor[kgNha-1],aN_nitrify_min[kgNha-1],aN_chemo_floor[kgNha-1],aN_chemo_min[kgNha-1],C_stubble[kgCha-1],C_wood_above[kgCha-1],C_wood_below[kgCha-1],C_soil_total[kgCha-1],C_soil_floor[kgCha-1],C_soil_min[kgCha-1],C_soil_min_30cm[kgCha-1],C_soil_min_20cm[kgCha-1],C_mic_total[kgCha-1],C_sol_total[kgCha-1],N_stubble[kgNha-1],N_wood_above[kgNha-1],N_wood_below[kgNha-1],N_soil_total[kgNha-1],N_soil_floor[kgNha-1],N_soil_min[kgNha-1],N_soil_min_30cm[kgNha-1],N_soil_min_20cm[kgNha-1],N_mic_total[kgNha-1],N_sol_total[kgNha-1],aC_change[kgCha-1],aN_change[kgNha-1]
setup,0,2022-12-31 23:00:00,-0.26486,378.68,720.333,48.369,469.958,46.964,0,2.43546,0.195227,0.00844009,0.0100994,9.32791e-05,5.76011,0.296573,4.28623,9.42869,7.46058,0.126045,0,0.0749943,3.97468,3.97468,-0,27.8627,-0,15.1588,-0,0.179842,435.527,0,0,19783.5,0,19783.5,19783.5,19783.5,2.00891,0.660068,6.9138,0,0,1488.46,0,1488.46,1488.46,1488.46,0.100064,0.646719,-24.0705,-1.38565
setup,0,2023-12-31 23:00:00,-0.265245,475.171,571.659,52.0348,548.596,51.6676,0,17.8481,0.174346,0.00908086,0.00984379,8.70336e-05,4.30514,0.354399,4.60692,10.359,8.36176,0.00686717,0,0.7273,3.89505,3.89505,-0,24.5756,-0,14.0728,-0,0.159986,508.447,0,0,19707.8,0,19707.8,19707.8,19707.8,1.37571,0.699779,7.7498,0,0,1484,0,1484,1484,1484,0.0741303,0.492457,-75.6946,-4.4621
setup,0,2024-12-31 23:00:00,-0.267637,436.871,613.875,57.445,518.394,49.5114,0,9.13604,0.226752,0.0124848,0.0103819,9.41653e-05,6.28208,0.345372,5.17651,10.0981,7.91403,0.051366,0,0.399965,4.26832,4.26832,-0,26.4824,-0,15.9161,-0,0.209838,480.455,0,0,19641.3,0,19641.3,19641.3,19641.3,1.64594,0.754284,7.33484,0,0,1479.65,0,1479.65,1479.65,1479.65,0.0753464,0.552639,-66.456,-4.34264
setup,0,2025-12-31 23:00:00,-0.251164,389.976,568.397,52.0553,520.872,75.3123,0,6.03266,0.183134,0.00653455,0.00806564,6.89907e-05,5.26685,0.264119,4.66857,8.35331,9.14094,0.646977,0,0.271182,3.73873,3.73873,-0,22.1403,-0,13.1438,-0,0.170187,482.752,0,0,19619.8,0,19619.8,19619.8,19619.8,1.9852,0.77234,8.47195,0,0,1477.32,0,1477.32,1477.32,1477.32,0.137825,0.579639,-21.5464,-2.33067
setup,0,2026-12-31 23:00:00,-0.287416,342.494,577.678,37.8912,384.758,39.5901,0,1.43239,0.165736,0.00826747,0.013764,0.000135158,3.69431,0.297767,3.34911,9.23043,5.95374,0.0633924,0,0.0254939,2.97989,2.97989,-0,25.4252,-0,12.9735,-0,0.147903,356.599,0,0,19566.5,0,19566.5,19566.5,19566.5,1.82305,0.734359,5.51801,0,0,1475.57,0,1475.57,1475.57,1475.57,0.105917,0.677206,-53.2286,-1.7484
setup,0,2027-12-31 23:00:00,-0.270412,242.474,460.049,67.4457,264.82,28.8637,0,14.1369,0.155769,0.00316491,0.00899821,8.1356e-05,7.53721,0.496968,6.13432,8.60676,4.41137,0.0651443,0,0.579628,5.23898,5.23898,-0,19.5311,-0,13.3392,-0,0.14381,245.439,0,0,19470.9,0,19470.9,19470.9,19470.9,1.4065,0.728034,4.08852,0,0,1469.51,0,1469.51,1469.51,1469.51,0.0739281,0.544151,-95.6463,-6.06352
setup,0,2028-12-31 23:00:00,-0.251615,471.815,385.538,31.2605,623.438,80.8882,0,6.10555,0.152116,0.00983868,0.00840861,0.000104845,3.27922,0.297566,2.67382,9.18584,10.6754,0.556485,0,0.132111,3.2974,3.2974,-0,17.8496,-0,12.1937,-0,0.136566,577.811,0,0,19417.3,0,19417.3,19417.3,19417.3,1.83952,0.762413,9.89409,0,0,1466.09,0,1466.09,1466.09,1466.09,0.116395,0.677173,-53.6061,-3.42424
setup,0,2029-12-31 23:00:00,-0.289549,285.725,643.351,49.3469,324.744,32.4738,0,8.66713,0.18339,0.00685524,0.00975444,9.75123e-05,5.90152,0.334331,4.48205,9.10578,4.36511,0.0373327,0,0.371327,3.99834,3.99834,-0,27.4555,-0,14.2681,-0,0.169556,300.978,0,0,19373.5,0,19373.5,19373.5,19373.5,1.61323,0.550701,4.04565,0,0,1464.36,0,1464.36,1464.36,1464.36,0.0886038,0.56717,-43.8235,-1.72507
setup,0,2030-12-31 23:00:00,-0.23355,422.435,426.483,55.4375,552.554,69.9299,0,8.04417,0.167565,0.010002,0.0114373,6.02883e-05,5.42767,0.410134,4.93354,8.2788,9.29419,0.462276,0,0.294495,4.26824,4.26824,-0,16.3594,-0,11.5118,-0,0.154341,512.115,0,0,19306.3,0,19306.3,19306.3,19306.3,1.49831,0.827294,8.61399,0,0,1459.23,0,1459.23,1459.23,1459.23,0.0708567,0.561321,-67.1928,-5.13666
setup,0,2031-12-31 23:00:00,-0.258503,453.367,592.846,41.1654,512.302,56.6026,0,9.91637,0.169612,0.00931176,0.0136743,0.000108838,5.08764,0.311153,3.66912,8.73731,8.99669,0.165775,0,0.466893,4.04376,4.04376,-0,25.1825,-0,13.9557,-0,0.151408,474.809,0,0,19282.7,0,19282.7,19282.7,19282.7,1.9647,0.730702,8.33826,0,0,1458.97,0,1458.97,1458.97,1458.97,0.122628,0.746348,-23.5286,-0.259475
setup,0,2032-12-31 23:00:00,-0.243211,558.645,591.64,66.7539,684.223,61.6861,0,16.9714,0.223764,0.0113816,0.011034,8.65139e-05,7.06739,0.364183,6.03801,10.3797,11.0511,0.0289773,0,0.704298,4.76037,4.76037,-0,26.7836,-0,16.6254,-0,0.20814,634.148,0,0,19216.2,0,19216.2,19216.2,19216.2,1.8361,0.562061,10.2424,0,0,1454.71,0,1454.71,1454.71,1454.71,0.121767,0.697974,-66.5678,-4.25616
setup,0,2033-12-31 23:00:00,-0.251288,467.905,701.108,53.4862,550.39,58.1511,0,3.25631,0.183966,0.00684624,0.00929604,9.6143e-05,4.99494,0.322201,4.72354,9.90499,9.00246,0.157383,0,0.101932,4.1678,4.1678,-0,27.6575,-0,13.9564,-0,0.17023,510.11,0,0,19200.6,0,19200.6,19200.6,19200.6,1.50017,0.755893,8.34362,0,0,1453.41,0,1453.41,1453.41,1453.41,0.0701203,0.562562,-15.6017,-1.30114
setup,0,2034-12-31 23:00:00,-0.268779,373.87,601.5,55.7359,392.705,42.3963,0,23.7065,0.191381,0.0160135,0.0730164,9.05058e-05,6.01272,0.372152,5.00332,9.83786,6.32177,0.0500858,0,0.99277,4.61812,4.61812,-0,27.1104,-0,14.9499,-0,0.173753,363.965,0,0,19161.8,0,19161.8,19161.8,19161.8,2.20151,0.595425,5.85911,0,0,1451.77,0,1451.77,1451.77,1451.77,0.186016,1.05439,-38.7685,-1.63822
setup,0,2035-12-31 23:00:00,-0.251838,472.841,478.624,47.5705,620.298,57.7016,0,4.12977,0.194695,0.00675155,0.0076305,7.08e-05,5.48861,0.276589,4.2706,8.76199,10.9534,0.131555,0,0.121243,3.96941,3.96941,-0,21.3313,-0,13.7441,-0,0.181391,574.901,0,0,19100.2,0,19100.2,19100.2,19100.2,1.6744,0.737869,10.1517,0,0,1447.35,0,1447.35,1447.35,1447.35,0.0940668,0.708338,-61.5717,-4.42354
setup,0,2036-12-31 23:00:00,-0.245724,421.517,628.459,57.6946,517.655,48.2308,0,3.45639,0.171759,0.0053475,0.009775,7.58492e-05,5.61464,0.309484,5.13283,9.97343,8.31471,0.0594677,0,0.145845,4.77628,4.77628,-0,26.4811,-0,13.9964,-0,0.157938,479.77,0,0,19078.3,0,19078.3,19078.3,19078.3,1.49901,0.846579,7.7062,0,0,1445.61,0,1445.61,1445.61,1445.61,0.0725923,0.564104,-21.9338,-1.73954
setup,0,2037-12-31 23:00:00,-0.227207,508.667,578.468,51.5463,633.175,56.6317,0,6.98618,0.171385,0.0123162,0.0140998,8.17979e-05,5.58919,0.332573,4.4964,9.90947,10.7218,0.0385434,0,0.276238,4.18083,4.18083,-0,23.958,-0,14.0678,-0,0.152996,586.836,0,0,19033.7,0,19033.7,19033.7,19033.7,1.52359,0.74632,9.93715,0,0,1443.03,0,1443.03,1443.03,1443.03,0.0761641,0.649238,-44.6019,-2.57461
setup,0,2038-12-31 23:00:00,-0.2381,526.689,665.806,59.7369,642.816,58.0787,0,11.4954,0.196696,0.00901845,0.0112921,0.000118268,6.49038,0.32502,5.31398,10.7199,10.5394,0.0300401,0,0.55478,4.92635,4.92635,-0,27.7197,-0,15.2123,-0,0.180807,595.771,0,0,19006.1,0,19006.1,19006.1,19006.1,1.66043,0.787066,9.76812,0,0,1440.94,0,1440.94,1440.94,1440.94,0.0757682,0.650011,-27.5897,-2.09706
setup,0,2039-12-31 23:00:00,-0.248762,445.812,659.544,44.1377,489,52.7201,0,5.56738,0.161331,0.00665476,0.00957716,8.77719e-05,4.56783,0.288367,3.88241,9.94319,7.71506,0.102223,0,0.253554,4.07705,4.07705,-0,26.863,-0,13.8362,-0,0.146452,453.212,0,0,19001.2,0,19001.2,19001.2,19001.2,1.96675,0.541101,7.15043,0,0,1441.34,0,1441.34,1441.34,1441.34,0.146667,1.00171,-4.88445,0.405085
setup,0,2040-12-31 23:00:00,-0.24352,442.802,554.102,63.1417,501.988,51.2804,0,10.8365,0.171834,0.00637412,0.00953621,7.10225e-05,6.77307,0.368632,5.65723,9.60945,7.86908,0.0706894,0,0.539163,4.72334,4.72334,-0,23.5706,-0,13.8651,-0,0.158378,465.25,0,0,18942.1,0,18942.1,18942.1,18942.1,1.47992,0.70218,7.29318,0,0,1436.43,0,1436.43,1436.43,1436.43,0.076859,0.57449,-59.1362,-4.90731
setup,0,2041-12-31 23:00:00,-0.2867,251.335,539.199,45.1972,281.425,27.5643,0,19.5287,0.15982,0.0105565,0.031552,8.10342e-05,5.6729,0.356093,4.01024,8.94054,4.20474,0.0144337,0,0.917882,4.26723,4.26723,-0,23.4628,-0,13.3033,-0,0.146419,260.829,0,0,18905.6,0,18905.6,18905.6,18905.6,1.72321,0.872057,3.89701,0,0,1435.12,0,1435.12,1435.12,1435.12,0.133321,1.10892,-36.4695,-1.31451
setup,0,2042-12-31 23:00:00,-0.233446,526.763,402.16,50.1926,668.723,69.8344,0,14.1787,0.190469,0.0117946,0.0141169,6.65687e-05,4.54796,0.235655,4.48374,9.50671,10.4601,0.229545,0,0.599296,4.11016,4.11016,-0,17.8263,-0,12.4939,-0,0.178322,619.783,0,0,18833.1,0,18833.1,18833.1,18833.1,1.75671,0.644531,9.69458,0,0,1429.43,0,1429.43,1429.43,1429.43,0.12405,0.774085,-72.5319,-5.68857
setup,0,2043-12-31 23:00:00,-0.267071,284.356,662.64,45.0686,367.463,41.0339,0,22.8947,0.174864,0.0136389,0.10211,7.28582e-05,5.05868,0.282612,3.99149,9.60711,4.97974,0.196805,0,0.965507,4.25854,4.25854,-0,27.0251,-0,13.174,-0,0.161328,340.57,0,0,18836.4,0,18836.4,18836.4,18836.4,1.75047,0.90533,4.61529,0,0,1429.39,0,1429.39,1429.39,1429.39,0.0752929,0.606976,3.34724,-0.0445521
setup,0,2044-12-31 23:00:00,-0.25437,336.488,472.929,49.0136,422.27,62.4262,0,20.4844,0.168478,0.00536134,0.00659623,0.000126621,6.22467,0.324174,4.41103,7.53032,6.37288,0.501528,0,0.740624,4.46852,4.46852,-0,18.3163,-0,12.4855,-0,0.158574,391.349,0,0,18778.7,0,18778.7,18778.7,18778.7,1.65109,0.705719,5.9061,0,0,1425.97,0,1425.97,1425.97,1425.97,0.105712,0.763117,-57.7137,-3.41665
setup,0,2045-12-31 23:00:00,-0.2501,454.669,512.775,53.9157,517.204,53.9849,0,14.8693,0.208414,0.00753133,0.0100861,7.73398e-05,6.24838,0.349628,4.87837,9.41631,8.40476,0.10424,0,0.660868,4.55852,4.55852,-0,22.2625,-0,14.3838,-0,0.196773,479.352,0,0,18705.2,0,18705.2,18705.2,18705.2,1.22122,0.819655,7.78966,0,0,1421.01,0,1421.01,1421.01,1421.01,0.0627521,0.462325,-73.5254,-4.9625
setup,0,2046-12-31 23:00:00,-0.282395,276.564,530.401,45.7964,270.548,31.3414,0,3.7296,0.164053,0.00801823,0.0090817,0.000141923,6.18507,0.322381,4.09627,8.62943,4.14058,0.0405809,0,0.123138,4.34574,4.34574,-0,23.0241,-0,13.1674,-0,0.150141,250.748,0,0,18674.4,0,18674.4,18674.4,18674.4,1.4256,0.714839,3.83755,0,0,1419.69,0,1419.69,1419.69,1419.69,0.12774,0.992191,-30.7644,-1.31877
setup,0,2047-12-31 23:00:00,-0.249673,431.333,375.074,39.8546,485.12,46.556,0,5.32373,0.140686,0.00529233,0.00690038,5.13313e-05,4.57361,0.27901,3.41975,8.76151,6.77853,0.00811542,0,0.22167,4.68229,4.68229,-0,16.413,-0,11.2311,-0,0.12779,449.616,0,0,18594.9,0,18594.9,18594.9,18594.9,1.32478,0.642279,6.28244,0,0,1415.09,0,1415.09,1415.09,1415.09,0.0852247,0.78597,-79.5325,-4.60242
setup,0,2048-12-31 23:00:00,-0.259919,467.515,531.106,47.786,562.269,52.7136,0,6.03155,0.17381,0.00649405,0.0106414,0.000165001,7.01917,0.416363,4.26954,8.68492,8.67744,0.0502353,0,0.234555,4.6005,4.6005,-0,20.8274,-0,13.5923,-0,0.158984,521.119,0,0,18552,0,18552,18552,18552,1.50477,0.714309,8.04238,0,0,1411.77,0,1411.77,1411.77,1411.77,0.113373,0.811016,-42.8531,-3.3161
setup,0,2049-12-31 23:00:00,-0.252495,462.556,586.697,54.6524,537.553,52.6376,0,8.94864,0.157638,0.0088508,0.0108812,9.19043e-05,5.98985,0.332629,4.75056,9.72855,7.6473,0.05253,0,0.3437,5.25316,5.25316,-0,23.4248,-0,13.6014,-0,0.143987,498.212,0,0,18530.3,0,18530.3,18530.3,18530.3,1.70256,0.773086,7.08763,0,0,1410.09,0,1410.09,1410.09,1410.09,0.0973379,0.756922,-21.7237,-1.6797
setup,0,2050-12-31 23:00:00,-0.243565,485.228,588.001,46.8251,563.252,54.252,0,16.599,0.147328,0.00767568,0.0127646,0.000104915,5.07253,0.28836,4.08491,9.45769,8.41588,0.0338492,0,0.640615,4.30394,4.30394,-0,21.8129,-0,12.4978,-0,0.130505,522.03,0,0,18504.6,0,18504.6,18504.6,18504.6,1.43688,0.883976,7.79996,0,0,1408.08,0,1408.08,1408.08,1408.08,0.0580854,0.574506,-25.7407,-2.0095
