"","GEOID","month","solar_glob_rad_Wm2"
"175","01029","jul",263.891694721423
"176","01029","aug",246.222585979261
"177","01029","sep",207.920692309999
"178","01029","oct",173.287071228027
"179","01029","nov",128.929057673404
"180","01029","dec",97.177216111568
"181","01031","jan",125.463618146242
"182","01031","feb",157.038848765575
"183","01031","mar",205.033418641473
"184","01031","apr",248.522365932047
"185","01031","may",280.024970284344
"186","01031","jun",276.125869416842
"187","01031","jul",266.384406542256
"188","01031","aug",247.222202273181
"189","01031","sep",215.244477543518
"190","01031","oct",186.46385649521
"191","01031","nov",143.622911550703
"192","01031","dec",111.829401336447
"193","01033","jan",103.916594930796
"194","01033","feb",131.884963871883
"195","01033","mar",178.499308072604
"196","01033","apr",231.378627131535
"197","01033","may",262.488216693585
"198","01033","jun",282.555833317683
"199","01033","jul",269.604187246469
"200","01033","aug",248.737784517728
"201","01033","sep",214.027174260066
"202","01033","oct",168.189413100023
"203","01033","nov",123.128873091478
"204","01033","dec",90.9916625976562
"205","01035","jan",123.355941192448
"206","01035","feb",153.977653458802
"207","01035","mar",202.901582595201
"208","01035","apr",244.633774963736
"209","01035","may",275.405649107102
"210","01035","jun",274.600284331026
"211","01035","jul",262.539421929253
"212","01035","aug",245.933754993461
"213","01035","sep",215.8639413934
"214","01035","oct",186.451038561369
"215","01035","nov",142.01255405716
"216","01035","dec",110.574903833936
"217","01037","jan",116.90059993578
"218","01037","feb",145.744337220123
"219","01037","mar",191.842442056407
"220","01037","apr",238.732160043025
"221","01037","may",271.093119524527
"222","01037","jun",278.340097399725
"223","01037","jul",266.355691882147
"224","01037","aug",247.593128480773
"225","01037","sep",212.26667608731
"226","01037","oct",178.486542411472
"227","01037","nov",133.153965162194
"228","01037","dec",101.338406493698
"229","01039","jan",125.269910509341
"230","01039","feb",156.438150495012
"231","01039","mar",204.977784914391
"232","01039","apr",246.704576652741
"233","01039","may",276.660684888608
"234","01039","jun",273.173572005513
"235","01039","jul",261.745625790035
"236","01039","aug",244.702973552953
"237","01039","sep",214.971334154361
"238","01039","oct",187.310686343184
"239","01039","nov",143.524420194537
"240","01039","dec",112.247562301493
"241","01041","jan",122.752480476133
"242","01041","feb",154.268090648036
"243","01041","mar",201.948403512278
"244","01041","apr",245.454762243455
"245","01041","may",277.179752226799
"246","01041","jun",277.304547463694
"247","01041","jul",267.96886345648
"248","01041","aug",248.368355904856
"249","01041","sep",214.488680562665
"250","01041","oct",184.908277573124
"251","01041","nov",140.705920065603
"252","01041","dec",109.374118558822
"253","01043","jan",107.187293317583
"254","01043","feb",136.005964808994
"255","01043","mar",182.94402217865
"256","01043","apr",234.492695914374
"257","01043","may",263.411312739054
"258","01043","jun",279.071579827203
"259","01043","jul",266.759506437514
"260","01043","aug",248.436328781976
"261","01043","sep",213.803110440572
"262","01043","oct",172.153648058573
"263","01043","nov",126.27355061637
"264","01043","dec",95.3706967565748
"265","01045","jan",126.375399050505
"266","01045","feb",157.679775868291
"267","01045","mar",204.868389361838
"268","01045","apr",249.644802060335
"269","01045","may",282.147857666016
"270","01045","jun",276.539596159562
"271","01045","jul",266.76521314538
"272","01045","aug",247.01571748153
"273","01045","sep",215.103875201681
"274","01045","oct",185.950980941109
"275","01045","nov",144.282115637738
"276","01045","dec",111.962974747368
"277","01047","jan",119.164673941476
"278","01047","feb",149.82274225545
"279","01047","mar",195.747927210014
"280","01047","apr",242.041831857465
"281","01047","may",276.272708235116
"282","01047","jun",279.892347664669
"283","01047","jul",268.287269329203
"284","01047","aug",250.726579562784
"285","01047","sep",215.955100073603
"286","01047","oct",182.448063141019
"287","01047","nov",136.869791716778
"288","01047","dec",105.479686229687
"289","01049","jan",106.132323397866
"290","01049","feb",134.82666392266
"291","01049","mar",181.12262619598
"292","01049","apr",233.149098842959
"293","01049","may",263.080291941196
"294","01049","jun",278.137630800658
"295","01049","jul",264.364519143406
"296","01049","aug",245.184272476389
"297","01049","sep",209.466749843163
"298","01049","oct",170.390855813328
"299","01049","nov",124.164482020125
"300","01049","dec",93.6609513005124
"301","01051","jan",119.028920932079
"302","01051","feb",148.963587483083
"303","01051","mar",194.744330218458
"304","01051","apr",241.299970491665
"305","01051","may",273.649260513426
"306","01051","jun",278.923267514687
"307","01051","jul",268.110845370555
"308","01051","aug",248.496560044176
"309","01051","sep",213.191954244779
"310","01051","oct",180.273037287194
"311","01051","nov",135.594931294599
"312","01051","dec",103.749905503641
"313","01053","jan",124.743466463956
"314","01053","feb",155.318519206962
"315","01053","mar",204.592422177093
"316","01053","apr",246.055587152038
"317","01053","may",275.426603529188
"318","01053","jun",272.501741659762
"319","01053","jul",258.874515649044
"320","01053","aug",242.784669047654
"321","01053","sep",215.828823051067
"322","01053","oct",188.360555552473
"323","01053","nov",143.931048768939
"324","01053","dec",112.560764813664
"325","01055","jan",109.15960516753
"326","01055","feb",136.700842398184
"327","01055","mar",183.088697645399
"328","01055","apr",234.390558878581
"329","01055","may",263.468673706055
"330","01055","jun",277.038317645038
"331","01055","jul",265.161465680158
"332","01055","aug",246.535749082212
"333","01055","sep",210.927035013835
"334","01055","oct",172.580637331362
"335","01055","nov",126.977029729772
"336","01055","dec",94.714895107128
"337","01057","jan",109.830644130707
"338","01057","feb",139.292689085007
"339","01057","mar",184.979308247566
"340","01057","apr",234.393043518066
"341","01057","may",266.008929491043
"342","01057","jun",280.12793803215
"343","01057","jul",268.022826194763
"344","01057","aug",249.374360561371
"345","01057","sep",215.976346850395
"346","01057","oct",174.090910792351
"347","01057","nov",128.022024333477
"348","01057","dec",97.479383289814
"349","01059","jan",105.797676780007
"350","01059","feb",133.763946533203
"351","01059","mar",180.62651755593
"352","01059","apr",232.547175089518
"353","01059","may",263.559741164699
"354","01059","jun",282.844192273689
"355","01059","jul",269.100492535215
"356","01059","aug",249.238124269428
"357","01059","sep",214.54395386667
"358","01059","oct",169.635338291977
"359","01059","nov",124.620548941872
"360","01059","dec",93.1507934801506
"361","01061","jan",128.405905699119
"362","01061","feb",159.95361719376
"363","01061","mar",208.065780770065
"364","01061","apr",251.092982887203
"365","01061","may",283.054250342214
"366","01061","jun",275.947379870292
"367","01061","jul",264.916159866203
"368","01061","aug",245.680380275107
"369","01061","sep",216.831182756995
"370","01061","oct",188.262019491603
"371","01061","nov",146.382304004115
"372","01061","dec",114.304068019247
"373","01063","jan",114.768771206375
"374","01063","feb",144.505312063398
"375","01063","mar",190.656763007171
"376","01063","apr",237.062426490505
"377","01063","may",271.294198808879
"378","01063","jun",284.296678083657
"379","01063","jul",269.188207695954
"380","01063","aug",251.701781558294
"381","01063","sep",217.736785888672
"382","01063","oct",179.445425103181
"383","01063","nov",132.374650495766
"384","01063","dec",102.578866109361
"385","01065","jan",115.917220465571
"386","01065","feb",145.979407440844
"387","01065","mar",191.892493707671
"388","01065","apr",238.415922096307
"389","01065","may",272.652345725958
"390","01065","jun",283.415985326973
"391","01065","jul",269.663036318992
"392","01065","aug",252.064369146772
"393","01065","sep",217.348095242068
"394","01065","oct",180.17064716147
"395","01065","nov",133.175399341172
"396","01065","dec",103.106203532047
"397","01067","jan",126.774965943409
"398","01067","feb",158.04439525444
"399","01067","mar",204.648471351431
"400","01067","apr",250.400541674189
"401","01067","may",283.885370591108
"402","01067","jun",277.010543695017
"403","01067","jul",267.561305454799
"404","01067","aug",247.360488122251
"405","01067","sep",214.824600347952
"406","01067","oct",185.205364451689
"407","01067","nov",144.270600775711
"408","01067","dec",111.936455670525
"409","01069","jan",129.551081168551
"410","01069","feb",160.298710029666
"411","01069","mar",207.934566465746
"412","01069","apr",252.984679406431
"413","01069","may",286.409406645959
"414","01069","jun",276.480350782891
"415","01069","jul",267.212556983243
"416","01069","aug",246.622995713178
"417","01069","sep",216.797496122472
"418","01069","oct",187.803893401843
"419","01069","nov",146.806855658523
"420","01069","dec",114.813460342023
"421","01071","jan",102.271048381411
"422","01071","feb",130.59205377513
"423","01071","mar",177.188846522364
"424","01071","apr",229.603501287
"425","01071","may",259.513363279145
"426","01071","jun",279.212554800099
"427","01071","jul",264.568998007939
"428","01071","aug",246.488237709835
"429","01071","sep",209.265634142119
"430","01071","oct",167.583626845787
"431","01071","nov",121.061600520693
"432","01071","dec",90.6993217797115
"433","01073","jan",111.700376319052
"434","01073","feb",140.206087070782
"435","01073","mar",187.339320420178
"436","01073","apr",236.252093385921
"437","01073","may",266.403176919862
"438","01073","jun",276.306037736251
"439","01073","jul",264.209268761514
"440","01073","aug",247.210533175406
"441","01073","sep",212.695303837805
"442","01073","oct",175.305077232128
"443","01073","nov",129.835007313558
"444","01073","dec",98.5187737077605
"445","01075","jan",109.231527312463
"446","01075","feb",138.706196760931
"447","01075","mar",184.291036397469
"448","01075","apr",233.526270633986
"449","01075","may",266.84642990497
"450","01075","jun",282.853965182264
"451","01075","jul",269.131785160353
"452","01075","aug",250.184683022379
"453","01075","sep",217.544828783564
"454","01075","oct",173.677767072405
"455","01075","nov",127.431371480477
"456","01075","dec",96.6193128313337
"457","01077","jan",102.64448239992
"458","01077","feb",131.220053034721
"459","01077","mar",177.560747215216
"460","01077","apr",230.482497729843
"461","01077","may",261.445495166367
"462","01077","jun",282.974365234375
"463","01077","jul",269.727294482773
"464","01077","aug",248.192826634688
"465","01077","sep",214.033109596307
"466","01077","oct",167.489817118473
"467","01077","nov",122.148386344635
"468","01077","dec",89.8128735658934
"469","01079","jan",104.954782663981
"470","01079","feb",133.108121744792
"471","01079","mar",180.365946756999
"472","01079","apr",232.858956197103
"473","01079","may",262.699356079102
"474","01079","jun",280.395537516276
"475","01079","jul",267.431589152018
"476","01079","aug",248.395297444661
"477","01079","sep",213.662973124186
"478","01079","oct",169.530229085286
"479","01079","nov",124.064680786133
"480","01079","dec",93.1113458251953
"481","01081","jan",120.0935587883
"482","01081","feb",150.882492184639
"483","01081","mar",195.31286239624
"484","01081","apr",242.997279047966
"485","01081","may",275.486898422241
"486","01081","jun",277.943431377411
"487","01081","jul",268.042583942413
"488","01081","aug",246.326608181
"489","01081","sep",211.30524456501
"490","01081","oct",179.772625803947
"491","01081","nov",136.378604412079
"492","01081","dec",105.649350941181
"493","01083","jan",102.532353308893
"494","01083","feb",130.960566243818
"495","01083","mar",178.621106916858
"496","01083","apr",232.258475395941
"497","01083","may",262.617745430239
"498","01083","jun",282.105179325227
"499","01083","jul",268.491627846995
"500","01083","aug",249.273946454448
"501","01083","sep",214.062000151603
"502","01083","oct",168.621937536424
"503","01083","nov",122.246069200577
"504","01083","dec",90.909949333437
"505","01085","jan",120.734835533247
"506","01085","feb",152.054966861255
"507","01085","mar",198.179722929654
"508","01085","apr",243.804118012729
"509","01085","may",276.745356311537
"510","01085","jun",279.608695879374
"511","01085","jul",268.60826487084
"512","01085","aug",250.567115679179
"513","01085","sep",215.543430485138
"514","01085","oct",182.775884131863
"515","01085","nov",138.582361926771
"516","01085","dec",106.681220537996
"517","01087","jan",120.631341889149
"518","01087","feb",151.096285722387
"519","01087","mar",197.019111092635
"520","01087","apr",243.296554445282
"521","01087","may",276.027120274822
"522","01087","jun",278.980208749846
"523","01087","jul",269.83916659618
"524","01087","aug",248.211806169645
"525","01087","sep",212.74426810197
"526","01087","oct",180.634967473548
"527","01087","nov",137.326947550135
"528","01087","dec",105.894997424028
"529","01089","jan",102.011844939249
"530","01089","feb",129.891684736942
"531","01089","mar",178.372800300458
"532","01089","apr",231.054974795851
"533","01089","may",261.328975560475
"534","01089","jun",279.798112366097
"535","01089","jul",265.52951274474
"536","01089","aug",247.545958723759
"537","01089","sep",212.125523385826
"538","01089","oct",168.407653153308
"539","01089","nov",121.737222121537
"540","01089","dec",91.0033161654794
"541","01091","jan",118.448818435669
"542","01091","feb",149.425081253052
"543","01091","mar",194.611635513306
"544","01091","apr",240.965177688599
"545","01091","may",274.425073242188
"546","01091","jun",280.576416778564
"547","01091","jul",268.531001739502
"548","01091","aug",250.539798049927
"549","01091","sep",217.330831069946
"550","01091","oct",182.519153060913
"551","01091","nov",136.568891448975
"552","01091","dec",106.435951652527
"553","01093","jan",107.329303357425
"554","01093","feb",136.184968372319
"555","01093","mar",181.970229590499
"556","01093","apr",232.57073841479
"557","01093","may",264.385883715329
"558","01093","jun",281.381022203689
"559","01093","jul",267.612484925545
"560","01093","aug",248.455102907731
"561","01093","sep",215.568912685317
"562","01093","oct",171.678849905129
"563","01093","nov",125.680413521376
"564","01093","dec",94.2391162846712
"565","01095","jan",105.573896186296
"566","01095","feb",133.804927382358
"567","01095","mar",181.006786967433
"568","01095","apr",233.175390908884
"569","01095","may",262.352387894032
"570","01095","jun",280.279443075491
"571","01095","jul",267.279706851457
"572","01095","aug",247.744919296383
"573","01095","sep",212.022229571675
"574","01095","oct",170.78488691463
"575","01095","nov",124.617159643839
"576","01095","dec",93.6160913511764
"577","01097","jan",126.036999786494
"578","01097","feb",156.17283963609
"579","01097","mar",202.720555915686
"580","01097","apr",246.514881879434
"581","01097","may",276.877846553408
"582","01097","jun",273.18359082686
"583","01097","jul",256.034011431581
"584","01097","aug",241.961788776734
"585","01097","sep",217.470136971309
"586","01097","oct",190.330867138859
"587","01097","nov",146.109517707679
"588","01097","dec",114.521925886015
"589","01099","jan",122.254303802347
"590","01099","feb",153.02129009408
"591","01099","mar",201.147728431952
"592","01099","apr",244.015009562174
"593","01099","may",275.37251059662
"594","01099","jun",277.237346237254
"595","01099","jul",264.194218022163
"596","01099","aug",248.290687023754
"597","01099","sep",216.386214350311
"598","01099","oct",186.034659802074
"599","01099","nov",141.502765279421
"600","01099","dec",110.167203518147
"601","01101","jan",121.047995713178
"602","01101","feb",152.286057595646
"603","01101","mar",198.387545058307
"604","01101","apr",244.410593459185
"605","01101","may",276.158260749368
"606","01101","jun",279.173499432732
"607","01101","jul",269.907976935892
"608","01101","aug",250.291332110237
"609","01101","sep",214.055800853056
"610","01101","oct",182.337473880543
"611","01101","nov",138.422867718865
"612","01101","dec",106.619971555822
"613","01103","jan",104.675688486251
"614","01103","feb",132.805925944495
"615","01103","mar",180.688672625829
"616","01103","apr",233.143124777173
"617","01103","may",262.253250364273
"618","01103","jun",280.061058649941
"619","01103","jul",266.744418189639
"620","01103","aug",248.039735218835
"621","01103","sep",213.143374246264
"622","01103","oct",170.053391592843
"623","01103","nov",124.026192498586
"624","01103","dec",93.0020409235879
"625","01105","jan",117.108805624854
"626","01105","feb",147.302602199529
"627","01105","mar",192.848672626824
"628","01105","apr",239.237270633116
"629","01105","may",273.366209118571
"630","01105","jun",280.829432001177
"631","01105","jul",268.588364152719
"632","01105","aug",250.024957315811
"633","01105","sep",215.66865105029
"634","01105","oct",180.260874059816
"635","01105","nov",134.161196778152
"636","01105","dec",103.797300022959
"637","01107","jan",112.16288765994
"638","01107","feb",141.661774548617
"639","01107","mar",187.830046913841
"640","01107","apr",235.49067661979
"641","01107","may",269.264265927401
"642","01107","jun",284.011639161543
"643","01107","jul",269.17351844094
"644","01107","aug",251.588102427396
"645","01107","sep",217.696766073054
"646","01107","oct",176.955743182789
"647","01107","nov",130.209414568814
"648","01107","dec",99.8341858603738
"649","01109","jan",122.935420092414
"650","01109","feb",154.880309048821
"651","01109","mar",202.032328437356
"652","01109","apr",246.620145348942
"653","01109","may",278.812530517578
"654","01109","jun",277.856484357048
"655","01109","jul",268.513380836038
"656","01109","aug",248.00169282801
"657","01109","sep",214.335710974301
"658","01109","oct",184.343622319839
"659","01109","nov",141.006237927605
"660","01109","dec",109.363503343919
"661","01111","jan",115.676568952657
"662","01111","feb",144.681686659991
"663","01111","mar",189.599689418987
"664","01111","apr",239.123121617204
"665","01111","may",269.21248044806
"666","01111","jun",277.327139902923
"667","01111","jul",265.515131546279
"668","01111","aug",246.319329083976
"669","01111","sep",208.624821808379
"670","01111","oct",175.997594930358
"671","01111","nov",131.177120402708
"672","01111","dec",100.793320478019
"673","01113","jan",121.83511785251
"674","01113","feb",152.912571807406
"675","01113","mar",198.295681056692
"676","01113","apr",244.306589268926
"677","01113","may",278.082617916278
"678","01113","jun",277.934568262812
"679","01113","jul",267.544014318665
"680","01113","aug",246.479202725994
"681","01113","sep",211.726955470754
"682","01113","oct",180.708974240431
"683","01113","nov",138.404495808616
"684","01113","dec",107.073622973997
"685","01115","jan",111.496819590794
"686","01115","feb",139.331563818546
"687","01115","mar",186.089188087988
"688","01115","apr",236.395945541731
"689","01115","may",264.696791088308
"690","01115","jun",276.452338997644
"691","01115","jul",264.962668615443
"692","01115","aug",247.142603633968
"693","01115","sep",211.439462792782
"694","01115","oct",174.898379959223
"695","01115","nov",129.088572436617
"696","01115","dec",96.4946867382253
"697","01117","jan",113.929749598648
"698","01117","feb",142.297983342951
"699","01117","mar",189.136817608458
"700","01117","apr",237.058263790246
"701","01117","may",267.934889359908
"702","01117","jun",276.478149599018
"703","01117","jul",264.705906723485
"704","01117","aug",245.921825432055
"705","01117","sep",211.572435228752
"706","01117","oct",176.616029034239
"707","01117","nov",130.925578354344
"708","01117","dec",98.6827766187263
"709","01119","jan",115.717591421945
"710","01119","feb",146.063950392304
"711","01119","mar",191.879151682374
"712","01119","apr",238.277616066907
"713","01119","may",271.506991593295
"714","01119","jun",282.87468739666
"715","01119","jul",267.208261964182
"716","01119","aug",250.922207383252
"717","01119","sep",218.023433301815
"718","01119","oct",180.712100074405
"719","01119","nov",134.007669600229
"720","01119","dec",104.02705237979
"721","01121","jan",114.157759586457
"722","01121","feb",141.935322620023
"723","01121","mar",189.083001905872
"724","01121","apr",238.161712055822
"725","01121","may",267.623406391759
"726","01121","jun",276.335222010459
"727","01121","jul",265.071930128528
"728","01121","aug",247.571447261687
"729","01121","sep",210.546440567509
"730","01121","oct",176.253095762191
"731","01121","nov",131.06104293331
"732","01121","dec",98.7527127173639
"733","01123","jan",117.887500594997
"734","01123","feb",147.313155552126
"735","01123","mar",192.625652769077
"736","01123","apr",240.476793013279
"737","01123","may",272.37863562242
"738","01123","jun",279.20934809079
"739","01123","jul",268.412678076786
"740","01123","aug",248.137038704734
"741","01123","sep",212.352153274248
"742","01123","oct",178.634567644611
"743","01123","nov",134.231682063649
"744","01123","dec",102.699579442822
"745","01125","jan",112.714918418912
"746","01125","feb",142.081919205318
"747","01125","mar",188.653041798285
"748","01125","apr",235.798173925076
"749","01125","may",268.706740837235
"750","01125","jun",280.734394500402
"751","01125","jul",267.32682398166
"752","01125","aug",249.236563011197
"753","01125","sep",215.371750318617
"754","01125","oct",177.346596287476
"755","01125","nov",130.842727771305
"756","01125","dec",100.511875111273
"757","01127","jan",109.698636465362
"758","01127","feb",138.928027621183
"759","01127","mar",184.908586074367
"760","01127","apr",234.754255167643
"761","01127","may",265.296496766986
"762","01127","jun",278.151659971295
"763","01127","jul",266.750892962831
"764","01127","aug",248.3304650509
"765","01127","sep",214.379202270508
"766","01127","oct",173.647362448952
"767","01127","nov",127.986106040261
"768","01127","dec",96.9500624685576
"769","01129","jan",122.291115040342
"770","01129","feb",152.82721400365
"771","01129","mar",198.093395049916
"772","01129","apr",243.185098040052
"773","01129","may",272.990754239944
"774","01129","jun",276.174382638723
"775","01129","jul",261.144012717701
"776","01129","aug",247.708871633205
"777","01129","sep",217.627227183513
"778","01129","oct",186.726163705884
"779","01129","nov",141.901540498026
"780","01129","dec",111.327493126215
"781","01131","jan",120.067719845062
"782","01131","feb",150.853757087221
"783","01131","mar",197.7381392134
"784","01131","apr",242.648392697598
"785","01131","may",275.634209328509
"786","01131","jun",279.763983543883
"787","01131","jul",266.198613105936
"788","01131","aug",249.292128948455
"789","01131","sep",215.801197133166
"790","01131","oct",183.659605066827
"791","01131","nov",138.783482328374
"792","01131","dec",107.478653928067
"793","01133","jan",107.278390525875
"794","01133","feb",136.223660576612
"795","01133","mar",182.227120076803
"796","01133","apr",232.882809517079
"797","01133","may",263.048201711554
"798","01133","jun",278.375795981041
"799","01133","jul",266.125931359771
"800","01133","aug",248.230592541229
"801","01133","sep",214.613415825636
"802","01133","oct",171.509613954931
"803","01133","nov",125.665994744552
"804","01133","dec",94.9240317667337
"805","04001","jan",131.832648837311
"806","04001","feb",170.32268705981
"807","04001","mar",232.404321507903
"808","04001","apr",287.925040581574
"809","04001","may",327.019047906006
"810","04001","jun",346.29791379861
"811","04001","jul",288.60081598693
"812","04001","aug",263.280411040152
"813","04001","sep",240.891068832604
"814","04001","oct",196.407510087748
"815","04001","nov",148.227834924215
"816","04001","dec",117.285543751185
"817","04003","jan",155.283568908454
"818","04003","feb",194.837384472561
"819","04003","mar",255.092384213696
"820","04003","apr",311.739082639227
"821","04003","may",343.815524375114
"822","04003","jun",340.326987062447
"823","04003","jul",282.447857250407
"824","04003","aug",267.41560597698
"825","04003","sep",247.646405421157
"826","04003","oct",216.477726965285
"827","04003","nov",170.113466386016
"828","04003","dec",143.375497590893
"829","04005","jan",129.645099472993
"830","04005","feb",168.187285185672
"831","04005","mar",232.48265336726
"832","04005","apr",286.999302517034
"833","04005","may",327.711658760612
"834","04005","jun",351.454240862412
"835","04005","jul",291.795536180176
"836","04005","aug",264.327961978408
"837","04005","sep",244.50302528979
"838","04005","oct",195.172090869691
"839","04005","nov",146.714889850172
"840","04005","dec",115.451702732549
"841","04007","jan",137.368950627464
"842","04007","feb",173.952212484055
"843","04007","mar",235.552456131059
"844","04007","apr",294.251398499839
"845","04007","may",335.486151414873
"846","04007","jun",350.136835139014
"847","04007","jul",288.395422655108
"848","04007","aug",269.31308166566
"849","04007","sep",246.516358523985
"850","04007","oct",202.792174330563
"851","04007","nov",153.946963677935
"852","04007","dec",124.889731351866
"853","04009","jan",145.572873892202
"854","04009","feb",184.019087138091
"855","04009","mar",245.40220061333
"856","04009","apr",302.939805811463
"857","04009","may",339.651407410877
"858","04009","jun",345.122056597092
"859","04009","jul",289.77509448675
"860","04009","aug",271.769903984507
"861","04009","sep",247.585209549157
"862","04009","oct",209.751642571251
"863","04009","nov",161.844280461698
"864","04009","dec",134.072089965948
"865","04011","jan",145.009660826509
"866","04011","feb",183.635706274994
"867","04011","mar",243.467765626933
"868","04011","apr",299.090876435856
"869","04011","may",334.510834464926
"870","04011","jun",337.209896520449
"871","04011","jul",276.303333815924
"872","04011","aug",261.236344511087
"873","04011","sep",242.453243809199
