time,dayofyr,ammonium,NO3_ppm[0],NO3_ppm[1],NO3_ppm[2],NO3_ppm[3],NO3_ppm[4],NO3_ppm[5],NO3_ppm[6],NO3_ppm[7],NO3_ppm[8],NO3_ppm[9]        etc...
2079.42,165,0.369798,0.316676,0.520373,1.274695,1.174924,1.747665,1.479858,0.856333,0.144691,,
2051.33,151,0.369926,0.186073,0.192902,0.471576,0.986931,1.691843,1.465051,0.836866,0.134423,,
2031.75,288,0.369953,0.375023,0.917655,2.67815,1.548716,1.073966,0.612591,0.577789,0.229889,,
2065.5,208,0.369954,0.218389,0.281994,0.78872,0.632969,0.625865,0.613833,0.732208,0.281232,,
2079.58,243,0.369985,0.299118,0.310215,1.108845,1.660682,2.512206,1.532161,0.946388,0.19654,,
2066.58,231,0.370068,0.23588,0.154953,0.141306,0.103348,0.116201,0.092016,0.104784,0.057707,,
2025.5,197,0.370074,0.18444,0.266113,0.478367,0.50047,0.589833,0.365754,0.325051,0.150059,,
2023.75,302,0.370102,0.185748,0.31983,0.663838,0.193351,0.159591,0.140064,0.209649,0.142621,,
2032.75,282,0.370118,0.158438,0.165597,0.301775,0.13246,0.106155,0.069532,0.078366,0.047207,,
2068.58,242,0.370118,0.239988,0.207216,0.397352,0.460187,1.025558,1.602107,2.051625,0.908748,,
2024.5,205,0.37015,0.246127,0.423279,0.983885,0.471668,0.409073,0.363168,0.425009,0.2129,,
2037.5,210,0.370188,0.220216,0.286194,0.799171,0.641877,0.634896,0.622486,0.736521,0.281107,,
2064.67,260,0.370205,0.158876,0.131671,0.108752,0.06811,0.070732,0.054704,0.06542,0.037769,,
2071.5,194,0.370333,0.207861,0.291224,0.293285,0.16321,0.153582,0.101171,0.099957,0.049563,,
2051.42,166,0.370339,0.317853,0.523044,1.281371,1.181549,1.756358,1.487503,0.858942,0.145904,,
2087.67,267,0.3704,0.380701,0.736672,2.222754,1.319306,0.965168,0.582704,0.552756,0.219294,,
2079.75,283,0.370582,0.173867,0.292158,0.602224,0.162008,0.134038,0.121972,0.185432,0.127415,,
2050.67,270,0.370628,0.293934,0.578449,1.81153,1.25795,0.772723,0.189827,0.166265,0.093597,,
2091.58,237,0.370659,0.224756,0.205119,0.555606,0.656587,0.617988,0.192659,0.151297,0.080336,,
2077.58,229,0.370673,0.247289,0.133569,0.047847,0.035108,0.061522,0.061382,0.075702,0.043485,,
2096.58,241,0.370727,0.238966,0.205212,0.393042,0.457322,1.021499,1.596949,2.044767,0.905385,,
2075.42,177,0.370764,0.266834,0.365193,0.800757,0.400048,0.369077,0.270081,0.28151,0.14906,,
2042.5,200,0.370775,0.215031,0.309459,0.372962,0.225247,0.201083,0.131873,0.1337,0.068215,,
2073.83,333,0.370812,0.26776,0.497291,0.986966,0.208658,0.177941,0.128384,0.148437,0.082224,,
2078.67,268,0.370835,0.292714,0.575158,1.803529,1.252022,0.768251,0.188442,0.164913,0.092872,,
2024.42,173,0.370843,0.341266,0.530985,1.188178,0.683109,0.586162,0.777872,0.566379,0.182293,,
2051.75,284,0.370868,0.174986,0.29494,0.608616,0.165416,0.136524,0.123326,0.187022,0.128384,,
2043.5,195,0.370947,0.208927,0.293528,0.297323,0.165317,0.155279,0.102127,0.10097,0.050097,,
2053.5,195,0.370955,0.181388,0.25938,0.462249,0.478941,0.564553,0.353525,0.315916,0.145801,,
2038.58,233,0.37101,0.237245,0.157078,0.145187,0.105339,0.117657,0.093776,0.106587,0.058641,,
2023.75,301,0.371036,0.185613,0.319472,0.663083,0.193011,0.159385,0.139991,0.209586,0.142581,,
2040.58,243,0.371206,0.241573,0.209537,0.405831,0.469851,1.046457,1.633834,2.080982,0.911124,,
2031.75,287,0.371255,0.374848,0.917188,2.677165,1.548273,1.073697,0.612497,0.577709,0.229837,,
2089.58,228,0.371376,0.230919,0.351371,0.930306,1.093903,1.672798,0.666494,0.261986,0.09122,,
2047.42,179,0.371473,0.268119,0.367927,0.806674,0.40342,0.372074,0.272068,0.283613,0.150209,,
2043.33,140,0.371508,0.144223,0.13273,0.178686,0.133572,0.154629,0.123631,0.14086,0.075804,,
2060.42,172,0.371671,0.178716,0.199467,0.449475,0.480506,0.584603,0.405298,0.392253,0.202089,,
2079.58,242,0.371747,0.298935,0.309729,1.107821,1.660221,2.511926,1.532063,0.946314,0.196553,,
2024.5,204,0.37189,0.245898,0.42267,0.982601,0.47109,0.408723,0.363046,0.424906,0.21283,,
2081.5,194,0.37192,0.18043,0.257285,0.457952,0.474846,0.559655,0.350544,0.313225,0.144539,,
2073.67,268,0.37202,0.192651,0.351566,0.908461,0.437013,0.277337,0.147879,0.173762,0.105841,,
2023.75,300,0.372032,0.18548,0.319115,0.662332,0.192673,0.15918,0.13992,0.209524,0.142541,,
2087.75,284,0.372079,0.369827,0.903144,2.641386,1.537336,1.043889,0.599345,0.569185,0.227443,,
2081.42,162,0.372214,0.207856,0.305199,0.358152,0.388058,0.427208,0.275806,0.253257,0.122644,,
2031.75,286,0.37228,0.374683,0.916749,2.67624,1.547856,1.073445,0.612409,0.577634,0.229786,,
2025.5,196,0.372338,0.184158,0.265361,0.476783,0.499757,0.5894,0.365604,0.324913,0.149977,,
2073.83,332,0.372392,0.267637,0.496963,0.986274,0.208346,0.177752,0.128318,0.148377,0.082189,,
2099.5,193,0.372605,0.206769,0.288706,0.288563,0.160851,0.151814,0.100261,0.099004,0.049066,,
2070.5,198,0.372659,0.213743,0.306462,0.367212,0.222275,0.198931,0.130805,0.132599,0.067624,,
2062.75,291,0.372704,0.153141,0.189453,0.382384,0.302988,0.445508,0.387114,0.458127,0.270147,,
2024.42,172,0.372711,0.340983,0.530232,1.186591,0.682395,0.58573,0.777725,0.566249,0.182205,,
2087.67,266,0.372844,0.38046,0.736028,2.221397,1.318695,0.964798,0.582574,0.552643,0.219222,,
2066.58,230,0.372858,0.235582,0.154157,0.139629,0.102593,0.115744,0.091856,0.104629,0.057625,,
2096.42,167,0.372892,0.217949,0.193516,0.302478,0.645451,1.691898,2.159895,2.321029,0.684931,,
2079.75,282,0.372911,0.173594,0.291429,0.600687,0.161316,0.133619,0.121826,0.185293,0.127338,,
2091.33,148,0.372917,0.149172,0.131149,0.177215,0.159543,0.172155,0.12869,0.145113,0.081203,,
2023.75,299,0.372938,0.185344,0.318754,0.661569,0.19233,0.158972,0.139847,0.20946,0.1425,,
2051.75,283,0.372964,0.174736,0.294274,0.607213,0.164785,0.136141,0.123192,0.186896,0.128314,,
2041.58,229,0.372991,0.201123,0.170357,0.36571,0.290071,0.510166,0.638053,0.970184,0.622065,,
2078.67,267,0.373022,0.292476,0.574524,1.802192,1.25142,0.768169,0.188116,0.164788,0.092808,,
2050.67,269,0.37312,0.293676,0.57776,1.810079,1.257297,0.772327,0.189688,0.166129,0.093527,,
2036.42,176,0.373196,0.227721,0.205393,0.178173,0.145215,0.259459,0.231554,0.247119,0.129651,,
2046.67,269,0.37324,0.293728,0.203905,0.340716,0.802257,1.387093,1.253714,1.320151,0.242923,,
2038.58,232,0.373292,0.236995,0.156413,0.143785,0.104709,0.117275,0.093642,0.106458,0.058572,,
2047.42,178,0.373374,0.267908,0.367363,0.805487,0.402886,0.37175,0.271955,0.283513,0.150147,,
2036.67,260,0.373473,0.159443,0.132344,0.109515,0.06854,0.071133,0.054997,0.065793,0.038001,,
2024.5,203,0.373503,0.245669,0.422059,0.981314,0.470511,0.408372,0.362923,0.424803,0.21276,,
2079.58,241,0.373605,0.298742,0.309213,1.106733,1.659731,2.51163,1.53196,0.94625,0.196482,,
2042.5,199,0.373677,0.214735,0.308669,0.371296,0.224498,0.200629,0.131713,0.133547,0.068133,,
2051.58,243,0.373712,0.299945,0.311357,1.112467,1.668404,2.526163,1.540279,0.951275,0.197544,,
2090.75,290,0.37372,0.151396,0.185125,0.373261,0.29794,0.441201,0.38479,0.455627,0.268712,,
2023.75,298,0.373817,0.185208,0.31839,0.660802,0.191985,0.158763,0.139774,0.209397,0.142459,,
2047.67,269,0.373832,0.269836,0.238914,0.153393,0.100711,0.112844,0.091634,0.109231,0.061997,,
2059.67,267,0.373923,0.381399,0.738355,2.227612,1.324832,0.970754,0.586033,0.556002,0.220692,,
2073.83,331,0.373931,0.267512,0.496631,0.985574,0.208032,0.177561,0.128251,0.148316,0.082153,,
2044.67,261,0.373953,0.21848,0.238351,0.779178,0.855457,0.989915,0.944246,0.810831,0.323534,,
2093.5,207,0.374008,0.217061,0.278927,0.781621,0.628884,0.621867,0.611198,0.72904,0.279873,,
2035.33,149,0.374011,0.15185,0.136403,0.187888,0.165723,0.176963,0.131523,0.148455,0.083163,,
2037.5,209,0.374013,0.219806,0.285101,0.796868,0.640841,0.634268,0.622266,0.73632,0.281009,,
2092.67,259,0.37404,0.157754,0.129303,0.104214,0.065989,0.069315,0.054066,0.064711,0.037376,,
2045.83,334,0.374151,0.268823,0.499654,0.991785,0.211075,0.179917,0.129701,0.149996,0.083103,,
2051.42,165,0.374213,0.31745,0.521969,1.279107,1.18053,1.75574,1.487293,0.858772,0.145771,,
2053.5,194,0.374224,0.181006,0.258362,0.460103,0.477976,0.563968,0.353322,0.315724,0.145693,,
2053.42,162,0.374273,0.208678,0.306785,0.360251,0.390873,0.43049,0.277887,0.255132,0.123542,,
2034.75,292,0.374281,0.148441,0.196579,0.394101,0.309596,0.451615,0.391195,0.462246,0.272405,,
2079.42,164,0.374348,0.316212,0.519136,1.272088,1.173751,1.746954,1.479615,0.856132,0.144542,,
2046.75,286,0.374365,0.226212,0.165032,0.159478,0.181346,0.331726,0.378981,0.526957,0.281322,,
2043.5,194,0.374707,0.208497,0.292382,0.294909,0.16423,0.15462,0.101897,0.100744,0.049981,,
2024.42,171,0.374714,0.340671,0.529399,1.184835,0.681605,0.585251,0.777563,0.566102,0.182109,,
2023.75,297,0.374725,0.185071,0.318026,0.660036,0.19164,0.158554,0.1397,0.209333,0.142418,,
2068.58,241,0.374807,0.239518,0.205961,0.394707,0.458997,1.024836,1.601865,2.051457,0.908577,,
2045.67,268,0.374808,0.193286,0.352969,0.912409,0.440668,0.280679,0.149583,0.175516,0.106827,,
2025.5,195,0.374944,0.183836,0.264501,0.474969,0.498941,0.588906,0.365432,0.324753,0.149884,,
2079.67,258,0.375201,0.157282,0.146085,0.142153,0.219908,0.492205,0.581362,0.710028,0.35832,,
2078.67,266,0.375226,0.292232,0.573871,1.800816,1.250801,0.768224,0.187683,0.16466,0.092741,,
2087.67,265,0.375233,0.380221,0.735391,2.220055,1.318091,0.964432,0.582446,0.552532,0.21915,,
2051.75,282,0.375258,0.17446,0.293538,0.605661,0.164087,0.135718,0.123045,0.186756,0.128236,,
2040.58,242,0.375306,0.241156,0.208425,0.403486,0.468795,1.045817,1.63362,2.080845,0.910966,,
2079.75,281,0.375359,0.173297,0.290638,0.599021,0.160567,0.133164,0.121668,0.185142,0.127255,,
2063.58,237,0.375377,0.225303,0.20582,0.557479,0.659353,0.621422,0.193998,0.152439,0.08094,,
2024.5,202,0.375426,0.245392,0.42132,0.979757,0.46981,0.407947,0.362774,0.424665,0.212735,,
2073.83,330,0.375449,0.267387,0.496296,0.984869,0.207714,0.177369,0.128184,0.148255,0.082116,,
2061.58,228,0.375453,0.231472,0.352463,0.933162,1.097881,1.679625,0.669834,0.263783,0.091975,,
2079.58,240,0.375463,0.298547,0.308694,1.105638,1.659239,2.511331,1.531855,0.946186,0.19641,,
2051.58,242,0.375464,0.299761,0.310865,1.111432,1.667939,2.525881,1.54018,0.9512,0.197556,,
2038.58,231,0.375492,0.236746,0.155749,0.142386,0.104079,0.116893,0.093509,0.106329,0.058504,,
2050.67,268,0.375546,0.29342,0.577078,1.80864,1.25665,0.772047,0.189473,0.165994,0.093458,,
2049.58,229,0.375571,0.24791,0.134028,0.048076,0.035305,0.061898,0.061767,0.076189,0.043774,,
2031.75,285,0.375579,0.374296,0.915716,2.674063,1.550759,1.069322,0.612201,0.57744,0.229677,,
2047.42,177,0.375585,0.267668,0.366722,0.804136,0.402278,0.371382,0.271826,0.283397,0.150076,,
2045.83,333,0.375729,0.268698,0.499322,0.991086,0.21076,0.179726,0.129634,0.149935,0.083067,,
2023.75,296,0.375742,0.184937,0.317667,0.659279,0.1913,0.158348,0.139628,0.20927,0.142378,,
2075.42,176,0.375857,0.266316,0.363813,0.800995,0.397322,0.368284,0.269803,0.281239,0.148923,,
2029.33,150,0.375879,0.174272,0.249988,0.355987,0.232569,0.257016,0.224594,0.276983,0.161261,,
2081.5,193,0.375881,0.17998,0.256084,0.455422,0.473708,0.558965,0.350304,0.312997,0.144413,,
2023.67,259,0.376003,0.133833,0.086133,0.039047,0.056114,0.132929,0.184279,0.282012,0.180094,,
2071.5,193,0.376078,0.207237,0.289561,0.28978,0.161633,0.152626,0.100837,0.099626,0.049395,,
2096.58,240,0.376127,0.238427,0.203776,0.390016,0.45596,1.020674,1.59667,2.044562,0.905196,,
2098.5,197,0.376167,0.212551,0.303599,0.361569,0.219424,0.196926,0.129853,0.131625,0.067122,,
2059.67,266,0.376362,0.381155,0.737704,2.22624,1.324215,0.97038,0.585902,0.555888,0.220619,,
2059.75,284,0.376383,0.370586,0.905356,2.647584,1.543888,1.050101,0.602849,0.572604,0.228927,,
2032.42,172,0.37642,0.179647,0.20128,0.453488,0.484101,0.588971,0.407898,0.39589,0.204384,,
2064.67,259,0.376543,0.15817,0.12979,0.104787,0.066326,0.069651,0.054326,0.065044,0.03758,,
2075.67,268,0.376586,0.268355,0.235942,0.148,0.098151,0.111072,0.090789,0.108293,0.06148,,
2023.75,295,0.376661,0.1848,0.317302,0.65851,0.190953,0.158138,0.139555,0.209206,0.142337,,
2068.42,167,0.376956,0.218495,0.194244,0.303693,0.647512,1.696809,2.166212,2.328921,0.687563,,
2073.83,329,0.377007,0.267261,0.495962,0.984164,0.207397,0.177177,0.128117,0.148194,0.08208,,
2091.67,269,0.37705,0.270982,0.300245,0.307954,0.703989,0.995553,0.439293,0.23542,0.098063,,
2094.5,192,0.37716,0.272472,0.271929,0.317511,0.224355,0.262153,0.195142,0.194295,0.092738,,
2042.5,198,0.377167,0.214384,0.307733,0.369324,0.22361,0.200091,0.131525,0.133365,0.068037,,
2051.58,241,0.377312,0.299565,0.310343,1.110332,1.667443,2.525581,1.540075,0.951135,0.197484,,
2045.83,332,0.377325,0.268574,0.49899,0.990384,0.210444,0.179535,0.129567,0.149874,0.08303,,
2097.58,228,0.377363,0.198555,0.165573,0.355583,0.28389,0.503893,0.630525,0.950141,0.608851,,
2079.58,239,0.377371,0.298348,0.308162,1.104517,1.658734,2.511025,1.531748,0.946119,0.196337,,
2023.75,294,0.377454,0.18466,0.31693,0.657726,0.190601,0.157924,0.13948,0.209141,0.142295,,
2024.5,201,0.377469,0.245112,0.420574,0.978184,0.469103,0.407518,0.362624,0.424535,0.212652,,
2087.67,264,0.377573,0.379984,0.734758,2.218721,1.317491,0.964068,0.582318,0.552422,0.219078,,
2051.75,281,0.377664,0.174161,0.292739,0.603979,0.16333,0.13526,0.122885,0.186603,0.128153,,
2024.42,170,0.377716,0.340263,0.528311,1.182544,0.680574,0.584626,0.777349,0.565904,0.181988,,
2050.67,267,0.377726,0.293178,0.576433,1.807283,1.256039,0.771964,0.189142,0.165867,0.093393,,
2037.5,208,0.37779,0.219417,0.284062,0.794678,0.639856,0.633671,0.622057,0.736145,0.280889,,
2078.67,265,0.377889,0.291945,0.573106,1.799204,1.250075,0.768334,0.187144,0.164508,0.092664,,
2063.33,148,0.378008,0.149806,0.132104,0.179003,0.160925,0.17345,0.12953,0.146017,0.0817,,
2053.5,193,0.378131,0.180552,0.257151,0.457551,0.476827,0.563272,0.353079,0.315493,0.145565,,
2025.5,194,0.378139,0.183451,0.263476,0.472809,0.497969,0.588317,0.365228,0.32456,0.149775,,
2079.75,280,0.378271,0.172941,0.289689,0.59702,0.159666,0.132619,0.121477,0.184958,0.127156,,
2038.58,230,0.378274,0.236444,0.154942,0.140685,0.103314,0.116429,0.093347,0.106171,0.058421,,
2023.75,293,0.378292,0.184521,0.31656,0.656945,0.190249,0.157711,0.139405,0.209076,0.142254,,
2088.67,270,0.378474,0.216137,0.256285,0.393473,0.449026,0.693224,0.513508,0.489775,0.235673,,
2073.83,328,0.37853,0.267135,0.495624,0.983453,0.207077,0.176983,0.128049,0.148133,0.082043,,
2094.58,229,0.378627,0.242847,0.14828,0.130686,0.099261,0.113415,0.090765,0.103471,0.05704,,
2065.5,207,0.37863,0.217564,0.279793,0.784081,0.631267,0.624249,0.61339,0.731784,0.281037,,
2093.5,206,0.378743,0.216658,0.277852,0.779356,0.629819,0.619472,0.610982,0.728857,0.27975,,
2059.67,265,0.378744,0.380913,0.73706,2.224883,1.323604,0.970009,0.585773,0.555776,0.220546,,
2051.42,164,0.378758,0.31698,0.520715,1.276464,1.179341,1.75502,1.487049,0.858564,0.145621,,
2045.83,331,0.378878,0.268447,0.498653,0.989675,0.210125,0.179341,0.129499,0.149813,0.082994,,
2051.67,258,0.379065,0.157698,0.146594,0.14267,0.220836,0.494633,0.584395,0.713716,0.360154,,
2062.75,290,0.379097,0.151852,0.186015,0.375138,0.299728,0.443532,0.386425,0.457453,0.269795,,
2023.75,292,0.379156,0.184383,0.316189,0.656165,0.189898,0.157498,0.139331,0.209011,0.142212,,
2051.58,240,0.379159,0.299368,0.309818,1.109225,1.666945,2.525279,1.53997,0.95107,0.197412,,
2086.58,243,0.379214,0.22898,0.245362,0.729666,0.741357,0.641419,0.24809,0.253282,0.144413,,
2079.58,238,0.379367,0.29814,0.307609,1.103351,1.65821,2.510707,1.531637,0.946048,0.196262,,
2097.5,206,0.37965,0.276085,0.243558,0.164774,0.197128,0.488128,0.777089,1.159391,0.700063,,
2035.58,237,0.379652,0.226382,0.207023,0.555562,0.657721,0.625501,0.202122,0.15429,0.081969,,
2036.67,259,0.379744,0.15873,0.130441,0.105504,0.066736,0.070039,0.054614,0.065412,0.03781,,
2070.5,197,0.379812,0.213031,0.304561,0.363207,0.220473,0.197839,0.130423,0.132223,0.067432,,
2084.42,170,0.379816,0.2388,0.174639,0.270832,0.303699,0.346984,0.272517,0.309867,0.170819,,
2023.42,172,0.379817,0.281156,0.532913,1.399053,1.32783,1.91652,1.605372,0.821269,0.157882,,
2034.75,291,0.379821,0.154044,0.190832,0.385396,0.306277,0.449834,0.390331,0.461553,0.272084,,
2031.67,267,0.379875,0.383093,0.743459,2.244262,1.336338,0.981206,0.594614,0.56008,0.221054,,
2050.67,266,0.379921,0.29293,0.575771,1.805887,1.255411,0.77202,0.188703,0.165737,0.093325,,
2023.75,291,0.379924,0.184242,0.315814,0.655373,0.189542,0.157283,0.139255,0.208945,0.14217,,
2087.67,263,0.379953,0.37974,0.734109,2.217353,1.316876,0.963695,0.582188,0.552309,0.219005,,
2024.5,200,0.38,0.244779,0.419686,0.976313,0.468261,0.407008,0.362445,0.424375,0.212554,,
2040.58,241,0.380003,0.240678,0.207149,0.400798,0.467586,1.045084,1.633373,2.080675,0.910792,,
2073.83,327,0.380034,0.267007,0.495284,0.982736,0.206755,0.176788,0.12798,0.14807,0.082006,,
2068.58,240,0.38021,0.238972,0.204506,0.391642,0.457618,1.024001,1.601582,2.051249,0.908385,,
2045.83,330,0.380409,0.26832,0.498314,0.98896,0.209804,0.179147,0.129431,0.149751,0.082957,,
2043.5,193,0.380425,0.207865,0.290695,0.291353,0.16263,0.153651,0.101558,0.100408,0.049811,,
2051.75,280,0.380524,0.173801,0.291781,0.60196,0.162421,0.134709,0.122692,0.186418,0.128053,,
2033.58,228,0.38058,0.232613,0.35438,0.938078,1.099738,1.685216,0.678225,0.267232,0.093055,,
2047.42,176,0.380657,0.267143,0.365325,0.804344,0.399534,0.370578,0.271544,0.283123,0.149938,,
2078.67,264,0.380686,0.291637,0.572284,1.797472,1.249296,0.768504,0.186529,0.164346,0.092581,,
2023.75,290,0.380954,0.184079,0.315379,0.654457,0.18913,0.157033,0.139168,0.208867,0.142122,,
2060.67,270,0.38105,0.216678,0.256976,0.39461,0.451142,0.69737,0.516745,0.49287,0.237153,,
2080.67,260,0.381052,0.233398,0.503262,1.086012,0.202441,0.107457,0.069973,0.091623,0.057253,,
2051.58,239,0.381056,0.299166,0.30928,1.108091,1.666435,2.524969,1.539861,0.951002,0.197338,,
2059.67,264,0.381077,0.380673,0.73642,2.223534,1.322997,0.969642,0.585644,0.555664,0.220474,,
2079.42,163,0.381191,0.315525,0.517304,1.268227,1.172014,1.745902,1.479253,0.85581,0.144334,,
2066.5,192,0.381195,0.273091,0.272913,0.319147,0.225449,0.263303,0.195952,0.195138,0.093162,,
2047.67,268,0.38122,0.269079,0.236895,0.149139,0.098797,0.111684,0.091229,0.108829,0.061794,,
2069.58,228,0.381221,0.198981,0.166108,0.3568,0.285019,0.505844,0.632772,0.953516,0.611038,,
2087.42,160,0.381386,0.260441,0.377852,0.750378,0.625309,0.647516,0.60941,0.429001,0.119641,,
2094.58,228,0.381398,0.242557,0.147507,0.129056,0.098527,0.11297,0.09061,0.10332,0.056961,,
2063.67,269,0.381415,0.271574,0.301018,0.308771,0.706625,1.000306,0.441823,0.237046,0.098799,,
2079.58,237,0.381437,0.297925,0.307036,1.102144,1.657666,2.510378,1.531521,0.945974,0.196185,,
2088.58,222,0.381528,0.27217,0.402345,0.800289,0.374967,0.45786,0.417179,0.432731,0.216664,,
2073.83,326,0.381614,0.26688,0.494946,0.982024,0.206434,0.176593,0.127912,0.148009,0.08197,,
2074.75,285,0.381693,0.28372,0.162085,0.155436,0.195954,0.359715,0.403849,0.551689,0.283506,,
2025.42,162,0.38176,0.212969,0.314155,0.373818,0.406387,0.445667,0.285744,0.262083,0.127417,,
2096.67,272,0.381824,0.241751,0.288028,0.704919,0.750008,1.119067,1.477154,1.960284,0.930063,,
2025.5,193,0.381957,0.182994,0.262257,0.470241,0.496813,0.587617,0.364984,0.324328,0.149647,,
2099.75,304,0.381974,0.188534,0.172366,0.208246,0.189608,0.239087,0.211215,0.215143,0.102991,,
2045.83,329,0.381981,0.268193,0.497975,0.988246,0.209483,0.178952,0.129363,0.149689,0.08292,,
2023.75,289,0.382028,0.183911,0.314931,0.653514,0.188705,0.156776,0.139078,0.208786,0.142073,,
2031.67,266,0.382295,0.382848,0.742805,2.242883,1.335717,0.98083,0.594483,0.559966,0.22098,,
2087.67,262,0.382498,0.37948,0.733415,2.215891,1.316218,0.963296,0.582048,0.552187,0.218928,,
2050.67,265,0.382577,0.292639,0.574995,1.804251,1.254675,0.77213,0.188157,0.165583,0.093247,,
2079.75,279,0.382608,0.172348,0.288107,0.593686,0.158166,0.13171,0.12116,0.184648,0.126995,,
2097.5,205,0.382637,0.27578,0.242747,0.163064,0.196359,0.487662,0.776929,1.159277,0.699955,,
2040.42,167,0.382912,0.219365,0.195413,0.306093,0.652265,1.711683,2.183827,2.353609,0.683436,,
2051.58,238,0.383042,0.298957,0.308721,1.106912,1.665905,2.524648,1.539749,0.95093,0.197263,,
2024.42,169,0.383049,0.33961,0.526571,1.178876,0.678923,0.583626,0.777005,0.565575,0.181802,,
2024.5,199,0.383058,0.244387,0.418639,0.974106,0.467268,0.406406,0.362234,0.424184,0.21244,,
2023.75,288,0.383064,0.183745,0.314488,0.652579,0.188285,0.156521,0.138988,0.208707,0.142024,,
2066.58,229,0.383112,0.243462,0.148899,0.131427,0.099824,0.114065,0.091269,0.104044,0.057354,,
2080.42,168,0.38322,0.328351,0.500815,1.122887,0.649809,0.545722,0.727928,0.534521,0.167947,,
2073.83,325,0.383248,0.266754,0.494609,0.981313,0.206114,0.1764,0.127845,0.147947,0.081933,,
2065.5,206,0.383363,0.217155,0.278703,0.781784,0.632195,0.621839,0.613171,0.731598,0.280912,,
2059.67,263,0.383448,0.380427,0.735764,2.222151,1.322374,0.969264,0.585512,0.55555,0.2204,,
2069.5,206,0.383472,0.276586,0.244233,0.165534,0.197794,0.489694,0.779654,1.163373,0.702526,,
2045.83,328,0.383517,0.268065,0.497633,0.987525,0.209158,0.178755,0.129294,0.149627,0.082883,,
2052.67,260,0.383545,0.233938,0.504259,1.087793,0.203522,0.108332,0.070573,0.092382,0.057717,,
2079.58,236,0.383637,0.297698,0.30643,1.100867,1.657092,2.51003,1.531399,0.945893,0.196105,,
2058.58,243,0.383879,0.229606,0.246287,0.73242,0.744894,0.645056,0.249477,0.254662,0.145185,,
2023.75,287,0.383967,0.183587,0.314068,0.651693,0.187886,0.156279,0.138904,0.208631,0.141978,,
2032.67,270,0.384038,0.217594,0.258239,0.396635,0.454717,0.706843,0.525972,0.502089,0.241358,,
2056.42,170,0.384167,0.239368,0.175321,0.272299,0.305228,0.348632,0.273725,0.311246,0.171605,,
2099.33,139,0.384217,0.140724,0.124482,0.161824,0.125485,0.149079,0.121098,0.138192,0.074419,,
2099.42,167,0.384277,0.163001,0.206719,0.305754,0.210467,0.175667,0.087414,0.07919,0.042088,,
2042.5,197,0.384313,0.213662,0.305807,0.365265,0.221784,0.198984,0.131138,0.132983,0.067843,,
2094.58,227,0.384526,0.242231,0.146638,0.127225,0.097703,0.112471,0.090436,0.10315,0.056872,,
2025.33,142,0.38456,0.14809,0.271783,0.561947,0.385259,0.324722,0.192844,0.202645,0.115141,,
2060.58,222,0.384598,0.272827,0.403557,0.802531,0.376867,0.460621,0.419561,0.435158,0.217883,,
2088.5,209,0.384605,0.251347,0.527289,1.264885,0.680312,0.657791,0.426777,0.412991,0.212484,,
2031.67,265,0.384658,0.382605,0.742157,2.241518,1.335103,0.980458,0.594352,0.559853,0.220907,,
2031.75,284,0.384716,0.37307,0.912447,2.667174,1.555031,1.060742,0.611543,0.576796,0.229345,,
2023.75,286,0.384725,0.183439,0.313672,0.650859,0.187511,0.156052,0.138825,0.208561,0.141934,,
2051.75,279,0.384753,0.173202,0.290183,0.598592,0.160906,0.133791,0.122372,0.186104,0.12789,,
2098.67,259,0.384799,0.262226,0.431612,0.52644,0.489952,0.633151,0.416831,0.242581,0.094254,,
2073.83,324,0.384833,0.266626,0.494268,0.980594,0.205791,0.176204,0.127776,0.147885,0.081896,,
2075.42,175,0.384849,0.278903,0.365829,0.792787,0.393036,0.366895,0.269317,0.28076,0.148717,,
2088.75,281,0.384916,0.154487,0.156748,0.283191,0.123862,0.100437,0.066976,0.0755,0.045561,,
2087.67,261,0.384947,0.37922,0.732721,2.214429,1.31556,0.962898,0.581908,0.552065,0.21885,,
2045.83,327,0.385031,0.267936,0.497288,0.986799,0.208831,0.178557,0.129225,0.149564,0.082846,,
2035.33,148,0.38509,0.150719,0.133385,0.181528,0.162861,0.175229,0.130916,0.147853,0.08286,,
2051.58,237,0.3851,0.298739,0.308141,1.105691,1.665355,2.524315,1.539632,0.950855,0.197185,,
2038.5,192,0.385137,0.273985,0.274193,0.320698,0.226061,0.263881,0.196839,0.196379,0.093827,,
2078.67,263,0.385219,0.291186,0.571081,1.794937,1.248155,0.768521,0.185791,0.164107,0.09246,,
2059.42,160,0.385297,0.261015,0.378974,0.752781,0.627589,0.650245,0.612313,0.431298,0.120397,,
2050.67,264,0.385363,0.292326,0.574161,1.802494,1.253885,0.772299,0.187535,0.165418,0.093163,,
2097.5,204,0.385398,0.275481,0.241947,0.161379,0.195601,0.487202,0.776772,1.159165,0.69985,,
2040.58,240,0.385415,0.240124,0.205672,0.397684,0.466185,1.044235,1.633086,2.080463,0.910598,,
2092.58,227,0.385455,0.173483,0.260668,0.717881,0.488071,0.490931,0.268799,0.25859,0.135492,,
2051.42,163,0.385598,0.316283,0.518859,1.272551,1.17758,1.753953,1.486684,0.858235,0.14541,,
2066.58,228,0.385881,0.243168,0.148114,0.129774,0.09908,0.113615,0.091111,0.10389,0.057274,,
2023.75,285,0.385972,0.183247,0.31316,0.649781,0.187026,0.155758,0.138722,0.208467,0.141878,,
