time,dayofyr,ammonium,NO3_ppm[0],NO3_ppm[1],NO3_ppm[2],NO3_ppm[3],NO3_ppm[4],NO3_ppm[5],NO3_ppm[6],NO3_ppm[7]    NO3_ppm[8]    NO3_ppm[9]        etc...
2030.92,335,0.931446,0.178961,0.263045,0.467546,0.079801,0.058675,0.046053,0.073742,0.05631
2050.83,314,0.93148,0.279593,0.877412,2.860198,2.419272,2.030713,0.664549,0.654273,0.373977
2034,2,0.931506,0.461312,0.669936,1.188359,0.409781,0.680404,0.885379,0.997811,0.462311
2038.5,204,0.93157,0.054144,0.255373,0.436472,0.396605,0.649864,0.614097,0.734617,0.399596
2075.67,259,0.931574,0.307887,0.789796,1.751494,0.715332,0.636887,0.335704,0.361636,0.212922
2085.75,284,0.931678,0.388446,1.177571,3.363203,1.418304,0.926884,0.53144,0.635845,0.372877
2046.92,348,0.93169,0.14267,0.260726,0.606621,0.317536,0.367324,0.437168,0.739562,0.518523
2034.92,335,0.931753,0.310459,0.531786,1.118825,0.684599,1.139092,1.097657,1.334801,0.778317
2057.75,288,0.931754,0.391482,1.18706,3.389306,1.439089,0.945359,0.541776,0.647552,0.379332
2081.67,254,0.931843,0.384747,0.689155,1.60275,0.61681,0.947414,0.728674,0.667431,0.30451
2055.75,282,0.931887,0.411878,0.71404,1.145781,0.686136,0.814608,0.531459,0.344026,0.15262
2083.92,353,0.931891,0.263598,0.538009,1.270189,0.954556,0.987718,0.543035,0.356215,0.159053
2074.92,340,0.93203,0.223375,0.365788,0.700657,0.236449,0.343366,0.432327,0.733033,0.514816
2079,17,0.932041,0.314016,0.986583,3.138878,2.528098,2.086719,0.669906,0.659563,0.376282
2033.5,196,0.932053,0.047281,0.266704,0.900628,1.366056,1.916605,0.659155,0.286976,0.14705
2022.83,305,0.93206,0.337258,0.935543,2.954409,2.299747,1.94699,0.642759,0.627248,0.357465
2065.83,315,0.932085,0.467635,0.968131,2.118957,1.534615,1.728796,1.188099,1.158801,0.422969
2037.83,319,0.932119,0.463422,0.968432,2.136604,1.553312,1.750539,1.183863,1.174529,0.42927
2066.5,198,0.932161,0.046636,0.23441,0.39321,0.375389,0.634163,0.606123,0.726218,0.395088
2084.08,54,0.932176,0.377288,0.780783,1.768454,1.011249,1.022455,0.55512,0.368075,0.165045
2053.67,255,0.932217,0.38621,0.692842,1.611936,0.625037,0.963055,0.741506,0.679202,0.309809
2027.75,281,0.932363,0.41027,0.709999,1.137788,0.680937,0.810197,0.529393,0.343379,0.152424
2037.58,213,0.932422,0.267182,0.577109,1.569736,0.982968,1.061132,0.989042,1.112458,0.395686
2047.67,260,0.932456,0.309632,0.794665,1.762402,0.722887,0.644692,0.340472,0.367087,0.216101
2056,27,0.932457,0.326327,0.677065,1.555027,0.993564,1.014531,0.555716,0.367097,0.16474
2087.67,251,0.932496,0.412298,0.733361,2.230423,1.554189,1.551354,1.092396,0.875657,0.310863
2093.83,312,0.932517,0.464597,0.960352,2.100248,1.511295,1.693194,1.159785,1.133748,0.414504
2043.58,236,0.932563,0.286705,0.598414,1.055461,0.268304,0.227062,0.136842,0.144018,0.077548
2046.92,347,0.932604,0.14228,0.259687,0.606506,0.319213,0.363458,0.436959,0.739385,0.518404
2078.83,308,0.93267,0.318794,0.922235,2.971384,2.325981,1.956795,0.654596,0.644252,0.368722
2099.58,232,0.932691,0.284414,0.589372,1.036032,0.258711,0.21986,0.132952,0.13953,0.074934
2085.83,331,0.932745,0.22105,0.302292,0.38885,0.414399,0.543713,0.88581,1.170199,0.507452
2094,30,0.932907,0.193941,0.674879,1.931865,1.813702,1.98073,1.175937,1.148543,0.422324
2079,16,0.932966,0.313628,0.985548,3.136696,2.527116,2.086124,0.669698,0.659354,0.376179
2093.92,352,0.932984,0.322531,0.82053,2.004294,1.655488,1.837687,1.167268,1.140216,0.418229
2071,24,0.933018,0.143105,0.396677,0.680269,0.215414,0.152203,0.152301,0.17764,0.100943
2037.92,358,0.933192,0.326916,0.832313,2.035027,1.693554,1.899371,1.191357,1.181307,0.433093
2029.75,286,0.933232,0.390389,1.184271,3.382973,1.437195,0.946423,0.542955,0.64877,0.379955
2078.92,346,0.93325,0.267615,0.883614,2.901294,2.479217,2.068573,0.663552,0.653208,0.373144
2038.5,203,0.933272,0.053257,0.253008,0.431487,0.394362,0.648505,0.613623,0.734173,0.399344
2085.83,330,0.9333,0.223967,0.299178,0.386275,0.413308,0.543052,0.88558,1.169984,0.507413
2056.08,56,0.933316,0.379352,0.785667,1.779299,1.0188,1.029824,0.561072,0.372453,0.167346
2072.33,126     1,0.933342,1.40974,3.558026     1,0.064952,3.788079,1.774524,0.660261,0.665331,0.327445
2046.92,346,0.933347,0.142116,0.258486,0.605517,0.320326,0.36044,0.436748,0.739193,0.518327
2065.75,275,0.933387,0.523477,0.892737,1.88985,1.425014,1.688556,1.177999,1.150387,0.41776
2053,18,0.933469,0.199918,0.818841,2.097474,0.763402,0.345565,0.19436,0.274851,0.185417
2083.83,314,0.933508,0.388751,0.72293,1.3651,0.785623,0.857598,0.53583,0.349487,0.155507
2033.42,168,0.933516,0.000444,0.189103,1.26844,1.948422,1.376479,0.338251,0.257035,0.132206
2025.58,218,0.933522,0.227103,0.405711,1.05883,0.770387,0.958172,0.62385,0.570869,0.268376
2027.83,316,0.933528,0.390412,0.725963,1.370549,0.787854,0.86021,0.539815,0.353278,0.157684
2061.5,194,0.933654,0.045406,0.261099,0.885473,1.345801,1.891213,0.651388,0.28223,0.144672
2050.92,349,0.933671,0.269973,0.892014,2.927801,2.508641,2.09572,0.671178,0.660902,0.37725
2094.5,195,0.933724,0.032495,0.19225,0.286298,0.327019,0.600749,0.59098,0.710479,0.38713
2046.83,306,0.933802,0.169238,0.245477,0.45374,0.202225,0.324031,0.427662,0.731358,0.514103
2046.92,345,0.933883,0.141719,0.257425,0.605166,0.324677,0.354191,0.436534,0.739013,0.518205
2078.83,307,0.933942,0.341601,0.946027,2.977224,2.308728,1.955558,0.654162,0.643819,0.368508
2092.58,222,0.933961,0.196841,0.483501,1.192433,0.590921,1.176801,1.16345,1.333934,0.689641
2028,26,0.933983,0.325457,0.674769,1.549383,0.988397,1.009754,0.553737,0.366523,0.164595
2027.92,355,0.934,0.261124,0.542813,1.276847,0.957137,0.99081,0.547102,0.360099,0.161215
2061,21,0.934098,0.099167,0.139794,0.146751,0.136035,0.136923,0.068695,0.064189,0.036679
2055.83,317,0.934111,0.391585,0.728937,1.376958,0.79268,0.864382,0.541763,0.353807,0.15782
2048.17,61,0.934134,0.2657,0.601931,1.285792,0.397508,0.224677,0.110855,0.121024,0.066311
2055.92,356,0.93424,0.261989,0.545093,1.282458,0.962288,0.995577,0.549078,0.36066,0.161363
2060.67,245,0.934278,0.404245,0.741391,1.675723,1.015067,2.134576,2.317055,2.399041,1.107487
2025,18,0.934283,0.199652,0.818027,2.095787,0.761697,0.344082,0.193361,0.273621,0.184698
2085.75,283,0.934302,0.388091,1.176624,3.361208,1.417407,0.92634,0.53125,0.635655,0.372783
2022.92,344,0.934424,0.264359,0.873812,2.87811,2.468131,2.059421,0.651975,0.636464,0.362016
2055.58,235,0.93454,0.262729,0.646,1.556266,0.394562,0.26406,0.16342,0.197847,0.121482
2034.75,284,0.934559,0.266925,0.510369,1.022344,0.733215,1.003154,1.035145,1.363876,0.7928
2085.92,364,0.93457,0.238107,0.403054,0.624745,0.457937,0.564707,0.893141,1.175911,0.511602
2057.75,287,0.93458,0.391131,1.186124,3.387333,1.438201,0.944821,0.541587,0.647363,0.379239
2083.92,352,0.934708,0.263246,0.53707,1.26821,0.954904,0.986053,0.542846,0.356036,0.158955
2094.5,196,0.93476,0.034582,0.197817,0.29803,0.332298,0.603948,0.592097,0.711571,0.387699
2028.08,55,0.934815,0.378452,0.783293,1.773489,1.013557,1.025002,0.559077,0.371862,0.167193
2066.5,193,0.934823,0.011069,0.136192,0.166715,0.275827,0.573826,0.585009,0.705209,0.384644
2034.08,33,0.934823,0.514071,0.777762,1.410985,0.434115,0.69515,0.890544,1.002581,0.465056
2046.92,344,0.934844,0.181018,0.355396,0.71855,0.245222,0.348796,0.436324,0.738822,0.518159
2062.08,32,0.934847,0.513143,0.775629,1.406564,0.431353,0.689894,0.882956,0.993637,0.460852
2023,14,0.934858,0.310422,0.975712,3.113083,2.51574,2.076846,0.658077,0.642566,0.365029
2061.75,281,0.934882,0.352555,0.506569,0.541248,0.449644,1.012174,1.368087,1.103167,0.406318
2078.83,309,0.934916,0.27444,0.864815,2.937011,2.371786,1.962188,0.655605,0.645262,0.369221
2050.83,313,0.934968,0.279255,0.876511,2.858298,2.418417,2.030194,0.664368,0.654092,0.373887
2065.92,354,0.934985,0.324728,0.826502,2.019807,1.677896,1.874612,1.195476,1.165245,0.426591
2085.83,329,0.934999,0.223592,0.29818,0.38417,0.412361,0.542478,0.885383,1.169833,0.507287
2038.5,202,0.935041,0.052309,0.250479,0.426158,0.391964,0.647052,0.613116,0.733695,0.399076
2091.42,152,0.935081,0.130563,0.340144,0.797325,0.36083,0.368023,0.275557,0.304545,0.170197
2089.5,190,0.935098,0.038649,0.243074,0.844126,1.31429,1.8443,0.619906,0.27156,0.139297
2032.67,245,0.935192,0.404324,0.741707,1.676565,1.017202,2.143739,2.326997,2.408208,1.111396
2071.58,234,0.935227,0.285973,0.594564,1.046993,0.264138,0.223929,0.135133,0.142023,0.076377
2084,24,0.935322,0.324045,0.671597,1.542952,0.985461,1.006827,0.549647,0.362606,0.162381
2033.5,195,0.935338,0.046426,0.264424,0.895824,1.363894,1.915295,0.658696,0.286521,0.146821
2037.92,357,0.935424,0.32652,0.831257,2.032802,1.692553,1.898764,1.191144,1.181095,0.432988
2065.83,314,0.935442,0.467295,0.967222,2.117041,1.533753,1.728273,1.187916,1.158657,0.422859
2034,1,0.93546,0.460983,0.669059,1.186511,0.408949,0.6799,0.885203,0.997664,0.46221
2037.83,318,0.935467,0.469623,0.973296,2.133681,1.550384,1.750028,1.183684,1.17437,0.429398
2094,29,0.935535,0.194751,0.682182,1.955885,1.801977,1.977089,1.175729,1.148335,0.422221
2066.58,225,0.935673,0.176237,0.207897,0.230205,0.200332,0.295833,0.354457,0.447016,0.263463
2093.83,311,0.935685,0.464252,0.959432,2.09831,1.510423,1.692666,1.1596,1.133602,0.414394
2084.08,53,0.935805,0.376953,0.779888,1.766569,1.0104,1.021941,0.55494,0.367895,0.164957
2066.5,197,0.935876,0.043412,0.225813,0.375093,0.367236,0.629222,0.604396,0.724517,0.394217
2037.5,188,0.935938,0.173146,0.419786,1.042217,0.607645,0.850113,0.950508,1.074907,0.376484
2029.75,285,0.935972,0.390036,1.183329,3.380987,1.436301,0.945882,0.542765,0.64858,0.379861
2074.92,339,0.936002,0.223046,0.364911,0.698809,0.235618,0.342862,0.432151,0.732889,0.514713
2089,23,0.936039,0.099869,0.14198,0.151882,0.137836,0.137448,0.068604,0.064051,0.036532
2082.33,151     1,0.936045,0.961509,3.310356,6.440581,3.307528,2.826723,1.671631,1.470137,0.621031
2046.92,343,0.936236,0.225659,0.370985,0.711467,0.242041,0.348161,0.436102,0.73861,0.518044
2038.58,226,0.936339,0.178341,0.212461,0.238515,0.204904,0.300358,0.358122,0.451263,0.265838
2093.92,351,0.93637,0.322189,0.81962,2.002376,1.654625,1.837165,1.167085,1.140043,0.418133
2087,27,0.936431,0.167431,0.289223,0.498252,0.193899,0.148001,0.0685,0.079982,0.055801
2087,26,0.936447,0.167023,0.288135,0.495959,0.192868,0.147376,0.068281,0.079767,0.055691
2025.67,253,0.936505,0.38329,0.686757,1.598018,0.617164,0.957141,0.739068,0.677318,0.308902
2056,26,0.936511,0.326,0.676192,1.553187,0.992736,1.014029,0.55554,0.366922,0.164653
2065.75,274,0.936523,0.523083,0.891686,1.887635,1.424017,1.687952,1.177787,1.150223,0.417632
2027.92,354,0.936632,0.260768,0.541861,1.274841,0.956235,0.990263,0.546911,0.359917,0.161116
2043.58,235,0.936668,0.286211,0.597096,1.052684,0.267054,0.226305,0.136577,0.143759,0.077414
2078.83,306,0.936737,0.341249,0.945087,2.975242,2.307837,1.955018,0.653973,0.643629,0.368415
2083.83,313,0.936804,0.388408,0.722016,1.363175,0.784756,0.857073,0.535646,0.349318,0.155409
2085.83,328,0.936823,0.22312,0.296919,0.381514,0.411166,0.541753,0.885135,1.169628,0.507135
2027.83,315,0.936846,0.390069,0.72505,1.368626,0.786989,0.859686,0.539632,0.35311,0.157585
2079,15,0.936882,0.313298,0.984667,3.13484,2.526281,2.085618,0.669521,0.659177,0.376092
2092.58,221,0.936897,0.196381,0.482272,1.189843,0.589755,1.176095,1.163203,1.333748,0.689489
2099.58,231,0.936924,0.283914,0.58804,1.033226,0.257449,0.219094,0.132684,0.139268,0.074799
2094,28,0.936932,0.198303,0.703275,1.989508,1.778467,1.976454,1.175506,1.148113,0.422111
2056.08,55,0.936997,0.379017,0.784774,1.777416,1.017953,1.029311,0.560892,0.372273,0.167257
2055.92,355,0.93704,0.261636,0.54415,1.280471,0.961394,0.995035,0.548888,0.36048,0.161265
2038.5,201,0.937065,0.05126,0.247681,0.420261,0.38931,0.645444,0.612556,0.733163,0.398781
2061.5,193,0.937111,0.044376,0.258352,0.879683,1.343196,1.889634,0.650835,0.281681,0.144397
2085.75,282,0.937136,0.388005,1.176112,3.358727,1.416461,0.925767,0.531049,0.635454,0.372684
2087,25,0.937144,0.166629,0.287083,0.493741,0.19187,0.146771,0.068069,0.079558,0.055584
2078.92,345,0.937263,0.267287,0.882738,2.899448,2.478386,2.06807,0.663375,0.653032,0.373057
2093.67,252,0.937278,0.398246,0.562466,1.181628,1.303878,1.596283,1.12964,1.106263,0.399202
2077.5,183,0.93731,0.210394,0.452614,0.94737,0.194765,0.287762,0.26431,0.367422,0.267334
2057.75,286,0.93736,0.390778,1.185182,3.385349,1.437308,0.94428,0.541398,0.647174,0.379145
2083.92,351,0.937388,0.26289,0.53612,1.266209,0.956282,0.983436,0.542655,0.355855,0.158856
2055.83,316,0.937408,0.391242,0.728023,1.375031,0.791813,0.863857,0.541579,0.353638,0.157722
2046.83,305,0.937599,0.167707,0.241395,0.445577,0.198156,0.321685,0.426842,0.730568,0.513681
2050.92,348,0.937663,0.269644,0.891136,2.925951,2.507809,2.095216,0.671001,0.660725,0.377162
2087,28,0.937729,0.167866,0.290381,0.500692,0.194997,0.148666,0.068733,0.080212,0.055917
2087,24,0.937806,0.166233,0.286028,0.491518,0.190869,0.146165,0.067857,0.07935,0.055478
2055.75,281,0.937811,0.411198,0.712227,1.14196,0.684417,0.813566,0.531094,0.343677,0.152432
2033.5,194,0.937818,0.045565,0.26213,0.890989,1.361719,1.913977,0.658234,0.286063,0.146591
2046.92,342,0.937836,0.225248,0.369889,0.709158,0.241003,0.347532,0.435881,0.738423,0.517919
2043.42,152,0.937882,0.163481,0.42434,0.830363,0.119867,0.147698,0.127655,0.158265,0.093319
2087,29,0.937931,0.168278,0.291482,0.503012,0.196041,0.149299,0.068955,0.08043,0.056029
2050.83,312,0.938017,0.278907,0.875582,2.856341,2.417537,2.029661,0.664181,0.653905,0.373795
2094,27,0.938024,0.221581,0.722796,1.981372,1.770778,1.975807,1.17528,1.147886,0.422
2028,25,0.938029,0.325129,0.673894,1.547539,0.987567,1.009251,0.553561,0.366348,0.164507
2081.67,253,0.938029,0.384138,0.687533,1.599332,0.615272,0.946481,0.728348,0.667135,0.304334
2069.58,225,0.938139,0.249168,0.460986,0.990003,0.46475,0.774112,1.449793,3.08188,1.916306
2053.67,254,0.93817,0.385618,0.691264,1.608611,0.623541,0.962148,0.741189,0.678916,0.309637
2087,18,0.938187,0.163784,0.279497,0.477754,0.184676,0.142411,0.066543,0.078056,0.054818
2087,30,0.938361,0.168696,0.292595,0.505358,0.197097,0.149939,0.069179,0.08065,0.056141
2028.08,54,0.938361,0.378114,0.782391,1.771588,1.012701,1.024483,0.558895,0.371681,0.167103
2087,19,0.938381,0.164197,0.280598,0.480074,0.18572,0.143044,0.066764,0.078274,0.05493
2022.92,343,0.938444,0.26403,0.872935,2.876262,2.467299,2.058917,0.651798,0.636287,0.361928
2085.92,363,0.93857,0.237748,0.402097,0.622728,0.45703,0.564157,0.892948,1.175771,0.511481
2029.75,284,0.93864,0.38968,1.18238,3.378986,1.435401,0.945336,0.542574,0.648389,0.379767
2065.92,353,0.938688,0.324393,0.825607,2.01792,1.677047,1.874098,1.195295,1.165073,0.426498
2075.5,188,0.938717,0.008307,0.207871,0.201443,0.160695,0.234304,0.227497,0.291583,0.178423
2034.08,32,0.938724,0.51374,0.776878,1.409123,0.433277,0.694643,0.890366,1.002403,0.464968
2037.83,317,0.938733,0.469278,0.972378,2.131748,1.549514,1.749501,1.1835,1.174222,0.429289
2087,23,0.938805,0.165844,0.284989,0.48933,0.189885,0.145568,0.067648,0.079144,0.055373
2065.83,313,0.938806,0.466952,0.96631,2.115118,1.532888,1.727749,1.187733,1.158512,0.422749
2023,13,0.938831,0.310092,0.974832,3.111229,2.514905,2.076341,0.6579,0.642389,0.364941
2043.33,142,0.9389,0.00479,0.154866,0.339315,0.296896,0.339767,0.267159,0.29916,0.161934
2038.5,200,0.938907,0.050108,0.244609,0.413787,0.386397,0.643679,0.611941,0.732575,0.398459
2085.83,327,0.938968,0.222534,0.295357,0.378222,0.409684,0.540856,0.884825,1.169363,0.506953
2093.83,310,0.938973,0.463908,0.958516,2.096379,1.509554,1.692139,1.159416,1.133457,0.414283
2071.58,233,0.938987,0.285504,0.593311,1.044353,0.26295,0.223209,0.134881,0.141777,0.076249
2033.75,281,0.938987,0.352868,0.507188,0.542213,0.451592,1.020325,1.380447,1.113445,0.410058
2094.33,135     1,0.939046,1.02839,1.015687,1.799448,1.534815,1.280999,0.423351,0.439417,0.237611
2031.67,251,0.939167,0.413117,0.735675,2.23849,1.57623,1.592303,1.12298,0.897394,0.317877
2027.92,353,0.939182,0.264262,0.539158,1.272358,0.955578,0.989483,0.546718,0.35973,0.161065
2092.5,186,0.939214,0.009543,0.451886,1.201747,0.904395,1.68691,1.400784,1.408492,0.685645
2091.58,214,0.939342,0.190281,0.320367,0.907094,0.585684,0.514975,0.249052,0.247496,0.138348
2084,23,0.939359,0.323716,0.67072,1.541103,0.984629,1.006322,0.54947,0.362431,0.162293
2037.92,356,0.939369,0.326189,0.830375,2.030942,1.691716,1.898257,1.190967,1.180918,0.4329
2046.92,341,0.939399,0.224836,0.36879,0.706841,0.23996,0.3469,0.43566,0.738235,0.517793
2083.67,260,0.939415,0.292195,0.410971,0.479902,0.584421,0.755517,0.507199,0.321588,0.141244
2066,31,0.939421,0.169819,0.677307,1.938617,1.837315,2.020484,1.2041,1.173527,0.430647
2084.08,52,0.93943,0.376616,0.778989,1.764674,1.009548,1.021424,0.554759,0.367714,0.164907
2087,31,0.939497,0.169128,0.293746,0.507785,0.198189,0.1506,0.069411,0.080878,0.056257
2093.92,350,0.939552,0.321843,0.818696,2.000428,1.655748,1.834815,1.166899,1.139868,0.418036
2078.83,305,0.939554,0.340895,0.944145,2.973256,2.306943,1.954476,0.653783,0.64344,0.368321
2075.67,258,0.939577,0.307023,0.787491,1.746638,0.713147,0.635563,0.335241,0.361187,0.212685
2047.67,259,0.939637,0.308847,0.792572,1.757991,0.720902,0.643489,0.340051,0.366681,0.215886
2087,20,0.939692,0.164632,0.281758,0.48252,0.186821,0.143711,0.066998,0.078505,0.055047
2055.92,354,0.939696,0.261278,0.543197,1.278461,0.960489,0.994487,0.548696,0.360298,0.161165
2050.83,311,0.93976,0.278469,0.874416,2.853882,2.426051,2.020245,0.663946,0.65367,0.373679
2087,22,0.939804,0.165454,0.28395,0.487139,0.188899,0.14497,0.067439,0.078939,0.055268
2083.92,350,0.93982,0.262528,0.535155,1.264174,0.958643,0.979903,0.54246,0.355671,0.158754
2074.92,338,0.939989,0.222716,0.36403,0.696953,0.234783,0.342356,0.431973,0.732744,0.514609
2083.83,312,0.940078,0.388064,0.721098,1.361239,0.783885,0.856545,0.535462,0.349148,0.15531
2092.58,220,0.940128,0.195891,0.480966,1.187089,0.588516,1.175344,1.16294,1.333546,0.689329
2027.83,314,0.940139,0.389725,0.724133,1.366691,0.786118,0.859158,0.539447,0.35294,0.157487
2057.75,285,0.940177,0.390424,1.184239,3.383361,1.436414,0.943738,0.541208,0.646984,0.379052
2069,18,0.940202,0.2258,0.329466,0.992982,1.133779,2.686922,3.932029,5.070859,2.570655
2094.58,223,0.940229,0.170947,0.195955,0.207509,0.188636,0.285971,0.347753,0.439589,0.259448
2087,21,0.940232,0.165053,0.28288,0.484883,0.187884,0.144355,0.067224,0.078727,0.05516
2072.17,70,0.940462,0.198449,0.491062,1.192195,0.507081,0.484785,0.28839,0.293686,0.143862
2085.75,281,0.940503,0.387593,1.175012,3.356409,1.415418,0.925134,0.530827,0.635233,0.372575
2056.08,54,0.940556,0.378678,0.78387,1.775511,1.017096,1.028791,0.56071,0.372091,0.167167
2056,25,0.940569,0.325671,0.675314,1.551337,0.991904,1.013525,0.555364,0.366746,0.164565
2055.83,315,0.940745,0.390899,0.727107,1.3731,0.790945,0.86333,0.541394,0.353468,0.157623
2043.58,234,0.940822,0.285713,0.595767,1.049882,0.265794,0.225541,0.136309,0.143498,0.077278
2079,14,0.940843,0.312967,0.983784,3.132979,2.525444,2.08511,0.669343,0.658999,0.376004
2081,19,0.940993,0.200229,0.818062,2.094895,0.758622,0.344009,0.19264,0.272509,0.183886
2073.42,177,0.94104,0.002804,0.186354,1.090238,1.792452,2.486635,3.133037,3.081386,1.462095
2038.5,199,0.941048,0.048781,0.24107,0.406328,0.383041,0.641644,0.611232,0.731894,0.398091
2045.5,186,0.941127,0.048513,0.111522,0.107958,0.157327,0.357086,0.68958,1.107719,0.710021
2072.25,116     1,0.941127,1.18611,3.006811,8.741005,3.561376,1.666025,0.622263,0.627333,0.308684
2029.75,283,0.941177,0.38932,1.181421,3.376965,1.434491,0.944785,0.542381,0.648196,0.379672
2099.58,230,0.9412,0.283409,0.586692,1.030385,0.25617,0.21832,0.132412,0.139003,0.074662
2078.92,344,0.941296,0.266957,0.881858,2.897594,2.477552,2.067565,0.663198,0.652855,0.37297
2033.5,193,0.941372,0.044532,0.259374,0.88518,1.359105,1.912393,0.65768,0.285512,0.146316
2061.5,192,0.941425,0.043165,0.255122,0.872877,1.340134,1.887778,0.650185,0.281035,0.144074
2027.67,260,0.94145,0.293211,0.411614,0.480162,0.584265,0.756708,0.51069,0.324923,0.143161
2029.83,334,0.941511,0.185766,0.293924,0.401907,0.428763,0.551508,0.897654,1.186788,0.515699
2050.92,347,0.941665,0.269313,0.890255,2.924093,2.506973,2.094709,0.670824,0.660548,0.377075
2066,30,0.941739,0.195008,0.67814,1.942293,1.834576,2.018373,1.203887,1.173314,0.430541
2059.67,251,0.941764,0.413431,0.736379,2.240381,1.573071,1.582321,1.114374,0.891703,0.316186
2043,24,0.941776,0.143531,0.398043,0.682594,0.21681,0.153407,0.153476,0.179055,0.101759
2037.83,316,0.941922,0.468932,0.971453,2.129798,1.548636,1.748969,1.183314,1.174072,0.429179
2089,24,0.941936,0.100395,0.143383,0.154838,0.139166,0.138254,0.068886,0.064331,0.036672
2027.92,352,0.941971,0.263907,0.538209,1.270358,0.955922,0.987807,0.546527,0.359549,0.160966
2028.08,53,0.941998,0.377776,0.781489,1.769688,1.011846,1.023965,0.558714,0.371499,0.167013
2094,26,0.942028,0.22125,0.721914,1.979513,1.769941,1.9753,1.175102,1.147709,0.421912
2029.83,333,0.942062,0.217822,0.306999,0.396305,0.420197,0.550891,0.89744,1.186602,0.515616
2028,24,0.942082,0.324799,0.673015,1.545685,0.986733,1.008746,0.553384,0.366173,0.164419
2065.83,312,0.942088,0.466607,0.965389,2.113178,1.532015,1.72722,1.187547,1.158367,0.422638
2023.67,253,0.94216,0.293405,0.457918,1.406746,1.990741,4.425886,3.069753,1.830515,0.512621
2081.58,218,0.942164,0.228491,0.4065,1.059437,0.763497,0.939864,0.612139,0.561098,0.264033
2093.83,309,0.942169,0.463561,0.957591,2.094429,1.508677,1.691607,1.15923,1.133311,0.414171
2083.92,349,0.942264,0.262165,0.534187,1.262134,0.961963,0.975494,0.542266,0.355487,0.158653
2065.92,352,0.942265,0.324053,0.824701,2.01601,1.676187,1.873577,1.195113,1.164899,0.426404
2055.92,353,0.94227,0.26478,0.540487,1.275972,0.959832,0.993704,0.548503,0.360111,0.161114
2093.92,349,0.94244,0.321489,0.817752,1.998438,1.659285,1.830244,1.166709,1.139691,0.417936
2022.92,342,0.94247,0.2637,0.872054,2.874404,2.466463,2.058411,0.651621,0.63611,0.361841
2033,21,0.942535,0.099381,0.140262,0.147481,0.136637,0.137582,0.06905,0.064537,0.036874
2096.58,238,0.942563,0.130829,0.213669,0.531703,0.945571,2.902068,4.697195,5.742795,2.456247
2085.92,362,0.942631,0.237418,0.401218,0.620874,0.456195,0.563651,0.892771,1.175647,0.511368
2084.5,184,0.942644,0.053704,0.438495,0.977764,0.741487,1.168385,1.021006,1.157194,0.620583
2076.33,133     1,0.94267,1.281063,3.49256,8.94079,3.307304,1.856066,0.820836,0.486637,0.246703
2091.33,146,0.94274,0.00895,0.143386,0.254193,0.291182,0.342354,0.267099,0.304927,0.174186
2023,12,0.942813,0.309761,0.973948,3.109366,2.514067,2.075833,0.657722,0.642211,0.364853
2085.83,326,0.942845,0.221575,0.2928,0.372833,0.407259,0.539738,0.884067,1.168877,0.506814
2057.83,334,0.942887,0.185933,0.294166,0.40198,0.428716,0.551425,0.898427,1.187407,0.515257
2057.75,284,0.942925,0.390068,1.183289,3.38136,1.435513,0.943192,0.541017,0.646793,0.378957
2050.83,310,0.942927,0.277558,0.871985,2.881044,2.425654,2.003909,0.663457,0.653181,0.373437
2025.67,252,0.942956,0.382653,0.685059,1.594439,0.615554,0.956165,0.738726,0.677007,0.308718
2051,17,0.942965,0.315467,0.992591,3.160502,2.555506,2.112575,0.677081,0.666805,0.380164
2071.58,232,0.943024,0.285012,0.592,1.04159,0.261707,0.222456,0.134617,0.141519,0.076116
2084.08,51,0.943109,0.376278,0.778089,1.762776,1.008694,1.020906,0.554578,0.367533,0.164817
2086,31,0.943263,0.235694,0.50512,0.892125,0.501829,0.582388,0.899333,1.180627,0.514321
2037.92,355,0.943281,0.325856,0.829486,2.029069,1.690873,1.897746,1.190788,1.180741,0.432811
2099.33,141,0.943365,0.004749,0.286745,0.491254,0.334671,0.35985,0.271329,0.305305,0.163596
2038.5,198,0.943371,0.04722,0.236907,0.397555,0.379093,0.639252,0.610398,0.731086,0.39766
2046.92,340,0.943373,0.224504,0.367905,0.704975,0.23912,0.346391,0.435482,0.738076,0.518273
2084,22,0.943387,0.323385,0.669838,1.539244,0.983792,1.005815,0.549293,0.362255,0.162204
2083.83,311,0.943394,0.387719,0.720177,1.359299,0.783012,0.856016,0.535276,0.348978,0.155211
2085.75,280,0.943417,0.387217,1.17401,3.354296,1.414468,0.924558,0.530626,0.635031,0.372475
2027.83,313,0.943433,0.38938,0.723211,1.36475,0.785245,0.858629,0.539261,0.35277,0.157388
2057.83,333,0.943473,0.218019,0.307252,0.396366,0.420148,0.550808,0.898213,1.187221,0.515175
2050.75,281,0.943509,0.298825,0.83145,2.774524,2.259834,1.916692,0.649568,0.6393,0.366581
2092.58,219,0.943615,0.195367,0.47957,1.184147,0.587192,1.174542,1.162659,1.3333,0.689444
2029.83,332,0.943645,0.222336,0.304953,0.393971,0.41915,0.550256,0.89722,1.186397,0.515497
2029.92,365,0.94366,0.237003,0.405597,0.631954,0.463169,0.571504,0.904643,1.192208,0.519243
2038.58,225,0.943754,0.177158,0.209306,0.231866,0.201912,0.298545,0.357489,0.450646,0.265514
