time,dayofyr,ammonium,NO3_ppm[0],NO3_ppm[1],NO3_ppm[2],NO3_ppm[3],NO3_ppm[4],NO3_ppm[5],NO3_ppm[6],NO3_ppm[7]    NO3_ppm[8]    NO3_ppm[9]        etc...
2022.5,194,-1.587617,0.124928,0.543065,1.690262,1.005419,0.83249,0.404568,0.479747,0.284215
2022.5,195,-1.584306,0.029298,0.543065,1.690262,1.005419,0.83249,0.404568,0.479735,0.284214
2044.42,180,-1.582795,0.241122,0.517084,2.08061,2.457627,3.041914,2.519974,2.377112,0.96873
2065.42,169,-1.581875,0.393823,0.645646,2.994117,1.676372,0.976479,0.324325,0.291777,0.151258
2041.42,165,-1.581197,0.381129,0.539005,2.552895,2.355108,3.441146,4.113719,5.237836,2.65376
2079.33,144,-1.578962,0.000994,0.661498,1.544362,2.936641,4.186498,1.630436,0.815823,0.453436
2093.42,167,-1.575106,0.303815,0.655943,3.072462,1.644221,0.954926,0.317217,0.285058,0.147821
2045.33,150,-1.57472,0.381071,0.698788,2.178903,1.567262,2.422775,3.178303,3.12204,1.47585
2078.5,194,-1.573613,0.120657,0.53277,1.665495,0.9904,0.828443,0.410987,0.491787,0.29301
2069.42,164,-1.573139,0.338182,0.543764,2.593205,2.329603,3.412249,4.081381,5.197846,2.633359
2078.5,193,-1.572518,0.25046,0.53277,1.665495,0.990552,0.828305,0.410987,0.491799,0.293037
2078.5,195,-1.57238,0.025002,0.53277,1.665495,0.9904,0.828443,0.410987,0.491774,0.293008
2070.42,174,-1.571855,0.015647,0.268798,0.954249,1.341601,1.014708,0.547941,0.531879,0.296418
2072.42,179,-1.569644,0.241931,0.515771,2.08138,2.41867,2.99045,2.488905,2.369831,0.97085
2073.42,160,-1.565304,0.10218,0.71554,2.678856,1.584328,2.384244,3.130868,3.080644,1.461001
2045.42,161,-1.56347,0.189961,0.698081,2.595568,1.611287,2.424542,3.178303,3.121041,1.475613
2044.42,181,-1.562549,0.259804,0.508701,2.046882,2.457627,3.041914,2.519974,2.377004,0.968784
2073.33,149,-1.562438,0.352723,0.706076,2.149392,1.538878,2.384205,3.130868,3.081635,1.461235
2032.42,175,-1.561217,0.059058,0.368201,1.317077,2.423702,3.58521,2.499568,2.089658,0.887896
2065.42,170,-1.560082,0.414189,0.628361,2.936666,1.67675,0.976479,0.324325,0.291777,0.151258
2041.42,166,-1.558761,0.413549,0.527334,2.497616,2.355108,3.441146,4.113719,5.237836,2.65376
2097.42,163,-1.555695,0.284469,0.547638,2.63127,2.29755,3.377761,4.044277,5.150179,2.605411
2093.42,168,-1.555584,0.350391,0.642299,3.008554,1.644221,0.954926,0.317217,0.285058,0.147821
2072.42,180,-1.550789,0.249702,0.508502,2.052047,2.41867,2.99045,2.488905,2.369723,0.970903
2060.42,175,-1.548689,0.058508,0.365738,1.309507,2.413436,3.572242,2.491599,2.083036,0.884878
2069.42,165,-1.546345,0.384992,0.529341,2.524422,2.329603,3.410723,4.08245,5.197846,2.633359
2042.42,175,-1.545239,0.020079,0.262803,0.932096,1.35145,1.021881,0.551438,0.53507,0.297803
2044.42,182,-1.543686,0.269201,0.501334,2.017236,2.457627,3.041914,2.519974,2.376897,0.968837
2098.42,174,-1.543231,0.007507,0.26472,0.941118,1.326039,1.003202,0.542274,0.526812,0.293581
2045.33,151,-1.542186,0.437618,0.677734,2.178903,1.567262,2.422775,3.178303,3.121935,1.475902
2045.42,162,-1.539295,0.237187,0.682082,2.536083,1.611287,2.424542,3.178303,3.120943,1.475661
2041.42,167,-1.536414,0.455176,0.51518,2.440054,2.355108,3.441146,4.113719,5.237836,2.65376
2093.42,169,-1.535722,0.400764,0.62836,2.943262,1.644221,0.954926,0.317217,0.285058,0.147821
2073.33,150,-1.532339,0.398892,0.68683,2.149392,1.538878,2.384205,3.130868,3.081531,1.461287
2072.42,181,-1.530165,0.272348,0.499725,2.016628,2.41867,2.99045,2.488905,2.369616,0.970956
2097.42,164,-1.528464,0.342173,0.532011,2.556186,2.29755,3.374746,4.046388,5.150179,2.605411
2073.42,161,-1.527989,0.232273,0.686083,2.568578,1.582454,2.385947,3.130868,3.080546,1.46105
2070.42,175,-1.526573,0.021986,0.260138,0.923504,1.341601,1.014708,0.547939,0.531857,0.29643
2069.42,166,-1.524144,0.418468,0.517666,2.46874,2.329603,3.410723,4.08245,5.197846,2.633359
2032.42,176,-1.523748,0.047857,0.359055,1.284361,2.423702,3.58521,2.499553,2.089576,0.887944
2088.42,175,-1.522828,0.057472,0.360842,1.294671,2.394511,3.549615,2.478207,2.071557,0.879214
2052.42,182,-1.520922,0.032377,0.24393,0.590161,1.100274,1.646177,1.812653,1.960936,0.876357
2030.5,190,-1.515407,0.097152,0.548003,1.37925,0.983126,1.022963,0.707972,0.843909,0.480648
2045.42,163,-1.514998,0.293384,0.665304,2.473696,1.611287,2.424542,3.178303,3.120846,1.475709
2093.42,170,-1.513907,0.417308,0.610498,2.886891,1.644436,0.954926,0.317217,0.285058,0.147821
2041.42,168,-1.513681,0.496924,0.502943,2.382094,2.355108,3.441146,4.113719,5.237836,2.65376
2024.42,182,-1.513455,0.032388,0.244178,0.590705,1.101329,1.647724,1.814018,1.961696,0.876163
2072.42,182,-1.511557,0.282055,0.492411,1.987111,2.41867,2.99045,2.488905,2.369508,0.971009
2060.42,176,-1.511195,0.048227,0.356549,1.276608,2.413436,3.572242,2.491584,2.082955,0.884926
2058.5,190,-1.506611,0.096728,0.544997,1.372441,0.978091,1.018691,0.705746,0.841556,0.479404
2042.42,176,-1.506585,0.011658,0.255745,0.907063,1.35145,1.021881,0.551437,0.535047,0.297815
2073.42,162,-1.504083,0.280157,0.669998,2.508356,1.582454,2.385947,3.130868,3.080449,1.461098
2069.42,167,-1.502023,0.460966,0.505511,2.410773,2.329603,3.410723,4.08245,5.197846,2.633359
2097.42,165,-1.501944,0.390636,0.51751,2.486512,2.29755,3.373207,4.047467,5.150179,2.605411
2080.42,182,-1.501584,0.032224,0.241984,0.5859,1.093547,1.63926,1.803677,1.9491,0.870262
2073.33,151,-1.500118,0.457151,0.665511,2.149392,1.538878,2.384205,3.130868,3.081427,1.461338
2098.42,175,-1.494417,0.014804,0.255351,0.907809,1.326039,1.003202,0.542272,0.52679,0.293593
2045.42,164,-1.491788,0.347831,0.64923,2.413931,1.611287,2.424542,3.178303,3.120749,1.475757
2070.42,176,-1.488012,0.014548,0.253073,0.898424,1.341601,1.014708,0.547938,0.531834,0.296442
2088.42,176,-1.485288,0.049109,0.351565,1.261384,2.394511,3.549615,2.478192,2.071477,0.879261
2086.5,190,-1.482242,0.09502,0.537661,1.355222,0.968408,1.013602,0.701072,0.835914,0.476049
2073.42,163,-1.480063,0.336731,0.653148,2.445271,1.582454,2.385947,3.130868,3.080352,1.461145
2097.42,166,-1.479956,0.425612,0.505765,2.430078,2.29755,3.373207,4.047467,5.150179,2.605411
2069.42,168,-1.479516,0.503582,0.49327,2.352396,2.329603,3.410723,4.08245,5.197846,2.633359
2032.42,177,-1.479252,0.080283,0.346461,1.239313,2.423702,3.58521,2.499539,2.089494,0.887992
2045.42,165,-1.468913,0.399661,0.633564,2.355682,1.611287,2.424542,3.178303,3.120653,1.475804
2042.42,177,-1.467409,0.027708,0.24803,0.8797,1.35145,1.021881,0.551435,0.535024,0.297827
2060.42,177,-1.466732,0.081198,0.343934,1.23144,2.413436,3.572242,2.49157,2.082872,0.884973
2030.5,191,-1.459504,0.206726,0.519367,1.307178,0.931753,1.022963,0.707972,0.843871,0.480667
2097.42,167,-1.458047,0.469384,0.493547,2.371377,2.29755,3.373207,4.047467,5.150179,2.605411
2073.42,164,-1.457105,0.391507,0.637002,2.384825,1.582454,2.385947,3.130868,3.080257,1.461192
2098.42,176,-1.452701,0.008176,0.247659,0.880462,1.326039,1.003202,0.54227,0.526767,0.293605
2058.5,191,-1.45105,0.205752,0.516526,1.300745,0.926996,1.018691,0.705746,0.841518,0.479423
2070.42,177,-1.448919,0.031274,0.245351,0.871009,1.341601,1.014708,0.547936,0.531811,0.296455
2045.42,166,-1.44511,0.457343,0.617037,2.294236,1.611287,2.424542,3.178303,3.120559,1.475851
2088.42,177,-1.440901,0.08325,0.3389,1.215945,2.394511,3.549615,2.478178,2.071395,0.879309
2042.42,178,-1.437277,0.029719,0.242287,0.85933,1.35145,1.021881,0.551434,0.535,0.29784
2097.42,168,-1.435757,0.513235,0.481246,2.31227,2.29755,3.373207,4.047467,5.150179,2.605411
2073.42,165,-1.434475,0.443647,0.621267,2.325915,1.582454,2.385947,3.130868,3.080163,1.461239
2086.5,191,-1.427679,0.202281,0.509634,1.284577,0.917927,1.013602,0.701072,0.835876,0.476068
2070.42,178,-1.418872,0.033864,0.239609,0.850624,1.341601,1.014708,0.547935,0.531787,0.296467
2073.42,166,-1.410926,0.501572,0.604669,2.263775,1.582454,2.385947,3.130868,3.08007,1.461285
2098.42,177,-1.410706,0.027171,0.239319,0.850814,1.326039,1.003202,0.542269,0.526744,0.293617
2042.42,179,-1.409149,0.038503,0.236751,0.839697,1.35145,1.021881,0.551434,0.534976,0.297852
2040.5,183,-1.398792,0.119049,0.538638,1.261555,2.636342,5.748957,6.056829,6.361253,1.910976
2070.42,179,-1.390705,0.042563,0.234062,0.830932,1.341601,1.014708,0.547935,0.531763,0.296479
2042.42,180,-1.385576,0.039845,0.232191,0.823522,1.35145,1.021881,0.551434,0.534952,0.297864
2068.5,183,-1.382326,0.128069,0.535165,1.25278,2.62162,5.712879,6.013196,6.315087,1.896816
2040.5,184,-1.379061,0.13277,0.529478,1.240101,2.636342,5.748957,6.056829,6.360962,1.911119
2098.42,178,-1.377695,0.034263,0.232906,0.828012,1.326039,1.003202,0.542268,0.526721,0.293629
2096.5,183,-1.369047,0.128688,0.532888,1.247474,2.604301,5.670639,5.9563,6.254988,1.871671
2070.42,180,-1.36682,0.044,0.229432,0.814494,1.341601,1.014708,0.547935,0.531739,0.296491
2040.5,185,-1.362699,0.137182,0.522275,1.22323,2.600476,5.748957,6.056829,6.360673,1.911262
2068.5,184,-1.362645,0.142227,0.525946,1.231198,2.62162,5.712879,6.013196,6.314799,1.896958
2042.42,181,-1.361883,0.045113,0.227532,0.806998,1.35145,1.021881,0.551434,0.534927,0.297876
2098.42,179,-1.348744,0.043071,0.227197,0.807719,1.326039,1.003202,0.542267,0.526697,0.293641
2096.5,184,-1.348063,0.147432,0.522697,1.223619,2.604301,5.670639,5.9563,6.254702,1.871812
2040.5,186,-1.347813,0.137556,0.516012,1.208562,2.569293,5.748957,6.056829,6.360384,1.911405
2068.5,185,-1.346387,0.146881,0.518734,1.214315,2.585671,5.712879,6.013196,6.314511,1.8971
2070.42,181,-1.341967,0.05223,0.224534,0.797109,1.341601,1.014708,0.547935,0.531714,0.296503
2032.42,179,-1.338999,0.074086,0.322685,1.191201,2.437878,3.5938,2.502528,2.092369,0.889405
2040.5,187,-1.334033,0.135294,0.51035,1.1953,2.5411,5.748957,6.056829,6.360095,1.911548
2096.5,185,-1.331744,0.152699,0.515415,1.206571,2.568018,5.670639,5.9563,6.254417,1.871953
2068.5,186,-1.331591,0.147525,0.512459,1.199628,2.554397,5.712879,6.013196,6.314224,1.897242
2040.42,169,-1.327658,0.021086,0.32484,0.914939,2.636342,5.748957,6.057047,6.365129,1.908954
2060.42,179,-1.327139,0.073397,0.320161,1.183102,2.427402,3.580705,2.494515,2.085703,0.886365
2098.42,180,-1.323452,0.050971,0.222172,0.789854,1.326039,1.003202,0.542267,0.526673,0.293653
2040.5,188,-1.320108,0.133882,0.504575,1.181775,2.512347,5.748957,6.056829,6.359807,1.91169
2068.5,187,-1.317892,0.145546,0.506786,1.186347,2.526119,5.712879,6.013196,6.313937,1.897383
2096.5,186,-1.317065,0.153637,0.509107,1.191804,2.536589,5.670639,5.9563,6.254133,1.872093
2068.42,169,-1.312214,0.020727,0.322295,0.909381,2.62162,5.712879,6.013413,6.318935,1.894808
2031.33,149,-1.308971,0.017009,0.454349,1.992378,1.442652,1.192414,0.49972,0.259852,0.144812
2045.42,168,-1.308324,0.124748,0.492343,2.067012,1.667452,2.433489,3.179137,3.121245,1.476033
2040.5,189,-1.306196,0.13278,0.498812,1.168279,2.483654,5.748957,6.056829,6.359519,1.911832
2068.5,188,-1.304048,0.144408,0.501,1.172803,2.497279,5.712879,6.013196,6.313652,1.897524
2096.5,187,-1.303367,0.152061,0.50341,1.178469,2.508206,5.670639,5.9563,6.253849,1.872233
2088.42,179,-1.302619,0.072053,0.3151,1.167066,2.40803,3.557808,2.481029,2.074131,0.880654
2098.42,181,-1.300406,0.054466,0.217668,0.773841,1.326039,1.003202,0.542267,0.526649,0.293665
2033.42,158,-1.296343,0.036919,0.437848,2.232217,1.778888,1.36746,0.336153,0.256572,0.131958
2096.42,169,-1.29533,0.020377,0.319467,0.903204,2.604301,5.670639,5.956515,6.258799,1.869683
2040.5,190,-1.293044,0.130002,0.493451,1.155722,2.45696,5.748957,6.056829,6.359232,1.911974
2059.33,149,-1.291801,0.01691,0.451221,1.980158,1.432453,1.182916,0.495679,0.257607,0.143678
2068.5,189,-1.290217,0.143574,0.495227,1.159287,2.468499,5.712879,6.013196,6.313366,1.897666
2096.5,188,-1.289538,0.151297,0.497604,1.164876,2.479276,5.670639,5.9563,6.253566,1.872373
2045.42,169,-1.285478,0.166504,0.479955,2.015003,1.667452,2.433489,3.179137,3.121153,1.476078
2040.42,170,-1.283358,0.045687,0.311902,0.878498,2.636342,5.748957,6.057007,6.364874,1.909099
2032.5,185,-1.281324,0.120902,0.563197,1.664271,2.464999,3.651132,2.522574,2.112017,0.899433
2040.5,191,-1.280272,0.123714,0.488486,1.144094,2.432239,5.748957,6.056829,6.358945,1.912116
2068.5,190,-1.277142,0.14107,0.489855,1.146712,2.441723,5.712879,6.013196,6.31308,1.897806
2061.42,158,-1.276888,0.036176,0.433675,2.213195,1.759657,1.351036,0.332155,0.252946,0.130141
2073.42,168,-1.276778,0.122887,0.480003,2.032942,1.635273,2.393245,3.131169,3.080224,1.461205
2096.5,189,-1.275735,0.150802,0.491815,1.151325,2.450434,5.670639,5.9563,6.253283,1.872513
2031.33,150,-1.273478,0.062188,0.435824,1.992378,1.442652,1.191759,0.500179,0.259852,0.144812
2040.5,192,-1.273477,0.108735,0.48318,1.131667,2.40582,5.748957,6.056829,6.358659,1.912257
2060.5,185,-1.272913,0.120141,0.560968,1.656281,2.453903,3.637458,2.514357,2.10515,0.896293
2068.42,170,-1.267749,0.046851,0.30922,0.872491,2.62162,5.712879,6.013374,6.318682,1.894953
2068.5,191,-1.264444,0.135076,0.484881,1.135068,2.416928,5.712879,6.013196,6.312795,1.897947
2096.5,190,-1.262682,0.148635,0.486431,1.13872,2.423607,5.670639,5.9563,6.253,1.872653
2045.42,170,-1.261714,0.220812,0.466361,1.957929,1.667452,2.433489,3.179137,3.121063,1.476123
2041.42,171,-1.261407,0.052802,0.382818,2.013729,2.452105,3.478886,4.119552,5.243668,2.65664
2032.5,186,-1.260467,0.160609,0.55006,1.625451,2.407502,3.651132,2.522572,2.111922,0.899481
2033.42,159,-1.259927,0.123721,0.418711,2.232217,1.778888,1.367059,0.336434,0.256569,0.131952
2068.5,192,-1.257679,0.12047,0.479564,1.122623,2.390429,5.712879,6.013196,6.312512,1.898087
2059.33,150,-1.256842,0.061633,0.432852,1.980158,1.432453,1.182267,0.496134,0.257607,0.143678
2088.5,185,-1.255355,0.118585,0.556414,1.640196,2.433112,3.613342,2.500444,2.093155,0.89037
2073.42,169,-1.254098,0.165874,0.467625,1.980516,1.635273,2.393245,3.131169,3.080134,1.46125
2087.33,149,-1.253632,0.016571,0.443781,1.950629,1.407116,1.158819,0.485212,0.251646,0.140574
2060.5,186,-1.252045,0.160257,0.547771,1.617316,2.396174,3.637458,2.514356,2.105055,0.89634
2096.42,170,-1.250678,0.048174,0.306247,0.865827,2.604301,5.670639,5.956476,6.258549,1.869826
2096.5,191,-1.250057,0.14338,0.481433,1.12702,2.398704,5.670639,5.9563,6.252718,1.872792
2032.5,187,-1.24403,0.182428,0.540446,1.59704,2.365422,3.651132,2.522572,2.111825,0.899529
2096.5,192,-1.243132,0.129779,0.476101,1.114539,2.372141,5.670639,5.9563,6.252437,1.872931
2089.42,158,-1.24212,0.035161,0.425711,2.178965,1.724483,1.320833,0.325102,0.246268,0.126753
2061.42,159,-1.2411,0.12183,0.414751,2.213195,1.759657,1.350643,0.33243,0.252943,0.130135
2045.42,171,-1.239963,0.271961,0.453774,1.905087,1.667452,2.433489,3.179137,3.120973,1.476167
2040.42,171,-1.239402,0.084969,0.298579,0.840971,2.636342,5.748957,6.05697,6.364618,1.909245
2060.5,187,-1.235614,0.182369,0.538124,1.588832,2.353972,3.637458,2.514356,2.104958,0.896388
2088.5,186,-1.234481,0.159515,0.543099,1.600945,2.374886,3.613342,2.500443,2.09306,0.890418
2040.5,197,-1.232527,0.038802,0.472652,1.119771,2.383639,5.748957,6.056829,6.357462,1.910387
2069.42,171,-1.232071,0.051557,0.374535,1.985361,2.424004,3.447342,4.08796,5.203356,2.636079
2033.42,160,-1.231174,0.186606,0.403897,2.15324,1.778888,1.366409,0.336889,0.256563,0.131955
2073.42,170,-1.230532,0.221006,0.454079,1.923143,1.635273,2.393245,3.131169,3.080044,1.461295
2040.5,196,-1.229856,0.078904,0.472652,1.119771,2.383639,5.748957,6.056829,6.357629,1.910614
2040.5,195,-1.226692,0.121898,0.472652,1.119771,2.383639,5.748957,6.056829,6.357915,1.910473
2068.42,171,-1.224364,0.085679,0.296026,0.835262,2.62162,5.712879,6.013337,6.318427,1.895097
2041.42,172,-1.224326,0.178198,0.363038,1.909681,2.44896,3.481744,4.119552,5.243668,2.65664
2040.5,194,-1.223534,0.165853,0.472652,1.119771,2.383639,5.748957,6.056829,6.358202,1.910331
2040.5,193,-1.220563,0.211999,0.472652,1.119771,2.383639,5.748957,6.056829,6.35849,1.910189
2087.33,150,-1.219854,0.060156,0.425781,1.950629,1.407116,1.158186,0.485656,0.251646,0.140574
2088.5,187,-1.21809,0.182143,0.533401,1.572358,2.332479,3.613342,2.500443,2.092964,0.890465
2032.5,188,-1.217686,0.115081,0.511627,1.575658,2.334149,3.651132,2.522572,2.111768,0.899326
2068.5,197,-1.217341,0.051233,0.469071,1.110721,2.368162,5.712879,6.013196,6.311323,1.896232
2045.42,172,-1.217329,0.328801,0.440461,1.849194,1.667452,2.433489,3.179137,3.120885,1.476211
2068.5,196,-1.214695,0.090859,0.469071,1.110721,2.368162,5.712879,6.013196,6.311489,1.896457
2061.42,160,-1.212483,0.185866,0.399852,2.133692,1.759657,1.350007,0.332875,0.252937,0.130138
2068.5,195,-1.21156,0.133353,0.469071,1.110721,2.368162,5.712879,6.013196,6.311773,1.896317
2060.5,188,-1.209347,0.11606,0.5094,1.567426,2.322615,3.637458,2.514356,2.104902,0.896186
2073.42,171,-1.208937,0.272935,0.441526,1.869981,1.635273,2.393245,3.131169,3.079955,1.461338
2068.5,194,-1.208431,0.176794,0.469071,1.110721,2.368162,5.712879,6.013196,6.312059,1.896176
2096.42,171,-1.207899,0.08653,0.293195,0.828925,2.604301,5.670639,5.95644,6.258296,1.869969
2089.42,159,-1.207443,0.118883,0.407175,2.178965,1.724483,1.320457,0.325365,0.246265,0.126747
2068.5,193,-1.205489,0.222399,0.469071,1.110721,2.368162,5.712879,6.013196,6.312344,1.896035
2040.42,172,-1.202976,0.11196,0.287772,0.810533,2.636342,5.748957,6.056936,6.364358,1.90939
2096.5,197,-1.202198,0.066152,0.465974,1.102406,2.349869,5.670639,5.9563,6.25126,1.871102
2096.5,196,-1.199784,0.104254,0.465974,1.102406,2.349869,5.670639,5.9563,6.251424,1.871324
2041.42,173,-1.199491,0.240444,0.350626,1.844392,2.44896,3.481744,4.119552,5.243668,2.65664
2032.5,189,-1.197616,0.120047,0.501861,1.542163,2.291135,3.651132,2.522572,2.111711,0.899329
2033.42,161,-1.197494,0.275868,0.385863,2.057097,1.778888,1.365843,0.337285,0.256558,0.131958
2096.5,195,-1.1969,0.145337,0.465974,1.102406,2.349869,5.670639,5.9563,6.251706,1.871185
2069.42,172,-1.196003,0.174407,0.355218,1.882962,2.420857,3.450203,4.08796,5.203356,2.636079
2097.42,171,-1.19438,0.049544,0.364139,1.947277,2.388623,3.408256,4.052559,5.155272,2.607926
2096.5,194,-1.194027,0.187365,0.465974,1.102406,2.349869,5.670639,5.9563,6.251988,1.871045
2088.5,188,-1.191984,0.117924,0.504877,1.550911,2.300951,3.613342,2.500443,2.092908,0.890264
2096.5,193,-1.191339,0.231542,0.465974,1.102406,2.349869,5.670639,5.9563,6.252271,1.870906
2060.5,189,-1.189342,0.121438,0.499627,1.533988,2.279566,3.637458,2.514356,2.104846,0.896189
2068.42,172,-1.187879,0.113551,0.285139,0.804544,2.62162,5.712879,6.013303,6.318169,1.895241
2073.42,172,-1.18646,0.330499,0.428252,1.813759,1.635273,2.393245,3.131169,3.079868,1.461381
2045.42,173,-1.183952,0.300801,0.407322,1.781676,1.67704,2.433489,3.179137,3.120834,1.475995
2032.5,190,-1.182094,0.1405,0.49319,1.515518,2.251549,3.651132,2.522572,2.111614,0.899377
2061.42,161,-1.179409,0.273908,0.382027,2.038574,1.759657,1.349454,0.333263,0.252932,0.130141
2089.42,160,-1.179111,0.184821,0.392156,2.098595,1.724483,1.319848,0.325792,0.246259,0.12675
2041.42,174,-1.174787,0.310247,0.338021,1.778087,2.44896,3.481744,4.119552,5.243668,2.65664
2060.5,190,-1.173838,0.1421,0.490937,1.507309,2.239921,3.637458,2.514356,2.104749,0.896237
2088.5,189,-1.171755,0.121517,0.49509,1.51757,2.257822,3.613342,2.500443,2.092852,0.890268
2096.42,172,-1.171346,0.115373,0.282222,0.797904,2.604301,5.670639,5.956406,6.258041,1.870112
2069.42,173,-1.1713,0.237848,0.342794,1.817106,2.420857,3.450203,4.08796,5.203356,2.636079
2033.42,162,-1.169821,0.340821,0.371575,1.980926,1.778888,1.365417,0.337584,0.256552,0.13196
2040.42,173,-1.168446,0.13523,0.277715,0.782206,2.636342,5.748957,6.056905,6.364095,1.909535
2032.5,191,-1.16725,0.158356,0.485043,1.490483,2.214355,3.651132,2.522572,2.111518,0.899425
2033.5,184,-1.160932,0.306843,0.472204,1.452496,1.69696,1.379276,0.338251,0.25697,0.132204
2033.5,185,-1.160779,0.26668,0.472204,1.452496,1.69696,1.379276,0.338251,0.256966,0.132206
2032.5,192,-1.160715,0.163373,0.47767,1.467827,2.180697,3.651132,2.522572,2.111421,0.899473
2033.5,182,-1.160258,0.386483,0.47267,1.452234,1.69696,1.379276,0.338251,0.256976,0.132202
2033.5,183,-1.160078,0.343145,0.472204,1.452496,1.69696,1.379276,0.338251,0.256974,0.132202
2097.42,172,-1.159599,0.168967,0.345407,1.847105,2.385497,3.411098,4.052559,5.155272,2.607926
2060.5,191,-1.159024,0.160104,0.482783,1.482275,2.202719,3.637458,2.514356,2.104652,0.896285
2033.5,186,-1.156859,0.092559,0.453617,1.447213,1.704037,1.379276,0.338251,0.256964,0.132202
2088.5,190,-1.156068,0.140772,0.486329,1.490717,2.217871,3.613342,2.500443,2.092755,0.890315
2073.42,173,-1.153423,0.305367,0.395709,1.746028,1.644664,2.393245,3.131169,3.079818,1.461168
2068.42,173,-1.153353,0.13749,0.275028,0.776013,2.62162,5.712879,6.013272,6.317908,1.895385
2060.5,192,-1.152666,0.164407,0.475407,1.459628,2.169064,3.637458,2.514356,2.104556,0.896332
2061.42,162,-1.151897,0.339623,0.367685,1.962043,1.759657,1.349038,0.333554,0.252926,0.130144
2041.42,175,-1.151624,0.372198,0.326446,1.7172,2.44896,3.481744,4.119552,5.243668,2.65664
2045.42,174,-1.150803,0.401778,0.387887,1.696665,1.67704,2.433489,3.179137,3.120747,1.476038
2061.5,184,-1.150367,0.300101,0.470385,1.441978,1.674191,1.362421,0.3341,0.25323,0.130331
2061.5,185,-1.1503,0.260033,0.470385,1.441978,1.674191,1.362421,0.3341,0.253226,0.130332
2061.5,182,-1.149515,0.379528,0.470867,1.441708,1.674191,1.362421,0.3341,0.253236,0.130329
2061.5,183,-1.149429,0.336316,0.470385,1.441978,1.674191,1.362421,0.3341,0.253233,0.130329
2089.42,161,-1.147106,0.270762,0.374713,2.005246,1.724483,1.319319,0.326162,0.246254,0.126753
2061.5,186,-1.146731,0.086287,0.45187,1.436786,1.681209,1.362421,0.3341,0.253224,0.130328
2069.42,174,-1.14672,0.308616,0.330183,1.750256,2.420857,3.450203,4.08796,5.203356,2.636079
2033.42,163,-1.144202,0.401368,0.358331,1.910323,1.778888,1.365196,0.337738,0.256547,0.131963
2088.5,191,-1.14044,0.15952,0.477667,1.464166,2.178369,3.613342,2.500443,2.092659,0.890363
2032.5,200,-1.139863,0.020944,0.470602,1.446106,2.148427,3.651132,2.522572,2.110651,0.899853
2032.5,199,-1.137249,0.063037,0.470602,1.446106,2.148427,3.651132,2.522572,2.110747,0.899806
2096.42,173,-1.136818,0.140059,0.272052,0.769151,2.604301,5.670639,5.956376,6.257783,1.870254
2040.42,174,-1.136233,0.159469,0.268257,0.755567,2.636342,5.748957,6.056878,6.363829,1.90968
2097.42,173,-1.13501,0.234126,0.332926,1.780364,2.385497,3.411098,4.052559,5.155272,2.607926
2032.5,198,-1.134133,0.102904,0.470602,1.446106,2.148427,3.651132,2.522572,2.110843,0.899758
2088.5,192,-1.133444,0.165573,0.469773,1.439969,2.142369,3.613342,2.500443,2.092563,0.89041
2060.5,200,-1.132624,0.023006,0.468318,1.437861,2.136718,3.637458,2.514356,2.103789,0.896711
2089.5,184,-1.130676,0.295271,0.466792,1.423167,1.632038,1.331455,0.326769,0.246349,0.126841
2089.5,185,-1.130475,0.260681,0.466792,1.423167,1.632038,1.331455,0.326769,0.246346,0.126843
2032.5,197,-1.130342,0.140511,0.470602,1.446106,2.148427,3.651132,2.522572,2.110939,0.899711
2089.5,182,-1.130251,0.364682,0.466792,1.423167,1.632038,1.331455,0.326769,0.246355,0.12684
2089.5,183,-1.130005,0.32694,0.466792,1.423167,1.632038,1.331455,0.326769,0.246353,0.126839
2060.5,199,-1.129946,0.064861,0.468318,1.437861,2.136718,3.637458,2.514356,2.103884,0.896664
2041.42,176,-1.128843,0.430483,0.315334,1.658747,2.44896,3.481744,4.119552,5.243668,2.65664
2089.5,186,-1.127099,0.110106,0.448439,1.418121,1.63895,1.331455,0.326769,0.246343,0.126839
2060.5,198,-1.126709,0.10521,0.468318,1.437861,2.136718,3.637458,2.514356,2.10398,0.896617
2032.5,196,-1.126436,0.17909,0.470602,1.446106,2.148427,3.651132,2.522572,2.111035,0.899663
2061.42,163,-1.126424,0.400825,0.354393,1.891115,1.759657,1.348826,0.333703,0.252921,0.130146
2045.42,175,-1.124693,0.454048,0.374374,1.63756,1.67704,2.433489,3.179137,3.120662,1.47608
2069.42,175,-1.123667,0.371442,0.318602,1.688867,2.420857,3.450203,4.08796,5.203356,2.636079
2032.5,195,-1.122744,0.219636,0.470602,1.446106,2.148427,3.651132,2.522572,2.111131,0.899616
2060.5,197,-1.122719,0.143881,0.468318,1.437861,2.136718,3.637458,2.514356,2.104075,0.89657
2073.42,174,-1.121243,0.403527,0.376852,1.662826,1.644664,2.393245,3.131169,3.079733,1.46121
2068.42,174,-1.121126,0.162361,0.265513,0.749168,2.62162,5.712879,6.013245,6.317644,1.895529
2089.42,162,-1.119838,0.337246,0.360295,1.92809,1.724483,1.318925,0.326438,0.246248,0.126755
2032.5,194,-1.119539,0.263504,0.470602,1.446106,2.148427,3.651132,2.522572,2.111228,0.899568
2033.42,164,-1.119241,0.464651,0.345226,1.840456,1.778888,1.365196,0.337738,0.256541,0.131966
