time,dayofyr,crpval,agcacc,bgcjacc,bgcmacc,cgrain,egrain(N),egrain(P),egrain(S),crmvst,ermvst(N),ermvst(P),ermvst(S),cstraw,estraw(N),estraw(P),estraw(S),stdstraw,estdstraw(N),estdstraw(P),estdstraw(S),addsdc,addsde(N),addsde(P),addsde(S),resid,reside(N),reside(P),reside(S),irrapp,fertapp(N),fertapp(P),fertapp(S),afertapp(N),afertapp(P),afertapp(S),omadapp,omaeapp(N),omaeapp(P),omaeapp(S),strmac(1),strmac(2),strmac(3),strmac(4),strmac(5),strmac(6),strmac(7),strmac(8),cgracc,egracc(N),egracc(P),egracc(S),accrst,accrste(N),accrste(P),accrste(S),ctubesj,etubesj(N),etubesj(P),etubesj(S),ctubesm,etubesm(N),etubesm(P),etubesm(S),srfclittrj,esrfclittrj(N),esrfclittrj(P),esrfclittrj(S),soillittrj,esoillittrj(N),esoillittrj(P),esoillittrj(S),srfclittrm,esrfclittrm(N),esrfclittrm(P),esrfclittrm(S),soillittrm,esoillittrm(N),esoillittrm(P),esoillittrm(S)
1850.75,296,'C115',166.0679,50.0938,2.6365,57.2680,2.2180,0.0000,0.0000,97.9200,1.8650,0.0000,0.0000,97.9200,1.8650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1760,0.0414,0.0000,0.0000,8.7040,0.1658,0.0000,0.0000,0.0000,0.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.6569,0.3860,0.0000,0.0000,1.7943,0.0715,0.0000,0.0000,57.2680,2.2180,0.0000,0.0000,97.9200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8548,0.1188,0.0000,0.0000,35.9652,0.7296,0.0000,0.0000,1.3347,0.0273,0.0000,0.0000,8.1992,0.1679,0.0000,0.0000
1851.75,296,'C115',228.7693,55.5971,2.9262,80.0693,3.1384,0.0000,0.0000,133.8301,2.5986,0.0000,0.0000,133.8301,2.5986,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.9740,0.0577,0.0000,0.0000,11.8960,0.2310,0.0000,0.0000,0.0000,0.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,52.1580,0.5723,0.0000,0.0000,1.9372,0.0910,0.0000,0.0000,80.0693,3.1384,0.0000,0.0000,133.8301,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.5399,0.1413,0.0000,0.0000,40.1734,0.8682,0.0000,0.0000,1.4467,0.0315,0.0000,0.0000,8.8871,0.1935,0.0000,0.0000
1852.75,296,'C115',237.5430,63.7673,3.3562,83.1401,3.0745,0.0000,0.0000,138.9627,2.5457,0.0000,0.0000,138.9627,2.5457,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0881,0.0566,0.0000,0.0000,12.3522,0.2263,0.0000,0.0000,0.0000,0.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,48.5041,1.4543,0.0000,0.0000,2.3348,0.1321,0.0000,0.0000,83.1401,3.0745,0.0000,0.0000,138.9627,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5213,0.1588,0.0000,0.0000,46.2023,0.9758,0.0000,0.0000,1.6368,0.0350,0.0000,0.0000,10.0549,0.2150,0.0000,0.0000
1853.75,296,'C115',278.6134,63.5932,3.3470,97.5147,3.5721,0.0000,0.0000,162.9889,2.9577,0.0000,0.0000,162.9889,2.9577,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6220,0.0657,0.0000,0.0000,14.4879,0.2629,0.0000,0.0000,0.0000,0.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,37.8640,1.3289,0.0000,0.0000,1.5107,0.0958,0.0000,0.0000,97.5147,3.5721,0.0000,0.0000,162.9889,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6103,0.1648,0.0000,0.0000,46.7490,1.0124,0.0000,0.0000,1.5408,0.0336,0.0000,0.0000,9.4647,0.2062,0.0000,0.0000
1854.75,296,'C115',249.6913,63.4239,3.3381,86.8461,3.2561,0.0000,0.0000,146.5606,2.7137,0.0000,0.0000,146.5606,2.7137,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2569,0.0603,0.0000,0.0000,13.0276,0.2412,0.0000,0.0000,0.0000,0.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0606,0.7288,0.0000,0.0000,1.1065,0.0766,0.0000,0.0000,86.8461,3.2561,0.0000,0.0000,146.5606,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4055,0.1589,0.0000,0.0000,45.4912,0.9763,0.0000,0.0000,1.7004,0.0369,0.0000,0.0000,10.4451,0.2265,0.0000,0.0000
1855.75,296,'C115',265.6408,58.9125,3.1007,92.9743,3.5548,0.0000,0.0000,155.3999,2.9434,0.0000,0.0000,155.3999,2.9434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.4533,0.0654,0.0000,0.0000,13.8133,0.2616,0.0000,0.0000,0.0000,0.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,73.2784,2.0778,0.0000,0.0000,1.9008,0.1425,0.0000,0.0000,92.9743,3.5548,0.0000,0.0000,155.3999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1423,0.1566,0.0000,0.0000,43.8740,0.9623,0.0000,0.0000,1.3384,0.0295,0.0000,0.0000,8.2217,0.1811,0.0000,0.0000
1856.75,296,'C115',261.4191,64.8090,3.4110,91.4967,3.3931,0.0000,0.0000,152.9301,2.8095,0.0000,0.0000,152.9301,2.8095,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3984,0.0624,0.0000,0.0000,13.5938,0.2497,0.0000,0.0000,0.0000,0.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,34.5341,0.8304,0.0000,0.0000,1.0784,0.0823,0.0000,0.0000,91.4967,3.3931,0.0000,0.0000,152.9301,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7433,0.1667,0.0000,0.0000,47.5659,1.0242,0.0000,0.0000,1.5753,0.0343,0.0000,0.0000,9.6769,0.2105,0.0000,0.0000
1857.75,296,'C115',247.8391,55.0236,2.8960,86.7437,3.2961,0.0000,0.0000,144.9859,2.7292,0.0000,0.0000,144.9859,2.7292,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2219,0.0606,0.0000,0.0000,12.8876,0.2426,0.0000,0.0000,0.0000,0.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,47.5422,2.0064,0.0000,0.0000,1.6435,0.1307,0.0000,0.0000,86.7437,3.2961,0.0000,0.0000,144.9859,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6426,0.1435,0.0000,0.0000,40.8046,0.8814,0.0000,0.0000,1.2789,0.0278,0.0000,0.0000,7.8559,0.1710,0.0000,0.0000
1858.75,296,'C115',317.2155,74.5215,3.9222,110.4208,3.8425,0.0000,0.0000,186.1152,3.1997,0.0000,0.0000,186.1152,3.1997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.1359,0.0711,0.0000,0.0000,16.5436,0.2844,0.0000,0.0000,0.0000,0.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,46.6236,0.7673,0.0000,0.0000,0.9628,0.0756,0.0000,0.0000,110.4208,3.8425,0.0000,0.0000,186.1152,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.7261,0.1886,0.0000,0.0000,53.6029,1.1584,0.0000,0.0000,1.9778,0.0431,0.0000,0.0000,12.1492,0.2649,0.0000,0.0000
1859.75,296,'C115',266.2718,59.2311,3.1174,93.1951,3.4598,0.0000,0.0000,155.7690,2.8647,0.0000,0.0000,155.7690,2.8647,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.4615,0.0637,0.0000,0.0000,13.8461,0.2546,0.0000,0.0000,0.0000,0.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,48.5231,0.8730,0.0000,0.0000,1.2761,0.1011,0.0000,0.0000,93.1951,3.4598,0.0000,0.0000,155.7690,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1131,0.1538,0.0000,0.0000,43.6951,0.9450,0.0000,0.0000,1.4142,0.0309,0.0000,0.0000,8.6875,0.1895,0.0000,0.0000
