"year","month","Cinput_mon_Mgha","Manure_Mgha","Soil_covered","Calc_TAVG","PRCP","TM_OPE"
1985,8,0.01074,0,1,27.37,30.72,-1159.1
1985,9,0.01097,0,1,21.87,120.2,134.2
1985,9,0.01097,0,1,22.18,111.76,136.5
1985,10,0.00183,0,1,16.21,91.5,74.7
1985,10,0.00183,0,1,16.41,112.51,75
1985,11,0,0,0,9.89,6.9,27.7
1985,11,0,0,0,9.96,6.33,27.1
1985,12,0,0,0,3.29,4.6,4.2
1985,12,0,0,0,3.82,7.86,5.1
1986,1,0,0,0,6.87,0,14.1
1986,1,0,0,0,7.42,0,15.8
1986,2,0,0,0,7.54,23.9,16.6
1986,2,0,0,0,8.14,20.05,18.5
1986,3,0,0,0,13.61,9.9,57.6
1986,3,0,0,0,13.65,6.36,57.2
1986,4,0,0,0,17.86,18.3,99.6
1986,4,0,0,0,17.68,26.16,97.1
1986,5,0.00081,0,0,21.02,46.3,148.9
1986,5,0.00081,0,0,20.45,55.88,141.3
1986,6,0.00873,0,1,24.39,125,194.5
1986,6,0.00873,0,1,24.63,117.61,197.6
1986,7,0.01654,0,1,27.69,35.8,-1250.5
1986,7,0.01654,0,1,27.4,42.17,-1238.3
1986,8,0.03637,0,1,25.35,91.7,196.5
1986,8,0.03637,0,1,25.74,108.2,201.6
1986,9,0.01015,0,1,21.93,175.5,133.4
1986,9,0.01015,0,1,22.66,133.6,140.8
1986,10,0.00406,0,1,15.35,73.4,66.2
1986,10,0.00406,0,1,15.53,95.25,66.9
1986,11,0,0,0,8.32,44,19.5
1986,11,0,0,0,8.44,51.05,19.5
1986,12,0,0,0,4.71,32.9,7
1986,12,0,0,0,4.95,37.59,7.5
1987,1,0,0,0,3.45,13.8,5.1
1987,1,0,0,0,4.04,12.19,6.6
1987,2,0,0,0,7.18,37.3,17.1
1987,2,0,0,0,7.52,42.41,18.5
1987,3,0,0,0,8.93,10.5,30.5
1987,3,0,0,0,9.27,10.93,32.4
1987,4,0,0,0,14.93,2.3,76.8
1987,4,0,0,0,14.91,5.08,76.6
1987,5,0.00097,0,0,20.41,83.9,144.9
1987,5,0.00097,0,0,20.19,109.98,142.3
1987,6,0.00449,0,1,24.5,61,197.5
1987,6,0.00449,0,1,24.04,42.16,191.4
1987,7,0.01143,0,1,26.38,109.1,224.9
1987,7,0.01143,0,1,26.25,100.08,223.1
1987,8,0.01875,0,1,26.32,42.7,210
1987,8,0.01875,0,1,26.24,73.4,208.9
1987,9,0.03892,0,1,21.61,68,132.5
1987,9,0.03892,0,1,21.67,51.06,133.1
1987,10,0.00708,0,1,17.25,19.6,84.3
1987,10,0.00708,0,1,17.05,17.26,82.7
1987,11,0,0,0,9.89,2.9,28.7
1987,11,0,0,0,10.05,3.3,29.5
1987,12,0,0,0,4.19,27.7,6.8
1987,12,0,0,0,4.8,34.55,8.5
1988,1,0,0,0,2.4,5.7,2.6
1988,1,0,0,0,2.71,6.09,3.2
1988,2,0,0,0,5.97,11.5,12
1988,2,0,0,0,6.41,15.24,13.5
1988,3,0,0,0,10.06,20.2,35.8
1988,3,0,0,0,10.52,14.22,38.7
1988,4,0,0,0,15.5,27.5,80.1
1988,4,0,0,0,15.37,30.47,79
1988,5,0.00486,0,0,20.47,67.1,144.2
1988,5,0.00486,0,0,20.25,84.31,141.6
1988,6,0.00948,0,1,25.53,26.2,211.1
1988,6,0.00948,0,1,24.93,41.66,202.8
1988,7,0.00522,0,1,26.28,74.5,223.4
1988,7,0.00522,0,1,25.97,88.63,219
1988,8,0.01184,0,1,26.45,23.3,211.6
1988,8,0.01184,0,1,26.3,25.13,209.6
1988,9,0.03666,0,1,21.89,58.1,134.4
1988,9,0.03666,0,1,22,103.88,135.5
1988,10,0.00077,0,1,17.15,0.5,82.2
1988,10,0.00077,0,1,16.84,0,79.7
1988,11,0,0,0,11.07,4.8,33.5
1988,11,0,0,0,11.34,3.55,34.9
1988,12,0,0,0,5.51,14.2,10.1
1988,12,0,0,0,5.78,12.69,10.9
1989,1,0,0,0,7.03,12.7,14.7
1989,1,0,0,0,6.46,20.57,13.7
1989,2,0,0,0,3.54,26.4,4.4
1989,2,0,0,0,3.62,28.44,5.1
1989,3,0,0,0,12.51,17.9,49.7
1989,3,0,0,0,12.15,24.13,49.3
1989,4,0,0,0,18.19,1.1,102.8
1989,4,0,0,0,17.42,2.79,97.6
1989,5,0.00224,0,0,22.8,9.9,171.6
1989,5,0.00224,0,0,21.88,40.14,161.4
1989,6,0.00468,0,1,23.59,126.5,183.5
1989,6,0.00468,0,1,23.44,123.2,182.7
1989,7,0.00305,0,1,27.42,6.6,-1239.2
1989,7,0.00305,0,1,26.34,21.59,224.3
1989,8,0.02309,0,1,26.13,77.5,207.1
1989,8,0.02309,0,1,25.3,90.93,196.3
1989,9,0.01254,0,1,20.56,95,119.2
1989,9,0.01254,0,1,20.74,98.56,122.7
1989,10,0.00503,0,1,17.79,0,85.5
1989,10,0.00503,0,1,17.22,0,82.7
1989,11,0,0,0,10.57,0,29.5
1989,11,0,0,0,10.88,0,32.6
1989,12,0,0,0,1.84,8.1,1.4
1989,12,0,0,0,2.05,5.58,1.9
1990,1,0,0,0,6.2,9.5,11.2
1990,1,0,0,0,6.6,20.06,13.2
1990,2,0,0,0,8.25,54.3,18.6
1990,2,0,0,0,7.83,54.36,17.7
1990,3,0,0,0,10.92,22.2,38
1990,3,0,0,0,11.11,25.39,40.4
1990,4,0,0,0,16.44,36.7,84.7
1990,4,0,0,0,15.66,29.2,79.2
1990,5,0.00085,0,0,20.82,29.3,145.2
1990,5,0.00085,0,0,20.24,28.2,139.4
1990,6,0.00951,0,1,29.11,0,-1301.6
1990,6,0.00951,0,1,28.11,13.2,-1258.4
1990,7,0.02131,0,1,25.35,79.5,209.3
1990,7,0.02131,0,1,25.43,53.85,210.8
1990,8,0.0198,0,1,25.76,47.7,201.8
1990,8,0.0198,0,1,25.49,54.84,198.4
1990,9,0.01731,0,1,23.14,31.7,145.7
1990,9,0.01731,0,1,23.04,40.13,145.4
1990,10,0.00158,0,1,16.44,48.5,73.3
1990,10,0.00158,0,1,16.35,12.95,73.8
1990,11,0,0,0,11.75,32.8,34.4
1990,11,0,0,0,11.71,35.56,35.3
1990,12,0,0,0,3.83,10.7,4.6
1990,12,0,0,0,3.91,11.17,5.1
1991,1,0,0,0,3.2,29.2,3.9
1991,1,0,0,0,3.33,39.87,4.2
1991,2,0,0,0,9.41,13.8,24.9
1991,2,0,0,0,9.42,12.95,24.9
1991,3,0,0,0,12.2,2.1,48.3
1991,3,0,0,0,12.14,4.57,47.9
1991,4,0,0,0,17.64,1.8,98.2
1991,4,0,0,0,17.04,2.79,92.5
1991,5,0.00108,0,0,23.13,47.5,176.4
1991,5,0.00108,0,0,22.26,52.09,165.1
1991,6,0.00483,0,1,25.33,130.8,207.9
1991,6,0.00483,0,1,25.24,106.42,206.6
1991,7,0.04188,0,1,26.43,54.4,225.5
1991,7,0.04188,0,1,26.14,55.89,221.2
1991,8,0.03328,0,1,25.49,60.8,198.5
1991,8,0.03328,0,1,25.4,62.47,197.3
1991,9,0.01121,0,1,20.01,172,114.3
1991,9,0.01121,0,1,20.55,153.93,119.7
1991,10,0.00373,0,1,16.76,14.6,77.7
1991,10,0.00373,0,1,16.78,19.81,77.9
1991,11,0,0,0,7.34,27.2,16
1991,11,0,0,0,7.58,36.07,16.9
1991,12,0,0,0,6.17,56.9,11.6
1991,12,0,0,0,6.29,72.38,12
1992,1,0,0,0,4.18,33.5,6.1
1992,1,0,0,0,5.05,36.83,9.3
1992,2,0,0,0,9.24,51,24.1
1992,2,0,0,0,9.09,36.57,24.8
1992,3,0,0,0,12.8,34.6,52.4
1992,3,0,0,0,12.44,28.7,52
1992,4,0,0,0,16.87,32.1,90.9
1992,4,0,0,0,16.57,41.4,90.4
1992,5,0.00211,0,0,19.56,133.3,132.1
1992,5,0.00211,0,0,19.09,124.47,129
1992,6,0.00284,0,1,24.22,112,192.5
1992,6,0.00284,0,1,23.78,95.02,187.6
1992,7,0.01372,0,1,27.07,43.4,-1224.6
1992,7,0.01372,0,1,26.17,53.08,221.9
1992,8,0.02576,0,1,24.74,39.6,188.5
1992,8,0.02576,0,1,24.27,38.35,183.3
1992,9,0.01647,0,1,22.93,17.5,144.6
1992,9,0.01647,0,1,22.75,26.66,143.8
1992,10,0.0051,0,1,17.94,0,87.4
1992,10,0.0051,0,1,17.51,0,85.7
1992,11,0,0,0,7.96,37.3,18.4
1992,11,0,0,0,7.4,43.68,17.4
1992,12,0,0,0,5.36,34.7,9.1
1992,12,0,0,0,4.86,19.3,8.4
1993,1,0,0,0,4.07,26.2,6.1
1993,1,0,0,0,3.74,31.73,5.8
1993,2,0,0,0,5.66,9.9,10.6
1993,2,0,0,0,5.6,17.79,11.4
1993,3,0,0,0,10.61,9.5,38.6
1993,3,0,0,0,10.47,11.43,39.6
1993,4,0,0,0,15.74,29.5,81.4
1993,4,0,0,0,15.07,30.99,77.9
1993,5,0.00227,0,0,20.73,52.3,146.7
1993,5,0.00227,0,0,19.76,40.64,137.3
1993,6,0.00642,0,1,25.76,96.1,214.2
1993,6,0.00642,0,1,24.84,42.93,202
1993,7,0.02174,0,1,27.9,20.8,-1259.4
1993,7,0.02174,0,1,27.76,32.26,-1253.5
1993,8,0.02018,0,1,26.6,45.3,213.6
1993,8,0.02018,0,1,26.22,34.04,208.6
1993,9,0.01576,0,1,22.21,6.2,137.3
1993,9,0.01576,0,1,21.62,9.39,132.6
1993,10,0.00181,0,1,15.18,12.5,66.2
1993,10,0.00181,0,1,14.95,8.64,66.5
1993,11,0,0,0,7.5,7.7,17
1993,11,0,0,0,7.67,6.85,18.9
1993,12,0,0,0,6.19,8.4,12
1993,12,0,0,0,6.2,9.4,12.9
1994,1,0,0,0,4.77,10,6.6
1994,1,0,0,0,4.58,8.12,6.7
1994,2,0,0,0,6.62,4.5,11.9
1994,2,0,0,0,6.14,4.56,11.3
1994,3,0,0,0,11.71,4.3,41.7
1994,3,0,0,0,11.83,3.8,44.4
1994,4,0,0,0,16.14,73.6,80.5
1994,4,0,0,0,15.62,74.92,78.1
1994,5,0.00178,0,0,20.79,105.3,143.5
1994,5,0.00178,0,0,20.28,135.14,139.2
1994,6,0.00439,0,1,28.12,12.2,-1258.8
1994,6,0.00439,0,1,27.38,12.45,-1227.7
1994,7,0.03875,0,1,27.83,52.7,-1256.4
1994,7,0.03875,0,1,27.13,33.28,-1227.1
1994,8,0.02001,0,1,27.04,5.2,-1146.3
1994,8,0.02001,0,1,26.66,15.23,214.5
1994,9,0.02573,0,1,22.92,28,142.5
1994,9,0.02573,0,1,22.25,46.73,136.4
1994,10,0.00183,0,1,17.12,16.3,77.5
1994,10,0.00183,0,1,16.75,19.05,76.4
1994,11,0,0,0,11.11,17.8,30.2
1994,11,0,0,0,10.55,20.82,28.9
1994,12,0,0,0,7.37,3.9,14
1994,12,0,0,0,7.28,4.06,14.7
1995,1,0,0,0,5.75,11.5,10.3
1995,1,0,0,0,5.8,11.93,11.1
1995,2,0,0,0,8.91,4.1,22.2
1995,2,0,0,0,9.04,4.31,23.7
1995,3,0,0,0,10.96,13.1,39.5
1995,3,0,0,0,10.76,15.48,39.5
1995,4,0,0,0,15.85,19.8,80.9
1995,4,0,0,0,14.75,21.33,72.9
1995,5,0.00193,0,0,20.07,58.6,137.4
1995,5,0.00193,0,0,19.18,97.02,128.5
1995,6,0.01172,0,1,24.94,59.2,202.2
1995,6,0.01172,0,1,23.59,49.27,184.3
1995,7,0.01331,0,1,28.2,23.6,-1272.2
1995,7,0.01331,0,1,27.22,21.32,-1230.8
1995,8,0.04731,0,1,26.68,53.8,214.8
1995,8,0.04731,0,1,27.1,40.88,-1148.6
1995,9,0.01047,0,1,20.88,207.5,122.5
1995,9,0.01047,0,1,21.7,183.63,131.9
1995,10,0.00614,0,1,16.31,13.2,73.5
1995,10,0.00614,0,1,16.84,12.7,79
1995,11,0,0,0,10.82,0,30.7
1995,11,0,0,0,11,3.56,32.7
1995,12,0,0,0,5.85,11.9,10.3
1995,12,0,0,0,5.78,10.66,10.6
1996,1,0,0,0,4.15,4.9,6.1
1996,1,0,0,0,4.26,8.13,6.3
1996,2,0,0,0,8.18,1.6,19.5
1996,2,0,0,0,8.39,1.27,20.4
1996,3,0,0,0,8.92,2.3,28.1
1996,3,0,0,0,8.87,1.77,27.9
1996,4,0,0,0,16.15,2.8,84.3
1996,4,0,0,0,15.73,4.32,80.6
1996,5,0.00191,0,0,24.84,70.1,199.4
1996,5,0.00191,0,0,24.06,62.48,188.8
1996,6,0.00497,0,1,25.92,71.3,216.3
1996,6,0.00497,0,1,25.84,96.51,215.2
1996,7,0.02603,0,1,26.61,56.8,228.1
1996,7,0.02603,0,1,27.15,52.83,-1227.9
1996,8,0.0163,0,1,24.86,114.9,190.1
1996,8,0.0163,0,1,25.17,154.45,194.2
1996,9,0.02111,0,1,20.43,16.1,118.5
1996,9,0.02111,0,1,20.8,27.15,122.2
1996,10,0.00111,0,1,15.88,8.4,70.8
1996,10,0.00111,0,1,16.11,15.5,72.6
1996,11,0,0,0,9.66,9.5,25.7
1996,11,0,0,0,9.65,16.76,25.7
1996,12,0,0,0,6.64,0.5,13.1
1996,12,0,0,0,6.59,0.25,13
1997,1,0,0,0,3.41,7.3,5.4
1997,1,0,0,0,3.77,12.95,5.9
1997,2,0,0,0,5.11,33.1,10.3
1997,2,0,0,0,5.95,34.03,12.6
1997,3,0,0,0,12.08,0.8,51.6
1997,3,0,0,0,12.21,1.27,51.1
1997,4,0,0,0,12.13,147.1,56
1997,4,0,0,0,12.55,130.56,57.6
1997,5,0.00122,0,0,19.37,69.3,134.4
1997,5,0.00122,0,0,19.47,88.37,134
1997,6,0.00657,0,1,23.61,89,186.6
1997,6,0.00657,0,1,24.07,77.74,191.8
1997,7,0.01359,0,1,26.99,52.4,233.5
1997,7,0.01359,0,1,27.08,48.26,-1225
1997,8,0.03596,0,1,26.05,39.2,206.6
1997,8,0.03596,0,1,26.06,63.75,206.5
1997,9,0.00624,0,1,23.65,49.7,154.4
1997,9,0.00624,0,1,24.01,39.62,157.7
1997,10,0.00067,0,1,15.82,28.8,74.4
1997,10,0.00067,0,1,16.48,31.75,78.1
1997,11,0,0,0,7.52,15.3,19.1
1997,11,0,0,0,8.36,17.51,21.7
1997,12,0,0,0,2.77,44.6,3.7
1997,12,0,0,0,3.52,45.97,5.1
1998,1,0,0,0,6.66,0,12.1
1998,1,0,0,0,6.49,0,11.2
1998,2,0,0,0,6.41,47.3,11.3
1998,2,0,0,0,7.31,46.72,13.9
1998,3,0,0,0,8.81,33.8,24.9
1998,3,0,0,0,9.35,39.61,27.2
1998,4,0,0,0,14.07,10.2,62.7
1998,4,0,0,0,14.35,10.67,64.2
1998,5,0.00293,0,0,23.46,1,178.7
1998,5,0.00293,0,0,23.22,5.84,174.9
1998,6,0.01014,0,1,27.5,33.3,-1232.7
1998,6,0.01014,0,1,27,22.35,-1212.1
1998,7,0.03329,0,1,28.87,5.9,-1301.4
1998,7,0.03329,0,1,28.79,10.93,-1297.8
1998,8,0.01769,0,1,24.97,108.2,190.5
1998,8,0.01769,0,1,26.34,100.85,209.9
1998,9,0.00915,0,1,24.6,0.5,162
1998,9,0.00915,0,1,25.2,8.38,169.1
1998,10,0.00077,0,1,17.88,77.5,83.8
1998,10,0.00077,0,1,17.62,92.44,81
1998,11,0,0,0,11.35,7.4,31.4
1998,11,0,0,0,11.54,10.41,31.8
1998,12,0,0,0,5.05,6.6,7
1998,12,0,0,0,5.33,9.14,7.5
1999,1,0,0,0,6.41,34.3,12.8
1999,1,0,0,0,6.53,41.66,12.3
1999,2,0,0,0,10.14,0,28.3
1999,2,0,0,0,10.37,0,27.9
1999,3,0,0,0,10.02,26.3,34.4
1999,3,0,0,0,10.54,31.24,35.7
1999,4,0,0,0,15.43,90.6,78
1999,4,0,0,0,15.47,78.49,76
1999,5,0.00213,0,0,19.51,85.8,131.5
1999,5,0.00213,0,0,20.01,89.4,135.3
1999,6,0.00766,0,1,24.13,114.7,191.2
1999,6,0.00766,0,1,24.38,118.11,193.7
1999,7,0.01549,0,1,26.96,20.1,233.3
1999,7,0.01549,0,1,26.99,22.61,234
1999,8,0.03493,0,1,27.43,15.9,-1161.5
1999,8,0.03493,0,1,27.66,21.09,-1170.5
1999,9,0.00433,0,1,21.1,83,125.3
1999,9,0.00433,0,1,21.92,47.76,132.4
1999,10,0.00649,0,1,15.76,15.5,69.9
1999,10,0.00649,0,1,16.65,18.04,74.9
1999,11,0,0,0,12.44,0,39.7
1999,11,0,0,0,13.04,0,41.4
1999,12,0,0,0,4.93,26.6,7.9
1999,12,0,0,0,5.93,25.91,10
2000,1,0,0,0,6.11,0,11.2
2000,1,0,0,0,6.74,0.5,12.3
2000,2,0,0,0,10.22,1.3,27.7
2000,2,0,0,0,10.64,1.02,28.2
2000,3,0,0,0,12.03,70.7,45.8
2000,3,0,0,0,12.12,65.29,44.4
2000,4,0,0,0,16.71,42.4,87.9
2000,4,0,0,0,16.67,42.67,85.3
2000,5,0.00224,0,0,23.69,19.8,183
2000,5,0.00224,0,0,23.19,17.02,175
2000,6,0.00314,0,1,23.35,215.5,179.9
2000,6,0.00314,0,1,24.28,177.3,191.7
2000,7,0.00401,0,1,26.92,52.3,232.9
2000,7,0.00401,0,1,27.88,27.15,-1258.5
2000,8,0.01641,0,1,27.35,0.3,-1158.4
2000,8,0.01641,0,1,28.34,1.78,-1197.7
2000,9,0.00269,0,1,23.66,0,151.9
2000,9,0.00269,0,1,24.21,0,157.4
2000,10,0.01078,0,1,16.8,83.3,76.8
2000,10,0.01078,0,1,16.78,84.34,74.7
2000,11,0,0,0,6.34,31.7,11.8
2000,11,0,0,0,6.59,30.22,11.7
2000,12,0,0,0,1.7,23.5,1.1
2000,12,0,0,0,2.45,24.64,1.9
2001,1,0,0,0,2.68,37,2.4
2001,1,0,0,0,3.33,33.5,3.6
2001,2,0,0,0,6.88,13,13.1
2001,2,0,0,0,6.89,12.94,13.2
2001,3,0,0,0,9.04,62.3,26.6
2001,3,0,0,0,9.35,55.88,28.3
2001,4,0,0,0,17.92,9.6,98
2001,4,0,0,0,17.58,6.34,94.7
2001,5,0.00062,0,0,21.18,106.7,149
2001,5,0.00062,0,0,21.27,104.15,150.2
2001,6,0.00209,0,1,27.04,12,-1213.8
2001,6,0.00209,0,1,26.22,5.59,220.5
2001,7,0.01273,0,1,29.61,15.2,-1334.3
2001,7,0.01273,0,1,29.25,10.67,-1318.2
2001,8,0.00823,0,1,26.49,28.2,212.1
2001,8,0.00823,0,1,26.94,33.26,218.6
2001,9,0.01245,0,1,22.17,21.6,134.6
2001,9,0.01245,0,1,22.57,29.2,139
2001,10,0.00606,0,1,16.43,0.6,72.5
2001,10,0.00606,0,1,16.95,1.52,76.7
2001,11,0,0,0,11.36,85.7,31.9
2001,11,0,0,0,11.89,78.74,34.6
2001,12,0,0,0,5.85,3.3,9.5
2001,12,0,0,0,6.12,4.57,10.2
2002,1,0,0,0,5.67,15.8,10.7
2002,1,0,0,0,5.99,19.04,11.1
2002,2,0,0,0,5.74,13,10.9
2002,2,0,0,0,5.94,15.49,10.9
2002,3,0,0,0,9.42,54.7,31.5
2002,3,0,0,0,9.65,52.32,31.6
2002,4,0,0,0,17.2,32.1,94.7
2002,4,0,0,0,17.77,21.84,98.7
2002,5,0.00272,0,0,21.19,9.4,152.3
2002,5,0.00272,0,0,21.11,8.13,150
2002,6,0.02208,0,1,25.86,77.8,215.6
2002,6,0.02208,0,1,26.23,171.19,220.8
2002,7,0.02537,0,1,26.52,35.6,226.8
2002,7,0.02537,0,1,26.62,56.13,228.3
2002,8,0.01596,0,1,27.51,33.4,-1164.6
2002,8,0.01596,0,1,27.38,49.8,-1159.5
2002,9,0.00467,0,1,22.5,35.1,140.3
2002,9,0.00467,0,1,22.91,26.4,144
2002,10,0.00295,0,1,14.54,133.8,61.5
2002,10,0.00295,0,1,14.62,152.92,60.8
2002,11,0,0,0,8.59,9.7,21.4
2002,11,0,0,0,9.1,12.71,22.7
2002,12,0,0,0,5.5,39.9,9.8
2002,12,0,0,0,5.33,36.32,8.7
2003,1,0,0,1,5.66,1.01,9.8
2003,2,0,0,1,5.73,0.51,10
2003,3,0,0,1,11.41,8.63,41.7
2003,4,0,0,1,17.4,20.58,94.4
2003,5,0.0036,0,1,21.65,50.28,156.2
2003,6,0.05084,0,1,23.14,111.49,177
2003,7,0.09797,0,1,27.56,0,-1245
2003,8,0.03689,0,1,27.1,27.94,-1148.6
2003,9,0,0,1,21.22,30.47,125.5
2003,10,0,0,1,18.11,15.99,87.6
2003,11,0,0,1,11.08,12.95,31.5
2003,12,0.00012,0,1,6.91,0,13.4
2004,1,0.01371,0,1,6.7,77.2,14.5
2004,2,0.01777,0,1,5.26,27.6,9.7
2004,3,0.12993,0,1,13.36,37.7,57.8
2004,4,0.01391,0,1,15.37,63.9,79
2004,5,0.00613,0,1,22.31,18.8,166.8
2004,6,0.05092,0,1,24.3,105.2,194.2
2004,7,0.04567,0,1,25.71,59.9,215.3
2004,8,0.07446,0,1,24.14,61.4,181.4
2004,9,0.02289,0,1,21.36,121.7,128.9
2004,10,0.02014,0,1,17.13,37.6,82
2004,11,0,0,1,8.66,110.5,22.2
2004,12,0.00086,0,1,6.17,7.25,12.2
2005,1,0.01528,0,1,6.52,42.8,12.9
2005,2,0.07939,0,1,7.97,31.2,18.3
2005,3,0.11117,0,1,10.31,17.1,35.5
2005,4,0.01353,0,1,15.27,5.9,75.8
2005,5,0.02312,0,1,20.43,42.9,141.7
2005,6,0.06848,0,1,26.04,42.5,218
2005,7,0.21675,0,1,26.05,65.5,219.9
2005,8,0.17167,0,1,24.7,38.72,187.8
2005,9,0.06641,0,1,24.07,12.9,156.9
2005,10,0.05491,0,1,16.69,78.8,76.5
2005,11,0,0,1,11.68,0,35.1
2005,12,0,0,1,5.55,1,9.4
2006,1,0.03229,0,1,8.7,0.6,19.2
2006,2,0.06732,0,1,7.31,5.1,13.9
2006,3,0.20559,0,1,11.96,42.8,42.7
2006,4,0.0625,0,1,18.9,17.5,106.5
2006,5,0,0,1,22.91,37.2,170.7
2006,6,0.03497,0,1,26.77,10.5,228.9
2006,7,0.0781,0,1,27.9,16.2,-1259.4
2006,8,0.07633,0,1,26.98,52.6,219.3
2006,9,0.08728,0,1,20.34,121.5,114.2
2006,10,0.06975,0,1,16.11,43.3,68.7
2006,11,0.00717,0,1,11.27,1.8,30.5
2006,12,0.00593,0,1,5.35,33.3,7.6
2007,1,0.00764,0,1,2.24,32.15,2.6
2007,2,0.00296,0,1,6.11,1.02,13.5
2007,3,0.04649,0,1,12.87,93.1,56.4
2007,4,0.00405,0,1,13.18,26.7,63.2
2007,5,0,0,1,19.23,148.2,132.1
2007,6,0.00086,0,1,23.83,71,189
2007,7,0.00643,0,1,24.97,18.7,205.6
2007,8,0.01526,0,1,25.94,57.48,205.1
2007,9,0.02179,0,1,22.77,85.29,144.8
2007,10,0.00916,0,1,17.59,1.53,87.7
2007,11,0,0,1,9.88,6.61,29.2
2007,12,0,0,1,4.99,29.71,9.3
2008,1,0,0,1,4.37,0.25,7.5
2008,2,0,0,1,7.9,10.41,20
2008,3,0,0,1,10.93,2.28,42.5
2008,4,0,0,1,15.08,11.43,78
2008,5,0.02505,0,1,20.58,147.31,146.9
2008,6,0.04575,0,1,26.52,82.28,225.1
2008,7,0.07735,0,1,25.68,66.29,215.1
2008,8,0.07412,0,1,24.75,100.83,189.7
2008,9,0.04636,0,1,19.79,249.94,114.6
2008,10,0.02811,0,1,15.6,48.26,71.4
2008,11,0.00247,0,1,10.07,4.32,29.6
2008,12,0,0,1,5.6,0.51,10.9
2009,1,0,0,1,5.37,1.52,10
2009,2,0,0,1,9.24,15.5,25
2009,3,0,0,1,12.58,2.53,52.3
2009,4,0,0,1,15.69,30.74,81.8
2009,5,0.0123,0,1,20.07,11.18,139.5
2009,6,0.03304,0,1,25.51,118.11,210.8
2009,7,0.04428,0,1,26.58,60.2,227.7
2009,8,0.03752,0,1,26.32,8.38,209.9
2009,9,0.02797,0,1,20.77,39.37,123
2009,10,0.00702,0,1,14.2,13.96,59.8
2009,11,0.00101,0,1,11.1,3.05,33.7
2009,12,0.00547,0,1,2.23,35.81,2.2
2010,1,0.00564,0,1,3.67,31.49,5.1
2010,2,0.01422,0,1,3.55,43.69,4.8
2010,3,0.13807,0,1,10.33,80.27,36.9
2010,4,0,0,1,15.57,120.66,79.9
2010,5,0.00731,0,1,19.95,34.29,137.4
2010,6,0.02459,0,1,26.76,64.77,228.5
2010,7,0.0575,0,1,24.89,192.79,203.6
2010,8,0.05329,0,1,26.28,64.53,209.3
2010,9,0.01625,0,1,23.4,16.5,150.1
2010,10,0.01185,0,1,17.08,43.44,81
2010,11,0.00499,0,1,9.93,3.05,27.4
2010,12,0.00918,0,1,7.11,0,15.1
2011,1,0.00736,0,1,4.04,3.05,4.5
2011,2,0.05635,0,1,5.16,14.73,7.1
2011,3,0.07975,0,1,12.8,29.97,47.7
2011,4,0.02373,0,1,18.06,0,97.3
2011,5,0.02411,0,1,20.76,8.39,141.8
2011,6,0.04372,0,1,28.94,0.51,-1294.2
2011,7,0.03895,0,1,29.3,3.55,-1320.4
2011,8,0.02719,0,1,29.41,11.43,-1241.8
2011,9,0.06034,0,1,21.83,29.97,129.5
2011,10,0.04236,0,1,16.3,54.61,69.6
2011,11,0.01423,0,1,10.04,19.04,24.2
2011,12,0.01065,0,1,3.34,33.53,3.1
2012,1,0.00734,0,1,6.72,0,11.9
2012,2,0.00238,0,1,6.32,11.69,10.7
2012,3,0.01266,0,1,14.22,15.48,58.6
2012,4,0.00749,0,1,18.98,39.64,107.3
2012,5,0.00165,0,1,22.25,42.68,161.8
2012,6,0.01976,0,1,26.47,70.35,224.2
2012,7,0.00513,0,1,27.22,8.63,-1230.8
2012,8,0.01445,0,1,26.74,73.66,215.8
2012,9,0.02815,0,1,22.13,66.54,133.3
2012,10,0.0147,0,1,15.37,4.57,63
2012,11,0,0,1,12.25,0.25,35.5
2012,12,0.00025,0,1,6.07,18.79,9.6
2013,1,0.00316,0,1,4.76,20.32,7.9
2013,2,0.00146,0,1,6.01,33.03,11.8
2013,3,0.00383,0,1,11.47,0,44.1
2013,4,0.00104,0,1,14.65,0.76,72.1
2013,5,0.00614,0,1,20.87,19.05,148.4
2013,6,0.02287,0,1,26.59,49.03,226.1
2013,7,0.02951,0,1,25.71,86.62,215.1
2013,8,0.02417,0,1,26.19,53.85,208.1
2013,9,0.00866,0,1,23.31,15.49,149.1
2013,10,0.01504,0,1,16.3,25.65,74.8
2013,11,0,0,1,8.81,6.85,22.4
2013,12,0,0,1,3.56,15.75,4.7
2014,1,0,0,1,4.45,0,7.5
2014,2,0.00012,0,1,5.68,2.79,11.3
2014,3,0.00128,0,1,10.07,4.31,36.5
2014,4,0.00284,0,1,15.68,13.72,82.5
2014,5,0.00512,0,1,20.63,133.86,146.8
2014,6,0.02404,0,1,25.29,70.11,207.9
2014,7,0.0181,0,1,25.6,64.77,213.9
2014,8,0.00288,0,1,26.55,16,213
2014,9,0.04224,0,1,21.62,168.91,132.1
2014,10,0.01182,0,1,17.21,10.17,83.3
2014,11,0.00409,0,1,7.84,54.87,19.1
2014,12,0,0,1,6.14,5.08,12.4
2015,1,0.00099,0,1,3.72,25.4,5
2015,2,0.00192,0,1,6.27,18.8,12.3
2015,3,0.00026,0,1,11.02,5.84,40.5
2015,4,0.0013,0,1,16.28,44.97,85.5
2015,5,0.01753,0,1,18.56,308.37,120.7
2015,6,0.02279,0,1,24.67,42.92,198.7
2015,7,0.01613,0,1,26.84,121.67,231.6
