source,id,datetime,species,days_on_field,temp_cum,dvs_flush,dC_fru[kgCha-1],dC_fru_export[kgCha-1],dC_fol[kgCha-1],dC_fol_export[kgCha-1],dC_frt[kgCha-1],dC_frt_export[kgCha-1],dC_lst_above[kgCha-1],dC_lst_above_export[kgCha-1],dC_lst_below[kgCha-1],dC_lst_below_export[kgCha-1],dC_dst_above[kgCha-1],dC_dst_above_export[kgCha-1],dC_dst_below[kgCha-1],dC_dst_below_export[kgCha-1],dC_straw[kgCha-1],dC_straw_export[kgCha-1],dC_stubble[kgCha-1],dN_fru[kgNha-1],dN_fru_export[kgNha-1],dN_fol[kgNha-1],dN_fol_export[kgNha-1],dN_frt[kgNha-1],dN_frt_export[kgNha-1],dN_lst_above[kgNha-1],dN_lst_above_export[kgNha-1],dN_lst_below[kgNha-1],dN_lst_below_export[kgNha-1],dN_dst_above[kgNha-1],dN_dst_above_export[kgNha-1],dN_dst_below[kgNha-1],dN_dst_below_export[kgNha-1],dN_straw[kgNha-1],dN_straw_export[kgNha-1],dN_stubble[kgNha-1]
setup,0,1850-10-17 00:00:00,COTT,149,2763.83,1,166.728,166.728,0,0,45.6172,0,0,0,0,0,0,0,0,0,370.861,278.146,92.7153,5.1937,5.1937,0,0,1.04486,0,0,0,0,0,0,0,0,0,5.66216,4.24662,1.41554
setup,0,1851-10-17 00:00:00,COTT,149,2763.83,1,159.034,159.034,0,0,44.9965,0,0,0,0,0,0,0,0,0,358.735,269.052,89.6838,4.92346,4.92346,0,0,1.02356,0,0,0,0,0,0,0,0,0,5.44277,4.08208,1.36069
setup,0,1852-10-17 00:00:00,COTT,149,2759.06,1,149.705,149.705,0,0,44.9977,0,0,0,0,0,0,0,0,0,351.57,263.678,87.8926,4.59282,4.59282,0,0,1.01333,0,0,0,0,0,0,0,0,0,5.29012,3.96759,1.32253
setup,0,1853-10-17 00:00:00,COTT,149,2759.06,1,155.059,155.059,0,0,44.9993,0,0,0,0,0,0,0,0,0,357.319,267.989,89.3297,4.82265,4.82265,0,0,1.02898,0,0,0,0,0,0,0,0,0,5.44112,4.08084,1.36028
setup,0,1854-10-17 00:00:00,COTT,149,2759.06,1,157.275,157.275,0,0,44.9979,0,0,0,0,0,0,0,0,0,360.089,270.066,90.0221,4.89719,4.89719,0,0,1.03027,0,0,0,0,0,0,0,0,0,5.48939,4.11704,1.37235
setup,0,1855-10-17 00:00:00,COTT,149,2759.06,1,157.641,157.641,0,0,44.9989,0,0,0,0,0,0,0,0,0,360.526,270.394,90.1315,4.90717,4.90717,0,0,1.02996,0,0,0,0,0,0,0,0,0,5.49498,4.12124,1.37375
setup,0,1856-10-17 00:00:00,COTT,149,2752.26,1,158.68,158.68,0,0,44.9968,0,0,0,0,0,0,0,0,0,366.66,274.995,91.6649,4.8865,4.8865,0,0,1.01758,0,0,0,0,0,0,0,0,0,5.53924,4.15443,1.38481
setup,0,1857-10-17 00:00:00,COTT,149,2752.26,1,158.78,158.78,0,0,44.9996,0,0,0,0,0,0,0,0,0,366.876,275.157,91.7191,4.88874,4.88874,0,0,1.01745,0,0,0,0,0,0,0,0,0,5.54165,4.15624,1.38541
setup,0,1858-10-17 00:00:00,COTT,149,2752.26,1,158.492,158.492,0,0,44.9979,0,0,0,0,0,0,0,0,0,366.67,275.003,91.6676,4.88048,4.88048,0,0,1.01756,0,0,0,0,0,0,0,0,0,5.5391,4.15432,1.38477
setup,0,1859-10-17 00:00:00,COTT,149,2752.26,1,158.457,158.457,0,0,44.9994,0,0,0,0,0,0,0,0,0,366.521,274.891,91.6304,4.87253,4.87253,0,0,1.01598,0,0,0,0,0,0,0,0,0,5.53014,4.1476,1.38253
