"year","MaizeYld_Mgha","SoyYld_Mgha","WheatYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1989,7.121,0,0,21.7,"APSIM","1_63",1,6,3
1990,0,2.334,0,21.8,"APSIM","1_63",1,6,3
1991,7.822,0,0,22.2,"APSIM","1_63",1,6,3
1992,0,1.353,0,22.3,"APSIM","1_63",1,6,3
1993,7.511,0,0,22.6,"APSIM","1_63",1,6,3
1994,0,2.231,0,22.6,"APSIM","1_63",1,6,3
1995,0,0,3.986,23,"APSIM","1_63",1,6,3
1996,8.282,0,0,23.1,"APSIM","1_63",1,6,3
1997,0,1.617,0,23.3,"APSIM","1_63",1,6,3
1998,0,0,3.22,23.6,"APSIM","1_63",1,6,3
1999,7.853,0,0,23.4,"APSIM","1_63",1,6,3
2000,0,2.153,0,23.5,"APSIM","1_63",1,6,3
2001,0,0,4.375,23.8,"APSIM","1_63",1,6,3
2002,7.574,0,0,23.9,"APSIM","1_63",1,6,3
2003,0,2.132,0,23.9,"APSIM","1_63",1,6,3
2004,0,0,4.042,24.2,"APSIM","1_63",1,6,3
2005,6.268,0,0,24.1,"APSIM","1_63",1,6,3
2006,0,1.917,0,24.3,"APSIM","1_63",1,6,3
2007,0,0,3.376,24.5,"APSIM","1_63",1,6,3
2008,8.752,0,0,24.6,"APSIM","1_63",1,6,3
2009,0,2.634,0,24.6,"APSIM","1_63",1,6,3
2010,0,0,3.692,24.9,"APSIM","1_63",1,6,3
2011,9.258,0,0,24.8,"APSIM","1_63",1,6,3
2012,0,2.018,0,24.8,"APSIM","1_63",1,6,3
2013,0,0,2.916,25.1,"APSIM","1_63",1,6,3
2014,9.379,0,0,25,"APSIM","1_63",1,6,3
2015,0,3.213,0,25.1,"APSIM","1_63",1,6,3
2016,0,0,4.782,25.6,"APSIM","1_63",1,6,3
2017,9.153,0,0,25.6,"APSIM","1_63",1,6,3
2018,0,0.642,0,25.7,"APSIM","1_63",1,6,3
2019,0,0,5.17,25.9,"APSIM","1_63",1,6,3
2020,8.456,0,0,26,"APSIM","1_63",1,6,3
2021,0,3.661,0,26,"APSIM","1_63",1,6,3
2022,0,0,3.256,58.3,"APSIM","1_63",1,6,3
2023,9.004,0,0,58.2,"APSIM","1_63",1,6,3
2024,0,2.255,0,58.1,"APSIM","1_63",1,6,3
2025,0,0,4.378,58.1,"APSIM","1_63",1,6,3
2026,9.571,0,0,58.1,"APSIM","1_63",1,6,3
2027,0,2.039,0,58.1,"APSIM","1_63",1,6,3
2028,0,0,4.711,58.3,"APSIM","1_63",1,6,3
2029,7.888,0,0,58.2,"APSIM","1_63",1,6,3
2030,0,3.344,0,58.1,"APSIM","1_63",1,6,3
2031,0,0,3.843,58.2,"APSIM","1_63",1,6,3
2032,9.657,0,0,58.2,"APSIM","1_63",1,6,3
2033,0,2.152,0,58,"APSIM","1_63",1,6,3
2034,0,0,4.284,58.1,"APSIM","1_63",1,6,3
2035,7.831,0,0,58.1,"APSIM","1_63",1,6,3
2036,0,2.112,0,58.1,"APSIM","1_63",1,6,3
2037,0,0,4.201,58.3,"APSIM","1_63",1,6,3
2038,9.316,0,0,58.1,"APSIM","1_63",1,6,3
2039,0,2.929,0,58.1,"APSIM","1_63",1,6,3
2040,0,0,3.654,58.4,"APSIM","1_63",1,6,3
2041,10.417,0,0,58.3,"APSIM","1_63",1,6,3
2042,0,2.127,0,58.2,"APSIM","1_63",1,6,3
2043,0,0,4.441,58.4,"APSIM","1_63",1,6,3
2044,8.889,0,0,58.3,"APSIM","1_63",1,6,3
2045,0,2.178,0,58.2,"APSIM","1_63",1,6,3
2046,0,0,4.604,58.3,"APSIM","1_63",1,6,3
2047,9.247,0,0,58.3,"APSIM","1_63",1,6,3
2048,0,2.501,0,58.3,"APSIM","1_63",1,6,3
2049,0,0,3.058,58.9,"APSIM","1_63",1,6,3
2050,9.799,0,0,58.7,"APSIM","1_63",1,6,3
2051,0,2.825,0,58.6,"APSIM","1_63",1,6,3
2052,0,0,4.45,58.7,"APSIM","1_63",1,6,3
2053,9.654,0,0,58.8,"APSIM","1_63",1,6,3
2054,0,3.157,0,58.7,"APSIM","1_63",1,6,3
2055,0,0,3.931,58.7,"APSIM","1_63",1,6,3
2056,8.449,0,0,58.6,"APSIM","1_63",1,6,3
2057,0,2.587,0,58.6,"APSIM","1_63",1,6,3
2058,0,0,3.959,58.9,"APSIM","1_63",1,6,3
2059,8.266,0,0,58.8,"APSIM","1_63",1,6,3
2060,0,3.112,0,58.9,"APSIM","1_63",1,6,3
2061,0,0,4.157,59,"APSIM","1_63",1,6,3
2062,8.648,0,0,58.8,"APSIM","1_63",1,6,3
2063,0,2.627,0,58.8,"APSIM","1_63",1,6,3
2064,0,0,4.765,58.8,"APSIM","1_63",1,6,3
2065,9.632,0,0,58.8,"APSIM","1_63",1,6,3
2066,0,3.472,0,58.8,"APSIM","1_63",1,6,3
2067,0,0,4.305,59.1,"APSIM","1_63",1,6,3
2068,3.769,0,0,59,"APSIM","1_63",1,6,3
2069,0,2.24,0,59.3,"APSIM","1_63",1,6,3
2070,0,0,4.738,59.2,"APSIM","1_63",1,6,3
2071,10.307,0,0,59.3,"APSIM","1_63",1,6,3
