"Model","Climate_Scenario","Mgmt_Scenario","Scenario_Name","Maize_Diff_Mgha","Soybean_Diff_Mgha","Wheat_Diff_Mgha","SOC_Diff_Mgha","Total_N2O_kgha","N2O_Diff_kgha","Total_CH4_kgha","CH4_Diff_kgha","Total_SOC_Mgha"
"RothC","4","43","4_43",NA,NA,NA,"-3.8234",NA,NA,NA,NA,"17.261"
"APSIM","4","44","4_44","-2.13309333333333","-0.899999999999981","0.733608888888888","3.6","15.62959","0.0940595725793169",NA,NA,"29.6"
"Daycent","4","44","4_44","-0.324509372839506","-0.463864375308635","0.198490755555554","-1.4","50.4368763","-0.0761021569949089","-69.0734635","-0.117467751469585","24.5"
"Millennial","4","44","4_44",NA,NA,NA,"-17.0020993515889",NA,NA,NA,NA,"48.6466003234919"
"RothC","4","44","4_44",NA,NA,NA,"-4.1465",NA,NA,NA,NA,"16.9379"
"APSIM","4","51","4_51","-2.11680888888889","-0.899999999999981","0.937742222222223","4.6","22.53472","0.120475068222913",NA,NA,"31.6"
"Daycent","4","51","4_51","-0.0371613037037006","-0.426311209876536","0.505931555555556","4.7","73.4199884","0.0317602772973796","-46.3197768","0.031044724470264","30.6"
"Millennial","4","51","4_51",NA,NA,NA,"-11.862355501575",NA,NA,NA,NA,"53.7863441735058"
"RothC","4","51","4_51",NA,NA,NA,"-2.8509",NA,NA,NA,NA,"18.2335"
"APSIM","4","52","4_52","-2.11656888888889","-0.899999999999981","0.988355555555557","4.6","23.96156","0.114952306427746",NA,NA,"33.2"
"Daycent","4","52","4_52","0.275122212345678","-0.405797767901227","0.680988355555556","8.7","75.8549831","0.117167796712141","-31.0678172","0.164186066370469","34.6"
"Millennial","4","52","4_52",NA,NA,NA,"-9.41436136066139",NA,NA,NA,NA,"56.2343383144194"
"RothC","4","52","4_52",NA,NA,NA,"-2.5484",NA,NA,NA,NA,"18.536"
"APSIM","4","53","4_53","-2.11555555555556","-0.899999999999981","1.06968888888889","4.3","26.4001","0.0967700082196248",NA,NA,"35.6"
"Daycent","4","53","4_53","0.553080316049384","-0.414221965432089","0.880386977777778","11","77.8593618","0.205551445734004","-17.2356006","0.253730689747091","36.9"
"Millennial","4","53","4_53",NA,NA,NA,"-6.80594925638909",NA,NA,NA,NA,"58.8427504186917"
"RothC","4","53","4_53",NA,NA,NA,"-2.2235",NA,NA,NA,NA,"18.8609"
"APSIM","4","61","4_61","-2.16297777777778","-0.900551111111096","0.925235555555552","3.2","19.65125","0.116921712970571",NA,NA,"40.1"
"APSIM","4","62","4_62","-2.17490666666666","-0.902986666666649","0.943920000000002","1.9","18.83478","0.123930054249545",NA,NA,"49.6"
"APSIM","4","63","4_63","-2.18581333333334","-0.905537777777763","0.962657777777778","0.600000000000001","18.23795","0.129566394870948",NA,NA,"58.9"
"APSIM","4","64","4_64","-2.19467555555556","-0.907377777777761","0.978222222222222","-0.600000000000009","17.82642","0.134740726615154",NA,NA,"67.8"
"APSIM","4","65","4_65","-2.20321777777778","-0.908826666666648","0.995724444444445","-1.8","17.48662","0.139925720861413",NA,NA,"76.9"
"APSIM","5","1","5_1","-4.17694227642284","-0.989511111111103","-1.58214222222222","1.5","30.39024","0.241922169981917",NA,NA,"27.4"
"Daycent","5","1","5_1","-2.57388","-1.65793880493826","-0.140464177777777","-2.4","67.7674382","-0.0810017085648583","-80.0276226","-0.805371328092962","23.5"
"Millennial","5","1","5_1",NA,NA,NA,"-12.3711755078617",NA,NA,NA,NA,"53.2777338446934"
"RothC","5","1","5_1",NA,NA,NA,"-4.4284",NA,NA,NA,NA,"16.656"
"APSIM","5","2","5_2","-4.35566585365861","-1.08734222222222","-1.57660444444445","1.1","28.98016","0.212739207627816",NA,NA,"29.2"
"Daycent","5","2","5_2","-1.95398860246914","-1.60446751604937","-0.327922444444445","1.3","51.6846653","0.0265121203024763","-271.5129361","-1.3258304608339","32.3"
"Millennial","5","2","5_2",NA,NA,NA,"23.103517082755",NA,NA,NA,NA,"88.6833376519194"
"RothC","5","2","5_2",NA,NA,NA,"-3.9588",NA,NA,NA,NA,"22.0852"
"APSIM","5","3","5_3","-2.03430387931014","-1.19502222222221","-1.77355555555555","-0.700000000000003","10.56039","0.0814895972382046",NA,NA,"25.4"
"Daycent","5","3","5_3","-3.15483662222222","-1.65274959012344","-0.296207333333334","-6","48.2685905","-0.344238236232124","-78.4106252","-1.32425957634997","22"
"Millennial","5","3","5_3",NA,NA,NA,"39.965270152342",NA,NA,NA,NA,"110.415129353962"
"RothC","5","3","5_3",NA,NA,NA,"-5.2865",NA,NA,NA,NA,"21.8956"
"APSIM","5","41","5_41","-4.17979593495942","-0.989511111111103","-1.50699555555556","1.4","28.95657","0.229464688476081",NA,NA,"27.3"
"Daycent","5","41","5_41","-2.21265791604938","-1.65828256790122","-0.127538444444444","-2.5","64.8618234","-0.0901038259411531","-80.521417","-0.804051149692412","23.4"
"Millennial","5","41","5_41",NA,NA,NA,"-12.4084907170489",NA,NA,NA,NA,"53.2404186355062"
"RothC","5","41","5_41",NA,NA,NA,"-4.4813",NA,NA,NA,NA,"16.6031"
"APSIM","5","42","5_42","-4.18338943089438","-0.989511111111103","-1.3408","1.3","26.16503","0.205533693901036",NA,NA,"27.2"
"Daycent","5","42","5_42","-1.61635036049383","-1.65802109629628","-0.113818666666666","-2.8","59.0305202","-0.108338018872272","-81.5424484","-0.804176739576214","23.1"
"Millennial","5","42","5_42",NA,NA,NA,"-12.4875420278171",NA,NA,NA,NA,"53.161367324738"
"RothC","5","42","5_42",NA,NA,NA,"-4.6026",NA,NA,NA,NA,"16.4818"
"APSIM","5","43","5_43","-4.1795845528456","-0.989511111111103","-1.17925333333334","1.2","23.58831","0.181960134801907",NA,NA,"27.1"
"Daycent","5","43","5_43","-1.12568075061728","-1.6579607111111","-0.109062444444446","-3.1","53.2603755","-0.128638666151574","-83.573983","-0.803632902529051","22.8"
"Millennial","5","43","5_43",NA,NA,NA,"-12.7111597156881",NA,NA,NA,NA,"52.937749636867"
"RothC","5","43","5_43",NA,NA,NA,"-4.7763",NA,NA,NA,NA,"16.3081"
"APSIM","5","44","5_44","-4.15116422764235","-0.989511111111103","-0.996559999999999","1","21.22449","0.159363935558113",NA,NA,"26.9"
"Daycent","5","44","5_44","-0.896236404938271","-1.65806763456789","-0.120063288888891","-3.5","47.5946007","-0.147794485911561","-86.6125858","-0.792751268694461","22.4"
"Millennial","5","44","5_44",NA,NA,NA,"-12.9079376139619",NA,NA,NA,NA,"52.7409717385932"
"RothC","5","44","5_44",NA,NA,NA,"-4.9868",NA,NA,NA,NA,"16.0976"
"APSIM","5","51","5_51","-4.17611788617893","-0.989511111111103","-1.56976888888889","1.4","31.66714","0.25850310044386",NA,NA,"28.3"
"Daycent","5","51","5_51","-2.6141323654321","-1.63523774814814","-0.119379244444447","0.600000000000001","72.9881715","0.0463234022357326","-66.5241627","-0.799140490498976","26.5"
"Millennial","5","51","5_51",NA,NA,NA,"-14.5812130454932",NA,NA,NA,NA,"51.0676963070619"
"RothC","5","51","5_51",NA,NA,NA,"-4.2279",NA,NA,NA,NA,"16.8565"
"APSIM","5","52","5_52","-4.17718536585372","-0.989511111111103","-1.55440888888889","0.899999999999999","33.53822","0.276545770179187",NA,NA,"29.4"
"Daycent","5","52","5_52","-2.70372748641975","-1.62820426666665","-0.138204666666669","3.6","78.0015873","0.202178116225539","-50.8153724","-0.722779209637734","29.5"
"Millennial","5","52","5_52",NA,NA,NA,"-16.8953196877929",NA,NA,NA,NA,"48.7535896647622"
