"year","MaizeYld_Mgha","SoyYld_Mgha","WheatYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1989,7.121,0,0,21.7,"APSIM","1_61",1,6,1
1990,0,2.334,0,21.8,"APSIM","1_61",1,6,1
1991,7.822,0,0,22.2,"APSIM","1_61",1,6,1
1992,0,1.353,0,22.3,"APSIM","1_61",1,6,1
1993,7.511,0,0,22.6,"APSIM","1_61",1,6,1
1994,0,2.231,0,22.6,"APSIM","1_61",1,6,1
1995,0,0,3.986,23,"APSIM","1_61",1,6,1
1996,8.282,0,0,23.1,"APSIM","1_61",1,6,1
1997,0,1.617,0,23.3,"APSIM","1_61",1,6,1
1998,0,0,3.22,23.6,"APSIM","1_61",1,6,1
1999,7.853,0,0,23.4,"APSIM","1_61",1,6,1
2000,0,2.153,0,23.5,"APSIM","1_61",1,6,1
2001,0,0,4.375,23.8,"APSIM","1_61",1,6,1
2002,7.574,0,0,23.9,"APSIM","1_61",1,6,1
2003,0,2.132,0,23.9,"APSIM","1_61",1,6,1
2004,0,0,4.042,24.2,"APSIM","1_61",1,6,1
2005,6.268,0,0,24.1,"APSIM","1_61",1,6,1
2006,0,1.917,0,24.3,"APSIM","1_61",1,6,1
2007,0,0,3.376,24.5,"APSIM","1_61",1,6,1
2008,8.752,0,0,24.6,"APSIM","1_61",1,6,1
2009,0,2.634,0,24.6,"APSIM","1_61",1,6,1
2010,0,0,3.692,24.9,"APSIM","1_61",1,6,1
2011,9.258,0,0,24.8,"APSIM","1_61",1,6,1
2012,0,2.018,0,24.8,"APSIM","1_61",1,6,1
2013,0,0,2.916,25.1,"APSIM","1_61",1,6,1
2014,9.379,0,0,25,"APSIM","1_61",1,6,1
2015,0,3.213,0,25.1,"APSIM","1_61",1,6,1
2016,0,0,4.782,25.6,"APSIM","1_61",1,6,1
2017,9.153,0,0,25.6,"APSIM","1_61",1,6,1
2018,0,0.642,0,25.7,"APSIM","1_61",1,6,1
2019,0,0,5.17,25.9,"APSIM","1_61",1,6,1
2020,8.456,0,0,26,"APSIM","1_61",1,6,1
2021,0,3.661,0,26,"APSIM","1_61",1,6,1
2022,0,0,3.252,36.8,"APSIM","1_61",1,6,1
2023,9.033,0,0,36.8,"APSIM","1_61",1,6,1
2024,0,2.232,0,36.8,"APSIM","1_61",1,6,1
2025,0,0,4.404,36.9,"APSIM","1_61",1,6,1
2026,9.622,0,0,36.9,"APSIM","1_61",1,6,1
2027,0,2.019,0,36.9,"APSIM","1_61",1,6,1
2028,0,0,4.754,37.2,"APSIM","1_61",1,6,1
2029,7.858,0,0,37.2,"APSIM","1_61",1,6,1
