"year","MaizeYld_Mgha","SoyYld_Mgha","WheatYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1989,7.264,0,0,24.5,"APSIM","5_2",5,2,""
1990,0,2.851,0,24.5,"APSIM","5_2",5,2,""
1991,7.568,0,0,24.8,"APSIM","5_2",5,2,""
1992,0,1.815,0,25.2,"APSIM","5_2",5,2,""
1993,7.508,0,0,25.3,"APSIM","5_2",5,2,""
1994,0,2.984,0,25.3,"APSIM","5_2",5,2,""
1995,0,0,3.744,25.6,"APSIM","5_2",5,2,""
1996,7.73,0,0,25.6,"APSIM","5_2",5,2,""
1997,0,2.202,0,25.7,"APSIM","5_2",5,2,""
1998,0,0,2.859,25.9,"APSIM","5_2",5,2,""
1999,7.805,0,0,25.7,"APSIM","5_2",5,2,""
2000,0,2.715,0,25.9,"APSIM","5_2",5,2,""
2001,0,0,4.246,26.1,"APSIM","5_2",5,2,""
2002,7.313,0,0,26.2,"APSIM","5_2",5,2,""
2003,0,2.61,0,26.2,"APSIM","5_2",5,2,""
2004,0,0,3.925,26.4,"APSIM","5_2",5,2,""
2005,5.95,0,0,26.4,"APSIM","5_2",5,2,""
2006,0,2.176,0,26.5,"APSIM","5_2",5,2,""
2007,0,0,3.269,26.7,"APSIM","5_2",5,2,""
2008,8.675,0,0,26.7,"APSIM","5_2",5,2,""
2009,0,3.184,0,26.7,"APSIM","5_2",5,2,""
2010,0,0,3.606,27.1,"APSIM","5_2",5,2,""
2011,8.69,0,0,26.9,"APSIM","5_2",5,2,""
2012,0,2.39,0,26.9,"APSIM","5_2",5,2,""
2013,0,0,2.763,27.1,"APSIM","5_2",5,2,""
2014,9.651,0,0,27.1,"APSIM","5_2",5,2,""
2015,0,3.778,0,27.2,"APSIM","5_2",5,2,""
2016,0,0,4.777,27.6,"APSIM","5_2",5,2,""
2017,8.902,0,0,27.6,"APSIM","5_2",5,2,""
2018,0,0.58,0,27.7,"APSIM","5_2",5,2,""
2019,0,0,5.136,28,"APSIM","5_2",5,2,""
2020,8.26,0,0,28,"APSIM","5_2",5,2,""
2021,0,2.689,0,28,"APSIM","5_2",5,2,""
2022,0,0,4.396,28.1,"APSIM","5_2",5,2,""
2023,2.5,0,0,28,"APSIM","5_2",5,2,""
2024,0,2.578,0,28.2,"APSIM","5_2",5,2,""
2025,0,0,4.739,28.7,"APSIM","5_2",5,2,""
2026,3.989,0,0,28.4,"APSIM","5_2",5,2,""
2027,0,2.282,0,28.7,"APSIM","5_2",5,2,""
2028,0,0,5.393,29.2,"APSIM","5_2",5,2,""
2029,5.852,0,0,28.9,"APSIM","5_2",5,2,""
2030,0,2.889,0,29,"APSIM","5_2",5,2,""
