"year","MaizeYld_Mgha","SoyYld_Mgha","WheatYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1989,7.125,0,0,21.7,"APSIM","4_1",4,1,""
1990,0,2.334,0,21.8,"APSIM","4_1",4,1,""
1991,7.822,0,0,22.2,"APSIM","4_1",4,1,""
1992,0,1.353,0,22.3,"APSIM","4_1",4,1,""
1993,7.529,0,0,22.6,"APSIM","4_1",4,1,""
1994,0,2.231,0,22.6,"APSIM","4_1",4,1,""
1995,0,0,3.991,23,"APSIM","4_1",4,1,""
1996,8.171,0,0,23.1,"APSIM","4_1",4,1,""
1997,0,1.617,0,23.3,"APSIM","4_1",4,1,""
1998,0,0,3.221,23.6,"APSIM","4_1",4,1,""
1999,7.813,0,0,23.4,"APSIM","4_1",4,1,""
2000,0,2.153,0,23.4,"APSIM","4_1",4,1,""
2001,0,0,4.373,23.8,"APSIM","4_1",4,1,""
2002,7.316,0,0,23.9,"APSIM","4_1",4,1,""
2003,0,2.132,0,23.9,"APSIM","4_1",4,1,""
2004,0,0,4.045,24.2,"APSIM","4_1",4,1,""
2005,6.066,0,0,24.1,"APSIM","4_1",4,1,""
2006,0,1.917,0,24.3,"APSIM","4_1",4,1,""
2007,0,0,3.377,24.5,"APSIM","4_1",4,1,""
2008,8.642,0,0,24.5,"APSIM","4_1",4,1,""
2009,0,2.634,0,24.6,"APSIM","4_1",4,1,""
2010,0,0,3.71,24.9,"APSIM","4_1",4,1,""
2011,9.109,0,0,24.8,"APSIM","4_1",4,1,""
2012,0,2.018,0,24.8,"APSIM","4_1",4,1,""
2013,0,0,2.931,25,"APSIM","4_1",4,1,""
2014,9.37,0,0,25,"APSIM","4_1",4,1,""
2015,0,3.213,0,25.1,"APSIM","4_1",4,1,""
2016,0,0,4.786,25.6,"APSIM","4_1",4,1,""
2017,8.855,0,0,25.5,"APSIM","4_1",4,1,""
2018,0,0.642,0,25.6,"APSIM","4_1",4,1,""
2019,0,0,5.176,25.9,"APSIM","4_1",4,1,""
2020,8.279,0,0,25.9,"APSIM","4_1",4,1,""
2021,0,3.661,0,25.9,"APSIM","4_1",4,1,""
2022,0,0,3.685,26,"APSIM","4_1",4,1,""
2023,5.41,0,0,25.8,"APSIM","4_1",4,1,""
2024,0,2.017,0,26,"APSIM","4_1",4,1,""
2025,0,0,3.934,26.4,"APSIM","4_1",4,1,""
2026,3.692,0,0,26.1,"APSIM","4_1",4,1,""
2027,0,4.352,0,26.4,"APSIM","4_1",4,1,""
2028,0,0,4.553,26.9,"APSIM","4_1",4,1,""
2029,5.757,0,0,26.5,"APSIM","4_1",4,1,""
2030,0,2.028,0,26.6,"APSIM","4_1",4,1,""
2031,0,0,2.956,27.2,"APSIM","4_1",4,1,""
2032,5.552,0,0,26.9,"APSIM","4_1",4,1,""
2033,0,2.98,0,27.1,"APSIM","4_1",4,1,""
2034,0,0,3.813,27.4,"APSIM","4_1",4,1,""
2035,5.317,0,0,27.1,"APSIM","4_1",4,1,""
2036,0,2.369,0,27.2,"APSIM","4_1",4,1,""
2037,0,0,4.492,27.7,"APSIM","4_1",4,1,""
2038,3.966,0,0,27.3,"APSIM","4_1",4,1,""
2039,0,2.61,0,27.5,"APSIM","4_1",4,1,""
2040,0,0,4.317,28,"APSIM","4_1",4,1,""
2041,4.257,0,0,27.7,"APSIM","4_1",4,1,""
2042,0,3.954,0,28,"APSIM","4_1",4,1,""
2043,0,0,3.827,28.3,"APSIM","4_1",4,1,""
2044,4.755,0,0,28.2,"APSIM","4_1",4,1,""
2045,0,1.632,0,28.3,"APSIM","4_1",4,1,""
2046,0,0,4.48,28.5,"APSIM","4_1",4,1,""
2047,2.114,0,0,28.2,"APSIM","4_1",4,1,""
2048,0,2.257,0,28.3,"APSIM","4_1",4,1,""
2049,0,0,4.217,28.8,"APSIM","4_1",4,1,""
2050,4.58,0,0,28.3,"APSIM","4_1",4,1,""
2051,0,4.054,0,28.4,"APSIM","4_1",4,1,""
2052,0,0,3.629,29,"APSIM","4_1",4,1,""
2053,1.365,0,0,28.5,"APSIM","4_1",4,1,""
2054,0,1.406,0,28.7,"APSIM","4_1",4,1,""
2055,0,0,3.95,28.9,"APSIM","4_1",4,1,""
2056,1.558,0,0,28.6,"APSIM","4_1",4,1,""
2057,0,1.828,0,28.8,"APSIM","4_1",4,1,""
2058,0,0,3.923,29.4,"APSIM","4_1",4,1,""
2059,5.214,0,0,29.1,"APSIM","4_1",4,1,""
2060,0,2.024,0,29.2,"APSIM","4_1",4,1,""
2061,0,0,4.206,29.2,"APSIM","4_1",4,1,""
2062,4.219,0,0,29,"APSIM","4_1",4,1,""
2063,0,2.007,0,29.2,"APSIM","4_1",4,1,""
2064,0,0,4.905,29.5,"APSIM","4_1",4,1,""
2065,1.804,0,0,29.1,"APSIM","4_1",4,1,""
2066,0,2.292,0,29.2,"APSIM","4_1",4,1,""
2067,0,0,3.989,29.7,"APSIM","4_1",4,1,""
2068,4.585,0,0,29.3,"APSIM","4_1",4,1,""
2069,0,3.009,0,29.5,"APSIM","4_1",4,1,""
2070,0,0,4.375,30,"APSIM","4_1",4,1,""
2071,8.136,0,0,29.7,"APSIM","4_1",4,1,""
2072,0,2.678,0,29.5,"APSIM","4_1",4,1,""
2073,0,0,5.233,30.1,"APSIM","4_1",4,1,""
2074,2.821,0,0,29.6,"APSIM","4_1",4,1,""
2075,0,3.164,0,29.9,"APSIM","4_1",4,1,""
2076,0,0,3.66,30.5,"APSIM","4_1",4,1,""
2077,1.206,0,0,30,"APSIM","4_1",4,1,""
2078,0,1.579,0,30,"APSIM","4_1",4,1,""
2079,0,0,4.681,30.3,"APSIM","4_1",4,1,""
2080,1.584,0,0,30,"APSIM","4_1",4,1,""
2081,0,2.148,0,30.2,"APSIM","4_1",4,1,""
2082,0,0,4.838,30.5,"APSIM","4_1",4,1,""
2083,2.081,0,0,30.1,"APSIM","4_1",4,1,""
2084,0,2.404,0,30.2,"APSIM","4_1",4,1,""
2085,0,0,3.598,30.6,"APSIM","4_1",4,1,""
2086,3.145,0,0,30.1,"APSIM","4_1",4,1,""
2087,0,2.502,0,30.1,"APSIM","4_1",4,1,""
2088,0,0,5.026,30.8,"APSIM","4_1",4,1,""
2089,4.138,0,0,30.4,"APSIM","4_1",4,1,""
2090,0,1.627,0,30.4,"APSIM","4_1",4,1,""
2091,0,0,5.18,30.7,"APSIM","4_1",4,1,""
2092,5.993,0,0,30.3,"APSIM","4_1",4,1,""
2093,0,2.296,0,30.3,"APSIM","4_1",4,1,""
2094,0,0,4.131,30.7,"APSIM","4_1",4,1,""
2095,2.904,0,0,30.3,"APSIM","4_1",4,1,""
2096,0,1.953,0,30.5,"APSIM","4_1",4,1,""
2097,0,0,4.768,30.8,"APSIM","4_1",4,1,""
2098,1.161,0,0,30.3,"APSIM","4_1",4,1,""
2099,0,1.656,0,30.5,"APSIM","4_1",4,1,""
