"Model","Climate_Scenario","Mgmt_Scenario","Scenario_Name","Maize_Diff_Mgha","Soybean_Diff_Mgha","Wheat_Diff_Mgha","SOC_Diff_Mgha","Total_N2O_kgha","N2O_Diff_kgha","Total_CH4_kgha","CH4_Diff_kgha","Total_SOC_Mgha"
"Millennial","5","43","5_43",NA,NA,NA,"-12.9471097075135",NA,NA,NA,NA,"52.7017996450416"
"RothC","5","43","5_43",NA,NA,NA,"-2.004",NA,NA,NA,NA,"19.0804"
"APSIM","5","44","5_44","-2.76503888888865","-0.117444444444452","-0.608250505050513","1.6","6.74293","0.18229255172414",NA,NA,"27.5"
"Daycent","5","44","5_44","-2.04431035690234","-0.543618617283961","0.437094172839508","-0.699999999999999","18.9317313","-0.169246846896545","-26.443058","-0.270613402298906","25.2"
"Millennial","5","44","5_44",NA,NA,NA,"-13.7935981582754",NA,NA,NA,NA,"51.8553111942797"
"RothC","5","44","5_44",NA,NA,NA,"-2.1835",NA,NA,NA,NA,"18.9009"
"APSIM","5","51","5_51","-2.7918333333331","-0.117444444444452","-0.596993939393947","2.3","10.04486","0.219666068965518",NA,NA,"29.2"
"Daycent","5","51","5_51","-3.12811135353539","-0.512220938271611","0.852266765432098","3","26.582957","-0.0703046041379238","-19.357094","-0.0890777908046375","28.9"
"Millennial","5","51","5_51",NA,NA,NA,"-10.3014671660727",NA,NA,NA,NA,"55.3474421864824"
"RothC","5","51","5_51",NA,NA,NA,"-1.5422",NA,NA,NA,NA,"19.5422"
"APSIM","5","52","5_52","-2.79338888888861","-0.117444444444452","-0.720533333333343","2.3","10.60268","0.212506068965518",NA,NA,"30.8"
"Daycent","5","52","5_52","-3.08630669360272","-0.505818962962969","1.18468241975309","5.2","26.8837045","0.000643325517249882","-14.6658074","0.0276360980842587","31.1"
"Millennial","5","52","5_52",NA,NA,NA,"-8.5874959323619",NA,NA,NA,NA,"57.0614134201932"
"RothC","5","52","5_52",NA,NA,NA,"-1.3958",NA,NA,NA,NA,"19.6886"
"APSIM","5","53","5_53","-2.79801666666643","-0.117444444444452","-0.742989898989904","2.2","11.57835","0.192175862068965",NA,NA,"33.4"
"Daycent","5","53","5_53","-3.01257612570146","-0.511792296296306","1.43667930864197","5.5","27.0905504","0.0543650055172507","-10.5586355","0.127696655938673","31.4"
"Millennial","5","53","5_53",NA,NA,NA,"-6.69904043897861",NA,NA,NA,NA,"58.9498689135765"
"RothC","5","53","5_53",NA,NA,NA,"-1.2474",NA,NA,NA,NA,"19.837"
"APSIM","5","61","5_61","-2.9173666666664","-0.116666666666674","-0.390981818181821","1.2","8.93347","0.227141241379311",NA,NA,"38"
"APSIM","5","62","5_62","-2.93163888888864","-0.119311111111118","-0.34425858585859","0.199999999999996","8.47832","0.231299448275862",NA,NA,"47.8"
"APSIM","5","63","5_63","-2.94314999999975","-0.123044444444451","-0.314391919191923","-0.700000000000003","8.12196","0.233584413793105",NA,NA,"57.5"
"APSIM","5","64","5_64","-2.95291111111084","-0.120866666666673","-0.292331313131314","-1.5","7.84365","0.233993793103451",NA,NA,"66.8"
"APSIM","5","65","5_65","-2.96146666666638","-0.121644444444451","-0.274400000000004","-2.3","7.60979","0.233255586206898",NA,NA,"76.4"
