"year","MaizeYld_Mgha","SoyYld_Mgha","WheatYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1989,7.24,0,0,24.5,"APSIM","2_2",2,2,""
1990,0,2.851,0,24.5,"APSIM","2_2",2,2,""
1991,7.505,0,0,24.8,"APSIM","2_2",2,2,""
1992,0,1.815,0,25.2,"APSIM","2_2",2,2,""
1993,7.487,0,0,25.3,"APSIM","2_2",2,2,""
1994,0,2.984,0,25.3,"APSIM","2_2",2,2,""
1995,0,0,3.75,25.6,"APSIM","2_2",2,2,""
1996,7.719,0,0,25.6,"APSIM","2_2",2,2,""
1997,0,2.202,0,25.7,"APSIM","2_2",2,2,""
1998,0,0,2.845,25.9,"APSIM","2_2",2,2,""
1999,7.798,0,0,25.8,"APSIM","2_2",2,2,""
2000,0,2.715,0,25.9,"APSIM","2_2",2,2,""
2001,0,0,4.274,26.2,"APSIM","2_2",2,2,""
2002,7.315,0,0,26.2,"APSIM","2_2",2,2,""
2003,0,2.611,0,26.3,"APSIM","2_2",2,2,""
2004,0,0,3.956,26.5,"APSIM","2_2",2,2,""
2005,5.951,0,0,26.4,"APSIM","2_2",2,2,""
2006,0,2.176,0,26.6,"APSIM","2_2",2,2,""
2007,0,0,3.29,26.8,"APSIM","2_2",2,2,""
2008,8.679,0,0,26.8,"APSIM","2_2",2,2,""
2009,0,3.184,0,26.8,"APSIM","2_2",2,2,""
2010,0,0,3.538,27.1,"APSIM","2_2",2,2,""
2011,8.693,0,0,27,"APSIM","2_2",2,2,""
2012,0,2.39,0,27,"APSIM","2_2",2,2,""
2013,0,0,2.743,27.2,"APSIM","2_2",2,2,""
2014,9.658,0,0,27.2,"APSIM","2_2",2,2,""
2015,0,3.778,0,27.3,"APSIM","2_2",2,2,""
2016,0,0,4.77,27.7,"APSIM","2_2",2,2,""
2017,8.9,0,0,27.7,"APSIM","2_2",2,2,""
2018,0,0.58,0,27.8,"APSIM","2_2",2,2,""
2019,0,0,5.158,28.2,"APSIM","2_2",2,2,""
2020,8.26,0,0,28.2,"APSIM","2_2",2,2,""
2021,0,2.689,0,28.2,"APSIM","2_2",2,2,""
2022,0,0,4.653,28.2,"APSIM","2_2",2,2,""
2023,8.943,0,0,28.2,"APSIM","2_2",2,2,""
2024,0,2.889,0,28.2,"APSIM","2_2",2,2,""
2025,0,0,3.936,28.7,"APSIM","2_2",2,2,""
2026,9.091,0,0,28.6,"APSIM","2_2",2,2,""
2027,0,3.959,0,28.7,"APSIM","2_2",2,2,""
2028,0,0,4.216,29,"APSIM","2_2",2,2,""
2029,9.324,0,0,28.9,"APSIM","2_2",2,2,""
2030,0,3.389,0,28.9,"APSIM","2_2",2,2,""
2031,0,0,4.538,29.1,"APSIM","2_2",2,2,""
2032,9.438,0,0,29,"APSIM","2_2",2,2,""
2033,0,3.084,0,29.1,"APSIM","2_2",2,2,""
2034,0,0,3.87,29.5,"APSIM","2_2",2,2,""
2035,8.6,0,0,29.3,"APSIM","2_2",2,2,""
2036,0,2.831,0,29.4,"APSIM","2_2",2,2,""
2037,0,0,5.117,29.6,"APSIM","2_2",2,2,""
2038,9.425,0,0,29.6,"APSIM","2_2",2,2,""
2039,0,2.794,0,29.7,"APSIM","2_2",2,2,""
2040,0,0,5.079,30,"APSIM","2_2",2,2,""
2041,6.899,0,0,29.9,"APSIM","2_2",2,2,""
2042,0,3.353,0,30,"APSIM","2_2",2,2,""
2043,0,0,5.241,30.2,"APSIM","2_2",2,2,""
2044,9.687,0,0,30.1,"APSIM","2_2",2,2,""
2045,0,3.324,0,30.1,"APSIM","2_2",2,2,""
2046,0,0,4.184,30.3,"APSIM","2_2",2,2,""
2047,9.675,0,0,30.2,"APSIM","2_2",2,2,""
2048,0,3.913,0,30.1,"APSIM","2_2",2,2,""
2049,0,0,4.802,30.5,"APSIM","2_2",2,2,""
2050,7.467,0,0,30.4,"APSIM","2_2",2,2,""
