"year","MaizeYld_Mgha","SoyYld_Mgha","WheatYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1989,7.253,0,0,24.5,"APSIM","5_2",5,2,""
1990,0,2.851,0,24.5,"APSIM","5_2",5,2,""
1991,7.549,0,0,24.8,"APSIM","5_2",5,2,""
1992,0,1.815,0,25.2,"APSIM","5_2",5,2,""
1993,7.511,0,0,25.3,"APSIM","5_2",5,2,""
1994,0,2.984,0,25.3,"APSIM","5_2",5,2,""
1995,0,0,3.76,25.6,"APSIM","5_2",5,2,""
1996,7.725,0,0,25.6,"APSIM","5_2",5,2,""
1997,0,2.202,0,25.7,"APSIM","5_2",5,2,""
1998,0,0,2.857,25.9,"APSIM","5_2",5,2,""
1999,7.801,0,0,25.8,"APSIM","5_2",5,2,""
2000,0,2.715,0,25.9,"APSIM","5_2",5,2,""
2001,0,0,4.279,26.1,"APSIM","5_2",5,2,""
2002,7.313,0,0,26.2,"APSIM","5_2",5,2,""
2003,0,2.611,0,26.3,"APSIM","5_2",5,2,""
2004,0,0,3.958,26.5,"APSIM","5_2",5,2,""
2005,5.951,0,0,26.4,"APSIM","5_2",5,2,""
2006,0,2.176,0,26.6,"APSIM","5_2",5,2,""
2007,0,0,3.291,26.7,"APSIM","5_2",5,2,""
2008,8.681,0,0,26.8,"APSIM","5_2",5,2,""
2009,0,3.184,0,26.8,"APSIM","5_2",5,2,""
2010,0,0,3.561,27.1,"APSIM","5_2",5,2,""
2011,8.693,0,0,27,"APSIM","5_2",5,2,""
2012,0,2.39,0,27,"APSIM","5_2",5,2,""
2013,0,0,2.759,27.2,"APSIM","5_2",5,2,""
2014,9.657,0,0,27.1,"APSIM","5_2",5,2,""
2015,0,3.778,0,27.2,"APSIM","5_2",5,2,""
2016,0,0,4.781,27.7,"APSIM","5_2",5,2,""
2017,8.904,0,0,27.6,"APSIM","5_2",5,2,""
2018,0,0.58,0,27.8,"APSIM","5_2",5,2,""
2019,0,0,5.159,28.1,"APSIM","5_2",5,2,""
2020,8.26,0,0,28.1,"APSIM","5_2",5,2,""
2021,0,2.689,0,28.1,"APSIM","5_2",5,2,""
2022,0,0,4.417,28.1,"APSIM","5_2",5,2,""
2023,6.549,0,0,28.1,"APSIM","5_2",5,2,""
2024,0,2.748,0,28.1,"APSIM","5_2",5,2,""
2025,0,0,4.848,28.4,"APSIM","5_2",5,2,""
2026,7.102,0,0,28.4,"APSIM","5_2",5,2,""
2027,0,2.521,0,28.4,"APSIM","5_2",5,2,""
2028,0,0,4.306,28.9,"APSIM","5_2",5,2,""
2029,6.141,0,0,28.8,"APSIM","5_2",5,2,""
2030,0,3.607,0,29.1,"APSIM","5_2",5,2,""
2031,0,0,4.291,29.4,"APSIM","5_2",5,2,""
2032,5.002,0,0,29.4,"APSIM","5_2",5,2,""
2033,0,3.59,0,29.5,"APSIM","5_2",5,2,""
2034,0,0,5.127,29.6,"APSIM","5_2",5,2,""
2035,8.754,0,0,29.5,"APSIM","5_2",5,2,""
2036,0,3.228,0,29.6,"APSIM","5_2",5,2,""
2037,0,0,4.432,29.6,"APSIM","5_2",5,2,""
2038,5.977,0,0,29.5,"APSIM","5_2",5,2,""
2039,0,2.191,0,29.7,"APSIM","5_2",5,2,""
2040,0,0,4.713,30,"APSIM","5_2",5,2,""
2041,1.774,0,0,29.8,"APSIM","5_2",5,2,""
2042,0,2.446,0,30.1,"APSIM","5_2",5,2,""
2043,0,0,4.559,30.3,"APSIM","5_2",5,2,""
2044,1.084,0,0,30.2,"APSIM","5_2",5,2,""
2045,0,2.417,0,30.3,"APSIM","5_2",5,2,""
2046,0,0,5.039,30.6,"APSIM","5_2",5,2,""
2047,6.515,0,0,30.4,"APSIM","5_2",5,2,""
2048,0,3.07,0,30.5,"APSIM","5_2",5,2,""
2049,0,0,3.909,30.9,"APSIM","5_2",5,2,""
2050,3.021,0,0,30.5,"APSIM","5_2",5,2,""
