Model,Climate_Scenario,Mgmt_Scenario,Scenario_Name,Maize_Diff_Mgha,Soybean_Diff_Mgha,Wheat_Diff_Mgha,SOC_Diff_Mgha,Total_N2O_kgha,N2O_Diff_kgha,Total_CH4_kgha,CH4_Diff_kgha,Total_SOC_Mgha,Cotton_Diff_Mgha,Sorghum_Diff_Mgha,N2O_Mgha,CH4_Mgha,CO2e_SOC,CO2e_N2O,CO2e_CH4,scenario_abbrev,GWP,,
Daycent,4,3,4_3,-0.905795915,-0.184635457,0.753342074,-1.7,18.0631984,-0.014396426,-9.76249574,0.004681151,26.3,NA,NA,0.018063198,-0.009762496,6.233333333,7.749112114,-0.351449847,CC-CR,13.6309956,,
Daycent,4,41,4_41,-1.050645603,-0.619538716,0.814365136,0.6,24.744277,-0.044025011,-9.59244462,-0.008814413,26.5,NA,NA,0.024744277,-0.009592445,-2.2,10.61529483,-0.345328006,RF05-CR,8.069966827,,
Daycent,4,42,4_42,-0.948517064,-0.623154173,0.732893432,0.2,22.7243315,-0.050612806,-9.59731352,-0.008797747,26.1,NA,NA,0.022724332,-0.009597314,-0.733333333,9.748738214,-0.345503287,RF15-CR,8.669901593,,
Daycent,4,43,4_43,-0.916168548,-0.625490617,0.646044691,-0.2,20.7277004,-0.056519592,-9.60283394,-0.008683233,25.7,NA,NA,0.0207277,-0.009602834,0.733333333,8.892183472,-0.345702022,RF25-CR,9.279814783,,
Daycent,4,44,4_44,-0.882850622,-0.630430025,0.562877086,-0.6,18.7064197,-0.06238777,-9.60853788,-0.008780011,25.3,NA,NA,0.01870642,-0.009608538,2.2,8.025054051,-0.345907364,RF35-CR,9.879146688,,
Daycent,4,51,4_51,-0.859106873,-0.589329136,0.991236296,3.1,26.1413236,0.012315039,-9.56299524,-0.008170289,29,NA,NA,0.026141324,-0.009562995,-11.36666667,11.21462782,-0.344267829,RR50-CR,-0.496306671,,
Daycent,4,52,4_52,-0.597890694,-0.564151605,1.160079407,5.1,26.2644882,0.038088303,-9.4856677,-0.003186808,31,NA,NA,0.026264488,-0.009485668,-18.7,11.26746544,-0.341484037,RR25-CR,-7.774018599,,
Daycent,4,53,4_53,-0.441434487,-0.561757778,1.310134173,5,25.8811843,-0.066792141,-9.264221,-0.006870487,30.9,NA,NA,0.025881184,-0.009264221,-18.33333333,11.10302806,-0.333511956,RR00-CR,-7.563817225,,
Daycent,5,1,5_1,-3.4376116,-0.19038237,0.169642667,0.3,26.2353045,-0.062872542,-9.97238606,-0.041142811,26.2,NA,NA,0.026235305,-0.009972386,-1.1,11.25494563,-0.359005898,CR,9.795939732,,
Daycent,5,2,5_2,-2.573116911,-0.20605684,0.298404296,2.5,19.2801085,-0.056313112,-10.04614611,-0.055930372,33.5,NA,NA,0.019280109,-0.010046146,-9.166666667,8.271166547,-0.36166126,NT-CR,-1.25716138,,
Daycent,5,3,5_3,-1.867600629,-0.094711901,-0.076535753,-2.2,18.9778119,-0.049662674,-10.03321634,-0.041368065,25.8,NA,NA,0.018977812,-0.010033216,8.066666667,8.141481305,-0.361195788,CC-CR,15.84695218,,
Daycent,5,41,5_41,-3.043531996,-0.192461284,0.174765975,0.2,25.2129089,-0.06951447,-9.97451146,-0.041088466,26.1,NA,NA,0.025212909,-0.009974511,-0.733333333,10.81633792,-0.359082413,RF05-CR,9.723922172,,
Daycent,5,42,5_42,-2.338652139,-0.198105877,0.187927358,0,23.1194717,-0.080945131,-9.98069774,-0.04110295,25.9,NA,NA,0.023119472,-0.009980698,0,9.918253359,-0.359305119,RF15-CR,9.558948241,,
Daycent,5,43,5_43,-1.96762593,-0.203770519,0.183245827,-0.4,21.0598026,-0.093231548,-9.9878018,-0.041176072,25.5,NA,NA,0.021059803,-0.009987802,1.466666667,9.034655315,-0.359560865,RF25-CR,10.14176112,,
Daycent,5,44,5_44,-1.823815542,-0.205805877,0.168397185,-0.7,19.0255693,-0.099988003,-9.99628638,-0.041294612,25.2,NA,NA,0.019025569,-0.009996286,2.566666667,8.16196923,-0.35986631,RF35-CR,10.36876959,,
Daycent,5,51,5_51,-3.312965782,-0.157674568,0.174244346,2.8,26.7301993,0.010046848,-9.93746636,-0.04214329,28.7,NA,NA,0.026730199,-0.009937466,-10.26666667,11.4672555,-0.357748789,RR50-CR,0.842840044,,
Daycent,5,52,5_52,-3.208838213,-0.143605086,0.490073284,4.8,26.6370554,0.072279468,-9.8295565,-0.042156373,30.7,NA,NA,0.026637055,-0.009829557,-17.6,11.42729677,-0.353864034,RR25-CR,-6.526567267,,
Daycent,5,53,5_53,-3.063455174,-0.144075901,0.726885531,4.9,27.7908467,0.288620844,-9.58667162,-0.040324888,30.8,NA,NA,0.027790847,-0.009586672,-17.96666667,11.92227323,-0.345120178,RR00-CR,-6.389513611,,
Millennial,1,1,1_1,NA,NA,NA,2.602856843,27.1527754,NA,-9.67170804,NA,68.2569505,NA,NA,0.027152775,-0.009671708,-9.543808424,11.64854065,-0.348181489,CR,1.756550733,,
Millennial,1,2,1_2,NA,NA,NA,2.634752,22.4910627,NA,-9.630733491,NA,68.21691075,NA,NA,0.022491063,-0.009630733,-9.660757333,9.648665898,-0.346706406,NT-CR,-0.35879784,,
Millennial,1,3,1_3,NA,NA,NA,1.144116196,16.77205045,NA,-9.73035712,NA,71.59700578,NA,NA,0.01677205,-0.009730357,-4.195092719,7.195209643,-0.350292856,CC-CR,2.649824068,,
Millennial,1,41,1_41,NA,NA,NA,2.147781565,25.7966354,NA,-9.67493926,NA,67.80187522,NA,NA,0.025796635,-0.009674939,-7.875199072,11.06675659,-0.348297813,RF05-CR,2.843259701,,
Millennial,1,42,1_42,NA,NA,NA,1.139240314,23.37445745,NA,-9.67730874,NA,66.79333397,NA,NA,0.023374457,-0.009677309,-4.177214485,10.02764225,-0.348383115,RF15-CR,5.502044646,,
Millennial,1,43,1_43,NA,NA,NA,-0.038590004,21.22122815,NA,-9.68537148,NA,65.61550366,NA,NA,0.021221228,-0.009685371,0.141496681,9.103906876,-0.348673373,RF25-CR,8.896730184,,
Millennial,1,44,1_44,NA,NA,NA,-1.290284249,19.38817175,NA,-9.69507912,NA,64.36380941,NA,NA,0.019388172,-0.009695079,4.731042247,8.317525681,-0.349022848,RF35-CR,12.69954508,,
Millennial,1,51,1_51,NA,NA,NA,4.34990933,28.2214064,NA,-9.63372946,NA,70.00400299,NA,NA,0.028221406,-0.009633729,-15.94966754,12.10698335,-0.346814261,RR50-CR,-4.189498458,,
Millennial,1,52,1_52,NA,NA,NA,7.535849971,29.79248785,NA,-9.50730834,NA,73.18994363,NA,NA,0.029792488,-0.009507308,-27.6314499,12.78097729,-0.3422631,RR25-CR,-15.19273571,,
Millennial,1,53,1_53,NA,NA,NA,11.12727363,33.0619254,NA,-9.16516466,NA,76.78136729,NA,NA,0.033061925,-0.009165165,-40.8000033,14.183566,-0.329945928,RR00-CR,-26.94638323,,
Millennial,2,1,2_1,NA,NA,NA,-0.855223615,27.6141716,NA,-9.4300309,NA,64.79459489,NA,NA,0.027614172,-0.009430031,3.135819921,11.84647962,-0.339481112,CR,14.64281843,,
Millennial,2,2,2_2,NA,NA,NA,0.408359455,22.30705835,NA,-9.382596239,NA,65.98868387,NA,NA,0.022307058,-0.009382596,-1.497318,9.569728032,-0.337773465,NT-CR,7.734636568,,
Millennial,2,3,2_3,NA,NA,NA,-1.659919784,16.90959065,NA,-9.4216713,NA,68.79042869,NA,NA,0.016909591,-0.009421671,6.086372542,7.254214389,-0.339180167,CC-CR,13.00140676,,
Millennial,2,41,2_41,NA,NA,NA,-1.282494789,26.3705512,NA,-9.43249642,NA,64.36732371,NA,NA,0.026370551,-0.009432496,4.702480892,11.31296646,-0.339569871,RF05-CR,15.67587749,,
Millennial,2,42,2_42,NA,NA,NA,-2.251038318,24.04087415,NA,-9.43853074,NA,63.39878018,NA,NA,0.024040874,-0.009438531,8.253807167,10.31353501,-0.339787107,RF15-CR,18.22755507,,
Millennial,2,43,2_43,NA,NA,NA,-3.300964322,21.9546792,NA,-9.44534772,NA,62.34885418,NA,NA,0.021954679,-0.009445348,12.10353585,9.418557377,-0.340032518,RF25-CR,21.18206071,,
Millennial,2,44,2_44,NA,NA,NA,-4.531407774,20.12442755,NA,-9.45330614,NA,61.11841073,NA,NA,0.020124428,-0.009453306,16.61516184,8.633379419,-0.340319021,RF35-CR,24.90822224,,
Millennial,2,51,2_51,NA,NA,NA,0.871307078,28.6298263,NA,-9.38926938,NA,66.52112558,NA,NA,0.028629826,-0.009389269,-3.194792619,12.28219548,-0.338013698,RR50-CR,8.749389166,,
Millennial,2,52,2_52,NA,NA,NA,3.85122758,30.2445201,NA,-9.2759783,NA,69.50104608,NA,NA,0.03024452,-0.009275978,-14.12116779,12.97489912,-0.333935219,RR25-CR,-1.48020389,,
Millennial,2,53,2_53,NA,NA,NA,7.275720622,33.0589672,NA,-9.03620842,NA,72.92553912,NA,NA,0.033058967,-0.009036208,-26.67764228,14.18229693,-0.325303503,RR00-CR,-12.82064885,,
Millennial,3,1,3_1,NA,NA,NA,-1.804625486,30.5675813,NA,-9.78734924,NA,63.84288649,NA,NA,0.030567581,-0.009787349,6.616960114,13.11349238,-0.352344573,CR,19.37810792,,
Millennial,3,2,3_2,NA,NA,NA,0.295394845,25.04912185,NA,-9.81883398,NA,65.87536285,NA,NA,0.025049122,-0.009818834,-1.083114433,10.74607327,-0.353478023,NT-CR,9.309480817,,
Millennial,3,3,3_3,NA,NA,NA,-0.305383495,19.0739963,NA,-9.75280528,NA,70.14354265,NA,NA,0.019073996,-0.009752805,1.119739483,8.182744413,-0.35110099,CC-CR,8.951382906,,
Millennial,3,41,3_41,NA,NA,NA,-2.208607796,29.2569768,NA,-9.78787776,NA,63.43890418,NA,NA,0.029256977,-0.009787878,8.098228587,12.55124305,-0.352363599,RF05-CR,20.29710803,,
Millennial,3,42,3_42,NA,NA,NA,-3.134681267,26.6171246,NA,-9.78765314,NA,62.51283071,NA,NA,0.026617125,-0.009787653,11.49383131,11.41874645,-0.352355513,RF15-CR,22.56022225,,
Millennial,3,43,3_43,NA,NA,NA,-4.193985712,24.3392178,NA,-9.79537984,NA,61.45352627,NA,NA,0.024339218,-0.00979538,15.37794761,10.44152444,-0.352633674,RF25-CR,25.46683837,,
Millennial,3,44,3_44,NA,NA,NA,-5.378317383,22.33371825,NA,-9.80427486,NA,60.2691946,NA,NA,0.022333718,-0.009804275,19.72049707,9.581165129,-0.352953895,RF35-CR,28.9487083,,
Millennial,3,51,3_51,NA,NA,NA,-0.174704111,31.344631,NA,-9.7494756,NA,65.47280787,NA,NA,0.031344631,-0.009749476,0.640581741,13.4468467,-0.350981122,RR50-CR,13.73644732,,
Millennial,3,52,3_52,NA,NA,NA,2.59772587,32.82140245,NA,-9.63923474,NA,68.24523785,NA,NA,0.032821402,-0.009639235,-9.524994856,14.08038165,-0.347012451,RR25-CR,4.208374344,,
Millennial,3,53,3_53,NA,NA,NA,5.599274726,36.5371703,NA,-9.34939242,NA,71.2467867,NA,NA,0.03653717,-0.009349392,-20.530674,15.67444606,-0.336578127,RR00-CR,-5.192806064,,
Millennial,4,1,4_1,NA,NA,NA,-2.863084734,27.9534498,NA,-9.59003784,NA,62.78149812,NA,NA,0.02795345,-0.009590038,10.49797736,11.99202996,-0.345241362,CR,22.14476596,,
Millennial,4,2,4_2,NA,NA,NA,-0.688085729,23.8756126,NA,-9.616782803,NA,64.88946636,NA,NA,0.023875613,-0.009616783,2.522981005,10.24263781,-0.346204181,NT-CR,12.41941463,,
Millennial,4,3,4_3,NA,NA,NA,-2.518633407,15.7492692,NA,-9.76249574,NA,67.92860764,NA,NA,0.015749269,-0.009762496,9.234989159,6.756436487,-0.351449847,CC-CR,15.6399758,,
Millennial,4,41,4_41,NA,NA,NA,-3.230560417,26.5933035,NA,-9.59244462,NA,62.41402243,NA,NA,0.026593304,-0.009592445,11.84538819,11.4085272,-0.345328006,RF05-CR,22.90858739,,
Millennial,4,42,4_42,NA,NA,NA,-4.079270906,23.98504075,NA,-9.59731352,NA,61.56531195,NA,NA,0.023985041,-0.009597314,14.95732666,10.28958248,-0.345503287,RF15-CR,24.90140585,,
Millennial,4,43,4_43,NA,NA,NA,-5.052674258,21.6411002,NA,-9.60283394,NA,60.59190859,NA,NA,0.0216411,-0.009602834,18.52647228,9.284031986,-0.345702022,RF25-CR,27.46480225,,
Millennial,4,44,4_44,NA,NA,NA,-6.180987463,19.69699485,NA,-9.60853788,NA,59.46359539,NA,NA,0.019696995,-0.009608538,22.6636207,8.450010791,-0.345907364,RF35-CR,30.76772413,,
Millennial,4,51,4_51,NA,NA,NA,-1.410633592,29.0817968,NA,-9.56299524,NA,64.23394926,NA,NA,0.029081797,-0.009562995,5.17232317,12.47609083,-0.344267829,RR50-CR,17.30414617,,
Millennial,4,52,4_52,NA,NA,NA,1.239617071,30.9377341,NA,-9.4856677,NA,66.88419992,NA,NA,0.030937734,-0.009485668,-4.545262593,13.27228793,-0.341484037,RR25-CR,8.385541298,,
Millennial,4,53,4_53,NA,NA,NA,4.100071609,34.20318215,NA,-9.264221,NA,69.74465446,NA,NA,0.034203182,-0.009264221,-15.0335959,14.67316514,-0.333511956,RR00-CR,-0.693942715,,
Millennial,5,1,5_1,NA,NA,NA,-6.466120476,33.75132725,NA,-9.97238606,NA,59.18153118,NA,NA,0.033751327,-0.009972386,23.70910841,14.47931939,-0.359005898,CR,37.8294219,,14.77174176
Millennial,5,2,5_2,NA,NA,NA,-1.709991333,27.92456925,NA,-10.04614611,NA,63.86838143,NA,NA,0.027924569,-0.010046146,6.269968222,11.97964021,-0.36166126,NT-CR,17.88794717,,12.16289067
Millennial,5,3,5_3,NA,NA,NA,-2.100845379,17.71976595,NA,-10.03321634,NA,68.34830282,NA,NA,0.017719766,-0.010033216,7.703099722,7.601779593,-0.361195788,CC-CR,14.94368353,,5.161992719
Millennial,5,41,5_41,NA,NA,NA,-6.708895569,32.13535945,NA,-9.97451146,NA,58.93875609,NA,NA,0.032135359,-0.009974511,24.59928375,13.7860692,-0.359082413,RF05-CR,38.02627054,,13.40233241
Millennial,5,42,5_42,NA,NA,NA,-7.268852265,29.04251585,NA,-9.98069774,NA,58.37879939,NA,NA,0.029042516,-0.009980698,26.65245831,12.4592393,-0.359305119,RF15-CR,38.75239249,,10.35701448
Millennial,5,43,5_43,NA,NA,NA,-7.961490778,26.2646213,NA,-9.9878018,NA,57.68616088,NA,NA,0.026264621,-0.009987802,29.19213285,11.26752254,-0.359560865,RF25-CR,40.10009453,,6.802803319
Millennial,5,44,5_44,NA,NA,NA,-8.926723145,23.70847965,NA,-9.99628638,NA,56.72092851,NA,NA,0.02370848,-0.009996286,32.7313182,10.17093777,-0.35986631,RF35-CR,42.54238966,,3.021757753
Millennial,5,51,5_51,NA,NA,NA,-4.922420567,34.84338965,NA,-9.93746636,NA,60.72523109,NA,NA,0.03484339,-0.009937466,18.04887541,14.94781416,-0.357748789,RR50-CR,32.63894078,,20.58360088
Millennial,5,52,5_52,NA,NA,NA,-2.687571227,36.4625177,NA,-9.8295565,NA,62.96008043,NA,NA,0.036462518,-0.009829557,9.854427833,15.64242009,-0.353864034,RR25-CR,25.14298389,,31.54928323
Millennial,5,53,5_53,NA,NA,NA,-0.03610268,40.22269835,NA,-9.58667162,NA,65.61154898,NA,NA,0.040222698,-0.009586672,0.132376493,17.25553759,-0.345120178,RR00-CR,17.04279391,,44.10696996
RothC,1,1,1_1,NA,NA,NA,-1.4258,27.1527754,NA,-9.67170804,NA,22.2391,NA,NA,0.027152775,-0.009671708,5.227933333,11.64854065,-0.348181489,CR,16.52829249,,
RothC,1,2,1_2,NA,NA,NA,-0.6824,22.4910627,NA,-9.630733491,NA,27.9601,NA,NA,0.022491063,-0.009630733,2.502133333,9.648665898,-0.346706406,NT-CR,11.80409283,,
RothC,1,3,1_3,NA,NA,NA,-0.2637,16.77205045,NA,-9.73035712,NA,29.5071,NA,NA,0.01677205,-0.009730357,0.9669,7.195209643,-0.350292856,CC-CR,7.811816787,,
RothC,1,41,1_41,NA,NA,NA,-1.5074,25.7966354,NA,-9.67493926,NA,22.1575,NA,NA,0.025796635,-0.009674939,5.527133333,11.06675659,-0.348297813,RF05-CR,16.24559211,,
RothC,1,42,1_42,NA,NA,NA,-1.6854,23.37445745,NA,-9.67730874,NA,21.9795,NA,NA,0.023374457,-0.009677309,6.1798,10.02764225,-0.348383115,RF15-CR,15.85905913,,
RothC,1,43,1_43,NA,NA,NA,-1.8939,21.22122815,NA,-9.68537148,NA,21.771,NA,NA,0.021221228,-0.009685371,6.9443,9.103906876,-0.348673373,RF25-CR,15.6995335,,
RothC,1,44,1_44,NA,NA,NA,-2.1144,19.38817175,NA,-9.69507912,NA,21.5505,NA,NA,0.019388172,-0.009695079,7.7528,8.317525681,-0.349022848,RF35-CR,15.72130283,,
RothC,1,51,1_51,NA,NA,NA,-1.2638,28.2214064,NA,-9.63372946,NA,22.4011,NA,NA,0.028221406,-0.009633729,4.633933333,12.10698335,-0.346814261,RR50-CR,16.39410242,,
RothC,1,52,1_52,NA,NA,NA,-1.0685,29.79248785,NA,-9.50730834,NA,22.5964,NA,NA,0.029792488,-0.009507308,3.917833333,12.78097729,-0.3422631,RR25-CR,16.35654752,,
RothC,1,53,1_53,NA,NA,NA,-0.9019,33.0619254,NA,-9.16516466,NA,22.763,NA,NA,0.033061925,-0.009165165,3.306966667,14.183566,-0.329945928,RR00-CR,17.16058674,,
RothC,2,1,2_1,NA,NA,NA,-1.2315,27.6141716,NA,-9.4300309,NA,22.4328,NA,NA,0.027614172,-0.009430031,4.5155,11.84647962,-0.339481112,CR,16.0224985,,
RothC,2,2,2_2,NA,NA,NA,-0.3499,22.30705835,NA,-9.382596239,NA,28.2917,NA,NA,0.022307058,-0.009382596,1.282966667,9.569728032,-0.337773465,NT-CR,10.51492123,,
RothC,2,3,2_3,NA,NA,NA,-1.04,16.90959065,NA,-9.4216713,NA,28.7283,NA,NA,0.016909591,-0.009421671,3.813333333,7.254214389,-0.339180167,CC-CR,10.72836756,,
RothC,2,41,2_41,NA,NA,NA,-1.3199,26.3705512,NA,-9.43249642,NA,22.3444,NA,NA,0.026370551,-0.009432496,4.839633333,11.31296646,-0.339569871,RF05-CR,15.81302993,,
RothC,2,42,2_42,NA,NA,NA,-1.5188,24.04087415,NA,-9.43853074,NA,22.1455,NA,NA,0.024040874,-0.009438531,5.568933333,10.31353501,-0.339787107,RF15-CR,15.54268124,,
RothC,2,43,2_43,NA,NA,NA,-1.7321,21.9546792,NA,-9.44534772,NA,21.9322,NA,NA,0.021954679,-0.009445348,6.351033333,9.418557377,-0.340032518,RF25-CR,15.42955819,,
RothC,2,44,2_44,NA,NA,NA,-1.9774,20.12442755,NA,-9.45330614,NA,21.6869,NA,NA,0.020124428,-0.009453306,7.250466667,8.633379419,-0.340319021,RF35-CR,15.54352706,,
RothC,2,51,2_51,NA,NA,NA,-1.051,28.6298263,NA,-9.38926938,NA,22.6133,NA,NA,0.028629826,-0.009389269,3.853666667,12.28219548,-0.338013698,RR50-CR,15.79784845,,
RothC,2,52,2_52,NA,NA,NA,-0.8274,30.2445201,NA,-9.2759783,NA,22.8369,NA,NA,0.03024452,-0.009275978,3.0338,12.97489912,-0.333935219,RR25-CR,15.6747639,,
RothC,2,53,2_53,NA,NA,NA,-0.6003,33.0589672,NA,-9.03620842,NA,23.064,NA,NA,0.033058967,-0.009036208,2.2011,14.18229693,-0.325303503,RR00-CR,16.05809343,,
RothC,3,1,3_1,NA,NA,NA,-1.6499,30.5675813,NA,-9.78734924,NA,22.0142,NA,NA,0.030567581,-0.009787349,6.049633333,13.11349238,-0.352344573,CR,18.81078114,,
RothC,3,2,3_2,NA,NA,NA,-0.9506,25.04912185,NA,-9.81883398,NA,27.691,NA,NA,0.025049122,-0.009818834,3.485533333,10.74607327,-0.353478023,NT-CR,13.87812858,,
RothC,3,3,3_3,NA,NA,NA,-0.4656,19.0739963,NA,-9.75280528,NA,29.3023,NA,NA,0.019073996,-0.009752805,1.7072,8.182744413,-0.35110099,CC-CR,9.538843423,,
RothC,3,41,3_41,NA,NA,NA,-1.7247,29.2569768,NA,-9.78787776,NA,21.9394,NA,NA,0.029256977,-0.009787878,6.3239,12.55124305,-0.352363599,RF05-CR,18.52277945,,
RothC,3,42,3_42,NA,NA,NA,-1.882,26.6171246,NA,-9.78765314,NA,21.7821,NA,NA,0.026617125,-0.009787653,6.900666667,11.41874645,-0.352355513,RF15-CR,17.96705761,,
RothC,3,43,3_43,NA,NA,NA,-2.0715,24.3392178,NA,-9.79537984,NA,21.5926,NA,NA,0.024339218,-0.00979538,7.5955,10.44152444,-0.352633674,RF25-CR,17.68439076,,
RothC,3,44,3_44,NA,NA,NA,-2.2774,22.33371825,NA,-9.80427486,NA,21.3867,NA,NA,0.022333718,-0.009804275,8.350466667,9.581165129,-0.352953895,RF35-CR,17.5786779,,
RothC,3,51,3_51,NA,NA,NA,-1.4392,31.344631,NA,-9.7494756,NA,22.2249,NA,NA,0.031344631,-0.009749476,5.277066667,13.4468467,-0.350981122,RR50-CR,18.37293224,,
RothC,3,52,3_52,NA,NA,NA,-1.2643,32.82140245,NA,-9.63923474,NA,22.3998,NA,NA,0.032821402,-0.009639235,4.635766667,14.08038165,-0.347012451,RR25-CR,18.36913587,,
RothC,3,53,3_53,NA,NA,NA,-1.108,36.5371703,NA,-9.34939242,NA,22.5561,NA,NA,0.03653717,-0.009349392,4.062666667,15.67444606,-0.336578127,RR00-CR,19.4005346,,
RothC,4,1,4_1,NA,NA,NA,-1.9456,27.9534498,NA,-9.59003784,NA,21.7185,NA,NA,0.02795345,-0.009590038,7.133866667,11.99202996,-0.345241362,CR,18.78065527,,
RothC,4,2,4_2,NA,NA,NA,-1.6692,23.8756126,NA,-9.616782803,NA,26.972,NA,NA,0.023875613,-0.009616783,6.1204,10.24263781,-0.346204181,NT-CR,16.01683362,,
RothC,4,3,4_3,NA,NA,NA,-1.7063,15.7492692,NA,-9.76249574,NA,28.0631,NA,NA,0.015749269,-0.009762496,6.256433333,6.756436487,-0.351449847,CC-CR,12.66141997,,
RothC,4,41,4_41,NA,NA,NA,-2.0167,26.5933035,NA,-9.59244462,NA,21.6474,NA,NA,0.026593304,-0.009592445,7.394566667,11.4085272,-0.345328006,RF05-CR,18.45776586,,
RothC,4,42,4_42,NA,NA,NA,-2.1698,23.98504075,NA,-9.59731352,NA,21.4943,NA,NA,0.023985041,-0.009597314,7.955933333,10.28958248,-0.345503287,RF15-CR,17.90001253,,
RothC,4,43,4_43,NA,NA,NA,-2.3531,21.6411002,NA,-9.60283394,NA,21.311,NA,NA,0.0216411,-0.009602834,8.628033333,9.284031986,-0.345702022,RF25-CR,17.5663633,,
RothC,4,44,4_44,NA,NA,NA,-2.545,19.69699485,NA,-9.60853788,NA,21.1191,NA,NA,0.019696995,-0.009608538,9.331666667,8.450010791,-0.345907364,RF35-CR,17.43577009,,
RothC,4,51,4_51,NA,NA,NA,-1.816,29.0817968,NA,-9.56299524,NA,21.8481,NA,NA,0.029081797,-0.009562995,6.658666667,12.47609083,-0.344267829,RR50-CR,18.79048967,,
RothC,4,52,4_52,NA,NA,NA,-1.7222,30.9377341,NA,-9.4856677,NA,21.9419,NA,NA,0.030937734,-0.009485668,6.314733333,13.27228793,-0.341484037,RR25-CR,19.24553723,,
RothC,4,53,4_53,NA,NA,NA,-1.5729,34.20318215,NA,-9.264221,NA,22.0912,NA,NA,0.034203182,-0.009264221,5.7673,14.67316514,-0.333511956,RR00-CR,20.10695319,,
RothC,5,1,5_1,NA,NA,NA,-2.1677,33.75132725,NA,-9.97238606,NA,21.4965,NA,NA,0.033751327,-0.009972386,7.948233333,14.47931939,-0.359005898,CR,22.06854683,,
RothC,5,2,5_2,NA,NA,NA,-1.8264,27.92456925,NA,-10.04614611,NA,26.8149,NA,NA,0.027924569,-0.010046146,6.6968,11.97964021,-0.36166126,NT-CR,18.31477895,,
RothC,5,3,5_3,NA,NA,NA,-2.2191,17.71976595,NA,-10.03321634,NA,27.5496,NA,NA,0.017719766,-0.010033216,8.1367,7.601779593,-0.361195788,CC-CR,15.3772838,,
RothC,5,41,5_41,NA,NA,NA,-2.2225,32.13535945,NA,-9.97451146,NA,21.4417,NA,NA,0.032135359,-0.009974511,8.149166667,13.7860692,-0.359082413,RF05-CR,21.57615346,,
RothC,5,42,5_42,NA,NA,NA,-2.341,29.04251585,NA,-9.98069774,NA,21.3232,NA,NA,0.029042516,-0.009980698,8.583666667,12.4592393,-0.359305119,RF15-CR,20.68360085,,
RothC,5,43,5_43,NA,NA,NA,-2.5054,26.2646213,NA,-9.9878018,NA,21.1588,NA,NA,0.026264621,-0.009987802,9.186466667,11.26752254,-0.359560865,RF25-CR,20.09442834,,
RothC,5,44,5_44,NA,NA,NA,-2.6849,23.70847965,NA,-9.99628638,NA,20.9793,NA,NA,0.02370848,-0.009996286,9.844633333,10.17093777,-0.35986631,RF35-CR,19.65570479,,
RothC,5,51,5_51,NA,NA,NA,-2.0436,34.84338965,NA,-9.93746636,NA,21.6206,NA,NA,0.03484339,-0.009937466,7.4932,14.94781416,-0.357748789,RR50-CR,22.08326537,,
RothC,5,52,5_52,NA,NA,NA,-1.8972,36.4625177,NA,-9.8295565,NA,21.767,NA,NA,0.036462518,-0.009829557,6.9564,15.64242009,-0.353864034,RR25-CR,22.24495606,,
RothC,5,53,5_53,NA,NA,NA,-1.7488,40.22269835,NA,-9.58667162,NA,21.9154,NA,NA,0.040222698,-0.009586672,6.412266667,17.25553759,-0.345120178,RR00-CR,23.32268408,,
