"year","MaizeYld_Mgha","SoyYld_Mgha","WheatYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1989,7.138,0,0,21.7,"APSIM","5_62",5,6,2
1990,0,2.334,0,21.8,"APSIM","5_62",5,6,2
1991,7.822,0,0,22.2,"APSIM","5_62",5,6,2
1992,0,1.353,0,22.3,"APSIM","5_62",5,6,2
1993,7.54,0,0,22.6,"APSIM","5_62",5,6,2
1994,0,2.231,0,22.6,"APSIM","5_62",5,6,2
1995,0,0,3.999,23,"APSIM","5_62",5,6,2
1996,8.282,0,0,23.1,"APSIM","5_62",5,6,2
1997,0,1.617,0,23.3,"APSIM","5_62",5,6,2
1998,0,0,3.246,23.6,"APSIM","5_62",5,6,2
1999,7.851,0,0,23.4,"APSIM","5_62",5,6,2
2000,0,2.153,0,23.5,"APSIM","5_62",5,6,2
2001,0,0,4.427,23.8,"APSIM","5_62",5,6,2
2002,7.574,0,0,23.9,"APSIM","5_62",5,6,2
2003,0,2.132,0,23.9,"APSIM","5_62",5,6,2
2004,0,0,4.073,24.2,"APSIM","5_62",5,6,2
2005,6.268,0,0,24.1,"APSIM","5_62",5,6,2
2006,0,1.917,0,24.3,"APSIM","5_62",5,6,2
2007,0,0,3.403,24.5,"APSIM","5_62",5,6,2
2008,8.759,0,0,24.6,"APSIM","5_62",5,6,2
2009,0,2.634,0,24.6,"APSIM","5_62",5,6,2
2010,0,0,3.714,24.9,"APSIM","5_62",5,6,2
2011,9.267,0,0,24.8,"APSIM","5_62",5,6,2
2012,0,2.018,0,24.8,"APSIM","5_62",5,6,2
2013,0,0,2.96,25.1,"APSIM","5_62",5,6,2
2014,9.383,0,0,25,"APSIM","5_62",5,6,2
2015,0,3.213,0,25.1,"APSIM","5_62",5,6,2
2016,0,0,4.808,25.6,"APSIM","5_62",5,6,2
2017,9.17,0,0,25.6,"APSIM","5_62",5,6,2
2018,0,0.642,0,25.7,"APSIM","5_62",5,6,2
2019,0,0,5.187,25.9,"APSIM","5_62",5,6,2
2020,8.459,0,0,26,"APSIM","5_62",5,6,2
2021,0,3.661,0,26,"APSIM","5_62",5,6,2
2022,0,0,4.221,47.6,"APSIM","5_62",5,6,2
2023,6.649,0,0,47.6,"APSIM","5_62",5,6,2
2024,0,2.219,0,47.5,"APSIM","5_62",5,6,2
2025,0,0,4.524,47.8,"APSIM","5_62",5,6,2
2026,7.408,0,0,47.7,"APSIM","5_62",5,6,2
2027,0,2.41,0,47.7,"APSIM","5_62",5,6,2
2028,0,0,3.796,48,"APSIM","5_62",5,6,2
2029,6.547,0,0,47.8,"APSIM","5_62",5,6,2
2030,0,3.074,0,47.9,"APSIM","5_62",5,6,2
2031,0,0,4.174,48.1,"APSIM","5_62",5,6,2
2032,5.511,0,0,48,"APSIM","5_62",5,6,2
2033,0,3.253,0,48.1,"APSIM","5_62",5,6,2
2034,0,0,5.156,48.3,"APSIM","5_62",5,6,2
2035,8.977,0,0,48.1,"APSIM","5_62",5,6,2
2036,0,3.117,0,48.1,"APSIM","5_62",5,6,2
2037,0,0,4.519,48.3,"APSIM","5_62",5,6,2
2038,6.198,0,0,48,"APSIM","5_62",5,6,2
2039,0,2.36,0,48.1,"APSIM","5_62",5,6,2
2040,0,0,4.366,48.3,"APSIM","5_62",5,6,2
2041,1.934,0,0,48,"APSIM","5_62",5,6,2
2042,0,2.377,0,48.3,"APSIM","5_62",5,6,2
2043,0,0,4.329,48.7,"APSIM","5_62",5,6,2
2044,1.312,0,0,48.5,"APSIM","5_62",5,6,2
2045,0,2.595,0,48.4,"APSIM","5_62",5,6,2
2046,0,0,4.924,48.7,"APSIM","5_62",5,6,2
2047,6.09,0,0,48.4,"APSIM","5_62",5,6,2
2048,0,3.382,0,48.5,"APSIM","5_62",5,6,2
2049,0,0,3.876,48.9,"APSIM","5_62",5,6,2
2050,3.365,0,0,48.5,"APSIM","5_62",5,6,2
