"year","MaizeYld_Mgha","SoyYld_Mgha","WheatYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
"1850",NA,NA,NA,"68.5196","RothC","1_43","1","4","3"
"1851",NA,NA,NA,"67.1581","RothC","1_43","1","4","3"
"1852",NA,NA,NA,"65.3568","RothC","1_43","1","4","3"
"1853",NA,NA,NA,"63.8089","RothC","1_43","1","4","3"
"1854",NA,NA,NA,"62.4536","RothC","1_43","1","4","3"
"1855",NA,NA,NA,"61.1997","RothC","1_43","1","4","3"
"1856",NA,NA,NA,"60.0755","RothC","1_43","1","4","3"
"1857",NA,NA,NA,"59.0468","RothC","1_43","1","4","3"
"1858",NA,NA,NA,"58.1177","RothC","1_43","1","4","3"
"1859",NA,NA,NA,"57.2629","RothC","1_43","1","4","3"
"1860",NA,NA,NA,"56.4897","RothC","1_43","1","4","3"
"1861",NA,NA,NA,"55.7372","RothC","1_43","1","4","3"
"1862",NA,NA,NA,"55.0571","RothC","1_43","1","4","3"
"1863",NA,NA,NA,"54.4291","RothC","1_43","1","4","3"
"1864",NA,NA,NA,"53.819","RothC","1_43","1","4","3"
"1865",NA,NA,NA,"53.2459","RothC","1_43","1","4","3"
"1866",NA,NA,NA,"52.7132","RothC","1_43","1","4","3"
"1867",NA,NA,NA,"52.1961","RothC","1_43","1","4","3"
"1868",NA,NA,NA,"51.6982","RothC","1_43","1","4","3"
"1869",NA,NA,NA,"51.2211","RothC","1_43","1","4","3"
"1870",NA,NA,NA,"50.7466","RothC","1_43","1","4","3"
"1871",NA,NA,NA,"50.3122","RothC","1_43","1","4","3"
"1872",NA,NA,NA,"49.8962","RothC","1_43","1","4","3"
"1873",NA,NA,NA,"49.4915","RothC","1_43","1","4","3"
"1874",NA,NA,NA,"49.0664","RothC","1_43","1","4","3"
"1875",NA,NA,NA,"48.6502","RothC","1_43","1","4","3"
"1876",NA,NA,NA,"48.2548","RothC","1_43","1","4","3"
"1877",NA,NA,NA,"47.904","RothC","1_43","1","4","3"
"1878",NA,NA,NA,"47.577","RothC","1_43","1","4","3"
"1879",NA,NA,NA,"47.2385","RothC","1_43","1","4","3"
"1880",NA,NA,NA,"46.9051","RothC","1_43","1","4","3"
"1881",NA,NA,NA,"46.5412","RothC","1_43","1","4","3"
"1882",NA,NA,NA,"46.2151","RothC","1_43","1","4","3"
"1883",NA,NA,NA,"45.8582","RothC","1_43","1","4","3"
"1884",NA,NA,NA,"45.5229","RothC","1_43","1","4","3"
"1885",NA,NA,NA,"45.1881","RothC","1_43","1","4","3"
"1886",NA,NA,NA,"44.8477","RothC","1_43","1","4","3"
"1887",NA,NA,NA,"44.5381","RothC","1_43","1","4","3"
"1888",NA,NA,NA,"44.2144","RothC","1_43","1","4","3"
