"year","MaizeYld_Mgha","SoyYld_Mgha","WheatYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1989,7.096,0,0,21.8,"APSIM","5_52",5,5,2
1990,0,2.331,0,21.8,"APSIM","5_52",5,5,2
1991,7.884,0,0,22.6,"APSIM","5_52",5,5,2
1992,0,1.353,0,22.7,"APSIM","5_52",5,5,2
1993,7.904,0,0,23.4,"APSIM","5_52",5,5,2
1994,0,2.231,0,23.5,"APSIM","5_52",5,5,2
1995,0,0,4.282,23.8,"APSIM","5_52",5,5,2
1996,8.169,0,0,24,"APSIM","5_52",5,5,2
1997,0,1.617,0,24.3,"APSIM","5_52",5,5,2
1998,0,0,3.707,24.8,"APSIM","5_52",5,5,2
1999,7.912,0,0,24.5,"APSIM","5_52",5,5,2
2000,0,2.153,0,24.7,"APSIM","5_52",5,5,2
2001,0,0,5.358,25.1,"APSIM","5_52",5,5,2
2002,7.315,0,0,25.3,"APSIM","5_52",5,5,2
2003,0,2.132,0,25.4,"APSIM","5_52",5,5,2
2004,0,0,4.347,25.7,"APSIM","5_52",5,5,2
2005,6.088,0,0,25.7,"APSIM","5_52",5,5,2
2006,0,1.917,0,25.9,"APSIM","5_52",5,5,2
2007,0,0,3.743,26.2,"APSIM","5_52",5,5,2
2008,8.678,0,0,26.3,"APSIM","5_52",5,5,2
2009,0,2.637,0,26.4,"APSIM","5_52",5,5,2
2010,0,0,4.173,26.9,"APSIM","5_52",5,5,2
2011,9.195,0,0,26.9,"APSIM","5_52",5,5,2
2012,0,2.019,0,26.9,"APSIM","5_52",5,5,2
2013,0,0,3.182,27.1,"APSIM","5_52",5,5,2
2014,9.413,0,0,27.1,"APSIM","5_52",5,5,2
2015,0,3.213,0,27.4,"APSIM","5_52",5,5,2
2016,0,0,5.428,28,"APSIM","5_52",5,5,2
2017,9.022,0,0,28,"APSIM","5_52",5,5,2
2018,0,0.642,0,28.1,"APSIM","5_52",5,5,2
2019,0,0,5.278,28.3,"APSIM","5_52",5,5,2
2020,8.288,0,0,28.5,"APSIM","5_52",5,5,2
2021,0,3.661,0,28.6,"APSIM","5_52",5,5,2
2022,0,0,4.927,28.6,"APSIM","5_52",5,5,2
2023,6.485,0,0,28.7,"APSIM","5_52",5,5,2
2024,0,2.199,0,28.9,"APSIM","5_52",5,5,2
2025,0,0,4.848,29.3,"APSIM","5_52",5,5,2
2026,7.216,0,0,29.4,"APSIM","5_52",5,5,2
2027,0,2.386,0,29.6,"APSIM","5_52",5,5,2
2028,0,0,4.058,30,"APSIM","5_52",5,5,2
2029,6.114,0,0,29.8,"APSIM","5_52",5,5,2
2030,0,3.053,0,30,"APSIM","5_52",5,5,2
2031,0,0,4.612,30.4,"APSIM","5_52",5,5,2
2032,4.966,0,0,30.4,"APSIM","5_52",5,5,2
2033,0,3.235,0,30.5,"APSIM","5_52",5,5,2
2034,0,0,5.25,30.8,"APSIM","5_52",5,5,2
2035,8.84,0,0,30.8,"APSIM","5_52",5,5,2
2036,0,3.088,0,30.9,"APSIM","5_52",5,5,2
2037,0,0,4.723,31.3,"APSIM","5_52",5,5,2
2038,6.003,0,0,31,"APSIM","5_52",5,5,2
2039,0,2.337,0,31.1,"APSIM","5_52",5,5,2
2040,0,0,4.422,31.4,"APSIM","5_52",5,5,2
2041,1.61,0,0,31.1,"APSIM","5_52",5,5,2
2042,0,2.36,0,31.4,"APSIM","5_52",5,5,2
2043,0,0,4.501,31.7,"APSIM","5_52",5,5,2
2044,1.095,0,0,31.6,"APSIM","5_52",5,5,2
2045,0,2.569,0,31.7,"APSIM","5_52",5,5,2
2046,0,0,4.992,32,"APSIM","5_52",5,5,2
2047,5.918,0,0,31.8,"APSIM","5_52",5,5,2
2048,0,3.348,0,31.9,"APSIM","5_52",5,5,2
2049,0,0,3.91,32.4,"APSIM","5_52",5,5,2
2050,2.971,0,0,32,"APSIM","5_52",5,5,2
