"year","MaizeYld_Mgha","SoyYld_Mgha","WheatYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1989,7.106,0,0,21.7,"APSIM","1_43",1,4,3
1990,0,2.334,0,21.8,"APSIM","1_43",1,4,3
1991,7.817,0,0,22.2,"APSIM","1_43",1,4,3
1992,0,1.353,0,22.3,"APSIM","1_43",1,4,3
1993,7.502,0,0,22.6,"APSIM","1_43",1,4,3
1994,0,2.231,0,22.6,"APSIM","1_43",1,4,3
1995,0,0,3.985,23,"APSIM","1_43",1,4,3
1996,8.171,0,0,23.1,"APSIM","1_43",1,4,3
1997,0,1.617,0,23.3,"APSIM","1_43",1,4,3
1998,0,0,3.208,23.6,"APSIM","1_43",1,4,3
1999,7.812,0,0,23.4,"APSIM","1_43",1,4,3
2000,0,2.153,0,23.5,"APSIM","1_43",1,4,3
2001,0,0,4.375,23.8,"APSIM","1_43",1,4,3
2002,7.316,0,0,23.9,"APSIM","1_43",1,4,3
2003,0,2.132,0,23.9,"APSIM","1_43",1,4,3
2004,0,0,4.041,24.2,"APSIM","1_43",1,4,3
2005,6.066,0,0,24.1,"APSIM","1_43",1,4,3
2006,0,1.917,0,24.3,"APSIM","1_43",1,4,3
2007,0,0,3.377,24.5,"APSIM","1_43",1,4,3
2008,8.642,0,0,24.6,"APSIM","1_43",1,4,3
2009,0,2.634,0,24.6,"APSIM","1_43",1,4,3
2010,0,0,3.695,24.9,"APSIM","1_43",1,4,3
2011,9.113,0,0,24.8,"APSIM","1_43",1,4,3
2012,0,2.018,0,24.8,"APSIM","1_43",1,4,3
2013,0,0,2.918,25.1,"APSIM","1_43",1,4,3
2014,9.372,0,0,25,"APSIM","1_43",1,4,3
2015,0,3.213,0,25.1,"APSIM","1_43",1,4,3
2016,0,0,4.778,25.6,"APSIM","1_43",1,4,3
2017,8.849,0,0,25.6,"APSIM","1_43",1,4,3
2018,0,0.642,0,25.7,"APSIM","1_43",1,4,3
2019,0,0,5.17,25.9,"APSIM","1_43",1,4,3
2020,8.279,0,0,26,"APSIM","1_43",1,4,3
2021,0,3.661,0,26,"APSIM","1_43",1,4,3
2022,0,0,2.953,26,"APSIM","1_43",1,4,3
2023,8.374,0,0,26,"APSIM","1_43",1,4,3
2024,0,2.22,0,26,"APSIM","1_43",1,4,3
2025,0,0,3.978,26.1,"APSIM","1_43",1,4,3
2026,8.601,0,0,26.1,"APSIM","1_43",1,4,3
2027,0,2.008,0,26.2,"APSIM","1_43",1,4,3
2028,0,0,4.234,26.6,"APSIM","1_43",1,4,3
2029,6.907,0,0,26.5,"APSIM","1_43",1,4,3
2030,0,3.322,0,26.5,"APSIM","1_43",1,4,3
2031,0,0,3.447,26.7,"APSIM","1_43",1,4,3
2032,8.754,0,0,26.7,"APSIM","1_43",1,4,3
2033,0,2.12,0,26.7,"APSIM","1_43",1,4,3
2034,0,0,3.863,26.9,"APSIM","1_43",1,4,3
2035,6.746,0,0,26.9,"APSIM","1_43",1,4,3
2036,0,2.068,0,26.9,"APSIM","1_43",1,4,3
2037,0,0,3.766,27.2,"APSIM","1_43",1,4,3
2038,8.599,0,0,27.1,"APSIM","1_43",1,4,3
2039,0,2.917,0,27.2,"APSIM","1_43",1,4,3
2040,0,0,3.189,27.6,"APSIM","1_43",1,4,3
2041,9.746,0,0,27.5,"APSIM","1_43",1,4,3
2042,0,2.114,0,27.5,"APSIM","1_43",1,4,3
2043,0,0,3.834,27.8,"APSIM","1_43",1,4,3
2044,7.921,0,0,27.7,"APSIM","1_43",1,4,3
2045,0,2.152,0,27.7,"APSIM","1_43",1,4,3
2046,0,0,4.002,27.8,"APSIM","1_43",1,4,3
2047,8.304,0,0,27.9,"APSIM","1_43",1,4,3
2048,0,2.474,0,27.9,"APSIM","1_43",1,4,3
2049,0,0,2.833,28.5,"APSIM","1_43",1,4,3
2050,9.594,0,0,28.4,"APSIM","1_43",1,4,3
