"year","MaizeYld_Mgha","SoyYld_Mgha","WheatYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1989,7.138,0,0,21.7,"APSIM","5_61",5,6,1
1990,0,2.334,0,21.8,"APSIM","5_61",5,6,1
1991,7.822,0,0,22.2,"APSIM","5_61",5,6,1
1992,0,1.353,0,22.3,"APSIM","5_61",5,6,1
1993,7.54,0,0,22.6,"APSIM","5_61",5,6,1
1994,0,2.231,0,22.6,"APSIM","5_61",5,6,1
1995,0,0,3.999,23,"APSIM","5_61",5,6,1
1996,8.282,0,0,23.1,"APSIM","5_61",5,6,1
1997,0,1.617,0,23.3,"APSIM","5_61",5,6,1
1998,0,0,3.246,23.6,"APSIM","5_61",5,6,1
1999,7.851,0,0,23.4,"APSIM","5_61",5,6,1
2000,0,2.153,0,23.5,"APSIM","5_61",5,6,1
2001,0,0,4.427,23.8,"APSIM","5_61",5,6,1
2002,7.574,0,0,23.9,"APSIM","5_61",5,6,1
2003,0,2.132,0,23.9,"APSIM","5_61",5,6,1
2004,0,0,4.073,24.2,"APSIM","5_61",5,6,1
2005,6.268,0,0,24.1,"APSIM","5_61",5,6,1
2006,0,1.917,0,24.3,"APSIM","5_61",5,6,1
2007,0,0,3.403,24.5,"APSIM","5_61",5,6,1
2008,8.759,0,0,24.6,"APSIM","5_61",5,6,1
2009,0,2.634,0,24.6,"APSIM","5_61",5,6,1
2010,0,0,3.714,24.9,"APSIM","5_61",5,6,1
2011,9.267,0,0,24.8,"APSIM","5_61",5,6,1
2012,0,2.018,0,24.8,"APSIM","5_61",5,6,1
2013,0,0,2.96,25.1,"APSIM","5_61",5,6,1
2014,9.383,0,0,25,"APSIM","5_61",5,6,1
2015,0,3.213,0,25.1,"APSIM","5_61",5,6,1
2016,0,0,4.808,25.6,"APSIM","5_61",5,6,1
2017,9.17,0,0,25.6,"APSIM","5_61",5,6,1
2018,0,0.642,0,25.7,"APSIM","5_61",5,6,1
2019,0,0,5.187,25.9,"APSIM","5_61",5,6,1
2020,8.459,0,0,26,"APSIM","5_61",5,6,1
2021,0,3.661,0,26,"APSIM","5_61",5,6,1
2022,0,0,4.243,36.8,"APSIM","5_61",5,6,1
2023,6.625,0,0,36.8,"APSIM","5_61",5,6,1
2024,0,2.209,0,36.8,"APSIM","5_61",5,6,1
2025,0,0,4.51,37.1,"APSIM","5_61",5,6,1
2026,7.391,0,0,37.1,"APSIM","5_61",5,6,1
2027,0,2.399,0,37,"APSIM","5_61",5,6,1
2028,0,0,3.787,37.4,"APSIM","5_61",5,6,1
2029,6.539,0,0,37.2,"APSIM","5_61",5,6,1
2030,0,3.063,0,37.4,"APSIM","5_61",5,6,1
2031,0,0,4.189,37.6,"APSIM","5_61",5,6,1
2032,5.454,0,0,37.6,"APSIM","5_61",5,6,1
2033,0,3.244,0,37.7,"APSIM","5_61",5,6,1
2034,0,0,5.155,38,"APSIM","5_61",5,6,1
2035,8.965,0,0,37.8,"APSIM","5_61",5,6,1
2036,0,3.104,0,37.8,"APSIM","5_61",5,6,1
2037,0,0,4.528,38.1,"APSIM","5_61",5,6,1
2038,6.178,0,0,37.8,"APSIM","5_61",5,6,1
2039,0,2.349,0,38,"APSIM","5_61",5,6,1
2040,0,0,4.358,38.2,"APSIM","5_61",5,6,1
2041,1.901,0,0,37.9,"APSIM","5_61",5,6,1
2042,0,2.37,0,38.3,"APSIM","5_61",5,6,1
2043,0,0,4.321,38.6,"APSIM","5_61",5,6,1
2044,1.292,0,0,38.4,"APSIM","5_61",5,6,1
2045,0,2.583,0,38.4,"APSIM","5_61",5,6,1
2046,0,0,4.914,38.7,"APSIM","5_61",5,6,1
2047,6.075,0,0,38.4,"APSIM","5_61",5,6,1
2048,0,3.368,0,38.6,"APSIM","5_61",5,6,1
2049,0,0,3.853,39,"APSIM","5_61",5,6,1
2050,3.316,0,0,38.5,"APSIM","5_61",5,6,1
