"year","MaizeYld_Mgha","SoyYld_Mgha","WheatYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1989,7.109,0,0,21.7,"APSIM","4_43",4,4,3
1990,0,2.334,0,21.8,"APSIM","4_43",4,4,3
1991,7.813,0,0,22.2,"APSIM","4_43",4,4,3
1992,0,1.353,0,22.3,"APSIM","4_43",4,4,3
1993,7.51,0,0,22.6,"APSIM","4_43",4,4,3
1994,0,2.231,0,22.6,"APSIM","4_43",4,4,3
1995,0,0,3.981,23,"APSIM","4_43",4,4,3
1996,8.171,0,0,23.1,"APSIM","4_43",4,4,3
1997,0,1.617,0,23.3,"APSIM","4_43",4,4,3
1998,0,0,3.224,23.6,"APSIM","4_43",4,4,3
1999,7.809,0,0,23.4,"APSIM","4_43",4,4,3
2000,0,2.153,0,23.5,"APSIM","4_43",4,4,3
2001,0,0,4.427,23.8,"APSIM","4_43",4,4,3
2002,7.316,0,0,23.9,"APSIM","4_43",4,4,3
2003,0,2.132,0,24,"APSIM","4_43",4,4,3
2004,0,0,4.069,24.3,"APSIM","4_43",4,4,3
2005,6.066,0,0,24.2,"APSIM","4_43",4,4,3
2006,0,1.917,0,24.3,"APSIM","4_43",4,4,3
2007,0,0,3.404,24.6,"APSIM","4_43",4,4,3
2008,8.646,0,0,24.6,"APSIM","4_43",4,4,3
2009,0,2.634,0,24.6,"APSIM","4_43",4,4,3
2010,0,0,3.705,25,"APSIM","4_43",4,4,3
2011,9.123,0,0,24.9,"APSIM","4_43",4,4,3
2012,0,2.018,0,24.8,"APSIM","4_43",4,4,3
2013,0,0,2.949,25.1,"APSIM","4_43",4,4,3
2014,9.377,0,0,25.1,"APSIM","4_43",4,4,3
2015,0,3.213,0,25.1,"APSIM","4_43",4,4,3
2016,0,0,4.797,25.6,"APSIM","4_43",4,4,3
2017,8.858,0,0,25.6,"APSIM","4_43",4,4,3
2018,0,0.642,0,25.7,"APSIM","4_43",4,4,3
2019,0,0,5.182,26,"APSIM","4_43",4,4,3
2020,8.279,0,0,26,"APSIM","4_43",4,4,3
2021,0,3.661,0,26,"APSIM","4_43",4,4,3
2022,0,0,3.974,26,"APSIM","4_43",4,4,3
2023,7.863,0,0,26,"APSIM","4_43",4,4,3
2024,0,2.302,0,26,"APSIM","4_43",4,4,3
2025,0,0,3.665,26.2,"APSIM","4_43",4,4,3
2026,6.206,0,0,26.2,"APSIM","4_43",4,4,3
2027,0,3.085,0,26.3,"APSIM","4_43",4,4,3
2028,0,0,3.797,26.6,"APSIM","4_43",4,4,3
2029,7.7,0,0,26.6,"APSIM","4_43",4,4,3
2030,0,2.783,0,26.6,"APSIM","4_43",4,4,3
2031,0,0,3.18,26.9,"APSIM","4_43",4,4,3
2032,9.039,0,0,26.7,"APSIM","4_43",4,4,3
2033,0,3.223,0,26.8,"APSIM","4_43",4,4,3
2034,0,0,3.828,27,"APSIM","4_43",4,4,3
2035,6.459,0,0,26.9,"APSIM","4_43",4,4,3
2036,0,2.73,0,27,"APSIM","4_43",4,4,3
2037,0,0,4.568,27.4,"APSIM","4_43",4,4,3
2038,6.312,0,0,27.4,"APSIM","4_43",4,4,3
2039,0,2.918,0,27.4,"APSIM","4_43",4,4,3
2040,0,0,3.694,27.6,"APSIM","4_43",4,4,3
2041,7.24,0,0,27.6,"APSIM","4_43",4,4,3
2042,0,3.464,0,27.6,"APSIM","4_43",4,4,3
2043,0,0,2.938,27.9,"APSIM","4_43",4,4,3
2044,5.639,0,0,28,"APSIM","4_43",4,4,3
2045,0,1.874,0,28.1,"APSIM","4_43",4,4,3
2046,0,0,3.645,28.2,"APSIM","4_43",4,4,3
2047,4.841,0,0,28.1,"APSIM","4_43",4,4,3
2048,0,2.614,0,28.2,"APSIM","4_43",4,4,3
2049,0,0,4.231,28.7,"APSIM","4_43",4,4,3
2050,7.684,0,0,28.4,"APSIM","4_43",4,4,3
