"year","MaizeYld_Mgha","SoyYld_Mgha","WheatYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
"1850",NA,NA,NA,"68.5196","RothC","4_52","4","5","2"
"1851",NA,NA,NA,"67.1581","RothC","4_52","4","5","2"
"1852",NA,NA,NA,"65.3568","RothC","4_52","4","5","2"
"1853",NA,NA,NA,"63.8089","RothC","4_52","4","5","2"
"1854",NA,NA,NA,"62.4536","RothC","4_52","4","5","2"
"1855",NA,NA,NA,"61.1997","RothC","4_52","4","5","2"
"1856",NA,NA,NA,"60.0755","RothC","4_52","4","5","2"
"1857",NA,NA,NA,"59.0468","RothC","4_52","4","5","2"
"1858",NA,NA,NA,"58.1177","RothC","4_52","4","5","2"
"1859",NA,NA,NA,"57.2629","RothC","4_52","4","5","2"
"1860",NA,NA,NA,"56.4897","RothC","4_52","4","5","2"
"1861",NA,NA,NA,"55.7372","RothC","4_52","4","5","2"
"1862",NA,NA,NA,"55.0571","RothC","4_52","4","5","2"
"1863",NA,NA,NA,"54.4291","RothC","4_52","4","5","2"
"1864",NA,NA,NA,"53.819","RothC","4_52","4","5","2"
"1865",NA,NA,NA,"53.2459","RothC","4_52","4","5","2"
"1866",NA,NA,NA,"52.7132","RothC","4_52","4","5","2"
"1867",NA,NA,NA,"52.1961","RothC","4_52","4","5","2"
"1868",NA,NA,NA,"51.6982","RothC","4_52","4","5","2"
"1869",NA,NA,NA,"51.2211","RothC","4_52","4","5","2"
"1870",NA,NA,NA,"50.7466","RothC","4_52","4","5","2"
"1871",NA,NA,NA,"50.3122","RothC","4_52","4","5","2"
"1872",NA,NA,NA,"49.8962","RothC","4_52","4","5","2"
"1873",NA,NA,NA,"49.4915","RothC","4_52","4","5","2"
"1874",NA,NA,NA,"49.0664","RothC","4_52","4","5","2"
"1875",NA,NA,NA,"48.6502","RothC","4_52","4","5","2"
"1876",NA,NA,NA,"48.2548","RothC","4_52","4","5","2"
"1877",NA,NA,NA,"47.904","RothC","4_52","4","5","2"
"1878",NA,NA,NA,"47.577","RothC","4_52","4","5","2"
"1879",NA,NA,NA,"47.2385","RothC","4_52","4","5","2"
"1880",NA,NA,NA,"46.9051","RothC","4_52","4","5","2"
"1881",NA,NA,NA,"46.5412","RothC","4_52","4","5","2"
"1882",NA,NA,NA,"46.2151","RothC","4_52","4","5","2"
"1883",NA,NA,NA,"45.8582","RothC","4_52","4","5","2"
"1884",NA,NA,NA,"45.5229","RothC","4_52","4","5","2"
"1885",NA,NA,NA,"45.1881","RothC","4_52","4","5","2"
"1886",NA,NA,NA,"44.8477","RothC","4_52","4","5","2"
"1887",NA,NA,NA,"44.5381","RothC","4_52","4","5","2"
"1888",NA,NA,NA,"44.2144","RothC","4_52","4","5","2"
"1889",NA,NA,NA,"43.878","RothC","4_52","4","5","2"
"1890",NA,NA,NA,"43.5729","RothC","4_52","4","5","2"
"1891",NA,NA,NA,"43.2649","RothC","4_52","4","5","2"
"1892",NA,NA,NA,"42.9475","RothC","4_52","4","5","2"
"1893",NA,NA,NA,"42.6449","RothC","4_52","4","5","2"
"1894",NA,NA,NA,"42.3494","RothC","4_52","4","5","2"
"1895",NA,NA,NA,"42.045","RothC","4_52","4","5","2"
"1896",NA,NA,NA,"41.7419","RothC","4_52","4","5","2"
"1897",NA,NA,NA,"41.4362","RothC","4_52","4","5","2"
"1898",NA,NA,NA,"41.1293","RothC","4_52","4","5","2"
"1899",NA,NA,NA,"40.8363","RothC","4_52","4","5","2"
