"year","MaizeYld_Mgha","SoyYld_Mgha","WheatYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1989,7.109,0,0,21.7,"APSIM","4_1",4,1,""
1990,0,2.334,0,21.8,"APSIM","4_1",4,1,""
1991,7.813,0,0,22.2,"APSIM","4_1",4,1,""
1992,0,1.353,0,22.3,"APSIM","4_1",4,1,""
1993,7.51,0,0,22.6,"APSIM","4_1",4,1,""
1994,0,2.231,0,22.6,"APSIM","4_1",4,1,""
1995,0,0,3.981,23,"APSIM","4_1",4,1,""
1996,8.171,0,0,23.1,"APSIM","4_1",4,1,""
1997,0,1.617,0,23.3,"APSIM","4_1",4,1,""
1998,0,0,3.224,23.6,"APSIM","4_1",4,1,""
1999,7.809,0,0,23.4,"APSIM","4_1",4,1,""
2000,0,2.153,0,23.5,"APSIM","4_1",4,1,""
2001,0,0,4.427,23.8,"APSIM","4_1",4,1,""
2002,7.316,0,0,23.9,"APSIM","4_1",4,1,""
2003,0,2.132,0,24,"APSIM","4_1",4,1,""
2004,0,0,4.069,24.3,"APSIM","4_1",4,1,""
2005,6.066,0,0,24.2,"APSIM","4_1",4,1,""
2006,0,1.917,0,24.3,"APSIM","4_1",4,1,""
2007,0,0,3.404,24.6,"APSIM","4_1",4,1,""
2008,8.646,0,0,24.6,"APSIM","4_1",4,1,""
2009,0,2.634,0,24.6,"APSIM","4_1",4,1,""
2010,0,0,3.705,25,"APSIM","4_1",4,1,""
2011,9.123,0,0,24.9,"APSIM","4_1",4,1,""
2012,0,2.018,0,24.8,"APSIM","4_1",4,1,""
2013,0,0,2.949,25.1,"APSIM","4_1",4,1,""
2014,9.377,0,0,25.1,"APSIM","4_1",4,1,""
2015,0,3.213,0,25.1,"APSIM","4_1",4,1,""
2016,0,0,4.797,25.6,"APSIM","4_1",4,1,""
2017,8.858,0,0,25.6,"APSIM","4_1",4,1,""
2018,0,0.642,0,25.7,"APSIM","4_1",4,1,""
2019,0,0,5.182,26,"APSIM","4_1",4,1,""
2020,8.279,0,0,26,"APSIM","4_1",4,1,""
2021,0,3.661,0,26,"APSIM","4_1",4,1,""
2022,0,0,4.505,26,"APSIM","4_1",4,1,""
2023,8.145,0,0,26,"APSIM","4_1",4,1,""
2024,0,2.302,0,26.1,"APSIM","4_1",4,1,""
2025,0,0,4.345,26.3,"APSIM","4_1",4,1,""
2026,6.216,0,0,26.3,"APSIM","4_1",4,1,""
2027,0,3.085,0,26.5,"APSIM","4_1",4,1,""
2028,0,0,4.442,26.8,"APSIM","4_1",4,1,""
2029,8.063,0,0,26.8,"APSIM","4_1",4,1,""
2030,0,2.783,0,26.9,"APSIM","4_1",4,1,""
2031,0,0,3.571,27.1,"APSIM","4_1",4,1,""
2032,9.6,0,0,27,"APSIM","4_1",4,1,""
2033,0,3.223,0,27.1,"APSIM","4_1",4,1,""
2034,0,0,4.465,27.3,"APSIM","4_1",4,1,""
2035,6.822,0,0,27.3,"APSIM","4_1",4,1,""
2036,0,2.729,0,27.4,"APSIM","4_1",4,1,""
2037,0,0,5.034,27.7,"APSIM","4_1",4,1,""
2038,6.304,0,0,27.7,"APSIM","4_1",4,1,""
2039,0,2.918,0,27.8,"APSIM","4_1",4,1,""
2040,0,0,4.072,28,"APSIM","4_1",4,1,""
2041,7.348,0,0,28,"APSIM","4_1",4,1,""
2042,0,3.464,0,28.2,"APSIM","4_1",4,1,""
2043,0,0,3.463,28.4,"APSIM","4_1",4,1,""
2044,5.693,0,0,28.5,"APSIM","4_1",4,1,""
2045,0,1.874,0,28.6,"APSIM","4_1",4,1,""
2046,0,0,4.426,28.7,"APSIM","4_1",4,1,""
2047,4.839,0,0,28.7,"APSIM","4_1",4,1,""
2048,0,2.614,0,28.8,"APSIM","4_1",4,1,""
2049,0,0,4.762,29.2,"APSIM","4_1",4,1,""
2050,7.686,0,0,29,"APSIM","4_1",4,1,""
