"year","MaizeYld_Mgha","SoyYld_Mgha","WheatYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1989,7.121,0,0,21.7,"APSIM","1_64",1,6,4
1990,0,2.334,0,21.8,"APSIM","1_64",1,6,4
1991,7.822,0,0,22.2,"APSIM","1_64",1,6,4
1992,0,1.353,0,22.3,"APSIM","1_64",1,6,4
1993,7.511,0,0,22.6,"APSIM","1_64",1,6,4
1994,0,2.231,0,22.6,"APSIM","1_64",1,6,4
1995,0,0,3.986,23,"APSIM","1_64",1,6,4
1996,8.282,0,0,23.1,"APSIM","1_64",1,6,4
1997,0,1.617,0,23.3,"APSIM","1_64",1,6,4
1998,0,0,3.22,23.6,"APSIM","1_64",1,6,4
1999,7.853,0,0,23.4,"APSIM","1_64",1,6,4
2000,0,2.153,0,23.5,"APSIM","1_64",1,6,4
2001,0,0,4.375,23.8,"APSIM","1_64",1,6,4
2002,7.574,0,0,23.9,"APSIM","1_64",1,6,4
2003,0,2.132,0,23.9,"APSIM","1_64",1,6,4
2004,0,0,4.042,24.2,"APSIM","1_64",1,6,4
2005,6.268,0,0,24.1,"APSIM","1_64",1,6,4
2006,0,1.917,0,24.3,"APSIM","1_64",1,6,4
2007,0,0,3.376,24.5,"APSIM","1_64",1,6,4
2008,8.752,0,0,24.6,"APSIM","1_64",1,6,4
2009,0,2.634,0,24.6,"APSIM","1_64",1,6,4
2010,0,0,3.692,24.9,"APSIM","1_64",1,6,4
2011,9.258,0,0,24.8,"APSIM","1_64",1,6,4
2012,0,2.018,0,24.8,"APSIM","1_64",1,6,4
2013,0,0,2.916,25.1,"APSIM","1_64",1,6,4
2014,9.379,0,0,25,"APSIM","1_64",1,6,4
2015,0,3.213,0,25.1,"APSIM","1_64",1,6,4
2016,0,0,4.782,25.6,"APSIM","1_64",1,6,4
2017,9.153,0,0,25.6,"APSIM","1_64",1,6,4
2018,0,0.642,0,25.7,"APSIM","1_64",1,6,4
2019,0,0,5.17,25.9,"APSIM","1_64",1,6,4
2020,8.456,0,0,26,"APSIM","1_64",1,6,4
2021,0,3.661,0,26,"APSIM","1_64",1,6,4
2022,0,0,3.257,68.4,"APSIM","1_64",1,6,4
2023,8.992,0,0,68.3,"APSIM","1_64",1,6,4
2024,0,2.265,0,68.2,"APSIM","1_64",1,6,4
2025,0,0,4.365,68.2,"APSIM","1_64",1,6,4
2026,9.559,0,0,68.1,"APSIM","1_64",1,6,4
2027,0,2.047,0,68.1,"APSIM","1_64",1,6,4
2028,0,0,4.694,68.3,"APSIM","1_64",1,6,4
2029,7.909,0,0,68.2,"APSIM","1_64",1,6,4
2030,0,3.35,0,68.1,"APSIM","1_64",1,6,4
2031,0,0,3.851,68.2,"APSIM","1_64",1,6,4
2032,9.647,0,0,68.1,"APSIM","1_64",1,6,4
2033,0,2.161,0,67.9,"APSIM","1_64",1,6,4
2034,0,0,4.272,68,"APSIM","1_64",1,6,4
2035,7.855,0,0,67.9,"APSIM","1_64",1,6,4
2036,0,2.121,0,67.9,"APSIM","1_64",1,6,4
2037,0,0,4.21,68.1,"APSIM","1_64",1,6,4
2038,9.326,0,0,67.9,"APSIM","1_64",1,6,4
2039,0,2.932,0,67.9,"APSIM","1_64",1,6,4
2040,0,0,3.658,68.1,"APSIM","1_64",1,6,4
2041,10.42,0,0,68,"APSIM","1_64",1,6,4
2042,0,2.129,0,67.9,"APSIM","1_64",1,6,4
2043,0,0,4.434,68.1,"APSIM","1_64",1,6,4
2044,8.924,0,0,68,"APSIM","1_64",1,6,4
2045,0,2.186,0,67.9,"APSIM","1_64",1,6,4
2046,0,0,4.604,67.9,"APSIM","1_64",1,6,4
2047,9.254,0,0,67.9,"APSIM","1_64",1,6,4
2048,0,2.508,0,67.9,"APSIM","1_64",1,6,4
2049,0,0,3.068,68.4,"APSIM","1_64",1,6,4
2050,9.798,0,0,68.2,"APSIM","1_64",1,6,4
