"year","MaizeYld_Mgha","SoyYld_Mgha","WheatYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1989,7.91457,NA,NA,22.3,"LDNDC","1_1",1,1,""
1990,NA,1.63149,NA,22,"LDNDC","1_1",1,1,""
1991,5.75757,NA,NA,22.8,"LDNDC","1_1",1,1,""
1992,NA,1.78439,NA,22.3,"LDNDC","1_1",1,1,""
1993,6.23406,NA,NA,22.7,"LDNDC","1_1",1,1,""
1994,NA,2.0161,NA,22.6,"LDNDC","1_1",1,1,""
1995,NA,NA,5.52332,22.4,"LDNDC","1_1",1,1,""
1996,7.92278,NA,NA,22.7,"LDNDC","1_1",1,1,""
1997,NA,1.75862,NA,22.5,"LDNDC","1_1",1,1,""
1998,NA,NA,4.7028,22.3,"LDNDC","1_1",1,1,""
1999,4.81652,NA,NA,22.6,"LDNDC","1_1",1,1,""
2000,NA,1.93975,NA,22,"LDNDC","1_1",1,1,""
2001,NA,NA,4.74082,22.1,"LDNDC","1_1",1,1,""
2002,7.87426,NA,NA,22.5,"LDNDC","1_1",1,1,""
2003,NA,1.61308,NA,22.3,"LDNDC","1_1",1,1,""
2004,NA,NA,6.77861,22.2,"LDNDC","1_1",1,1,""
2005,6.04488,NA,NA,22.4,"LDNDC","1_1",1,1,""
2006,NA,1.70257,NA,21.9,"LDNDC","1_1",1,1,""
2007,NA,NA,4.90826,22,"LDNDC","1_1",1,1,""
2008,7.93378,NA,NA,22.5,"LDNDC","1_1",1,1,""
2009,NA,1.61018,NA,21.9,"LDNDC","1_1",1,1,""
2010,NA,NA,6.0559,21.9,"LDNDC","1_1",1,1,""
2011,7.95085,NA,NA,22.4,"LDNDC","1_1",1,1,""
2012,NA,1.13487,NA,21.9,"LDNDC","1_1",1,1,""
2013,NA,NA,5.81581,21.9,"LDNDC","1_1",1,1,""
2014,7.92071,NA,NA,22.7,"LDNDC","1_1",1,1,""
2015,NA,2.19768,NA,22.2,"LDNDC","1_1",1,1,""
2016,NA,NA,7.18194,22.1,"LDNDC","1_1",1,1,""
2017,6.37784,NA,NA,22.6,"LDNDC","1_1",1,1,""
2018,NA,1.85129,NA,22.2,"LDNDC","1_1",1,1,""
2019,NA,NA,6.56292,22.1,"LDNDC","1_1",1,1,""
2020,7.89874,NA,NA,22.3,"LDNDC","1_1",1,1,""
2021,NA,2.59972,NA,22,"LDNDC","1_1",1,1,""
2022,NA,NA,6.46808,22.1,"LDNDC","1_1",1,1,""
2023,7.93142,NA,NA,22.8,"LDNDC","1_1",1,1,""
2024,NA,1.37155,NA,22.4,"LDNDC","1_1",1,1,""
2025,NA,NA,4.71598,22.5,"LDNDC","1_1",1,1,""
2026,7.89486,NA,NA,22.9,"LDNDC","1_1",1,1,""
2027,NA,1.15783,NA,22.5,"LDNDC","1_1",1,1,""
2028,NA,NA,7.34383,22.5,"LDNDC","1_1",1,1,""
2029,7.87148,NA,NA,22.7,"LDNDC","1_1",1,1,""
2030,NA,2.261,NA,22.4,"LDNDC","1_1",1,1,""
2031,NA,NA,5.34211,22.3,"LDNDC","1_1",1,1,""
2032,7.92676,NA,NA,22.8,"LDNDC","1_1",1,1,""
2033,NA,1.37348,NA,22.5,"LDNDC","1_1",1,1,""
2034,NA,NA,6.74792,22.4,"LDNDC","1_1",1,1,""
2035,6.11045,NA,NA,22.2,"LDNDC","1_1",1,1,""
2036,NA,2.38448,NA,22,"LDNDC","1_1",1,1,""
2037,NA,NA,5.30834,22.1,"LDNDC","1_1",1,1,""
2038,7.57266,NA,NA,22.5,"LDNDC","1_1",1,1,""
2039,NA,2.38186,NA,22.2,"LDNDC","1_1",1,1,""
2040,NA,NA,5.25107,22.2,"LDNDC","1_1",1,1,""
2041,7.94381,NA,NA,22.8,"LDNDC","1_1",1,1,""
2042,NA,2.14601,NA,22.5,"LDNDC","1_1",1,1,""
2043,NA,NA,5.52066,22.2,"LDNDC","1_1",1,1,""
2044,7.86548,NA,NA,22.7,"LDNDC","1_1",1,1,""
2045,NA,1.34157,NA,22.2,"LDNDC","1_1",1,1,""
2046,NA,NA,5.29477,22.1,"LDNDC","1_1",1,1,""
2047,7.68152,NA,NA,22.4,"LDNDC","1_1",1,1,""
2048,NA,2.08387,NA,22.1,"LDNDC","1_1",1,1,""
2049,NA,NA,6.5325,21.9,"LDNDC","1_1",1,1,""
