"year","MaizeYld_Mgha","SoyYld_Mgha","WheatYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1989,7.138,0,0,21.7,"APSIM","5_63",5,6,3
1990,0,2.334,0,21.8,"APSIM","5_63",5,6,3
1991,7.822,0,0,22.2,"APSIM","5_63",5,6,3
1992,0,1.353,0,22.3,"APSIM","5_63",5,6,3
1993,7.54,0,0,22.6,"APSIM","5_63",5,6,3
1994,0,2.231,0,22.6,"APSIM","5_63",5,6,3
1995,0,0,3.999,23,"APSIM","5_63",5,6,3
1996,8.282,0,0,23.1,"APSIM","5_63",5,6,3
1997,0,1.617,0,23.3,"APSIM","5_63",5,6,3
1998,0,0,3.246,23.6,"APSIM","5_63",5,6,3
1999,7.851,0,0,23.4,"APSIM","5_63",5,6,3
2000,0,2.153,0,23.5,"APSIM","5_63",5,6,3
2001,0,0,4.427,23.8,"APSIM","5_63",5,6,3
2002,7.574,0,0,23.9,"APSIM","5_63",5,6,3
2003,0,2.132,0,23.9,"APSIM","5_63",5,6,3
2004,0,0,4.073,24.2,"APSIM","5_63",5,6,3
2005,6.268,0,0,24.1,"APSIM","5_63",5,6,3
2006,0,1.917,0,24.3,"APSIM","5_63",5,6,3
2007,0,0,3.403,24.5,"APSIM","5_63",5,6,3
2008,8.759,0,0,24.6,"APSIM","5_63",5,6,3
2009,0,2.634,0,24.6,"APSIM","5_63",5,6,3
2010,0,0,3.714,24.9,"APSIM","5_63",5,6,3
2011,9.267,0,0,24.8,"APSIM","5_63",5,6,3
2012,0,2.018,0,24.8,"APSIM","5_63",5,6,3
2013,0,0,2.96,25.1,"APSIM","5_63",5,6,3
2014,9.383,0,0,25,"APSIM","5_63",5,6,3
2015,0,3.213,0,25.1,"APSIM","5_63",5,6,3
2016,0,0,4.808,25.6,"APSIM","5_63",5,6,3
2017,9.17,0,0,25.6,"APSIM","5_63",5,6,3
2018,0,0.642,0,25.7,"APSIM","5_63",5,6,3
2019,0,0,5.187,25.9,"APSIM","5_63",5,6,3
2020,8.459,0,0,26,"APSIM","5_63",5,6,3
2021,0,3.661,0,26,"APSIM","5_63",5,6,3
2022,0,0,4.202,58.3,"APSIM","5_63",5,6,3
2023,6.67,0,0,58.2,"APSIM","5_63",5,6,3
2024,0,2.227,0,58.1,"APSIM","5_63",5,6,3
2025,0,0,4.529,58.4,"APSIM","5_63",5,6,3
2026,7.425,0,0,58.2,"APSIM","5_63",5,6,3
2027,0,2.42,0,58.2,"APSIM","5_63",5,6,3
2028,0,0,3.808,58.4,"APSIM","5_63",5,6,3
2029,6.569,0,0,58.2,"APSIM","5_63",5,6,3
2030,0,3.084,0,58.3,"APSIM","5_63",5,6,3
2031,0,0,4.17,58.5,"APSIM","5_63",5,6,3
2032,5.564,0,0,58.4,"APSIM","5_63",5,6,3
2033,0,3.26,0,58.3,"APSIM","5_63",5,6,3
2034,0,0,5.155,58.6,"APSIM","5_63",5,6,3
2035,8.988,0,0,58.3,"APSIM","5_63",5,6,3
2036,0,3.128,0,58.3,"APSIM","5_63",5,6,3
2037,0,0,4.497,58.5,"APSIM","5_63",5,6,3
2038,6.216,0,0,58.1,"APSIM","5_63",5,6,3
2039,0,2.37,0,58.2,"APSIM","5_63",5,6,3
2040,0,0,4.363,58.4,"APSIM","5_63",5,6,3
2041,1.965,0,0,58.1,"APSIM","5_63",5,6,3
2042,0,2.384,0,58.3,"APSIM","5_63",5,6,3
2043,0,0,4.328,58.6,"APSIM","5_63",5,6,3
2044,1.333,0,0,58.4,"APSIM","5_63",5,6,3
2045,0,2.606,0,58.4,"APSIM","5_63",5,6,3
2046,0,0,4.923,58.6,"APSIM","5_63",5,6,3
2047,6.104,0,0,58.2,"APSIM","5_63",5,6,3
2048,0,3.395,0,58.3,"APSIM","5_63",5,6,3
2049,0,0,3.892,58.7,"APSIM","5_63",5,6,3
2050,3.408,0,0,58.2,"APSIM","5_63",5,6,3
