"Model","Climate_Scenario","Mgmt_Scenario","Scenario_Name","Scenario_Abbrev","SW_20cm_first","SW_20cm_change","SW_40cm_first","SW_40cm_change","SW_60cm_first","SW_60cm_change","DW_20cm_first","DW_20cm_change","DW_40cm_first","DW_40cm_change","DW_60cm_first","DW_60cm_change","DW_0to60cm_first","DW_0to60cm_change","SW_25cm_first","SW_25cm_change","DW_25cm_first","DW_25cm_change","SoilT_20cm_first","SoilT_20cm_change","SoilT_40cm_first","SoilT_40cm_change","SoilT_60cm_first","SoilT_60cm_change","SoilT_25cm_first","SoilT_25cm_change","NO3_20cm_first","NO3_20cm_change","NO3_40cm_first","NO3_40cm_change","NO3_60cm_first","NO3_60cm_change","NO3_0to60cm_first","NO3_0to60cm_change","N2O_20cm_first","N2O_20cm_change","N2O_40cm_first","N2O_40cm_change","N2O_60cm_first","N2O_60cm_change","N2O_0to60cm_first","N2O_0to60cm_change","N2O_profile_first","N2O_profile_change","BC_25cm_first","BC_25cm_change","BN_25cm_first","BN_25cm_change","HC_25cm_first","HC_25cm_change","HN_25cm_first","HN_25cm_change","CinB_25cm_first","CinB_25cm_change","CinH_25cm_first","CinH_25cm_change","CinBtoH_25cm_first","CinBtoH_25cm_change","SOC_25cm_first","SOC_25cm_change","DW_2cm_first","DW_2cm_change","DW_5cm_first","DW_5cm_change","DW_10cm_first","DW_10cm_change","WFPS_2cm_first","WFPS_2cm_change","WFPS_5cm_first","WFPS_5cm_change","WFPS_10cm_first","WFPS_10cm_change","WFPS_20cm_first","WFPS_20cm_change","WFPS_40cm_first","WFPS_40cm_change","WFPS_60cm_first","WFPS_60cm_change","SoilT_2cm_first","SoilT_2cm_change","SoilT_5cm_first","SoilT_5cm_change","SoilT_10cm_first","SoilT_10cm_change","SoilT_15cm_first","SoilT_15cm_change","NO3_2cm_first","NO3_2cm_change","NO3_5cm_first","NO3_5cm_change","NO3_10cm_first","NO3_10cm_change","CH4_first","CH4_change","CI_first","CI_change"
"Daycent",2,41,"2_41","RF05-CR",NA,NA,NA,NA,NA,NA,"2.45723879898513","-0.0230208123419278","4.82373406831163","-0.0921898669942385","4.69516994326504","-0.140358322208002","14.4915300211525","-0.260861046238661","0.00247142381068438","-2.0544129536869e-05","6.17855952671532","-0.0513603238465405","0.12456253597289","0.00300128757080276","0.121851955136641","0.00524459803483722","0.118331256422339","0.00689777794076002","0.124774825311795","0.00216428442171718","0.0103096487988573","-0.00419189639827454","0.00903036440391675","-0.00414449752837675","0.00701334485256818","-0.00152320851480194","0.0394108856818776","-0.0123152692663725",NA,NA,NA,NA,NA,NA,NA,NA,"0.0229092224282195","-0.00102185101203606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.7344827586208","1.53103448275852","0.483544850679146","-0.00667728920174632","0.783783108864277","-0.00778574862301262","1.2480592511257","0.00917099305186597","0.427515583615517","-0.0232329234391886","0.459839611573131","-0.0200968041112001","0.437042259590966","-0.00817034677045536","0.42602054943227","-0.00884427136876798","0.438595320700012","-0.00522950458818844","0.585524019032131","-0.00748709008466275","0.127342785971838","-0.00200181061417332","0.126678123938513","-0.000760232015998952","0.125946199308516","0.000840815129209249","0.125817390060959","0.000861500089593181","0.000767678223600966","-0.0002071980477951","0.00215633691111009","-0.00042761329724857","0.0101335124918369","-0.00182085547988829","-0.500482083804997","0.116601252202129","0.257367541418796","0.150410432126717"
"APSIM",2,42,"2_42","RF15-CR","0.238006458869549","0.006809967457134","0.239333529267318","0.00611579645025792","0.237532079376933","0.00639543339086127","4.76012917738679","0.136199349146858","4.78667058534953","0.122315929001994","4.75064158755097","0.127908667804913","14.2974413502457","0.386423945995334","0.238273630151645","-0.483230740180984","0.0595699882958091","0.00166015558358541","15.187045228884","0.577816641934719","15.2460082193821","0.597390660927887","15.3040482774112","0.60795329412479","15.1993386746671","0.579400445221431","0.00716395138205425","-0.000266365755052669","0.00401213820660357","-0.000405054358836577","0.00367805610492302","-0.000772936227976403","0.0148541456936008","-0.00144435634188558","0.000286104390140371","0.000401433591320338","0.000185522060326887","0.000165526876324832","0.000204537053554725","8.94360892648931e-05","0.000676163504021743","0.000656396556910303","2.93642893147202e-06","8.75725407449716e-07","1151.01587705782","-105.357617975124","143.875004848789","-13.1644545617222","25199.6568098975","2444.39242719794","2099.972981308","203.693694675425","1.29777909576638","-0.0191042640428674","0.141819413892389","-0.00121813292048759","0.427970504127551","-0.00571442215270729","26.1971889291999","2.26295709490126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Daycent",2,42,"2_42","RF15-CR",NA,NA,NA,NA,NA,NA,"2.45834884993466","-0.0235714791765771","4.82537939583045","-0.0931576234281666","4.69591401939321","-0.14064760615989","14.4960249400242","-0.263626242209236","0.00247243054953024","-2.12441674182638e-05","6.18107637382906","-0.053110418549128","0.124799863573425","0.00323697980173934","0.122050321387305","0.00550336024649305","0.11848852476036","0.00716994821337016","0.125015564618196","0.00239447499319576","0.00906199236801582","-0.00388903053644675","0.00798006173088589","-0.0036806024134369","0.00649107928663482","-0.00160632982402442","0.0353312852254887","-0.0119505399154116",NA,NA,NA,NA,NA,NA,NA,NA,"0.0212845952950866","-0.0012220863605718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.7337931034483","1.14620689655166","0.483643972509855","-0.0069360603796696","0.784030258976721","-0.008027552726669","1.24870844346782","0.00871407957323189","0.427604269314962","-0.023464529565571","0.45999668873055","-0.0202611708704472","0.437291969166329","-0.00837060625730335","0.426235916789865","-0.00897679061792578","0.438763556696934","-0.0053460728902136","0.585630041205054","-0.00754047141485048","0.127629970969456","-0.00181741928010257","0.12695143089032","-0.000559187309296993","0.126206165145176","0.00105532454347756","0.126075866735136","0.00107706184692677","0.000689107722325462","-0.000199492235141999","0.00193851715266282","-0.000451128286324709","0.00917052696495868","-0.00212395662003165","-0.500568756251409","0.116290835765527","0.245955401810486","0.13569578505288"
"APSIM",2,43,"2_43","RF25-CR","0.238904280366006","0.00627943020441812","0.240256806139178","0.00579114602982814","0.238701377462702","0.00592806078429658","4.77808560731526","0.125588604093226","4.80513612278569","0.115822920594439","4.77402754926545","0.118561215674521","14.3572492793276","0.359972740401002","0.239151381248776","-0.484556268881919","0.0597950037716185","0.00153921262292235","15.187234729775","0.577664226256227","15.2465835508662","0.596863109742786","15.3045369733455","0.607901128841347","15.1995553410774","0.579137051978146","0.00642995427956393","-0.000369783936782128","0.00354488710158764","-0.000435582360284669","0.00326508325911164","-0.000740665007647054","0.0132399246402707","-0.00154603130472134","0.000262206843400719","0.000349878231627452","0.000174000198714401","0.000148982230969683","0.00019016823852329","7.92330093580136e-05","0.000626375280638088","0.000578093471955471","2.66491978219932e-06","7.76455941644135e-07","1106.06212296029","-96.9607876506682","138.25592205773","-12.1189296518829","25189.1606210152","2253.38815175301","2099.0977297477","187.776774271676","1.21768113839953","-0.0019408266505907","0.133716891220909","-0.000307649511098795","0.413334264875289","-0.00484073518872319","26.1385275264364","2.08712988966988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Daycent",2,43,"2_43","RF25-CR",NA,NA,NA,NA,NA,NA,"2.45883124161265","-0.0232101696237783","4.82607106546702","-0.0928368466105516","4.69639943728586","-0.140897441671852","14.4979551435631","-0.263128394279889","0.00247280096289378","-2.10413270830311e-05","6.18200240723678","-0.0526033177099077","0.125073395801215","0.0034926154972878","0.122278110820942","0.0057894354577667","0.118667263559445","0.00747253481464524","0.125293917656203","0.00264298039759034","0.00796788347186261","-0.00345967802248101","0.00707276589886046","-0.00320407238986247","0.0060052669162653","-0.00158634064824301","0.0316586558176173","-0.0110981070298044",NA,NA,NA,NA,NA,NA,NA,NA,"0.0195726521942368","-0.00128909101989279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.7475862068966","0.691034482758585","0.483621739926835","-0.00708829138985972","0.784099233742538","-0.00802362035610371","1.2489324256067","0.00892797529378186","0.42757697313476","-0.0235846515853108","0.460043181395423","-0.0202699337472173","0.437382900855019","-0.0083159858276951","0.426333064183598","-0.00893509258134817","0.438837038080437","-0.00533120013653238","0.585698843585237","-0.00758431732334175","0.127951157892937","-0.00160620551387936","0.127264207705902","-0.000342123870968852","0.126504187645098","0.00128886791224039","0.126371767458235","0.00131286614093537","0.000613888791076572","-0.000184424228561707","0.00173366980393578","-0.000448587807679302","0.00826518093561541","-0.00221500393297573","-0.50077250577756","0.116106378624532","0.231299749718341","0.123945415268892"
"APSIM",2,44,"2_44","RF35-CR","0.2400046224163","0.00569506030326394","0.241464055204617","0.00522332463608652","0.240019843128623","0.00543803277586088","4.80009244832178","0.113901206069496","4.82928110409388","0.104466492720181","4.80039686257858","0.10876065551109","14.4297704149608","0.327128354334183","0.240280058861259","-0.486193353474101","0.0600810782395714","0.00137843075649363","15.1876747095915","0.577180792303206","15.2469079595774","0.596742993226444","15.3058817200467","0.606741091631646","15.1999072308137","0.578867562535828","0.00580487059050896","-0.000526036498252292","0.0031736888412145","-0.000490391277597983","0.00295169141189259","-0.00072726877544254","0.0119302508436237","-0.00174369655130043","0.000246533425674572","0.000293443722668845","0.000167155115010391","0.000132039845507627","0.000182273629402947","6.68707925532956e-05","0.00059596217008792","0.000492354360729758","2.48595127008416e-06","6.37438094272629e-07","1064.46934733417","-93.5736172511978","133.054683470599","-11.6921605590502","25182.1883235875","2061.26247661615","2098.51713976807","171.769076772089","1.15320976657936","-0.0126884153364606","0.125644400352363","-0.000288045417522115","0.400933150308229","-0.00673318128119932","26.0866720534494","1.90540147572204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Daycent",2,44,"2_44","RF35-CR",NA,NA,NA,NA,NA,NA,"2.45939640042898","-0.022775460333345","4.82712688470938","-0.0926044128115215","4.69706364074672","-0.140828020720314","14.5005297618859","-0.26238643808002","0.00247324838306603","-2.08420431235816e-05","6.18312095766504","-0.0521051078089219","0.125382527239359","0.0038434802645273","0.122536790733949","0.00617120705174018","0.118868246978071","0.00787056797746739","0.125609025845516","0.00298530933614261","0.00702639100855384","-0.0030925526805507","0.00628636205008731","-0.00282607720742829","0.00554110329288295","-0.00155523928063238","0.0283462737682389","-0.0102944463797209",NA,NA,NA,NA,NA,NA,NA,NA,"0.0178421559609946","-0.00140391445219813",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.7675862068966","0.202758620689639","0.483613711226567","-0.00729236723745508","0.784159868061071","-0.00804478860105728","1.24916925679224","0.00915861154465758","0.427562741606659","-0.0237531859797817","0.460081253022065","-0.0202867624881482","0.43747801059437","-0.0082556529507456","0.426446564127722","-0.00888466824144402","0.438946217896677","-0.00533003375626434","0.585793186261927","-0.00759252868941585","0.12832000788123","-0.00131237225790795","0.127621066224188","-3.68265571391024e-05","0.126843464200587","0.00161312824538823","0.126708873354957","0.00163661507253193","0.000544495197002374","-0.00017006225567014","0.00154056788446984","-0.0004359544169781","0.00740735433523891","-0.00221456053845762","-0.501032005420845","0.115855740448793","0.214980973637134","0.109442204354191"
"APSIM",2,51,"2_51","RR50-CR","0.237088242912704","0.0075531214252573","0.238262477315677","0.00677376138068625","0.236404593731927","0.00684526872926042","4.74176485824985","0.151062428509379","4.7652495463178","0.135475227609463","4.72809187464749","0.136905374576264","14.235106279176","0.42344303073423","0.237412222751024","-0.482020392748996","0.059337069672503","0.00182194260363815","15.1866075912915","0.577936630110525","15.2451018001058","0.598183862018423","15.3030501691581","0.608344525736729","15.1989214165627","0.579555203122595","0.00875195791204713","-0.000158447546155391","0.00499208085526558","-0.000350947964323808","0.00458088235639081","-0.000813973927293674","0.0183249211237293","-0.0013233694377986","0.000339060188524115","0.000502648127483178","0.000216767213848479","0.000213198955988639","0.000244662736328962","0.000120793485045639","0.000800490138702072","0.00083664056851694","3.58950905168315e-06","1.1110247591751e-06","1345.60992559203","-127.112935586424","168.201050806955","-15.8886905489555","26044.2027463695","2985.06249253789","2170.35127452783","248.75382367552","1.60423535051041","-0.0581308218685364","0.17696027032076","-0.00758368263516826","0.496911547783565","-0.00231535387608572","27.2450201415222","2.76364135036938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Daycent",2,51,"2_51","RR50-CR",NA,NA,NA,NA,NA,NA,"2.44510976082241","-0.0330739525907799","4.78908956818231","-0.0588844388812069","4.68940536113817","-0.133995900674962","14.4416864711559","-0.261828486725181","0.00246418557357686","-3.34677027801606e-05","6.16046393394259","-0.0836692569508468","0.122959210587176","0.00127661281363022","0.120487711645045","0.00339449740475237","0.117257889385645","0.00496749162146419","0.123143436917387","0.000488201693928519","0.0107893767055013","-0.00385080884026788","0.00941089328087582","-0.00383169618260252","0.00710402304294862","-0.000896738859314843","0.0407258678256481","-0.010414074061346",NA,NA,NA,NA,NA,NA,NA,NA,"0.0233470718391679","0.000491369350369569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.6055172413797","4.56827586206865","0.485033918093986","-0.0120945953372872","0.785354299091581","-0.0182625089260295","1.24769356390953","-0.00551709039694215","0.428809643985078","-0.0279926993570795","0.460654857233287","-0.0260789713827481","0.436717604925828","-0.0130110761521096","0.423576827610447","-0.0100641263747029","0.43508921988716","-0.0016201544401967","0.584721885048578","-0.006555563124088","0.125466879798474","-0.00345386911344063","0.124859665481186","-0.00227252205002246","0.124206917560536","-0.000762022432276549","0.124089226534481","-0.000743086754833769","0.000795060479145924","-0.000195510341468329","0.00223301675163426","-0.000375145552541845","0.0103934975655291","-0.00126417428513751","-0.498354281585226","0.115361131146428","0.263608097686218","0.184126164323728"
"APSIM",2,52,"2_52","RR25-CR","0.237578985887575","0.00750252671423157","0.238685032696976","0.00669904336733484","0.236701716603953","0.00688168763780367","4.75157971774723","0.1500505342889","4.773700653944","0.13398086734222","4.73403433208724","0.137633752747894","14.2593147037379","0.42166515441961","0.237904055555243","-0.482904078549679","0.0594543684883144","0.00181422374846454","15.1865060628354","0.577969747445733","15.2451173240238","0.598001756780583","15.3029371060517","0.608155244095155","15.1988160004426","0.579671624486656","0.0093873663648781","-0.000398505388382483","0.00536993312254286","-0.000490187242076282","0.00490181929302127","-0.000917932392705469","0.0196591187804827","-0.00180662502320471","0.000364371751367024","0.00054009713170659","0.000238593877939718","0.000231090189739645","0.000270211760038616","0.000132452235209343","0.000873177389345739","0.000903639556655197","3.90129786923122e-06","1.15568711652507e-06","1526.76381752123","-120.985187912345","190.845258740667","-15.1208092114223","27390.5214259334","3353.35144098774","2282.54369532542","279.446347073108","1.84585195882585","-0.0101706850239325","0.202802016409087","6.0619750059554e-05","0.568160085764707","0.00624497197378682","28.7784774228141","3.12559126538462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Daycent",2,52,"2_52","RR25-CR",NA,NA,NA,NA,NA,NA,"2.43532681245341","-0.0393698793440178","4.79294510664119","-0.083599440229432","4.69356379407095","-0.138745731766534","14.4348449153943","-0.286503192124057","0.00245862891656281","-3.40231520999869e-05","6.14657229141195","-0.0850578802548823","0.120072119187579","-0.00165923082225004","0.118080456584983","0.000130703144208849","0.115375925841526","0.00152686810543996","0.12020384155744","-0.00235853281275207","0.0104543197137799","-0.0037647568659268","0.00912105814204774","-0.00370327548650996","0.00685177506034405","-0.000930444749086223","0.0395507146878042","-0.0102852368001153",NA,NA,NA,NA,NA,NA,NA,NA,"0.0231615129154295","0.000562189803571679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.2627586206902","7.21931034482707","0.483524138459878","-0.00326465001475301","0.781989530724199","-0.0118100553344729","1.24749553313168","-0.00971343552178894","0.427599882297924","-0.0204006899098282","0.458584823437994","-0.0221016079748851","0.436588987016254","-0.0143874160107177","0.421615882176183","-0.0107455968508438","0.435412371288096","-0.00387161256268109","0.585298131660738","-0.007242642317693","0.122042161875993","-0.00582741287576967","0.121551191721411","-0.00475480036124458","0.121048307304675","-0.00342507004744276","0.12095571505859","-0.00342149431649617","0.000783548460942499","-0.00019877386664712","0.00219093399808094","-0.000390750616835316","0.0101490793126207","-0.00129723521512147","-0.494227616360596","0.119443525772358","0.266692670984268","0.215371986868628"
"APSIM",2,53,"2_53","RR00-CR","0.238339307073878","0.00744714113922978","0.239289593317137","0.00682489191551561","0.237153359946721","0.00711699611837663","4.76678614147548","0.148942822786678","4.78579186634868","0.136497838304371","4.74306719894458","0.14233992235738","14.2956452067223","0.427780583494844","0.238577971672365","-0.484399546827593","0.0596261306684765","0.00183687197117784","15.1863870639555","0.578094452154268","15.2449337589069","0.598142300911984","15.3024209237439","0.608564496928066","15.1987645410339","0.579661250252794","0.0105199398069681","-0.000940955897939615","0.00608026284349735","-0.000845948647737914","0.00550287900497263","-0.00118617719425171","0.0221030816554793","-0.00297308173997044","0.000426816368465742","0.000603638788747751","0.000288108305504597","0.000258201817993706","0.000321710571066226","0.000151322060284409","0.00103663524503641","0.00101316266702603","4.53101012990558e-06","1.18924956647375e-06","1812.02492972397","-130.002757861795","226.501793529531","-16.2492205564207","29706.1239074991","3820.59444805813","2475.50769445392","318.386145271174","2.15937686362026","0.102979656446722","0.237741243719096","0.0110545216255727","0.682353299774347","0.0113838460685581","31.386695717502","3.5685413342589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Daycent",2,53,"2_53","RR00-CR",NA,NA,NA,NA,NA,NA,"2.4000235258022","-0.0495848812862425","4.78071520217226","-0.0924122424016742","4.70299883669465","-0.123315917403863","14.3842406775213","-0.371156375598639","0.00243828217571055","-7.14125105889516e-05","6.09570543927929","-0.178531276475289","0.11678177440679","-0.00441283129096055","0.115286512613586","-0.00300374652625097","0.113163367457087","-0.00182290183259272","0.11686137417105","-0.00497626042666641","0.00998862515751222","-0.00418698800265385","0.00881358210812923","-0.00432050969359922","0.00690212904073138","-0.00256087849233868","0.0384907232347688","-0.0135754232217713",NA,NA,NA,NA,NA,NA,NA,NA,"0.0223694487658344","0.00071694744567722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24.7200000000006","7.59448275862017","0.486662603790586","-0.0191684493446023","0.779042939159549","-0.0429573577408185","1.23479757000904","-0.043717527528353","0.430192376921467","-0.0341532554006299","0.456017579658891","-0.0389458570792818","0.431180148372231","-0.0247196962333655","0.414617178038184","-0.011136159493253","0.434107150809549","-0.00440351888171181","0.586728293541089","-0.00562489979501568","0.118169105124871","-0.00778311206255948","0.117833892049956","-0.00686882261959326","0.117490328283567","-0.0058161928208845","0.117413223511923","-0.00582182089089936","0.000763922997590075","-0.000190945356917696","0.00213234601784143","-0.000382487939564957","0.0098901179129754","-0.00193361373670786","-0.484887335071309","0.121704428450537","0.27435007185604","0.240852120510007"
"APSIM",2,61,"2_61","BC19-CR","0.241739028017068","0.0084007204002729","0.241033201505309","0.00676101390742245","0.237198189471505","0.00659871169135018","4.83478056035065","0.168014407996176","4.82066403011577","0.135220278138874","4.74396378943925","0.131974233817856","14.3994083798569","0.435208920001658","0.241507844096711","-0.491117824772828","0.0603965714600656","0.00200312785025106","15.1868892196569","0.577637723832863","15.2453655997632","0.597467440952554","15.3030049717215","0.607566340548475","15.1991666655909","0.579366819869344","0.00810343291955404","0.000232541260582022","0.00444759831136492","2.95767911581745e-05","0.00413010143325611","-0.000537676431480733","0.0166811326641991","-0.000275558379764548","0.000284787804670806","0.000472467442017781","0.000182083679319167","0.000210932716890152","0.000213917302168361","0.000128219021040576","0.000680788786158342","0.000811619179948501","3.10140371700437e-06","1.29040971100829e-06","1205.87250850503","-100.901951488618","150.734023461621","-12.6136898615522","25368.3131346005","3046.33497039857","2114.01560309331","253.870601777162","1.3762297317397","-0.00920040003715417","0.150989883731825","-0.00126224480478979","0.443500455556742","0.00146680036641067","36.9205523508376","1.55092886022633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"APSIM",2,62,"2_62","BC38-CR","0.24588450504354","0.00810070290316592","0.243609766025024","0.00667963713353417","0.237659771223564","0.00662154516618593","4.9176901008864","0.162014058047716","4.87219532051753","0.133592742653645","4.75319542448025","0.132430903314745","14.5430808458351","0.428037704065181","0.245427694369778","-0.498581948639899","0.0613497592321986","0.00195547587093622","15.1869372726805","0.577636028661674","15.2456292176028","0.597204555726345","15.3031129439675","0.607671393035575","15.1991993176899","0.579377044372102","0.00791983522507403","0.000450246468274731","0.00422319635920876","0.00026582404894141","0.00395506905388668","-0.000371354119866811","0.0160981006381845","0.000344716397334289","0.000254762316140684","0.000469769174365074","0.000164823029472809","0.000217920028667392","0.000200517124544455","0.000140827533388176","0.000620102470157827","0.000828516736420764","2.91284008359116e-06","1.43323127541637e-06","1202.1015017692","-85.648788092871","150.260933320608","-10.7049859768506","25425.2357849377","3488.51688366821","2118.75371520286","290.724735378303","1.35741772162816","0.0202098739623873","0.148373812097009","0.0028936144769442","0.440820456716174","0.00901713037391494","47.7005629960304","0.559794159388616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"APSIM",2,63,"2_63","BC57-CR","0.249354184687275","0.00814774844961041","0.246091498282435","0.00665386144038196","0.238119216097293","0.00649004212573109","4.98708369376274","0.162954968974979","4.92182996567151","0.133077228784843","4.76238432195449","0.129800842505998","14.6712979813353","0.425833040319265","0.248714794448434","-0.505302114803066","0.0621966027378584","0.00192827299860521","15.1870715441439","0.577556307487027","15.2456308699942","0.597371190521123","15.3035622712891","0.607188146247109","15.1993504820429","0.579188008717816","0.00779619376843677","0.000558783157983602","0.00406690787294014","0.000375587577370062","0.00383734826344958","-0.00030602205561068","0.0157004499048454","0.000628348679724059","0.000233514380292301","0.000463477281711308","0.000152339810063545","0.000220613053588647","0.000191130821442321","0.000145831257417258","0.000576985011798181","0.000829921592717199","2.7811298092592e-06","1.49041900685889e-06","1199.64769066695","-73.9297185700607","149.953731745787","-9.2389872829545","25439.662670397","3910.68975079408","2119.94970707032","325.909809801338","1.34410943511801","0.0404253895809623","0.14668464082932","0.00551667000326236","0.439057348978596","0.0143371524956147","58.321494102361","-0.333048458094368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"APSIM",2,64,"2_64","BC76-CR","0.252506292453586","0.00784806463909588","0.248584278029558","0.00656822641745852","0.238475615416808","0.00647210753510408","5.0501258490879","0.156961292765742","4.97168556061793","0.131364528322408","4.76951230834401","0.129442150694239","14.7913237180018","0.417767971830447","0.251741959540363","-0.511121601207907","0.0629196259757252","0.00191627108481582","15.1870833568668","0.577627092917178","15.2457442325636","0.597371051485093","15.3036530458363","0.607422005008166","15.1993979521844","0.579149714960518","0.00770483482614312","0.000614461767642943","0.00397075095976802","0.000399170285892976","0.00375967302659493","-0.000295120222386028","0.0154352588125252","0.000718511831130753","0.000217530894896269","0.000458308678485286","0.000143851196908251","0.000219520038207398","0.000185245647420468","0.000145922980083358","0.000546627739224782","0.000823751696776248","2.69408450706688e-06","1.4981546263509e-06","1197.79064510373","-64.7533729117417","149.723177937954","-8.09436380673964","25445.8256306709","4264.26326844429","2120.46076381405","355.373171196779","1.33458231088138","0.0534184598065559","0.146041368808805","0.00616122008661549","0.438186278299877","0.0177692485358066","68.4618441201059","-1.06945998794077",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"APSIM",2,65,"2_65","BC96-CR","0.2553195665104","0.00773511169155899","0.250629967332274","0.0067140079329856","0.238763506824961","0.00649677789107581","5.10639133022401","0.154702233815174","5.01259934667161","0.134280158633585","4.77527013650629","0.129935557814453","14.8942608133483","0.418917950316839","0.254360389976444","-0.516236782476707","0.0635835937533477","0.00190898318817409","15.1870466513303","0.577757150516248","15.2457587725337","0.597436382420947","15.3037743762455","0.607462576818515","15.1995059832531","0.578971417173545","0.00763243764121805","0.000643999339909827","0.00389448992350895","0.000401201421855925","0.0036950700517383","-0.000296635571763351","0.0152219976164896","0.000748565189978101","0.000205489486302098","0.000452091269087584","0.00013680878618449","0.00021750214062176","0.000180625833681806","0.00014462824200176","0.00052292410616815","0.000814221651711348","2.62364170476262e-06","1.49332610709113e-06","1196.05060158512","-56.7243621582834","149.502939749114","-7.08599656766972","25453.3604955137","4575.83675540788","2121.08700189716","381.334139145842","1.32626518595161","0.0630474226569941","0.145012763516535","0.00742537931163906","0.436843610455491","0.0213986929859307","78.8181741806359","-1.72204671384628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"APSIM",3,1,"3_1","CR","0.240551843469163","-0.000242659748111884","0.241605199865498","-0.000276109700785121","0.240401824025557","-0.000964146540596372","4.81103686937674","-0.00485319495570646","4.83210399731137","-0.00552219401711707","4.80803648052095","-0.0192829308217357","14.4511773471712","-0.0296583197567131","0.240876806720728","-0.481295317220308","0.0601991632378039","-8.216333363191e-05","14.9982161611717","1.48848081964813","15.129793211564","1.44724892429612","15.2543544777369","1.40245041008878","15.0241847563378","1.48123773808147","0.00909541670087654","0.0012258395589576","0.00468149000842517","0.00135610986229263","0.00452949386678166","0.000413463172767048","0.0183064005761211","0.00299541259397951","0.00041681855400714","0.00029951810346603","0.000307582156445921","0.000100962952969093","0.000306263580620632","4.57186846799725e-05","0.00103066429107349","0.000446199741115294","4.02385184027166e-06","8.412761155294e-07","1113.21079877561","39.8661667994697","139.151122075219","4.98260762470451","25163.039392733","2576.56394015276","2096.92327347316","214.708008372793","1.20872728684334","0.318515970118515","0.132474576710087","0.0348053783021017","0.41390591724875","0.0553263830247873","26.1276217702268","2.52966879132136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
