"year","MaizeYld_Mgha","SoyYld_Mgha","WheatYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1989,0,0,0,23.4,"APSIM","3_3",3,3,""
1990,6.038,0,0,23.2,"APSIM","3_3",3,3,""
1991,0,4.18,0,23.3,"APSIM","3_3",3,3,""
1992,0,0,0.865,23.9,"APSIM","3_3",3,3,""
1993,6.947,0,0,23.7,"APSIM","3_3",3,3,""
1994,0,2.237,0,23.7,"APSIM","3_3",3,3,""
1995,0,0,2.993,23.9,"APSIM","3_3",3,3,""
1996,5.042,0,0,24,"APSIM","3_3",3,3,""
1997,0,2.177,0,24,"APSIM","3_3",3,3,""
1998,0,0,2.28,24.3,"APSIM","3_3",3,3,""
1999,6.64,0,0,24.2,"APSIM","3_3",3,3,""
2000,0,2.205,0,24.3,"APSIM","3_3",3,3,""
2001,0,0,3.257,24.6,"APSIM","3_3",3,3,""
2002,4.982,0,0,24.7,"APSIM","3_3",3,3,""
2003,0,2.628,0,24.6,"APSIM","3_3",3,3,""
2004,0,0,3.272,24.9,"APSIM","3_3",3,3,""
2005,5.297,0,0,24.9,"APSIM","3_3",3,3,""
2006,0,2.377,0,24.8,"APSIM","3_3",3,3,""
2007,0,0,2.504,25,"APSIM","3_3",3,3,""
2008,6.682,0,0,25,"APSIM","3_3",3,3,""
2009,0,2.842,0,25,"APSIM","3_3",3,3,""
2010,0,0,3.494,25.4,"APSIM","3_3",3,3,""
2011,5.598,0,0,25.4,"APSIM","3_3",3,3,""
2012,0,2.445,0,25.3,"APSIM","3_3",3,3,""
2013,0,0,2.575,25.5,"APSIM","3_3",3,3,""
2014,6.822,0,0,25.5,"APSIM","3_3",3,3,""
2015,0,3.756,0,25.5,"APSIM","3_3",3,3,""
2016,0,0,4.216,25.9,"APSIM","3_3",3,3,""
2017,6.978,0,0,25.9,"APSIM","3_3",3,3,""
2018,0,0.438,0,25.9,"APSIM","3_3",3,3,""
2019,0,0,4.585,26.3,"APSIM","3_3",3,3,""
2020,6.249,0,0,26.3,"APSIM","3_3",3,3,""
2021,0,2.97,0,26.2,"APSIM","3_3",3,3,""
2022,0,0,3.789,26.3,"APSIM","3_3",3,3,""
2023,5.709,0,0,26.3,"APSIM","3_3",3,3,""
2024,0,1.934,0,26.2,"APSIM","3_3",3,3,""
2025,0,0,3.708,26.6,"APSIM","3_3",3,3,""
2026,6.663,0,0,26.5,"APSIM","3_3",3,3,""
2027,0,2.3,0,26.5,"APSIM","3_3",3,3,""
2028,0,0,3.862,26.7,"APSIM","3_3",3,3,""
2029,5.274,0,0,26.6,"APSIM","3_3",3,3,""
2030,0,1.839,0,26.6,"APSIM","3_3",3,3,""
2031,0,0,4.134,27,"APSIM","3_3",3,3,""
2032,4.552,0,0,26.9,"APSIM","3_3",3,3,""
2033,0,2.953,0,26.9,"APSIM","3_3",3,3,""
2034,0,0,4.187,27.1,"APSIM","3_3",3,3,""
2035,4.588,0,0,27,"APSIM","3_3",3,3,""
2036,0,2.911,0,27,"APSIM","3_3",3,3,""
2037,0,0,3.963,27.2,"APSIM","3_3",3,3,""
2038,5.586,0,0,27.2,"APSIM","3_3",3,3,""
2039,0,2.926,0,27.1,"APSIM","3_3",3,3,""
2040,0,0,4.075,27.5,"APSIM","3_3",3,3,""
2041,6.114,0,0,27.3,"APSIM","3_3",3,3,""
2042,0,1.624,0,27.3,"APSIM","3_3",3,3,""
2043,0,0,3.874,27.5,"APSIM","3_3",3,3,""
2044,5.194,0,0,27.5,"APSIM","3_3",3,3,""
2045,0,2.284,0,27.4,"APSIM","3_3",3,3,""
2046,0,0,4.268,27.6,"APSIM","3_3",3,3,""
2047,6.07,0,0,27.4,"APSIM","3_3",3,3,""
2048,0,3.582,0,27.4,"APSIM","3_3",3,3,""
2049,0,0,3.836,27.7,"APSIM","3_3",3,3,""
2050,4.677,0,0,27.7,"APSIM","3_3",3,3,""
