"year","MaizeYld_Mgha","SoyYld_Mgha","WheatYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1989,7.078,0,0,21.8,"APSIM","2_52",2,5,2
1990,0,2.331,0,21.8,"APSIM","2_52",2,5,2
1991,7.876,0,0,22.6,"APSIM","2_52",2,5,2
1992,0,1.353,0,22.7,"APSIM","2_52",2,5,2
1993,7.891,0,0,23.4,"APSIM","2_52",2,5,2
1994,0,2.231,0,23.5,"APSIM","2_52",2,5,2
1995,0,0,4.272,23.8,"APSIM","2_52",2,5,2
1996,8.169,0,0,24,"APSIM","2_52",2,5,2
1997,0,1.617,0,24.3,"APSIM","2_52",2,5,2
1998,0,0,3.674,24.8,"APSIM","2_52",2,5,2
1999,7.912,0,0,24.5,"APSIM","2_52",2,5,2
2000,0,2.153,0,24.7,"APSIM","2_52",2,5,2
2001,0,0,5.358,25.1,"APSIM","2_52",2,5,2
2002,7.315,0,0,25.3,"APSIM","2_52",2,5,2
2003,0,2.132,0,25.4,"APSIM","2_52",2,5,2
2004,0,0,4.337,25.7,"APSIM","2_52",2,5,2
2005,6.088,0,0,25.7,"APSIM","2_52",2,5,2
2006,0,1.917,0,26,"APSIM","2_52",2,5,2
2007,0,0,3.742,26.2,"APSIM","2_52",2,5,2
2008,8.677,0,0,26.4,"APSIM","2_52",2,5,2
2009,0,2.637,0,26.5,"APSIM","2_52",2,5,2
2010,0,0,4.157,27,"APSIM","2_52",2,5,2
2011,9.196,0,0,26.9,"APSIM","2_52",2,5,2
2012,0,2.019,0,26.9,"APSIM","2_52",2,5,2
2013,0,0,3.164,27.2,"APSIM","2_52",2,5,2
2014,9.416,0,0,27.2,"APSIM","2_52",2,5,2
2015,0,3.213,0,27.4,"APSIM","2_52",2,5,2
2016,0,0,5.417,28,"APSIM","2_52",2,5,2
2017,9.01,0,0,28.1,"APSIM","2_52",2,5,2
2018,0,0.642,0,28.2,"APSIM","2_52",2,5,2
2019,0,0,5.271,28.4,"APSIM","2_52",2,5,2
2020,8.288,0,0,28.6,"APSIM","2_52",2,5,2
2021,0,3.661,0,28.7,"APSIM","2_52",2,5,2
2022,0,0,4.775,28.6,"APSIM","2_52",2,5,2
2023,8.954,0,0,28.6,"APSIM","2_52",2,5,2
2024,0,2.527,0,28.7,"APSIM","2_52",2,5,2
2025,0,0,3.657,29.3,"APSIM","2_52",2,5,2
2026,9.067,0,0,29.2,"APSIM","2_52",2,5,2
2027,0,3.199,0,29.4,"APSIM","2_52",2,5,2
2028,0,0,4.256,30,"APSIM","2_52",2,5,2
2029,9.281,0,0,29.8,"APSIM","2_52",2,5,2
2030,0,2.57,0,29.9,"APSIM","2_52",2,5,2
2031,0,0,5.236,30.4,"APSIM","2_52",2,5,2
2032,9.381,0,0,30.4,"APSIM","2_52",2,5,2
2033,0,2.511,0,30.6,"APSIM","2_52",2,5,2
2034,0,0,3.733,31,"APSIM","2_52",2,5,2
2035,8.889,0,0,30.8,"APSIM","2_52",2,5,2
2036,0,2.299,0,30.9,"APSIM","2_52",2,5,2
2037,0,0,5.522,31.2,"APSIM","2_52",2,5,2
2038,9.485,0,0,31.3,"APSIM","2_52",2,5,2
2039,0,2.232,0,31.4,"APSIM","2_52",2,5,2
2040,0,0,5.126,31.8,"APSIM","2_52",2,5,2
2041,7.124,0,0,31.9,"APSIM","2_52",2,5,2
2042,0,2.737,0,31.9,"APSIM","2_52",2,5,2
2043,0,0,5.433,32.1,"APSIM","2_52",2,5,2
2044,9.822,0,0,32.1,"APSIM","2_52",2,5,2
2045,0,2.75,0,32.2,"APSIM","2_52",2,5,2
2046,0,0,4.243,32.5,"APSIM","2_52",2,5,2
2047,9.775,0,0,32.4,"APSIM","2_52",2,5,2
2048,0,3.479,0,32.5,"APSIM","2_52",2,5,2
2049,0,0,5.03,32.9,"APSIM","2_52",2,5,2
2050,7.335,0,0,32.7,"APSIM","2_52",2,5,2
