"Climate_Scenario","scenario_abbrev","Mgmt_Scenario","Scenario_Name","Model","site_name","CO2e_N2O","CO2e_CH4","CO2e_SOC","GWP","climate_desc"
1,"CR",1,"1_1","Daycent","KBS",10.4819246532,-0.33566716224,-7.33333333333333,2.81292415762667,"Baseline"
1,"NT-CR",2,"1_2","Daycent","KBS",7.5683859966,-0.3467064056868,-15.4,-8.1783204090868,"Baseline"
1,"CC-CR",3,"1_3","Daycent","KBS",8.7732648861,-0.33868839816,0.36666666666667,8.80124315460667,"Baseline"
1,"RF05-CR",41,"1_41","Daycent","KBS",10.0977379932,-0.3357835596,-6.6,3.1619544336,"Baseline"
1,"RF15-CR",42,"1_42","Daycent","KBS",9.3151965621,-0.33586974216,-5.13333333333333,3.84599348660667,"Baseline"
1,"RF25-CR",43,"1_43","Daycent","KBS",8.5444171527,-0.33616083672,-3.66666666666667,4.54158964931333,"Baseline"
1,"RF35-CR",44,"1_44","Daycent","KBS",7.7905685715,-0.33651150768,-1.83333333333333,5.62072373048667,"Baseline"
1,"RR50-CR",51,"1_51","Daycent","KBS",10.6083732612,-0.33429147192,-16.8666666666667,-6.59258487738666,"Baseline"
1,"RR25-CR",52,"1_52","Daycent","KBS",10.3935699153,-0.32980588488,-25.3,-15.23623596958,"Baseline"
1,"RR00-CR",53,"1_53","Daycent","KBS",10.1205307632,-0.31749095808,-24.9333333333333,-15.1302935282133,"Baseline"
5,"CR",1,"5_1","Daycent","KBS",11.2549456305,-0.34820948736,-1.1,9.80673614314,"UKESM_High"
5,"NT-CR",2,"5_2","Daycent","KBS",8.2711665465,-0.361661260122,-9.16666666666667,-1.25716138028867,"UKESM_High"
5,"CC-CR",3,"5_3","Daycent","KBS",8.1414813051,-0.3513122424,8.06666666666667,15.8568357293667,"UKESM_High"
5,"RF05-CR",41,"5_41","Daycent","KBS",10.8163379181,-0.34828620912,-0.733333333333344,9.73471837564665,"UKESM_High"
5,"RF15-CR",42,"5_42","Daycent","KBS",9.9182533593,-0.34850945016,0,9.56974390914,"UKESM_High"
5,"RF25-CR",43,"5_43","Daycent","KBS",9.0346553154,-0.34876583352,1.46666666666666,10.1525561485467,"UKESM_High"
5,"RF35-CR",44,"5_44","Daycent","KBS",8.1619692297,-0.34907219784,2.56666666666666,10.3795636985267,"UKESM_High"
5,"RR50-CR",51,"5_51","Daycent","KBS",11.4672554997,-0.34692268824,-10.2666666666667,0.853666144793334,"UKESM_High"
5,"RR25-CR",52,"5_52","Daycent","KBS",11.4272967666,-0.34303420944,-17.6,-6.51573744284,"UKESM_High"
5,"RR00-CR",53,"5_53","Daycent","KBS",11.9222732343,-0.3342937464,-17.9666666666667,-6.37868717876667,"UKESM_High"
1,"CR",1,"1_1","APSIM","KBS",12.81515664,-0.33566716224,-11,1.47948947776,"Baseline"
1,"CR",1,"1_1","Millennial","KBS",11.6485406466,-0.33566716224,-9.54380842374667,1.76906506061333,"Baseline"
1,"CR",1,"1_1","RothC","KBS",11.6485406466,-0.33566716224,5.22793333333333,16.5408068176933,"Baseline"
1,"NT-CR",2,"1_2","APSIM","KBS",11.7289458,-0.3467064056868,-7.7,3.6822393943132,"Baseline"
1,"NT-CR",2,"1_2","Millennial","KBS",9.6486658983,-0.3467064056868,-9.66075733305463,-0.358797840441429,"Baseline"
1,"NT-CR",2,"1_2","RothC","KBS",9.6486658983,-0.3467064056868,2.50213333333333,11.8040928259465,"Baseline"
1,"CC-CR",3,"1_3","APSIM","KBS",5.6171544,-0.33868839816,-6.23333333333333,-0.954867331493332,"Baseline"
1,"CC-CR",3,"1_3","Millennial","KBS",7.19520964305,-0.33868839816,-4.19509271867147,2.66142852621853,"Baseline"
1,"CC-CR",3,"1_3","RothC","KBS",7.19520964305,-0.33868839816,0.9669,7.82342124489,"Baseline"
1,"RF05-CR",41,"1_41","APSIM","KBS",12.03577518,-0.3357835596,-10.6333333333333,1.06665828706667,"Baseline"
1,"RF05-CR",41,"1_41","Millennial","KBS",11.0667565866,-0.3357835596,-7.87519907238643,2.85577395461357,"Baseline"
1,"RF05-CR",41,"1_41","RothC","KBS",11.0667565866,-0.3357835596,5.52713333333333,16.2581063603333,"Baseline"
1,"RF15-CR",42,"1_42","APSIM","KBS",10.74008793,-0.33586974216,-9.9,0.504218187840001,"Baseline"
1,"RF15-CR",42,"1_42","Millennial","KBS",10.02764224605,-0.33586974216,-4.17721448494753,5.51455801894247,"Baseline"
1,"RF15-CR",42,"1_42","RothC","KBS",10.02764224605,-0.33586974216,6.1798,15.87157250389,"Baseline"
1,"RF25-CR",43,"1_43","APSIM","KBS",9.6633966,-0.33616083672,-9.16666666666667,0.160569096613334,"Baseline"
1,"RF25-CR",43,"1_43","Millennial","KBS",9.10390687635,-0.33616083672,0.14149668097213,8.90924272060213,"Baseline"
1,"RF25-CR",43,"1_43","RothC","KBS",9.10390687635,-0.33616083672,6.9443,15.71204603963,"Baseline"
1,"RF35-CR",44,"1_44","APSIM","KBS",8.84448279,-0.33651150768,-8.43333333333333,0.0746379489866689,"Baseline"
1,"RF35-CR",44,"1_44","Millennial","KBS",8.31752568075,-0.33651150768,4.73104224716966,12.7120564202397,"Baseline"
1,"RF35-CR",44,"1_44","RothC","KBS",8.31752568075,-0.33651150768,7.7528,15.73381417307,"Baseline"
1,"RR50-CR",51,"1_51","APSIM","KBS",13.60559343,-0.33429147192,-13.2,0.0713019580800015,"Baseline"
1,"RR50-CR",51,"1_51","Millennial","KBS",12.1069833456,-0.33429147192,-15.949667542908,-4.176975669228,"Baseline"
1,"RR50-CR",51,"1_51","RothC","KBS",12.1069833456,-0.33429147192,4.63393333333333,16.4066252070133,"Baseline"
1,"RR25-CR",52,"1_52","APSIM","KBS",15.16838466,-0.32980588488,-16.1333333333333,-1.29475455821333,"Baseline"
1,"RR25-CR",52,"1_52","Millennial","KBS",12.78097728765,-0.32980588488,-27.6314498954949,-15.1802784927249,"Baseline"
1,"RR25-CR",52,"1_52","RothC","KBS",12.78097728765,-0.32980588488,3.91783333333333,16.3690047361033,"Baseline"
1,"RR00-CR",53,"1_53","APSIM","KBS",18.24660123,-0.31749095808,-20.5333333333333,-2.60422306141333,"Baseline"
1,"RR00-CR",53,"1_53","Millennial","KBS",14.1835659966,-0.31749095808,-40.8000032966643,-26.9339282581443,"Baseline"
1,"RR00-CR",53,"1_53","RothC","KBS",14.1835659966,-0.31749095808,3.30696666666666,17.1730417051867,"Baseline"
1,"BC19-CR",61,"1_61","APSIM","KBS",12.26389164,NA,-7.33333333333333,4.93055830666667,"Baseline"
1,"BC38-CR",62,"1_62","APSIM","KBS",11.85332577,NA,-4.4,7.45332577,"Baseline"
1,"BC57-CR",63,"1_63","APSIM","KBS",11.49845697,NA,-1.83333333333333,9.66512363666667,"Baseline"
1,"BC76-CR",64,"1_64","APSIM","KBS",11.21127579,NA,0.3666666666667,11.5779424566667,"Baseline"
1,"BC96-CR",65,"1_65","APSIM","KBS",10.97349396,NA,2.56666666666668,13.5401606266667,"Baseline"
