"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
"1940",NA,NA,"12.44345","RothC","1_8","1","8",""
"1941",NA,NA,"12.387","RothC","1_8","1","8",""
"1942",NA,NA,"12.0627","RothC","1_8","1","8",""
"1943",NA,NA,"11.77545","RothC","1_8","1","8",""
"1944",NA,NA,"11.50515","RothC","1_8","1","8",""
"1945",NA,NA,"11.26425","RothC","1_8","1","8",""
"1946",NA,NA,"11.0814","RothC","1_8","1","8",""
"1947",NA,NA,"10.88105","RothC","1_8","1","8",""
"1948",NA,NA,"10.7038","RothC","1_8","1","8",""
"1949",NA,NA,"10.55285","RothC","1_8","1","8",""
"1950",NA,NA,"10.4115","RothC","1_8","1","8",""
"1951",NA,NA,"10.2765","RothC","1_8","1","8",""
"1952",NA,NA,"10.16855","RothC","1_8","1","8",""
"1953",NA,NA,"10.09625","RothC","1_8","1","8",""
"1954",NA,NA,"9.97815","RothC","1_8","1","8",""
"1955",NA,NA,"9.8856","RothC","1_8","1","8",""
"1956",NA,NA,"9.7942","RothC","1_8","1","8",""
"1957",NA,NA,"9.71965","RothC","1_8","1","8",""
"1958",NA,NA,"9.62535","RothC","1_8","1","8",""
"1959",NA,NA,"9.5628","RothC","1_8","1","8",""
"1960",NA,NA,"9.49625","RothC","1_8","1","8",""
"1961",NA,NA,"9.3707","RothC","1_8","1","8",""
"1962",NA,NA,"9.25945","RothC","1_8","1","8",""
"1963",NA,NA,"9.16465","RothC","1_8","1","8",""
"1964",NA,NA,"9.0638","RothC","1_8","1","8",""
"1965",NA,NA,"8.9678","RothC","1_8","1","8",""
"1966",NA,NA,"8.8832","RothC","1_8","1","8",""
"1967",NA,NA,"8.8022","RothC","1_8","1","8",""
"1968",NA,NA,"8.7177","RothC","1_8","1","8",""
"1969",NA,NA,"8.6335","RothC","1_8","1","8",""
"1970",NA,NA,"8.5549","RothC","1_8","1","8",""
"1971",NA,NA,"8.47795","RothC","1_8","1","8",""
"1972",NA,NA,"8.3947","RothC","1_8","1","8",""
"1973",NA,NA,"8.3151","RothC","1_8","1","8",""
"1974",NA,NA,"8.24595","RothC","1_8","1","8",""
"1975",NA,NA,"8.1726","RothC","1_8","1","8",""
"1976",NA,NA,"8.10295","RothC","1_8","1","8",""
"1977",NA,NA,"8.0331","RothC","1_8","1","8",""
"1978",NA,NA,"7.9674","RothC","1_8","1","8",""
"1979",NA,NA,"7.902","RothC","1_8","1","8",""
"1980",NA,NA,"7.8408","RothC","1_8","1","8",""
"1981",NA,NA,"7.7824","RothC","1_8","1","8",""
"1982",NA,NA,"7.7181","RothC","1_8","1","8",""
"1983",NA,NA,"7.6554","RothC","1_8","1","8",""
"1984",NA,NA,"7.5865","RothC","1_8","1","8",""
"1985",NA,NA,"7.51955","RothC","1_8","1","8",""
"1986",NA,NA,"7.4573","RothC","1_8","1","8",""
"1987",NA,NA,"7.3972","RothC","1_8","1","8",""
"1988",NA,NA,"7.3341","RothC","1_8","1","8",""
"1989",NA,NA,"7.26775","RothC","1_8","1","8",""
"1990",NA,NA,"7.20765","RothC","1_8","1","8",""
"1991",NA,NA,"7.15415","RothC","1_8","1","8",""
"1992",NA,NA,"7.09335","RothC","1_8","1","8",""
"1993",NA,NA,"7.03395","RothC","1_8","1","8",""
"1994",NA,NA,"6.9813","RothC","1_8","1","8",""
"1995",NA,NA,"6.92795","RothC","1_8","1","8",""
"1996",NA,NA,"6.87","RothC","1_8","1","8",""
"1997",NA,NA,"6.81125","RothC","1_8","1","8",""
"1998",NA,NA,"6.75575","RothC","1_8","1","8",""
"1999",NA,NA,"6.7004","RothC","1_8","1","8",""
"2000",NA,NA,"6.63815","RothC","1_8","1","8",""
"2001",NA,NA,"6.5783","RothC","1_8","1","8",""
"2002",NA,NA,"6.5271","RothC","1_8","1","8",""
"2003",NA,NA,"6.5255","RothC","1_8","1","8",""
"2004",NA,NA,"6.4847","RothC","1_8","1","8",""
"2005",NA,NA,"6.5372","RothC","1_8","1","8",""
"2006",NA,NA,"6.5425","RothC","1_8","1","8",""
"2007",NA,NA,"6.49085","RothC","1_8","1","8",""
"2008",NA,NA,"6.484","RothC","1_8","1","8",""
"2009",NA,NA,"6.4449","RothC","1_8","1","8",""
"2010",NA,NA,"6.40325","RothC","1_8","1","8",""
"2011",NA,NA,"6.42305","RothC","1_8","1","8",""
"2012",NA,NA,"6.39075","RothC","1_8","1","8",""
"2013",NA,NA,"6.4092","RothC","1_8","1","8",""
"2014",NA,NA,"6.4087","RothC","1_8","1","8",""
"2015",NA,NA,"6.40615","RothC","1_8","1","8",""
"2016",NA,NA,"6.3925","RothC","1_8","1","8",""
"2017",NA,NA,"6.38605","RothC","1_8","1","8",""
"2018",NA,NA,"6.4074","RothC","1_8","1","8",""
"2019",NA,NA,"6.38035","RothC","1_8","1","8",""
"2020",NA,NA,"6.37955","RothC","1_8","1","8",""
"2021",NA,NA,"6.3579","RothC","1_8","1","8",""
"2022",NA,NA,"6.37315","RothC","1_8","1","8",""
"2023",NA,NA,"6.3219","RothC","1_8","1","8",""
"2024",NA,NA,"6.33355","RothC","1_8","1","8",""
"2025",NA,NA,"6.3279","RothC","1_8","1","8",""
"2026",NA,NA,"6.33485","RothC","1_8","1","8",""
"2027",NA,NA,"6.31115","RothC","1_8","1","8",""
"2028",NA,NA,"6.3086","RothC","1_8","1","8",""
"2029",NA,NA,"6.2872","RothC","1_8","1","8",""
"2030",NA,NA,"6.27425","RothC","1_8","1","8",""
"2031",NA,NA,"6.29225","RothC","1_8","1","8",""
"2032",NA,NA,"6.29245","RothC","1_8","1","8",""
"2033",NA,NA,"6.29355","RothC","1_8","1","8",""
"2034",NA,NA,"6.2883","RothC","1_8","1","8",""
"2035",NA,NA,"6.2555","RothC","1_8","1","8",""
"2036",NA,NA,"6.2526","RothC","1_8","1","8",""
"2037",NA,NA,"6.25015","RothC","1_8","1","8",""
"2038",NA,NA,"6.22835","RothC","1_8","1","8",""
"2039",NA,NA,"6.2158","RothC","1_8","1","8",""
"2040",NA,NA,"6.16695","RothC","1_8","1","8",""
