"year","Cinput","Ninput","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num","scenario_abbrev","scenario_description"
2003,40.222,0.881,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2004,63.577,1.538,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2005,117.788,1.768,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2006,48.829,1.021,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2007,13.011,0.214,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2008,30.699,0.489,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2009,38.347,0.59,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2010,31.878,0.435,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2011,48.06,0.859,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2012,28.235,0.357,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2013,42.118,0.818,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2014,35.26,0.47,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2015,59.15,1.065,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2016,35.025,0.356,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2017,47.541,0.927,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2018,38.91,0.514,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2019,34.03,0.61,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2020,39.221,0.535,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2021,41.89,0.785,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2022,40.39,0.573,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2022,0,0,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2023,46.485,0.827,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2024,43.932,0.619,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2025,60.771,1.101,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2026,45.832,0.551,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2027,37.54,0.679,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2028,43.104,0.575,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2029,61.878,1.093,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2030,40.656,0.496,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2031,55.49,1.025,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2032,54.832,0.73,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2033,62.313,1.077,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2034,50.529,0.594,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2035,39.284,0.69,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2036,45.538,0.585,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2037,70.13,1.211,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2038,45.324,0.457,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2039,57.728,1.061,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2040,34.676,0.388,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2041,44.51,0.866,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2042,44.794,0.598,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2043,72.015,1.272,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2044,49.074,0.512,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2045,52.624,0.972,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2046,52.115,0.712,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2047,41.306,0.656,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2048,50.512,0.733,"Daycent","1_7",1,7,"","CN","Continuous Crop"
2049,47.964,0.804,"Daycent","1_7",1,7,"","CN","Continuous Crop"
