"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
"1940",NA,NA,"33.9931179513359","Millennial","1_56","1","5","6"
"1941",NA,NA,"32.1115759910972","Millennial","1_56","1","5","6"
"1942",NA,NA,"32.2822986686163","Millennial","1_56","1","5","6"
"1943",NA,NA,"31.1167122925552","Millennial","1_56","1","5","6"
"1944",NA,NA,"30.6242939715366","Millennial","1_56","1","5","6"
"1945",NA,NA,"30.1495427561276","Millennial","1_56","1","5","6"
"1946",NA,NA,"29.4035343020818","Millennial","1_56","1","5","6"
"1947",NA,NA,"28.5955343746075","Millennial","1_56","1","5","6"
"1948",NA,NA,"27.5970849665685","Millennial","1_56","1","5","6"
"1949",NA,NA,"26.9995787799407","Millennial","1_56","1","5","6"
"1950",NA,NA,"26.2027144316012","Millennial","1_56","1","5","6"
"1951",NA,NA,"25.473932148531","Millennial","1_56","1","5","6"
"1952",NA,NA,"24.6317372472233","Millennial","1_56","1","5","6"
"1953",NA,NA,"24.0794547307719","Millennial","1_56","1","5","6"
"1954",NA,NA,"23.206789179879","Millennial","1_56","1","5","6"
"1955",NA,NA,"22.6552087199665","Millennial","1_56","1","5","6"
"1956",NA,NA,"22.2427173244505","Millennial","1_56","1","5","6"
"1957",NA,NA,"21.6527734104651","Millennial","1_56","1","5","6"
"1958",NA,NA,"21.0561950340716","Millennial","1_56","1","5","6"
"1959",NA,NA,"20.4537768572542","Millennial","1_56","1","5","6"
"1960",NA,NA,"19.9193745282066","Millennial","1_56","1","5","6"
"1961",NA,NA,"19.5767562804776","Millennial","1_56","1","5","6"
"1962",NA,NA,"18.8983998426513","Millennial","1_56","1","5","6"
"1963",NA,NA,"17.9406304158089","Millennial","1_56","1","5","6"
"1964",NA,NA,"17.2850688213785","Millennial","1_56","1","5","6"
"1965",NA,NA,"16.6816562122868","Millennial","1_56","1","5","6"
"1966",NA,NA,"16.1317870417963","Millennial","1_56","1","5","6"
"1967",NA,NA,"15.3965052816192","Millennial","1_56","1","5","6"
"1968",NA,NA,"14.832193339184","Millennial","1_56","1","5","6"
"1969",NA,NA,"14.3656854281581","Millennial","1_56","1","5","6"
"1970",NA,NA,"13.983246045909","Millennial","1_56","1","5","6"
"1971",NA,NA,"13.7499749082423","Millennial","1_56","1","5","6"
"1972",NA,NA,"13.6177165024696","Millennial","1_56","1","5","6"
"1973",NA,NA,"13.5305361083295","Millennial","1_56","1","5","6"
"1974",NA,NA,"13.4339151123139","Millennial","1_56","1","5","6"
"1975",NA,NA,"13.2411210071783","Millennial","1_56","1","5","6"
"1976",NA,NA,"13.0436826543756","Millennial","1_56","1","5","6"
