year,date,Obs_sd,treatment_scen,Model,mb_val
2005,13120,NA,"Cover Crop, Crop Rotation",Observed,NA
2005,13120,NA,"Cover Crop, Crop Rotation",Millennial,2.477460415
2005,13121,NA,"Cover Crop, Crop Rotation",Observed,NA
2005,13121,NA,"Cover Crop, Crop Rotation",Millennial,2.466035059
2005,13122,NA,"Cover Crop, Crop Rotation",Observed,NA
2005,13122,NA,"Cover Crop, Crop Rotation",Millennial,2.453730865
2005,13123,NA,"Cover Crop, Crop Rotation",Observed,NA
2005,13123,NA,"Cover Crop, Crop Rotation",Millennial,2.440743488
2005,13124,NA,"Cover Crop, Crop Rotation",Observed,NA
2005,13124,NA,"Cover Crop, Crop Rotation",Millennial,2.426874589
2005,13125,NA,"Cover Crop, Crop Rotation",Observed,NA
2005,13125,NA,"Cover Crop, Crop Rotation",Millennial,2.41188226
2005,13126,NA,"Cover Crop, Crop Rotation",Observed,NA
2005,13126,NA,"Cover Crop, Crop Rotation",Millennial,2.395266558
2005,13127,NA,"Cover Crop, Crop Rotation",Observed,NA
2005,13127,NA,"Cover Crop, Crop Rotation",Millennial,2.377995516
2005,13128,NA,"Cover Crop, Crop Rotation",Observed,NA
2005,13128,NA,"Cover Crop, Crop Rotation",Millennial,2.361373797
2005,13129,NA,"Cover Crop, Crop Rotation",Observed,NA
2005,13129,NA,"Cover Crop, Crop Rotation",Millennial,2.345712217
2005,13130,NA,"Cover Crop, Crop Rotation",Observed,NA
2005,13130,NA,"Cover Crop, Crop Rotation",Millennial,2.330866802
2005,13131,NA,"Cover Crop, Crop Rotation",Observed,NA
2005,13131,NA,"Cover Crop, Crop Rotation",Millennial,2.315949911
2005,13132,NA,"Cover Crop, Crop Rotation",Observed,NA
2005,13132,NA,"Cover Crop, Crop Rotation",Millennial,2.300543474
2005,13133,NA,"Cover Crop, Crop Rotation",Observed,NA
2005,13133,NA,"Cover Crop, Crop Rotation",Millennial,2.284635805
2005,13134,NA,"Cover Crop, Crop Rotation",Observed,NA
2005,13134,NA,"Cover Crop, Crop Rotation",Millennial,2.268851484
2005,13135,NA,"Cover Crop, Crop Rotation",Observed,NA
2005,13135,NA,"Cover Crop, Crop Rotation",Millennial,2.253184568
2005,13136,NA,"Cover Crop, Crop Rotation",Observed,NA
2005,13136,NA,"Cover Crop, Crop Rotation",Millennial,2.237399699
2005,13137,NA,"Cover Crop, Crop Rotation",Observed,NA
2005,13137,NA,"Cover Crop, Crop Rotation",Millennial,2.22184513
2005,13138,NA,"Cover Crop, Crop Rotation",Observed,NA
2005,13138,NA,"Cover Crop, Crop Rotation",Millennial,2.206757599
2005,13139,NA,"Cover Crop, Crop Rotation",Observed,NA
2005,13139,NA,"Cover Crop, Crop Rotation",Millennial,2.192548445
2005,13140,NA,"Cover Crop, Crop Rotation",Observed,NA
2005,13140,NA,"Cover Crop, Crop Rotation",Millennial,2.179569145
2005,13141,NA,"Cover Crop, Crop Rotation",Observed,NA
2005,13141,NA,"Cover Crop, Crop Rotation",Millennial,2.16712864
2005,13142,NA,"Cover Crop, Crop Rotation",Observed,NA
2005,13142,NA,"Cover Crop, Crop Rotation",Millennial,2.154786426
2005,13143,NA,"Cover Crop, Crop Rotation",Observed,NA
2005,13143,NA,"Cover Crop, Crop Rotation",Millennial,2.142948005
2005,13144,NA,"Cover Crop, Crop Rotation",Observed,NA
2005,13144,NA,"Cover Crop, Crop Rotation",Millennial,2.131868323
2005,13145,NA,"Cover Crop, Crop Rotation",Observed,NA
2005,13145,NA,"Cover Crop, Crop Rotation",Millennial,2.120855626
2005,13146,NA,"Cover Crop, Crop Rotation",Observed,NA
2005,13146,NA,"Cover Crop, Crop Rotation",Millennial,2.109720758
2005,13147,NA,"Cover Crop, Crop Rotation",Observed,NA
2005,13147,NA,"Cover Crop, Crop Rotation",Millennial,2.098993809
2005,13148,NA,"Cover Crop, Crop Rotation",Observed,NA
2005,13148,NA,"Cover Crop, Crop Rotation",Millennial,2.088866305
2006,13149,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13149,NA,"Cover Crop, Crop Rotation",Millennial,2.079619963
2006,13150,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13150,NA,"Cover Crop, Crop Rotation",Millennial,2.070675025
2006,13151,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13151,NA,"Cover Crop, Crop Rotation",Millennial,2.06218056
2006,13152,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13152,NA,"Cover Crop, Crop Rotation",Millennial,2.054368251
2006,13153,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13153,NA,"Cover Crop, Crop Rotation",Millennial,2.045950732
2006,13154,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13154,NA,"Cover Crop, Crop Rotation",Millennial,2.036777578
2006,13155,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13155,NA,"Cover Crop, Crop Rotation",Millennial,2.028071108
2006,13156,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13156,NA,"Cover Crop, Crop Rotation",Millennial,2.020183204
2006,13157,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13157,NA,"Cover Crop, Crop Rotation",Millennial,2.011764044
2006,13158,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13158,NA,"Cover Crop, Crop Rotation",Millennial,2.002050415
2006,13159,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13159,NA,"Cover Crop, Crop Rotation",Millennial,1.992366044
2006,13160,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13160,NA,"Cover Crop, Crop Rotation",Millennial,1.983280935
2006,13161,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13161,NA,"Cover Crop, Crop Rotation",Millennial,1.974042587
2006,13162,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13162,NA,"Cover Crop, Crop Rotation",Millennial,1.964484684
2006,13163,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13163,NA,"Cover Crop, Crop Rotation",Millennial,1.955836115
2006,13164,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13164,NA,"Cover Crop, Crop Rotation",Millennial,1.947942914
2006,13165,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13165,NA,"Cover Crop, Crop Rotation",Millennial,1.939179169
2006,13166,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13166,NA,"Cover Crop, Crop Rotation",Millennial,1.930339737
2006,13167,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13167,NA,"Cover Crop, Crop Rotation",Millennial,1.922567518
2006,13168,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13168,NA,"Cover Crop, Crop Rotation",Millennial,1.914991487
2006,13169,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13169,NA,"Cover Crop, Crop Rotation",Millennial,1.906584719
2006,13170,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13170,NA,"Cover Crop, Crop Rotation",Millennial,1.898254451
2006,13171,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13171,NA,"Cover Crop, Crop Rotation",Millennial,1.890121029
2006,13172,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13172,NA,"Cover Crop, Crop Rotation",Millennial,1.881711734
2006,13173,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13173,NA,"Cover Crop, Crop Rotation",Millennial,1.873538668
2006,13174,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13174,NA,"Cover Crop, Crop Rotation",Millennial,1.865942387
2006,13175,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13175,NA,"Cover Crop, Crop Rotation",Millennial,1.858912055
2006,13176,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13176,NA,"Cover Crop, Crop Rotation",Millennial,1.852232519
2006,13177,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13177,NA,"Cover Crop, Crop Rotation",Millennial,1.845678715
2006,13178,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13178,NA,"Cover Crop, Crop Rotation",Millennial,1.838748149
2006,13179,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13179,NA,"Cover Crop, Crop Rotation",Millennial,1.83191089
2006,13180,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13180,NA,"Cover Crop, Crop Rotation",Millennial,1.825700874
2006,13181,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13181,NA,"Cover Crop, Crop Rotation",Millennial,1.82015782
2006,13182,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13182,NA,"Cover Crop, Crop Rotation",Millennial,1.814845133
2006,13183,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13183,NA,"Cover Crop, Crop Rotation",Millennial,1.809053747
2006,13184,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13184,NA,"Cover Crop, Crop Rotation",Millennial,1.803068939
2006,13185,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13185,NA,"Cover Crop, Crop Rotation",Millennial,1.797035525
2006,13186,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13186,NA,"Cover Crop, Crop Rotation",Millennial,1.790546751
2006,13187,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13187,NA,"Cover Crop, Crop Rotation",Millennial,1.784176909
2006,13188,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13188,NA,"Cover Crop, Crop Rotation",Millennial,1.778061565
2006,13189,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13189,NA,"Cover Crop, Crop Rotation",Millennial,1.772027303
2006,13190,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13190,NA,"Cover Crop, Crop Rotation",Millennial,1.765402588
2006,13191,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13191,NA,"Cover Crop, Crop Rotation",Millennial,1.757990288
2006,13192,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13192,NA,"Cover Crop, Crop Rotation",Millennial,1.750805912
2006,13193,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13193,NA,"Cover Crop, Crop Rotation",Millennial,1.744590083
2006,13194,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13194,NA,"Cover Crop, Crop Rotation",Millennial,1.739729092
2006,13195,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13195,NA,"Cover Crop, Crop Rotation",Millennial,1.735871134
2006,13196,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13196,NA,"Cover Crop, Crop Rotation",Millennial,1.731002188
2006,13197,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13197,NA,"Cover Crop, Crop Rotation",Millennial,1.724190572
2006,13198,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13198,NA,"Cover Crop, Crop Rotation",Millennial,1.716565477
2006,13199,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13199,NA,"Cover Crop, Crop Rotation",Millennial,1.709088365
2006,13200,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13200,NA,"Cover Crop, Crop Rotation",Millennial,1.702367798
2006,13201,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13201,NA,"Cover Crop, Crop Rotation",Millennial,1.696522107
2006,13202,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13202,NA,"Cover Crop, Crop Rotation",Millennial,1.690930729
2006,13203,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13203,NA,"Cover Crop, Crop Rotation",Millennial,1.685266186
2006,13204,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13204,NA,"Cover Crop, Crop Rotation",Millennial,1.680033318
2006,13205,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13205,NA,"Cover Crop, Crop Rotation",Millennial,1.674879982
2006,13206,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13206,NA,"Cover Crop, Crop Rotation",Millennial,1.670380357
2006,13207,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13207,NA,"Cover Crop, Crop Rotation",Millennial,1.667336637
2006,13208,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13208,NA,"Cover Crop, Crop Rotation",Millennial,1.665749908
2006,13209,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13209,NA,"Cover Crop, Crop Rotation",Millennial,1.665200104
2006,13210,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13210,NA,"Cover Crop, Crop Rotation",Millennial,1.664083492
2006,13211,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13211,NA,"Cover Crop, Crop Rotation",Millennial,1.662337022
2006,13212,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13212,NA,"Cover Crop, Crop Rotation",Millennial,1.661821827
2006,13213,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13213,NA,"Cover Crop, Crop Rotation",Millennial,1.662361409
2006,13214,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13214,NA,"Cover Crop, Crop Rotation",Millennial,1.663734705
2006,13215,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13215,NA,"Cover Crop, Crop Rotation",Millennial,1.665936834
2006,13216,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13216,NA,"Cover Crop, Crop Rotation",Millennial,1.667756989
2006,13217,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13217,NA,"Cover Crop, Crop Rotation",Millennial,1.668942074
2006,13218,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13218,NA,"Cover Crop, Crop Rotation",Millennial,1.670514163
2006,13219,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13219,NA,"Cover Crop, Crop Rotation",Millennial,1.672363739
2006,13220,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13220,NA,"Cover Crop, Crop Rotation",Millennial,1.673407326
2006,13221,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13221,NA,"Cover Crop, Crop Rotation",Millennial,1.67347711
2006,13222,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13222,NA,"Cover Crop, Crop Rotation",Millennial,1.673197688
2006,13223,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13223,NA,"Cover Crop, Crop Rotation",Millennial,1.673445156
2006,13224,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13224,NA,"Cover Crop, Crop Rotation",Millennial,1.67351191
2006,13225,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13225,NA,"Cover Crop, Crop Rotation",Millennial,1.672380878
2006,13226,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13226,NA,"Cover Crop, Crop Rotation",Millennial,1.672054189
2006,13227,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13227,NA,"Cover Crop, Crop Rotation",Millennial,1.671953071
2006,13228,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13228,NA,"Cover Crop, Crop Rotation",Millennial,1.670397258
2006,13229,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13229,NA,"Cover Crop, Crop Rotation",Millennial,1.667275302
2006,13230,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13230,NA,"Cover Crop, Crop Rotation",Millennial,1.663056895
2006,13231,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13231,NA,"Cover Crop, Crop Rotation",Millennial,1.659164332
2006,13232,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13232,NA,"Cover Crop, Crop Rotation",Millennial,1.656588124
2006,13233,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13233,NA,"Cover Crop, Crop Rotation",Millennial,1.655312034
2006,13234,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13234,NA,"Cover Crop, Crop Rotation",Millennial,1.654753149
2006,13235,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13235,NA,"Cover Crop, Crop Rotation",Millennial,1.65469096
2006,13236,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13236,NA,"Cover Crop, Crop Rotation",Millennial,1.655318746
2006,13237,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13237,NA,"Cover Crop, Crop Rotation",Millennial,1.656832814
2006,13238,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13238,NA,"Cover Crop, Crop Rotation",Millennial,1.658921669
2006,13239,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13239,NA,"Cover Crop, Crop Rotation",Millennial,1.661178312
2006,13240,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13240,NA,"Cover Crop, Crop Rotation",Millennial,1.664012062
2006,13241,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13241,NA,"Cover Crop, Crop Rotation",Millennial,1.667068503
2006,13242,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13242,NA,"Cover Crop, Crop Rotation",Millennial,1.670270164
2006,13243,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13243,NA,"Cover Crop, Crop Rotation",Millennial,1.674455293
2006,13244,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13244,NA,"Cover Crop, Crop Rotation",Millennial,1.679519595
2006,13245,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13245,NA,"Cover Crop, Crop Rotation",Millennial,1.684559545
2006,13246,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13246,NA,"Cover Crop, Crop Rotation",Millennial,1.688811726
2006,13247,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13247,NA,"Cover Crop, Crop Rotation",Millennial,1.692727905
2006,13248,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13248,NA,"Cover Crop, Crop Rotation",Millennial,1.696541637
2006,13249,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13249,NA,"Cover Crop, Crop Rotation",Millennial,1.700480724
2006,13250,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13250,NA,"Cover Crop, Crop Rotation",Millennial,1.704598282
2006,13251,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13251,NA,"Cover Crop, Crop Rotation",Millennial,1.708804378
2006,13252,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13252,NA,"Cover Crop, Crop Rotation",Millennial,1.713405157
2006,13253,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13253,NA,"Cover Crop, Crop Rotation",Millennial,1.718410093
2006,13254,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13254,NA,"Cover Crop, Crop Rotation",Millennial,1.72401127
2006,13255,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13255,NA,"Cover Crop, Crop Rotation",Millennial,1.730035692
2006,13256,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13256,NA,"Cover Crop, Crop Rotation",Millennial,1.736039741
2006,13257,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13257,NA,"Cover Crop, Crop Rotation",Millennial,1.742454978
2006,13258,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13258,NA,"Cover Crop, Crop Rotation",Millennial,1.749761353
2006,13259,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13259,NA,"Cover Crop, Crop Rotation",Millennial,1.756643352
2006,13260,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13260,NA,"Cover Crop, Crop Rotation",Millennial,1.763524317
2006,13261,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13261,NA,"Cover Crop, Crop Rotation",Millennial,1.770388166
2006,13262,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13262,NA,"Cover Crop, Crop Rotation",Millennial,1.777103207
2006,13263,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13263,NA,"Cover Crop, Crop Rotation",Millennial,1.784324426
2006,13264,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13264,NA,"Cover Crop, Crop Rotation",Millennial,1.790982816
2006,13265,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13265,NA,"Cover Crop, Crop Rotation",Millennial,1.7968517
2006,13266,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13266,NA,"Cover Crop, Crop Rotation",Millennial,1.802251406
2006,13267,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13267,NA,"Cover Crop, Crop Rotation",Millennial,1.807650463
2006,13268,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13268,NA,"Cover Crop, Crop Rotation",Millennial,1.812683202
2006,13269,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13269,NA,"Cover Crop, Crop Rotation",Millennial,1.817604222
2006,13270,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13270,NA,"Cover Crop, Crop Rotation",Millennial,1.822304888
2006,13271,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13271,NA,"Cover Crop, Crop Rotation",Millennial,1.827475517
2006,13272,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13272,NA,"Cover Crop, Crop Rotation",Millennial,1.833710078
2006,13273,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13273,NA,"Cover Crop, Crop Rotation",Millennial,1.839935845
2006,13274,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13274,NA,"Cover Crop, Crop Rotation",Millennial,1.844929664
2006,13275,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13275,NA,"Cover Crop, Crop Rotation",Millennial,1.849157897
2006,13276,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13276,NA,"Cover Crop, Crop Rotation",Millennial,1.853560283
2006,13277,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13277,NA,"Cover Crop, Crop Rotation",Millennial,1.857517988
2006,13278,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13278,NA,"Cover Crop, Crop Rotation",Millennial,1.862410072
2006,13279,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13279,NA,"Cover Crop, Crop Rotation",Millennial,1.868334174
2006,13280,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13280,NA,"Cover Crop, Crop Rotation",Millennial,1.874132338
2006,13281,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13281,NA,"Cover Crop, Crop Rotation",Millennial,1.878878115
2006,13282,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13282,NA,"Cover Crop, Crop Rotation",Millennial,1.88324353
2006,13283,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13283,NA,"Cover Crop, Crop Rotation",Millennial,1.888861474
2006,13284,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13284,NA,"Cover Crop, Crop Rotation",Millennial,1.894947196
2006,13285,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13285,NA,"Cover Crop, Crop Rotation",Millennial,1.900653303
2006,13286,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13286,NA,"Cover Crop, Crop Rotation",Millennial,1.905860688
2006,13287,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13287,NA,"Cover Crop, Crop Rotation",Millennial,1.908908835
2006,13288,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13288,NA,"Cover Crop, Crop Rotation",Millennial,1.910850132
2006,13289,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13289,NA,"Cover Crop, Crop Rotation",Millennial,1.913725729
2006,13290,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13290,NA,"Cover Crop, Crop Rotation",Millennial,1.919438633
2006,13291,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13291,NA,"Cover Crop, Crop Rotation",Millennial,1.925934437
2006,13292,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13292,NA,"Cover Crop, Crop Rotation",Millennial,1.927155399
2006,13293,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13293,NA,"Cover Crop, Crop Rotation",Millennial,1.92345873
2006,13294,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13294,NA,"Cover Crop, Crop Rotation",Millennial,1.920364618
2006,13295,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13295,NA,"Cover Crop, Crop Rotation",Millennial,1.926639506
2006,13296,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13296,NA,"Cover Crop, Crop Rotation",Millennial,1.936948856
2006,13297,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13297,NA,"Cover Crop, Crop Rotation",Millennial,1.941015771
2006,13298,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13298,NA,"Cover Crop, Crop Rotation",Millennial,1.942755448
2006,13299,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13299,NA,"Cover Crop, Crop Rotation",Millennial,1.952834745
2006,13300,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13300,NA,"Cover Crop, Crop Rotation",Millennial,1.968003665
2006,13301,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13301,NA,"Cover Crop, Crop Rotation",Millennial,1.982181789
2006,13302,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13302,NA,"Cover Crop, Crop Rotation",Millennial,1.993777336
2006,13303,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13303,NA,"Cover Crop, Crop Rotation",Millennial,2.002159343
2006,13304,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13304,NA,"Cover Crop, Crop Rotation",Millennial,2.00608657
2006,13305,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13305,NA,"Cover Crop, Crop Rotation",Millennial,2.004247739
2006,13306,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13306,NA,"Cover Crop, Crop Rotation",Millennial,2.00020668
2006,13307,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13307,NA,"Cover Crop, Crop Rotation",Millennial,1.998578239
2006,13308,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13308,NA,"Cover Crop, Crop Rotation",Millennial,1.997986014
2006,13309,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13309,NA,"Cover Crop, Crop Rotation",Millennial,1.995456871
2006,13310,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13310,NA,"Cover Crop, Crop Rotation",Millennial,1.988912923
2006,13311,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13311,NA,"Cover Crop, Crop Rotation",Millennial,1.981044175
2006,13312,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13312,NA,"Cover Crop, Crop Rotation",Millennial,1.973017531
2006,13313,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13313,NA,"Cover Crop, Crop Rotation",Millennial,1.962883889
2006,13314,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13314,NA,"Cover Crop, Crop Rotation",Millennial,1.953357118
2006,13315,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13315,NA,"Cover Crop, Crop Rotation",Millennial,1.947603248
2006,13316,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13316,NA,"Cover Crop, Crop Rotation",Millennial,1.943251059
2006,13317,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13317,NA,"Cover Crop, Crop Rotation",Millennial,1.938219614
2006,13318,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13318,NA,"Cover Crop, Crop Rotation",Millennial,1.932259873
2006,13319,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13319,NA,"Cover Crop, Crop Rotation",Millennial,1.923933877
2006,13320,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13320,NA,"Cover Crop, Crop Rotation",Millennial,1.91668136
2006,13321,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13321,NA,"Cover Crop, Crop Rotation",Millennial,1.918907791
2006,13322,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13322,NA,"Cover Crop, Crop Rotation",Millennial,1.924964393
2006,13323,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13323,NA,"Cover Crop, Crop Rotation",Millennial,1.926269107
2006,13324,NA,"Cover Crop, Crop Rotation",Observed,NA
2006,13324,NA,"Cover Crop, Crop Rotation",Millennial,1.923410533
2006,13325,NA,"Cover Crop, Crop Rotation",Observed,NA
