"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
"1940",NA,NA,"33.9931179513359","Millennial","1_44","1","4","4"
"1941",NA,NA,"32.1115759910972","Millennial","1_44","1","4","4"
"1942",NA,NA,"32.2822986686163","Millennial","1_44","1","4","4"
"1943",NA,NA,"31.1167122925552","Millennial","1_44","1","4","4"
"1944",NA,NA,"30.6242939715366","Millennial","1_44","1","4","4"
"1945",NA,NA,"30.1495427561276","Millennial","1_44","1","4","4"
"1946",NA,NA,"29.4035343020818","Millennial","1_44","1","4","4"
"1947",NA,NA,"28.5955343746075","Millennial","1_44","1","4","4"
"1948",NA,NA,"27.5970849665685","Millennial","1_44","1","4","4"
"1949",NA,NA,"26.9995787799407","Millennial","1_44","1","4","4"
"1950",NA,NA,"26.2027144316012","Millennial","1_44","1","4","4"
"1951",NA,NA,"25.473932148531","Millennial","1_44","1","4","4"
"1952",NA,NA,"24.6317372472233","Millennial","1_44","1","4","4"
"1953",NA,NA,"24.0794547307719","Millennial","1_44","1","4","4"
"1954",NA,NA,"23.206789179879","Millennial","1_44","1","4","4"
"1955",NA,NA,"22.6552087199665","Millennial","1_44","1","4","4"
"1956",NA,NA,"22.2427173244505","Millennial","1_44","1","4","4"
"1957",NA,NA,"21.6527734104651","Millennial","1_44","1","4","4"
"1958",NA,NA,"21.0561950340716","Millennial","1_44","1","4","4"
"1959",NA,NA,"20.4537768572542","Millennial","1_44","1","4","4"
"1960",NA,NA,"19.9193745282066","Millennial","1_44","1","4","4"
"1961",NA,NA,"19.5767562804776","Millennial","1_44","1","4","4"
"1962",NA,NA,"18.8983998426513","Millennial","1_44","1","4","4"
"1963",NA,NA,"17.9406304158089","Millennial","1_44","1","4","4"
"1964",NA,NA,"17.2850688213785","Millennial","1_44","1","4","4"
"1965",NA,NA,"16.6816562122868","Millennial","1_44","1","4","4"
"1966",NA,NA,"16.1317870417963","Millennial","1_44","1","4","4"
"1967",NA,NA,"15.3965052816192","Millennial","1_44","1","4","4"
"1968",NA,NA,"14.832193339184","Millennial","1_44","1","4","4"
"1969",NA,NA,"14.3656854281581","Millennial","1_44","1","4","4"
"1970",NA,NA,"13.983246045909","Millennial","1_44","1","4","4"
"1971",NA,NA,"13.7499749082423","Millennial","1_44","1","4","4"
"1972",NA,NA,"13.6177165024696","Millennial","1_44","1","4","4"
"1973",NA,NA,"13.5305361083295","Millennial","1_44","1","4","4"
"1974",NA,NA,"13.4339151123139","Millennial","1_44","1","4","4"
"1975",NA,NA,"13.2411210071783","Millennial","1_44","1","4","4"
"1976",NA,NA,"13.0436826543756","Millennial","1_44","1","4","4"
"1977",NA,NA,"12.8247211676901","Millennial","1_44","1","4","4"
"1978",NA,NA,"12.5347358619792","Millennial","1_44","1","4","4"
"1979",NA,NA,"12.189067871691","Millennial","1_44","1","4","4"
"1980",NA,NA,"11.7718347027029","Millennial","1_44","1","4","4"
"1981",NA,NA,"11.3624616324719","Millennial","1_44","1","4","4"
"1982",NA,NA,"10.9167495943071","Millennial","1_44","1","4","4"
"1983",NA,NA,"10.6239834704505","Millennial","1_44","1","4","4"
"1984",NA,NA,"10.3992537019138","Millennial","1_44","1","4","4"
"1985",NA,NA,"10.1912694240946","Millennial","1_44","1","4","4"
"1986",NA,NA,"9.9732746289874","Millennial","1_44","1","4","4"
"1987",NA,NA,"9.6373178734327","Millennial","1_44","1","4","4"
"1988",NA,NA,"9.2650564813231","Millennial","1_44","1","4","4"
"1989",NA,NA,"9.0347718122486","Millennial","1_44","1","4","4"
"1990",NA,NA,"8.8030141674928","Millennial","1_44","1","4","4"
"1991",NA,NA,"8.4119836612981","Millennial","1_44","1","4","4"
"1992",NA,NA,"8.0984075000567","Millennial","1_44","1","4","4"
"1993",NA,NA,"7.7815748497846","Millennial","1_44","1","4","4"
"1994",NA,NA,"7.5197479713768","Millennial","1_44","1","4","4"
"1995",NA,NA,"7.1749601851176","Millennial","1_44","1","4","4"
"1996",NA,NA,"6.8799044288552","Millennial","1_44","1","4","4"
"1997",NA,NA,"6.6470514079419","Millennial","1_44","1","4","4"
"1998",NA,NA,"6.439339412935","Millennial","1_44","1","4","4"
"1999",NA,NA,"6.3269003344781","Millennial","1_44","1","4","4"
"2000",NA,NA,"6.27790575771279","Millennial","1_44","1","4","4"
"2001",NA,NA,"6.2326653040926","Millennial","1_44","1","4","4"
"2002",NA,NA,"6.2172285640951","Millennial","1_44","1","4","4"
"2003",NA,NA,"6.1500732549656","Millennial","1_44","1","4","4"
"2004",NA,NA,"6.17746345753211","Millennial","1_44","1","4","4"
"2005",NA,NA,"6.8927658654214","Millennial","1_44","1","4","4"
"2006",NA,NA,"7.0790870571155","Millennial","1_44","1","4","4"
"2007",NA,NA,"7.3685199042753","Millennial","1_44","1","4","4"
"2008",NA,NA,"6.754157357402","Millennial","1_44","1","4","4"
"2009",NA,NA,"6.5110099626634","Millennial","1_44","1","4","4"
"2010",NA,NA,"6.3731906932606","Millennial","1_44","1","4","4"
"2011",NA,NA,"6.298001332132","Millennial","1_44","1","4","4"
"2012",NA,NA,"6.3996416638784","Millennial","1_44","1","4","4"
"2013",NA,NA,"6.5036958583624","Millennial","1_44","1","4","4"
"2014",NA,NA,"6.89620169228969","Millennial","1_44","1","4","4"
"2015",NA,NA,"6.8584680735786","Millennial","1_44","1","4","4"
"2016",NA,NA,"6.7654642275246","Millennial","1_44","1","4","4"
"2017",NA,NA,"6.6865883279673","Millennial","1_44","1","4","4"
"2018",NA,NA,"6.8189118216169","Millennial","1_44","1","4","4"
"2019",NA,NA,"6.9536966820192","Millennial","1_44","1","4","4"
"2020",NA,NA,"6.8772071831847","Millennial","1_44","1","4","4"
"2021",NA,NA,"7.0352144816212","Millennial","1_44","1","4","4"
"2022",NA,NA,"7.0763024511912","Millennial","1_44","1","4","4"
"2023",NA,NA,"7.1433993345606","Millennial","1_44","1","4","4"
"2024",NA,NA,"6.8283563364949","Millennial","1_44","1","4","4"
"2025",NA,NA,"6.8493581612388","Millennial","1_44","1","4","4"
"2026",NA,NA,"6.6368653865543","Millennial","1_44","1","4","4"
"2027",NA,NA,"6.7776490191042","Millennial","1_44","1","4","4"
"2028",NA,NA,"6.4142797811703","Millennial","1_44","1","4","4"
"2029",NA,NA,"6.39989392428031","Millennial","1_44","1","4","4"
"2030",NA,NA,"6.2429028176417","Millennial","1_44","1","4","4"
"2031",NA,NA,"6.2269062645969","Millennial","1_44","1","4","4"
"2032",NA,NA,"6.0552783947311","Millennial","1_44","1","4","4"
"2033",NA,NA,"6.1879353342318","Millennial","1_44","1","4","4"
"2034",NA,NA,"6.02454031506679","Millennial","1_44","1","4","4"
