"Model","Climate_Scenario","Mgmt_Scenario","Scenario_Name","Maize_Diff_Mgha","Soybean_Diff_Mgha","Wheat_Diff_Mgha","SOC_Diff_Mgha","Total_N2O_kgha","N2O_Diff_kgha","Total_CH4_kgha","CH4_Diff_kgha","Total_SOC_Mgha","Cotton_Diff_Mgha","Sorghum_Diff_Mgha","N2O_Mgha","CH4_Mgha","CO2e_SOC","CO2e_N2O","CO2e_CH4","scenario_abbrev","GWP"
"RothC",1,53,"1_53",NA,NA,NA,0.2762,14.8010356,NA,6.1839158,NA,6.99475,NA,NA,0.0148010356,0.0061839158,-1.01273333333333,6.3496442724,0.2226209688,"RR00-CR",5.55953190786667
"APSIM",1,54,"1_54",NA,NA,NA,0,12.7489,0.0403391724137928,-114.4593755,NA,4.8,-0.0741846153845991,-0.489092957746514,0.0127489,-0.1144593755,0,5.4692781,-4.120537518,"RR50-NT-CR",1.348740582
"Millennial",1,54,"1_54",NA,NA,NA,-1.3014770802579,10.773345,NA,-114.4593755,NA,40.4165869065458,NA,NA,0.010773345,-0.1144593755,4.7720826276123,4.621765005,-4.120537518,"RR50-NT-CR",5.2733101146123
"RothC",1,54,"1_54",NA,NA,NA,-0.0477499999999997,10.773345,NA,-114.4593755,NA,6.2226,NA,NA,0.010773345,-0.1144593755,0.175083333333332,4.621765005,-4.120537518,"RR50-NT-CR",0.676310820333332
"APSIM",1,55,"1_55",NA,NA,NA,0.199999999999999,15.75949,0.0739696551724137,-106.0162002,NA,6.1,0.141815384615407,-0.530945966709382,0.01575949,-0.1060162002,-0.73333333333333,6.76082121,-3.8165832072,"RR25-NT-CR",2.21090466946667
"Millennial",1,55,"1_55",NA,NA,NA,-0.961328724016902,12.2996607,NA,-106.0162002,NA,40.6584354688739,NA,NA,0.0122996607,-0.1060162002,3.52487198806197,5.2765544403,-3.8165832072,"RR25-NT-CR",4.98484322116197
"RothC",1,55,"1_55",NA,NA,NA,-0.0347,12.2996607,NA,-106.0162002,NA,6.21915,NA,NA,0.0122996607,-0.1060162002,0.127233333333333,5.2765544403,-3.8165832072,"RR25-NT-CR",1.58720456643333
"APSIM",1,56,"1_56",NA,NA,NA,0.3,19.31383,0.0953118620689665,-97.2815112,NA,7.6,0.258984615384637,-0.505400000000002,0.01931383,-0.0972815112,-1.1,8.28563307,-3.5021344032,"RR00-NT-CR",3.6834986668
"Millennial",1,56,"1_56",NA,NA,NA,-0.648109832869807,14.143794,NA,-97.2815112,NA,40.9598999636388,NA,NA,0.014143794,-0.0972815112,2.37640272052263,6.067687626,-3.5021344032,"RR00-NT-CR",4.94195594332263
"RothC",1,56,"1_56",NA,NA,NA,-0.0173000000000005,14.143794,NA,-97.2815112,NA,6.22075,NA,NA,0.014143794,-0.0972815112,0.0634333333333352,6.067687626,-3.5021344032,"RR00-NT-CR",2.62898655613334
"APSIM",1,61,"1_61",NA,NA,NA,-0.800000000000001,13.17492,-0.0218075862068981,NA,NA,10,-0.141550000000002,0.363261538461522,0.01317492,NA,2.93333333333334,5.65204068,NA,"BC19-CR",8.58537401333334
"APSIM",1,62,"1_62",NA,NA,NA,-1.6,13.05297,-0.0292920000000018,NA,NA,14,-0.175200000000002,0.412430769230756,0.01305297,NA,5.86666666666667,5.59972413,NA,"BC38-CR",11.4663907966667
"APSIM",1,63,"1_63",NA,NA,NA,-2.3,12.7947,-0.0285627586206906,NA,NA,18,-0.230350000000001,0.487507692307673,0.0127947,NA,8.43333333333333,5.4889263,NA,"BC57-CR",13.9222596333333
"APSIM",1,64,"1_64",NA,NA,NA,-2.9,12.54779,-0.0248358620689664,NA,NA,22.2,-0.221300000000003,0.380892307692299,0.01254779,NA,10.6333333333333,5.38300191,NA,"BC76-CR",16.0163352433333
"APSIM",1,65,"1_65",NA,NA,NA,-3.9,12.35351,0.000451310344826872,NA,NA,26.3,-0.178200000000002,0.584338461538444,0.01235351,NA,14.3,5.29965579,NA,"BC96-CR",19.59965579
"APSIM",1,7,"1_7",NA,NA,NA,0.4,18.73081,-0.000387034482762061,-26.2224221,NA,7.5,-0.135875862068975,NA,0.01873081,-0.0262224221,-1.46666666666667,8.03551749,-0.9440071956,"CN",5.62484362773333
"Millennial",1,7,"1_7",NA,NA,NA,-2.2488435528855,13.4745956,NA,-26.2224221,NA,41.0231972139887,NA,NA,0.0134745956,-0.0262224221,8.2457596939135,5.7806015124,-0.9440071956,"CN",13.0823540107135
"RothC",1,7,"1_7",NA,NA,NA,-0.17425,13.4745956,NA,-26.2224221,NA,5.9608,NA,NA,0.0134745956,-0.0262224221,0.638916666666667,5.7806015124,-0.9440071956,"CN",5.47551098346667
"APSIM",1,8,"1_8",NA,NA,NA,0.2,18.93788,0.0695926896551737,-100.1295045,NA,7.3,-0.126950000000003,0.460598086124406,0.01893788,-0.1001295045,-0.733333333333333,8.12435052,-3.604662162,"CC-NT-CR",3.78635502466667
"Millennial",1,8,"1_8",NA,NA,NA,-0.804641835147805,13.65144245,NA,-100.1295045,NA,41.1100230393447,NA,NA,0.01365144245,-0.1001295045,2.95035339554195,5.85646881105,-3.604662162,"CC-NT-CR",5.20216004459195
"RothC",1,8,"1_8",NA,NA,NA,0.0130000000000008,13.65144245,NA,-100.1295045,NA,6.43045,NA,NA,0.01365144245,-0.1001295045,-0.0476666666666696,5.85646881105,-3.604662162,"CC-NT-CR",2.20413998238333
"APSIM",2,3,"2_3",NA,NA,NA,0.100000000000001,17.13111,-0.0690806896551703,19.3444227,NA,6.2,-0.112199999999996,-0.101415384615391,0.01713111,0.0193444227,-0.36666666666667,7.34924619,0.6963992172,"CC-CR",7.67897874053333
"Millennial",2,3,"2_3",NA,NA,NA,-0.210901458347102,13.98689025,NA,19.3444227,NA,43.7781304358307,NA,NA,0.01398689025,0.0193444227,0.773305347272707,6.00037591725,0.6963992172,"CC-CR",7.47008048172271
"RothC",2,3,"2_3",NA,NA,NA,0.42385,13.98689025,NA,19.3444227,NA,7.21675,NA,NA,0.01398689025,0.0193444227,-1.55411666666667,6.00037591725,0.6963992172,"CC-CR",5.14265846778333
"APSIM",2,41,"2_41",NA,NA,NA,-0.4,17.56848,-0.0277826206896553,4.6920614,NA,5.8,-0.749692307692328,-0.869591537376614,0.01756848,0.0046920614,1.46666666666667,7.53687792,0.1689142104,"RF05-CR",9.17245879706667
"Millennial",2,41,"2_41",NA,NA,NA,-0.360522656030199,14.1245132,NA,4.6920614,NA,44.7158590597253,NA,NA,0.0141245132,0.0046920614,1.32191640544406,6.0594161628,0.1689142104,"RF05-CR",7.55024677864406
"RothC",2,41,"2_41",NA,NA,NA,0.23095,14.1245132,NA,4.6920614,NA,6.9495,NA,NA,0.0141245132,0.0046920614,-0.846816666666667,6.0594161628,0.1689142104,"RF05-CR",5.38151370653333
"APSIM",2,42,"2_42",NA,NA,NA,-0.5,16.63082,-0.028145931034483,2.5757246,NA,5.7,-0.741969230769243,-0.874784767277887,0.01663082,0.0025757246,1.83333333333333,7.13462178,0.0927260856,"RF15-CR",9.06068119893333
"Millennial",2,42,"2_42",NA,NA,NA,-0.7665983681119,13.54474855,NA,2.5757246,NA,44.3097833476436,NA,NA,0.01354474855,0.0025757246,2.81086068307697,5.81069712795,0.0927260856,"RF15-CR",8.71428389662697
"RothC",2,42,"2_42",NA,NA,NA,0.138999999999999,13.54474855,NA,2.5757246,NA,6.8576,NA,NA,0.01354474855,0.0025757246,-0.509666666666663,5.81069712795,0.0927260856,"RF15-CR",5.39375654688334
"APSIM",2,43,"2_43",NA,NA,NA,-0.600000000000001,15.75734,-0.030431862068966,0.3257515,NA,5.6,-0.699292307692311,-0.883717912552925,0.01575734,0.0003257515,2.2,6.75989886,0.011727054,"RF25-CR",8.971625914
"Millennial",2,43,"2_43",NA,NA,NA,-1.1916139875223,12.9926751,NA,0.3257515,NA,43.8847677282332,NA,NA,0.0129926751,0.0003257515,4.36925128758177,5.5738576179,0.011727054,"RF25-CR",9.95483595948177
"RothC",2,43,"2_43",NA,NA,NA,0.0446499999999999,12.9926751,NA,0.3257515,NA,6.76325,NA,NA,0.0129926751,0.0003257515,-0.163716666666666,5.5738576179,0.011727054,"RF25-CR",5.42186800523333
"APSIM",2,44,"2_44",NA,NA,NA,-0.6,14.84977,-0.0304224827586217,-2.0324353,NA,5.5,-0.64618461538462,-0.888611001410467,0.01484977,-0.0020324353,2.2,6.37055133,-0.0731676708,"RF35-CR",8.4973836592
"Millennial",2,44,"2_44",NA,NA,NA,-1.63387953710819,12.4134758,NA,-2.0324353,NA,43.4425021786473,NA,NA,0.0124134758,-0.0020324353,5.99089163606336,5.3253811182,-0.0731676708,"RF35-CR",11.2431050834634
"RothC",2,44,"2_44",NA,NA,NA,-0.0517000000000003,12.4134758,NA,-2.0324353,NA,6.66695,NA,NA,0.0124134758,-0.0020324353,0.189566666666668,5.3253811182,-0.0731676708,"RF35-CR",5.44178011406667
"APSIM",2,51,"2_51",NA,NA,NA,-0.5,12.48543,0.0180900689655175,-7.6901282,NA,3.7,-0.362276923076919,-0.83122877291963,0.01248543,-0.0076901282,1.83333333333333,5.35624947,-0.2768446152,"RR50-CR",6.91273818813333
"Millennial",2,51,"2_51",NA,NA,NA,-1.66836463663581,11.6638235,NA,-7.6901282,NA,42.9116023388697,NA,NA,0.0116638235,-0.0076901282,6.11733700099797,5.0037802815,-0.2768446152,"RR50-CR",10.844272667298
"RothC",2,51,"2_51",NA,NA,NA,0.0838000000000001,11.6638235,NA,-7.6901282,NA,6.6792,NA,NA,0.0116638235,-0.0076901282,-0.307266666666667,5.0037802815,-0.2768446152,"RR50-CR",4.41966899963333
"APSIM",2,52,"2_52",NA,NA,NA,-0.399999999999999,14.78034,0.0142706206896551,-1.457756,NA,4.7,-0.545569230769239,-0.832678138222882,0.01478034,-0.001457756,1.46666666666666,6.34076586,-0.052479216,"RR25-CR",7.75495331066666
"Millennial",2,52,"2_52",NA,NA,NA,-1.3089703667621,12.7100636,NA,-1.457756,NA,43.5123908020027,NA,NA,0.0127100636,-0.001457756,4.79955801146103,5.4526172844,-0.052479216,"RR25-CR",10.199696079861
"RothC",2,52,"2_52",NA,NA,NA,0.15455,12.7100636,NA,-1.457756,NA,6.8117,NA,NA,0.0127100636,-0.001457756,-0.566683333333333,5.4526172844,-0.052479216,"RR25-CR",4.83345473506667
"APSIM",2,53,"2_53",NA,NA,NA,-0.4,18.0488,-0.0299322758620688,5.7189642,NA,5.8,-0.751446153846167,-0.871068547249671,0.0180488,0.0057189642,1.46666666666667,7.7429352,0.2058827112,"RR00-CR",9.41548457786667
"Millennial",2,53,"2_53",NA,NA,NA,-0.166368718508494,14.4207282,NA,5.7189642,NA,44.910012997247,NA,NA,0.0144207282,0.0057189642,0.610018634531145,6.1864923978,0.2058827112,"RR00-CR",7.00239374353114
"RothC",2,53,"2_53",NA,NA,NA,0.276050000000001,14.4207282,NA,5.7189642,NA,6.99455,NA,NA,0.0144207282,0.0057189642,-1.01218333333334,6.1864923978,0.2058827112,"RR00-CR",5.38019177566666
"APSIM",2,54,"2_54",NA,NA,NA,-0.6,12.848,0.00774110344827617,-108.8205236,NA,4,-0.321107692307688,-0.882193511988746,0.012848,-0.1088205236,2.2,5.511792,-3.9175388496,"RR50-NT-CR",3.7942531504
"Millennial",2,54,"2_54",NA,NA,NA,-1.42806477714291,10.6778978,NA,-108.8205236,NA,40.2900536910448,NA,NA,0.0106778978,-0.1088205236,5.23623751619067,4.5808181562,-3.9175388496,"RR50-NT-CR",5.89951682279067
"RothC",2,54,"2_54",NA,NA,NA,-0.0113000000000003,10.6778978,NA,-108.8205236,NA,6.2595,NA,NA,0.0106778978,-0.1088205236,0.0414333333333344,4.5808181562,-3.9175388496,"RR50-NT-CR",0.704712639933335
"APSIM",2,55,"2_55",NA,NA,NA,-0.5,15.0754,-0.00066813793103454,-100.6754425,NA,5.2,-0.449015384615386,-0.920923554301851,0.0150754,-0.1006754425,1.83333333333333,6.4673466,-3.62431593,"RR25-NT-CR",4.67636400333333
"Millennial",2,55,"2_55",NA,NA,NA,-0.998197687613001,11.78008745,NA,-100.6754425,NA,40.6216178084628,NA,NA,0.01178008745,-0.1006754425,3.66005818791434,5.05365751605,-3.62431593,"RR25-NT-CR",5.08939977396434
"RothC",2,55,"2_55",NA,NA,NA,-0.00630000000000042,11.78008745,NA,-100.6754425,NA,6.24815,NA,NA,0.01178008745,-0.1006754425,0.0231000000000015,5.05365751605,-3.62431593,"RR25-NT-CR",1.45244158605
"APSIM",2,56,"2_56",NA,NA,NA,-0.4,18.56441,-0.0498257931034478,-92.2881726,NA,6.6,-0.711230769230781,-0.98543808180537,0.01856441,-0.0922881726,1.46666666666667,7.96413189,-3.3223742136,"RR00-NT-CR",6.10842434306667
"Millennial",2,56,"2_56",NA,NA,NA,-0.642559433455695,13.56107285,NA,-92.2881726,NA,40.9655000871867,NA,NA,0.01356107285,-0.0922881726,2.35605125600422,5.81770025265,-3.3223742136,"RR00-NT-CR",4.85137729505421
"RothC",2,56,"2_56",NA,NA,NA,0.00305,13.56107285,NA,-92.2881726,NA,6.242,NA,NA,0.01356107285,-0.0922881726,-0.0111833333333333,5.81770025265,-3.3223742136,"RR00-NT-CR",2.48414270571667
"APSIM",2,61,"2_61",NA,NA,NA,-0.5,12.56046,-0.035764965517239,NA,NA,9.9,0.0207500000000038,0.0259384615384535,0.01256046,NA,1.83333333333333,5.38843734,NA,"BC19-CR",7.22177067333333
"APSIM",2,62,"2_62",NA,NA,NA,-1.2,12.52657,-0.0261132413793077,NA,NA,14,0.0746000000000038,0.00935384615383494,0.01252657,NA,4.4,5.37389853,NA,"BC38-CR",9.77389853
"APSIM",2,63,"2_63",NA,NA,NA,-1.8,12.38525,-0.0327772413793082,NA,NA,18.1,0.0213000000000036,0.0294461538461421,0.01238525,NA,6.6,5.31327225,NA,"BC57-CR",11.91327225
"APSIM",2,64,"2_64",NA,NA,NA,-2.4,12.29819,-0.0315943448275844,NA,NA,22.3,0.0240000000000038,0.0996923076922984,0.01229819,NA,8.8,5.27592351,NA,"BC76-CR",14.07592351
"APSIM",2,65,"2_65",NA,NA,NA,-3.3,12.23175,0.00175048275862127,NA,NA,26.4,0.0994000000000037,0.211599999999983,0.01223175,NA,12.1,5.24742075,NA,"BC96-CR",17.34742075
"APSIM",2,7,"2_7",NA,NA,NA,0.399999999999999,18.30983,-0.049100965517242,-26.354358,NA,7.1,-0.298813793103442,NA,0.01830983,-0.026354358,-1.46666666666666,7.85491707,-0.948756888,"CN",5.43949351533334
"Millennial",2,7,"2_7",NA,NA,NA,-2.51825433999461,13.0957639,NA,-26.354358,NA,40.7538235486997,NA,NA,0.0130957639,-0.026354358,9.2335992466469,5.6180827131,-0.948756888,"CN",13.9029250717469
"RothC",2,7,"2_7",NA,NA,NA,-0.19135,13.0957639,NA,-26.354358,NA,5.9435,NA,NA,0.0130957639,-0.026354358,0.701616666666667,5.6180827131,-0.948756888,"CN",5.37094249176667
"APSIM",2,8,"2_8",NA,NA,NA,0.2,18.00953,-0.0338995862068942,-92.912329,NA,6.9,-0.128399999999996,-0.199476923076929,0.01800953,-0.092912329,-0.733333333333333,7.72608837,-3.344843844,"CC-NT-CR",3.64791119266667
"Millennial",2,8,"2_8",NA,NA,NA,-0.841973564505295,12.9729346,NA,-92.912329,NA,41.0727405900308,NA,NA,0.0129729346,-0.092912329,3.08723640318608,5.5653889434,-3.344843844,"CC-NT-CR",5.30778150258608
"RothC",2,8,"2_8",NA,NA,NA,0.0500999999999996,12.9729346,NA,-92.912329,NA,6.4689,NA,NA,0.0129729346,-0.092912329,-0.183699999999999,5.5653889434,-3.344843844,"CC-NT-CR",2.0368450994
"APSIM",3,3,"3_3",NA,NA,NA,0.4,16.05849,0.00592786206896412,16.4345686,NA,6.5,-0.154900000000001,0.325876923076923,0.01605849,0.0164345686,-1.46666666666667,6.88909221,0.5916444696,"CC-CR",6.01407001293333
"Millennial",3,3,"3_3",NA,NA,NA,1.3428722688815,13.49453705,NA,16.4345686,NA,45.3318141257086,NA,NA,0.01349453705,0.0164345686,-4.92386498589883,5.78915639445,0.5916444696,"CC-CR",1.45693587815117
"RothC",3,3,"3_3",NA,NA,NA,0.414,13.49453705,NA,16.4345686,NA,7.20665,NA,NA,0.01349453705,0.0164345686,-1.518,5.78915639445,0.5916444696,"CC-CR",4.86280086405
"APSIM",3,41,"3_41",NA,NA,NA,-0.100000000000001,16.87889,0.0216464827586187,5.0963042,NA,6.1,-0.46310769230768,0.0349538461538415,0.01687889,0.0050963042,0.36666666666667,7.24104381,0.1834669512,"RF05-CR",7.79117742786667
"Millennial",3,41,"3_41",NA,NA,NA,-1.015517055464,13.83807065,NA,5.0963042,NA,44.0607606427077,NA,NA,0.01383807065,0.0050963042,3.72356253670133,5.93653230885,0.1834669512,"RF05-CR",9.84356179675133
"RothC",3,41,"3_41",NA,NA,NA,0.26275,13.83807065,NA,5.0963042,NA,6.983,NA,NA,0.01383807065,0.0050963042,-0.963416666666667,5.93653230885,0.1834669512,"RF05-CR",5.15658259338333
"APSIM",3,42,"3_42",NA,NA,NA,-0.100000000000001,15.8585,0.0195453793103432,2.6976804,NA,6.1,-0.390153846153837,0.0451999999999959,0.0158585,0.0026976804,0.36666666666667,6.8032965,0.0971164944,"RF15-CR",7.26707966106667
"Millennial",3,42,"3_42",NA,NA,NA,-1.3763511955588,13.20862085,NA,2.6976804,NA,43.6999265026129,NA,NA,0.01320862085,0.0026976804,5.04662105038227,5.66649834465,0.0971164944,"RF15-CR",10.8102358894323
"RothC",3,42,"3_42",NA,NA,NA,0.165249999999999,13.20862085,NA,2.6976804,NA,6.88585,NA,NA,0.01320862085,0.0026976804,-0.605916666666663,5.66649834465,0.0971164944,"RF15-CR",5.15769817238334
"APSIM",3,43,"3_43",NA,NA,NA,-0.100000000000001,15.07949,0.0014125517241359,0.2122574,NA,6.1,-0.325599999999984,0.0755076923076903,0.01507949,0.0002122574,0.36666666666667,6.46910121,0.0076412664,"RF25-CR",6.84340914306667
"Millennial",3,43,"3_43",NA,NA,NA,-1.747920435268,12.699598,NA,0.2122574,NA,43.3283572629037,NA,NA,0.012699598,0.0002122574,6.40904159598267,5.448127542,0.0076412664,"RF25-CR",11.8648104043827
"RothC",3,43,"3_43",NA,NA,NA,0.0665499999999994,12.699598,NA,0.2122574,NA,6.7875,NA,NA,0.012699598,0.0002122574,-0.244016666666664,5.448127542,0.0076412664,"RF25-CR",5.21175214173334
"APSIM",3,44,"3_44",NA,NA,NA,0,14.22651,-0.00145710344827787,-2.3689176,NA,6.1,-0.277630769230754,0.092707692307691,0.01422651,-0.0023689176,0,6.10317279,-0.0852810336,"RF35-CR",6.0178917564
"Millennial",3,44,"3_44",NA,NA,NA,-2.12615927236111,12.14639735,NA,-2.3689176,NA,42.9501184258106,NA,NA,0.01214639735,-0.0023689176,7.79591733199074,5.21080446315,-0.0852810336,"RF35-CR",12.9214407615407
"RothC",3,44,"3_44",NA,NA,NA,-0.0324500000000008,12.14639735,NA,-2.3689176,NA,6.6888,NA,NA,0.01214639735,-0.0023689176,0.118983333333336,5.21080446315,-0.0852810336,"RF35-CR",5.24450676288334
"APSIM",3,51,"3_51",NA,NA,NA,-0.100000000000001,11.68675,0.0553388965517242,-8.4537628,NA,4.1,-0.290399999999991,0.062799999999994,0.01168675,-0.0084537628,0.36666666666667,5.01361575,-0.3043354608,"RR50-CR",5.07594695586667
"Millennial",3,51,"3_51",NA,NA,NA,-0.982161644560406,11.2707145,NA,-8.4537628,NA,43.5977003051044,NA,NA,0.0112707145,-0.0084537628,3.60125936338816,4.8351365205,-0.3043354608,"RR50-CR",8.13206042308816
"RothC",3,51,"3_51",NA,NA,NA,0.0800000000000001,11.2707145,NA,-8.4537628,NA,6.6766,NA,NA,0.0112707145,-0.0084537628,-0.293333333333334,4.8351365205,-0.3043354608,"RR50-CR",4.23746772636667
"APSIM",3,52,"3_52",NA,NA,NA,0,14.16374,0.034088413793102,-2.1503606,NA,5.1,-0.229476923076909,0.0525538461538395,0.01416374,-0.0021503606,0,6.07624446,-0.0774129816,"RR25-CR",5.9988314784
"Millennial",3,52,"3_52",NA,NA,NA,-1.4329610662068,12.42342555,NA,-2.1503606,NA,43.3882958393714,NA,NA,0.01242342555,-0.0021503606,5.2541905760916,5.32964956095,-0.0774129816,"RR25-CR",10.5064271554416
"RothC",3,52,"3_52",NA,NA,NA,0.14625,12.42342555,NA,-2.1503606,NA,6.8047,NA,NA,0.01242342555,-0.0021503606,-0.53625,5.32964956095,-0.0774129816,"RR25-CR",4.71598657935
"APSIM",3,53,"3_53",NA,NA,NA,-0.100000000000001,17.36558,0.0271057931034466,6.2436419,NA,6.1,-0.460953846153835,0.030092307692303,0.01736558,0.0062436419,0.36666666666667,7.44983382,0.2247711084,"RR00-CR",8.04127159506667
"Millennial",3,53,"3_53",NA,NA,NA,-0.841323508444894,14.13974955,NA,6.2436419,NA,44.2349541897268,NA,NA,0.01413974955,0.0062436419,3.08485286429794,6.06595255695,0.2247711084,"RR00-CR",9.37557652964794
"RothC",3,53,"3_53",NA,NA,NA,0.3104,14.13974955,NA,6.2436419,NA,7.0305,NA,NA,0.01413974955,0.0062436419,-1.13813333333333,6.06595255695,0.2247711084,"RR00-CR",5.15259033201667
"APSIM",3,54,"3_54",NA,NA,NA,-0.2,11.97183,0.0478433103448279,-112.1558897,NA,4.5,-0.314246153846145,0.064953846153843,0.01197183,-0.1121558897,0.733333333333333,5.13591507,-4.0376120292,"RR50-NT-CR",1.83163637413333
"Millennial",3,54,"3_54",NA,NA,NA,-1.7296193425771,10.2749328,NA,-112.1558897,NA,39.988427265705,NA,NA,0.0102749328,-0.1121558897,6.34193758944937,4.4079461712,-4.0376120292,"RR50-NT-CR",6.71227173144937
"RothC",3,54,"3_54",NA,NA,NA,-0.0218999999999996,10.2749328,NA,-112.1558897,NA,6.2511,NA,NA,0.0102749328,-0.1121558897,0.0802999999999985,4.4079461712,-4.0376120292,"RR50-NT-CR",0.450634141999998
"APSIM",3,55,"3_55",NA,NA,NA,-0.100000000000001,14.29102,0.0357052413793099,-103.5360008,NA,5.8,-0.214523076923065,-0.00760000000000405,0.01429102,-0.1035360008,0.36666666666667,6.13084758,-3.7272960288,"RR25-NT-CR",2.77021821786667
"Millennial",3,55,"3_55",NA,NA,NA,-1.55317110089749,11.44531775,NA,-103.5360008,NA,40.0665766096216,NA,NA,0.01144531775,-0.1035360008,5.6949607032908,4.91004131475,-3.7272960288,"RR25-NT-CR",6.8777059892408
"RothC",3,55,"3_55",NA,NA,NA,-0.00590000000000046,11.44531775,NA,-103.5360008,NA,6.25095,NA,NA,0.01144531775,-0.1035360008,0.021633333333335,4.91004131475,-3.7272960288,"RR25-NT-CR",1.20437861928334
"APSIM",3,56,"3_56",NA,NA,NA,-0.100000000000001,17.70068,0.0230281379310343,-95.0688813,NA,7.1,-0.386769230769218,0.00206153846153123,0.01770068,-0.0950688813,0.36666666666667,7.59359172,-3.4224797268,"RR00-NT-CR",4.53777865986667
"Millennial",3,56,"3_56",NA,NA,NA,-1.32892865835731,13.2237729,NA,-95.0688813,NA,40.2790654913119,NA,NA,0.0132237729,-0.0950688813,4.8727384139768,5.6729985741,-3.4224797268,"RR00-NT-CR",7.1232572612768
"RothC",3,56,"3_56",NA,NA,NA,0.0107499999999998,13.2237729,NA,-95.0688813,NA,6.252,NA,NA,0.0132237729,-0.0950688813,-0.0394166666666659,5.6729985741,-3.4224797268,"RR00-NT-CR",2.21110218063333
"APSIM",3,61,"3_61",NA,NA,NA,-0.4,11.43489,0.0414991724137926,NA,NA,10,-0.130700000000003,0.0459076923077202,0.01143489,NA,1.46666666666667,4.90556781,NA,"BC19-CR",6.37223447666667
"APSIM",3,62,"3_62",NA,NA,NA,-1.2,11.32122,0.0371997241379313,NA,NA,14.1,-0.1645,-0.0344615384615135,0.01132122,NA,4.4,4.85680338,NA,"BC38-CR",9.25680338
"APSIM",3,63,"3_63",NA,NA,NA,-1.7,11.22888,0.0344017931034477,NA,NA,18.3,-0.174800000000003,-0.0484923076922832,0.01122888,NA,6.23333333333333,4.81718952,NA,"BC57-CR",11.0505228533333
"APSIM",3,64,"3_64",NA,NA,NA,-2.3,11.12581,0.0342590344827586,NA,NA,22.5,-0.191350000000002,-0.034430769230744,0.01112581,NA,8.43333333333333,4.77297249,NA,"BC76-CR",13.2063058233333
"APSIM",3,65,"3_65",NA,NA,NA,-3,11.1214,0.0686139310344833,NA,NA,26.8,-0.140800000000002,0.0561230769230985,0.0111214,NA,11,4.7710806,NA,"BC96-CR",15.7710806
"APSIM",3,7,"3_7",NA,NA,NA,0.6,16.89007,0.0548337931034471,-27.387198,NA,7.3,-0.154717241379318,NA,0.01689007,-0.027387198,-2.2,7.24584003,-0.985939128,"CN",4.059900902
"Millennial",3,7,"3_7",NA,NA,NA,-2.8712093572213,12.4667121,NA,-27.387198,NA,40.4008196912439,NA,NA,0.0124667121,-0.027387198,10.5277676431448,5.3482194909,-0.985939128,"CN",14.8900480060448
"RothC",3,7,"3_7",NA,NA,NA,-0.1966,12.4667121,NA,-27.387198,NA,5.9393,NA,NA,0.0124667121,-0.027387198,0.720866666666667,5.3482194909,-0.985939128,"CN",5.08314702956667
"APSIM",3,8,"3_8",NA,NA,NA,0.3,16.60861,0.0117708965517237,-96.7165757,NA,7.1,-0.177950000000003,0.328646153846151,0.01660861,-0.0967165757,-1.1,7.12509369,-3.4817967252,"CC-NT-CR",2.5432969648
"Millennial",3,8,"3_8",NA,NA,NA,-1.20074540407489,12.299202,NA,-96.7165757,NA,40.7139042087083,NA,NA,0.012299202,-0.0967165757,4.4027331482746,5.276357658,-3.4817967252,"CC-NT-CR",6.1972940810746
"RothC",3,8,"3_8",NA,NA,NA,0.0711000000000004,12.299202,NA,-96.7165757,NA,6.49035,NA,NA,0.012299202,-0.0967165757,-0.260700000000001,5.276357658,-3.4817967252,"CC-NT-CR",1.5338609328
"APSIM",4,3,"4_3",NA,NA,NA,0.2,17.62128,0.144156551724138,18.8083001,NA,6.4,0.2531,-0.344030769230759,0.01762128,0.0188083001,-0.733333333333333,7.55952912,0.6770988036,"CC-CR",7.50329459026667
"Millennial",4,3,"4_3",NA,NA,NA,-0.0266206526960957,14.3646593,NA,18.8083001,NA,43.9623494882795,NA,NA,0.0143646593,0.0188083001,0.0976090598856842,6.1624388397,0.6770988036,"CC-CR",6.93714670318568
"RothC",4,3,"4_3",NA,NA,NA,0.47705,14.3646593,NA,18.8083001,NA,7.2676,NA,NA,0.0143646593,0.0188083001,-1.74918333333333,6.1624388397,0.6770988036,"CC-CR",5.09035430996667
"APSIM",4,41,"4_41",NA,NA,NA,0.100000000000001,15.80661,-0.100972137931039,6.2700883,NA,6.2,-0.883907692307702,0.546800000000005,0.01580661,0.0062700883,-0.36666666666667,6.78103569,0.2257231788,"RF05-CR",6.64009220213333
"Millennial",4,41,"4_41",NA,NA,NA,-0.0442280229345045,13.48456015,NA,6.2700883,NA,45.0320825364314,NA,NA,0.01348456015,0.0062700883,0.162169417426516,5.78487630435,0.2257231788,"RF05-CR",6.17276890057652
"RothC",4,41,"4_41",NA,NA,NA,0.32165,13.48456015,NA,6.2700883,NA,7.0358,NA,NA,0.01348456015,0.0062700883,-1.17938333333333,5.78487630435,0.2257231788,"RF05-CR",4.83121614981667
"APSIM",4,42,"4_42",NA,NA,NA,0,14.93453,-0.0947280000000038,3.9993878,NA,6.1,-0.863138461538469,0.54325,0.01493453,0.0039993878,0,6.40691337,0.1439779608,"RF15-CR",6.5508913308
"Millennial",4,42,"4_42",NA,NA,NA,-0.4537466722741,12.9247603,NA,3.9993878,NA,44.6225638870918,NA,NA,0.0129247603,0.0039993878,1.66373779833837,5.5447221687,0.1439779608,"RF15-CR",7.35243792783837
