"year","Cinput","Ninput","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num","scenario_abbrev","scenario_description"
2003,40.162,0.879,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2004,72.246,1.757,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2005,113.284,1.706,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2006,65.79,1.321,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2007,11.983,0.217,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2008,22.965,0.364,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2009,42.476,0.777,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2010,38.858,0.483,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2011,47.39,0.911,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2012,34.054,0.466,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2013,63.742,1.32,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2014,54.599,0.838,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2015,62.955,1.193,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2016,66.008,0.993,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2017,62.627,1.287,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2018,67.386,0.988,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2019,43.581,0.908,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2020,74.394,1.165,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2021,59.086,1.233,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2022,81.728,1.216,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2022,0,0,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2023,36.438,0.72,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2024,84.781,1.465,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2025,45.417,0.851,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2026,82.475,1.42,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2027,40.328,0.744,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2028,81.158,1.364,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2029,54.644,0.983,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2030,95.221,1.464,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2031,55.384,0.961,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2032,82.735,1.215,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2033,61.682,1.134,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2034,74.921,1.066,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2035,50.995,0.938,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2036,84.836,1.327,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2037,75.219,1.33,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2038,98.329,1.339,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2039,51.037,0.896,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2040,79.39,1.225,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2041,35.815,0.683,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2042,86.495,1.622,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2043,70.365,1.221,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2044,84.594,1.257,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2045,66.561,1.213,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2046,99.349,1.57,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2047,50.95,0.884,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2048,80.427,1.368,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2049,60.147,1.112,"Daycent","2_42",2,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
