"year","Cinput","Ninput","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num","scenario_abbrev","scenario_description"
2003,40.162,0.879,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2004,72.246,1.757,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2005,113.284,1.706,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2006,65.79,1.321,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2007,11.983,0.217,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2008,22.965,0.364,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2009,42.476,0.777,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2010,38.858,0.483,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2011,47.39,0.911,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2012,34.054,0.466,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2013,63.742,1.32,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2014,54.599,0.838,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2015,62.955,1.193,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2016,66.008,0.993,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2017,62.627,1.287,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2018,67.386,0.988,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2019,43.581,0.908,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2020,74.394,1.165,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2021,59.086,1.233,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2022,81.728,1.216,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2022,0,0,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2023,32.534,0.641,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2024,80.248,1.422,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2025,61.895,1.149,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2026,90.204,1.38,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2027,38.586,0.706,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2028,86.367,1.403,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2029,61.425,1.086,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2030,72.635,1.156,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2031,57.353,1.069,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2032,99.81,1.591,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2033,63.296,1.126,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2034,91.616,1.374,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2035,39.539,0.716,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2036,95.369,1.521,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2037,73.091,1.284,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2038,80.733,1.102,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2039,60.541,1.107,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2040,52.241,0.737,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2041,47.305,0.934,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2042,80.203,1.285,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2043,75.362,1.353,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2044,94.295,1.308,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2045,53.831,0.995,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2046,97.812,1.576,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2047,41.107,0.685,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2048,103.631,1.765,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
2049,48.253,0.852,"Daycent","1_42",1,4,2,"RF15-CR","Redu Fert 15%, Crop Rotation"
