"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
"1940",NA,NA,"33.9931179513359","Millennial","5_8","5","8",""
"1941",NA,NA,"32.1115759910972","Millennial","5_8","5","8",""
"1942",NA,NA,"32.2822986686163","Millennial","5_8","5","8",""
"1943",NA,NA,"31.1167122925552","Millennial","5_8","5","8",""
"1944",NA,NA,"30.6242939715366","Millennial","5_8","5","8",""
"1945",NA,NA,"30.1495427561276","Millennial","5_8","5","8",""
"1946",NA,NA,"29.4035343020818","Millennial","5_8","5","8",""
"1947",NA,NA,"28.5955343746075","Millennial","5_8","5","8",""
"1948",NA,NA,"27.5970849665685","Millennial","5_8","5","8",""
"1949",NA,NA,"26.9995787799407","Millennial","5_8","5","8",""
"1950",NA,NA,"26.2027144316012","Millennial","5_8","5","8",""
"1951",NA,NA,"25.473932148531","Millennial","5_8","5","8",""
"1952",NA,NA,"24.6317372472233","Millennial","5_8","5","8",""
"1953",NA,NA,"24.0794547307719","Millennial","5_8","5","8",""
"1954",NA,NA,"23.206789179879","Millennial","5_8","5","8",""
"1955",NA,NA,"22.6552087199665","Millennial","5_8","5","8",""
"1956",NA,NA,"22.2427173244505","Millennial","5_8","5","8",""
"1957",NA,NA,"21.6527734104651","Millennial","5_8","5","8",""
"1958",NA,NA,"21.0561950340716","Millennial","5_8","5","8",""
"1959",NA,NA,"20.4537768572542","Millennial","5_8","5","8",""
"1960",NA,NA,"19.9193745282066","Millennial","5_8","5","8",""
"1961",NA,NA,"19.5767562804776","Millennial","5_8","5","8",""
"1962",NA,NA,"18.8983998426513","Millennial","5_8","5","8",""
"1963",NA,NA,"17.9406304158089","Millennial","5_8","5","8",""
"1964",NA,NA,"17.2850688213785","Millennial","5_8","5","8",""
"1965",NA,NA,"16.6816562122868","Millennial","5_8","5","8",""
"1966",NA,NA,"16.1317870417963","Millennial","5_8","5","8",""
"1967",NA,NA,"15.3965052816192","Millennial","5_8","5","8",""
"1968",NA,NA,"14.832193339184","Millennial","5_8","5","8",""
"1969",NA,NA,"14.3656854281581","Millennial","5_8","5","8",""
"1970",NA,NA,"13.983246045909","Millennial","5_8","5","8",""
"1971",NA,NA,"13.7499749082423","Millennial","5_8","5","8",""
"1972",NA,NA,"13.6177165024696","Millennial","5_8","5","8",""
"1973",NA,NA,"13.5305361083295","Millennial","5_8","5","8",""
"1974",NA,NA,"13.4339151123139","Millennial","5_8","5","8",""
"1975",NA,NA,"13.2411210071783","Millennial","5_8","5","8",""
"1976",NA,NA,"13.0436826543756","Millennial","5_8","5","8",""
"1977",NA,NA,"12.8247211676901","Millennial","5_8","5","8",""
"1978",NA,NA,"12.5347358619792","Millennial","5_8","5","8",""
"1979",NA,NA,"12.189067871691","Millennial","5_8","5","8",""
"1980",NA,NA,"11.7718347027029","Millennial","5_8","5","8",""
"1981",NA,NA,"11.3624616324719","Millennial","5_8","5","8",""
"1982",NA,NA,"10.9167495943071","Millennial","5_8","5","8",""
"1983",NA,NA,"10.6239834704505","Millennial","5_8","5","8",""
"1984",NA,NA,"10.3992537019138","Millennial","5_8","5","8",""
"1985",NA,NA,"10.1912694240946","Millennial","5_8","5","8",""
"1986",NA,NA,"9.9732746289874","Millennial","5_8","5","8",""
"1987",NA,NA,"9.6373178734327","Millennial","5_8","5","8",""
"1988",NA,NA,"9.2650564813231","Millennial","5_8","5","8",""
"1989",NA,NA,"9.0347718122486","Millennial","5_8","5","8",""
"1990",NA,NA,"8.8030141674928","Millennial","5_8","5","8",""
"1991",NA,NA,"8.4119836612981","Millennial","5_8","5","8",""
"1992",NA,NA,"8.0984075000567","Millennial","5_8","5","8",""
"1993",NA,NA,"7.7815748497846","Millennial","5_8","5","8",""
"1994",NA,NA,"7.5197479713768","Millennial","5_8","5","8",""
"1995",NA,NA,"7.1749601851176","Millennial","5_8","5","8",""
"1996",NA,NA,"6.8799044288552","Millennial","5_8","5","8",""
"1997",NA,NA,"6.6470514079419","Millennial","5_8","5","8",""
"1998",NA,NA,"6.439339412935","Millennial","5_8","5","8",""
"1999",NA,NA,"6.3269003344781","Millennial","5_8","5","8",""
"2000",NA,NA,"6.27790575771279","Millennial","5_8","5","8",""
"2001",NA,NA,"6.2326653040926","Millennial","5_8","5","8",""
"2002",NA,NA,"6.2172285640951","Millennial","5_8","5","8",""
"2003",NA,NA,"6.1500732549656","Millennial","5_8","5","8",""
"2004",NA,NA,"6.1862591746727","Millennial","5_8","5","8",""
"2005",NA,NA,"6.01291268363151","Millennial","5_8","5","8",""
"2006",NA,NA,"6.5410879114039","Millennial","5_8","5","8",""
"2007",NA,NA,"6.3618462306503","Millennial","5_8","5","8",""
"2008",NA,NA,"5.9644662399488","Millennial","5_8","5","8",""
"2009",NA,NA,"5.9016072076172","Millennial","5_8","5","8",""
"2010",NA,NA,"5.57356102239071","Millennial","5_8","5","8",""
"2011",NA,NA,"5.1751439875158","Millennial","5_8","5","8",""
"2012",NA,NA,"5.2966148548561","Millennial","5_8","5","8",""
"2013",NA,NA,"5.1176953931978","Millennial","5_8","5","8",""
"2014",NA,NA,"4.9453524189185","Millennial","5_8","5","8",""
"2015",NA,NA,"4.8406819464666","Millennial","5_8","5","8",""
"2016",NA,NA,"4.668875801723","Millennial","5_8","5","8",""
"2017",NA,NA,"4.5214475827775","Millennial","5_8","5","8",""
"2018",NA,NA,"4.2813628167557","Millennial","5_8","5","8",""
"2019",NA,NA,"4.2894277057575","Millennial","5_8","5","8",""
"2020",NA,NA,"4.0176167608032","Millennial","5_8","5","8",""
"2021",NA,NA,"4.0793594976592","Millennial","5_8","5","8",""
"2022",NA,NA,"3.9147038374518","Millennial","5_8","5","8",""
"2023",NA,NA,"4.0463393171626","Millennial","5_8","5","8",""
"2024",NA,NA,"3.7011698217942","Millennial","5_8","5","8",""
"2025",NA,NA,"3.9000145278012","Millennial","5_8","5","8",""
"2026",NA,NA,"3.7960728194701","Millennial","5_8","5","8",""
"2027",NA,NA,"3.7376925297964","Millennial","5_8","5","8",""
"2028",NA,NA,"3.5166682318465","Millennial","5_8","5","8",""
"2029",NA,NA,"3.5287528614","Millennial","5_8","5","8",""
"2030",NA,NA,"3.458511575679","Millennial","5_8","5","8",""
"2031",NA,NA,"3.50388764436531","Millennial","5_8","5","8",""
"2032",NA,NA,"3.260381497249","Millennial","5_8","5","8",""
"2033",NA,NA,"3.25376814780601","Millennial","5_8","5","8",""
"2034",NA,NA,"3.2191118062213","Millennial","5_8","5","8",""
"2035",NA,NA,"3.1220587099376","Millennial","5_8","5","8",""
"2036",NA,NA,"2.9675488327114","Millennial","5_8","5","8",""
"2037",NA,NA,"3.0349203595471","Millennial","5_8","5","8",""
"2038",NA,NA,"2.8897164736889","Millennial","5_8","5","8",""
"2039",NA,NA,"2.8119512266151","Millennial","5_8","5","8",""
"2040",NA,NA,"2.7102327638958","Millennial","5_8","5","8",""
"2041",NA,NA,"2.7047429774233","Millennial","5_8","5","8",""
"2042",NA,NA,"2.54647446144961","Millennial","5_8","5","8",""
"2043",NA,NA,"2.5635541481725","Millennial","5_8","5","8",""
"2044",NA,NA,"2.4340454120928","Millennial","5_8","5","8",""
"2045",NA,NA,"2.6108413666937","Millennial","5_8","5","8",""
"2046",NA,NA,"2.4487202587203","Millennial","5_8","5","8",""
"2047",NA,NA,"2.385376719013","Millennial","5_8","5","8",""
"2048",NA,NA,"2.335883713816","Millennial","5_8","5","8",""
"2049",NA,NA,"2.4938784449857","Millennial","5_8","5","8",""
"2050",NA,NA,"2.2962211927568","Millennial","5_8","5","8",""
