"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1987,0,0.154,1.2,"APSIM","5_42",5,4,2
1988,0,0.597,1.6,"APSIM","5_42",5,4,2
1989,0,0.865,1.9,"APSIM","5_42",5,4,2
1990,0,0.565,2.3,"APSIM","5_42",5,4,2
1991,0,0.652,3,"APSIM","5_42",5,4,2
1992,0,0.74,3.7,"APSIM","5_42",5,4,2
1993,0,0.233,4.3,"APSIM","5_42",5,4,2
1994,0,0.343,4.7,"APSIM","5_42",5,4,2
1995,0,0.526,5,"APSIM","5_42",5,4,2
1996,0,1.038,5.1,"APSIM","5_42",5,4,2
1997,0,0.893,5.3,"APSIM","5_42",5,4,2
1998,0,0.77,5.6,"APSIM","5_42",5,4,2
1999,0,0.359,6,"APSIM","5_42",5,4,2
2000,0,0.434,5.9,"APSIM","5_42",5,4,2
2001,0,0.155,6.1,"APSIM","5_42",5,4,2
2002,0,0.987,6,"APSIM","5_42",5,4,2
2003,1.727,0,6.2,"APSIM","5_42",5,4,2
2004,0,0.643,6.4,"APSIM","5_42",5,4,2
2005,2.139,0,6.4,"APSIM","5_42",5,4,2
2006,0,1.416,6.6,"APSIM","5_42",5,4,2
2007,2.178,0,6.6,"APSIM","5_42",5,4,2
2008,0,0.807,6.3,"APSIM","5_42",5,4,2
2009,1.447,0,6.3,"APSIM","5_42",5,4,2
2010,0,1.092,6.3,"APSIM","5_42",5,4,2
2011,0,0.011,6.5,"APSIM","5_42",5,4,2
2012,1.568,0,6.5,"APSIM","5_42",5,4,2
2013,0,2.025,6.5,"APSIM","5_42",5,4,2
2014,1.862,0,6.7,"APSIM","5_42",5,4,2
2015,0,0.864,6.4,"APSIM","5_42",5,4,2
2016,1.472,0,6.6,"APSIM","5_42",5,4,2
2017,0,1.586,6.3,"APSIM","5_42",5,4,2
2018,0.707,0,6.4,"APSIM","5_42",5,4,2
2019,0,1.48,6.3,"APSIM","5_42",5,4,2
2020,1.516,0,6.5,"APSIM","5_42",5,4,2
2021,0,1.398,6.3,"APSIM","5_42",5,4,2
2022,2.403,0,6.3,"APSIM","5_42",5,4,2
2023,0,0.986,6.2,"APSIM","5_42",5,4,2
2024,1.495,0,6.4,"APSIM","5_42",5,4,2
2025,0,1.458,6.4,"APSIM","5_42",5,4,2
2026,1.349,0,6.7,"APSIM","5_42",5,4,2
2027,0,1.201,6.5,"APSIM","5_42",5,4,2
2028,1.64,0,6.3,"APSIM","5_42",5,4,2
2029,0,0.933,6.2,"APSIM","5_42",5,4,2
2030,1.316,0,6.5,"APSIM","5_42",5,4,2
2031,0,1.42,6.2,"APSIM","5_42",5,4,2
2032,1.221,0,6.2,"APSIM","5_42",5,4,2
2033,0,0.852,6.3,"APSIM","5_42",5,4,2
2034,1.247,0,6.2,"APSIM","5_42",5,4,2
2035,0,1.359,6,"APSIM","5_42",5,4,2
2036,0.679,0,6.2,"APSIM","5_42",5,4,2
2037,0,1.944,6,"APSIM","5_42",5,4,2
2038,1.813,0,6.2,"APSIM","5_42",5,4,2
2039,0,1.329,5.8,"APSIM","5_42",5,4,2
2040,1.392,0,5.9,"APSIM","5_42",5,4,2
2041,0,0.662,5.6,"APSIM","5_42",5,4,2
2042,1.82,0,5.6,"APSIM","5_42",5,4,2
2043,0,1.002,5.4,"APSIM","5_42",5,4,2
2044,0,0,5.5,"APSIM","5_42",5,4,2
2045,0,1.115,5.1,"APSIM","5_42",5,4,2
2046,1.375,0,5.4,"APSIM","5_42",5,4,2
2047,0,0.539,5.3,"APSIM","5_42",5,4,2
2048,1.571,0,5.2,"APSIM","5_42",5,4,2
2049,0,0.745,5.4,"APSIM","5_42",5,4,2
2050,1.287,0,5.5,"APSIM","5_42",5,4,2
