"year","Cinput","Ninput","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num","scenario_abbrev","scenario_description"
2003,40.162,0.879,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2004,72.246,1.757,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2005,113.284,1.706,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2006,65.79,1.321,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2007,11.983,0.217,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2008,22.965,0.364,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2009,42.476,0.777,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2010,38.858,0.483,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2011,47.39,0.911,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2012,34.054,0.466,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2013,63.742,1.32,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2014,54.599,0.838,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2015,62.955,1.193,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2016,66.008,0.993,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2017,62.627,1.287,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2018,67.386,0.988,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2019,43.581,0.908,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2020,74.394,1.165,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2021,59.086,1.233,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2022,81.728,1.216,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2022,0,0,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2023,35.411,0.697,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2024,80.819,1.385,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2025,43.578,0.813,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2026,77.625,1.327,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2027,38.824,0.717,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2028,76.677,1.28,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2029,52.162,0.938,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2030,88.865,1.354,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2031,53.003,0.92,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2032,78.036,1.139,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2033,59.042,1.083,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2034,70.832,1.004,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2035,48.719,0.895,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2036,78.768,1.22,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2037,71.555,1.263,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2038,91.573,1.235,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2039,48.846,0.86,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2040,74.126,1.129,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2041,34.423,0.657,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2042,81.431,1.511,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2043,66.054,1.143,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2044,79.13,1.17,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2045,63.301,1.152,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2046,93.255,1.463,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2047,47.963,0.83,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2048,74.902,1.265,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
2049,57.218,1.055,"Daycent","2_43",2,4,3,"RF25-CR","Redu Fert 25%, Crop Rotation"
