"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
"1940",NA,NA,"12.44345","RothC","2_52","2","5","2"
"1941",NA,NA,"12.30365","RothC","2_52","2","5","2"
"1942",NA,NA,"11.7247","RothC","2_52","2","5","2"
"1943",NA,NA,"11.3162","RothC","2_52","2","5","2"
"1944",NA,NA,"10.95565","RothC","2_52","2","5","2"
"1945",NA,NA,"10.6518","RothC","2_52","2","5","2"
"1946",NA,NA,"10.4291","RothC","2_52","2","5","2"
"1947",NA,NA,"10.18485","RothC","2_52","2","5","2"
"1948",NA,NA,"9.98165","RothC","2_52","2","5","2"
"1949",NA,NA,"9.80925","RothC","2_52","2","5","2"
"1950",NA,NA,"9.6457","RothC","2_52","2","5","2"
"1951",NA,NA,"9.48835","RothC","2_52","2","5","2"
"1952",NA,NA,"9.37265","RothC","2_52","2","5","2"
"1953",NA,NA,"9.2922","RothC","2_52","2","5","2"
"1954",NA,NA,"9.13145","RothC","2_52","2","5","2"
"1955",NA,NA,"9.02165","RothC","2_52","2","5","2"
"1956",NA,NA,"8.9072","RothC","2_52","2","5","2"
"1957",NA,NA,"8.8078","RothC","2_52","2","5","2"
"1958",NA,NA,"8.68405","RothC","2_52","2","5","2"
"1959",NA,NA,"8.61085","RothC","2_52","2","5","2"
"1960",NA,NA,"8.5115","RothC","2_52","2","5","2"
"1961",NA,NA,"8.3373","RothC","2_52","2","5","2"
"1962",NA,NA,"8.2019","RothC","2_52","2","5","2"
"1963",NA,NA,"8.08705","RothC","2_52","2","5","2"
"1964",NA,NA,"7.96165","RothC","2_52","2","5","2"
"1965",NA,NA,"7.84375","RothC","2_52","2","5","2"
"1966",NA,NA,"7.7419","RothC","2_52","2","5","2"
"1967",NA,NA,"7.64045","RothC","2_52","2","5","2"
"1968",NA,NA,"7.5341","RothC","2_52","2","5","2"
"1969",NA,NA,"7.4287","RothC","2_52","2","5","2"
"1970",NA,NA,"7.3306","RothC","2_52","2","5","2"
"1971",NA,NA,"7.23515","RothC","2_52","2","5","2"
"1972",NA,NA,"7.13055","RothC","2_52","2","5","2"
"1973",NA,NA,"7.03275","RothC","2_52","2","5","2"
"1974",NA,NA,"6.9462","RothC","2_52","2","5","2"
"1975",NA,NA,"6.85445","RothC","2_52","2","5","2"
"1976",NA,NA,"6.7691","RothC","2_52","2","5","2"
"1977",NA,NA,"6.6807","RothC","2_52","2","5","2"
"1978",NA,NA,"6.5983","RothC","2_52","2","5","2"
"1979",NA,NA,"6.5169","RothC","2_52","2","5","2"
"1980",NA,NA,"6.4422","RothC","2_52","2","5","2"
"1981",NA,NA,"6.3681","RothC","2_52","2","5","2"
"1982",NA,NA,"6.28595","RothC","2_52","2","5","2"
"1983",NA,NA,"6.2081","RothC","2_52","2","5","2"
"1984",NA,NA,"6.13115","RothC","2_52","2","5","2"
"1985",NA,NA,"6.0542","RothC","2_52","2","5","2"
"1986",NA,NA,"5.9855","RothC","2_52","2","5","2"
"1987",NA,NA,"5.91895","RothC","2_52","2","5","2"
"1988",NA,NA,"5.84525","RothC","2_52","2","5","2"
"1989",NA,NA,"5.7685","RothC","2_52","2","5","2"
"1990",NA,NA,"5.7018","RothC","2_52","2","5","2"
"1991",NA,NA,"5.64345","RothC","2_52","2","5","2"
"1992",NA,NA,"5.5734","RothC","2_52","2","5","2"
"1993",NA,NA,"5.50645","RothC","2_52","2","5","2"
"1994",NA,NA,"5.45005","RothC","2_52","2","5","2"
"1995",NA,NA,"5.3903","RothC","2_52","2","5","2"
"1996",NA,NA,"5.3245","RothC","2_52","2","5","2"
"1997",NA,NA,"5.25895","RothC","2_52","2","5","2"
"1998",NA,NA,"5.19825","RothC","2_52","2","5","2"
"1999",NA,NA,"5.13885","RothC","2_52","2","5","2"
"2000",NA,NA,"5.0694","RothC","2_52","2","5","2"
"2001",NA,NA,"5.0057","RothC","2_52","2","5","2"
"2002",NA,NA,"4.95255","RothC","2_52","2","5","2"
"2003",NA,NA,"4.93315","RothC","2_52","2","5","2"
"2004",NA,NA,"4.92045","RothC","2_52","2","5","2"
"2005",NA,NA,"4.97995","RothC","2_52","2","5","2"
"2006",NA,NA,"4.9296","RothC","2_52","2","5","2"
"2007",NA,NA,"4.83485","RothC","2_52","2","5","2"
"2008",NA,NA,"4.7652","RothC","2_52","2","5","2"
"2009",NA,NA,"4.72475","RothC","2_52","2","5","2"
"2010",NA,NA,"4.69335","RothC","2_52","2","5","2"
"2011",NA,NA,"4.68415","RothC","2_52","2","5","2"
"2012",NA,NA,"4.63415","RothC","2_52","2","5","2"
"2013",NA,NA,"4.6088","RothC","2_52","2","5","2"
"2014",NA,NA,"4.5902","RothC","2_52","2","5","2"
"2015",NA,NA,"4.5663","RothC","2_52","2","5","2"
"2016",NA,NA,"4.5161","RothC","2_52","2","5","2"
"2017",NA,NA,"4.4878","RothC","2_52","2","5","2"
"2018",NA,NA,"4.47255","RothC","2_52","2","5","2"
"2019",NA,NA,"4.42645","RothC","2_52","2","5","2"
"2020",NA,NA,"4.3956","RothC","2_52","2","5","2"
"2021",NA,NA,"4.35435","RothC","2_52","2","5","2"
"2022",NA,NA,"4.31955","RothC","2_52","2","5","2"
"2023",NA,NA,"4.26765","RothC","2_52","2","5","2"
"2024",NA,NA,"4.25505","RothC","2_52","2","5","2"
"2025",NA,NA,"4.2178","RothC","2_52","2","5","2"
"2026",NA,NA,"4.21255","RothC","2_52","2","5","2"
"2027",NA,NA,"4.17905","RothC","2_52","2","5","2"
"2028",NA,NA,"4.1695","RothC","2_52","2","5","2"
"2029",NA,NA,"4.14705","RothC","2_52","2","5","2"
"2030",NA,NA,"4.1137","RothC","2_52","2","5","2"
"2031",NA,NA,"4.08435","RothC","2_52","2","5","2"
"2032",NA,NA,"4.05075","RothC","2_52","2","5","2"
