"year","MaizeYld_Mgha","SoyYld_Mgha","WheatYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
"1940",NA,NA,NA,"12.44345","RothC","5_52","5","5","2"
"1941",NA,NA,NA,"12.30365","RothC","5_52","5","5","2"
"1942",NA,NA,NA,"11.7247","RothC","5_52","5","5","2"
"1943",NA,NA,NA,"11.3162","RothC","5_52","5","5","2"
"1944",NA,NA,NA,"10.95565","RothC","5_52","5","5","2"
"1945",NA,NA,NA,"10.6518","RothC","5_52","5","5","2"
"1946",NA,NA,NA,"10.4291","RothC","5_52","5","5","2"
"1947",NA,NA,NA,"10.18485","RothC","5_52","5","5","2"
"1948",NA,NA,NA,"9.98165","RothC","5_52","5","5","2"
"1949",NA,NA,NA,"9.80925","RothC","5_52","5","5","2"
"1950",NA,NA,NA,"9.6457","RothC","5_52","5","5","2"
"1951",NA,NA,NA,"9.48835","RothC","5_52","5","5","2"
"1952",NA,NA,NA,"9.37265","RothC","5_52","5","5","2"
"1953",NA,NA,NA,"9.2922","RothC","5_52","5","5","2"
"1954",NA,NA,NA,"9.13145","RothC","5_52","5","5","2"
"1955",NA,NA,NA,"9.02165","RothC","5_52","5","5","2"
"1956",NA,NA,NA,"8.9072","RothC","5_52","5","5","2"
"1957",NA,NA,NA,"8.8078","RothC","5_52","5","5","2"
"1958",NA,NA,NA,"8.68405","RothC","5_52","5","5","2"
"1959",NA,NA,NA,"8.61085","RothC","5_52","5","5","2"
"1960",NA,NA,NA,"8.5115","RothC","5_52","5","5","2"
"1961",NA,NA,NA,"8.3373","RothC","5_52","5","5","2"
"1962",NA,NA,NA,"8.2019","RothC","5_52","5","5","2"
"1963",NA,NA,NA,"8.08705","RothC","5_52","5","5","2"
"1964",NA,NA,NA,"7.96165","RothC","5_52","5","5","2"
"1965",NA,NA,NA,"7.84375","RothC","5_52","5","5","2"
"1966",NA,NA,NA,"7.7419","RothC","5_52","5","5","2"
"1967",NA,NA,NA,"7.64045","RothC","5_52","5","5","2"
"1968",NA,NA,NA,"7.5341","RothC","5_52","5","5","2"
"1969",NA,NA,NA,"7.4287","RothC","5_52","5","5","2"
"1970",NA,NA,NA,"7.3306","RothC","5_52","5","5","2"
"1971",NA,NA,NA,"7.23515","RothC","5_52","5","5","2"
"1972",NA,NA,NA,"7.13055","RothC","5_52","5","5","2"
"1973",NA,NA,NA,"7.03275","RothC","5_52","5","5","2"
"1974",NA,NA,NA,"6.9462","RothC","5_52","5","5","2"
"1975",NA,NA,NA,"6.85445","RothC","5_52","5","5","2"
"1976",NA,NA,NA,"6.7691","RothC","5_52","5","5","2"
"1977",NA,NA,NA,"6.6807","RothC","5_52","5","5","2"
"1978",NA,NA,NA,"6.5983","RothC","5_52","5","5","2"
"1979",NA,NA,NA,"6.5169","RothC","5_52","5","5","2"
"1980",NA,NA,NA,"6.4422","RothC","5_52","5","5","2"
"1981",NA,NA,NA,"6.3681","RothC","5_52","5","5","2"
"1982",NA,NA,NA,"6.28595","RothC","5_52","5","5","2"
"1983",NA,NA,NA,"6.2081","RothC","5_52","5","5","2"
"1984",NA,NA,NA,"6.13115","RothC","5_52","5","5","2"
"1985",NA,NA,NA,"6.0542","RothC","5_52","5","5","2"
"1986",NA,NA,NA,"5.9855","RothC","5_52","5","5","2"
"1987",NA,NA,NA,"5.91895","RothC","5_52","5","5","2"
"1988",NA,NA,NA,"5.84525","RothC","5_52","5","5","2"
"1989",NA,NA,NA,"5.7685","RothC","5_52","5","5","2"
"1990",NA,NA,NA,"5.7018","RothC","5_52","5","5","2"
"1991",NA,NA,NA,"5.64345","RothC","5_52","5","5","2"
"1992",NA,NA,NA,"5.5734","RothC","5_52","5","5","2"
"1993",NA,NA,NA,"5.50645","RothC","5_52","5","5","2"
"1994",NA,NA,NA,"5.45005","RothC","5_52","5","5","2"
"1995",NA,NA,NA,"5.3903","RothC","5_52","5","5","2"
"1996",NA,NA,NA,"5.3245","RothC","5_52","5","5","2"
"1997",NA,NA,NA,"5.25895","RothC","5_52","5","5","2"
"1998",NA,NA,NA,"5.19825","RothC","5_52","5","5","2"
"1999",NA,NA,NA,"5.13885","RothC","5_52","5","5","2"
"2000",NA,NA,NA,"5.0694","RothC","5_52","5","5","2"
"2001",NA,NA,NA,"5.0057","RothC","5_52","5","5","2"
"2002",NA,NA,NA,"4.95255","RothC","5_52","5","5","2"
"2003",NA,NA,NA,"4.93315","RothC","5_52","5","5","2"
"2004",NA,NA,NA,"4.92045","RothC","5_52","5","5","2"
"2005",NA,NA,NA,"4.97995","RothC","5_52","5","5","2"
"2006",NA,NA,NA,"4.9296","RothC","5_52","5","5","2"
"2007",NA,NA,NA,"4.83485","RothC","5_52","5","5","2"
"2008",NA,NA,NA,"4.7652","RothC","5_52","5","5","2"
"2009",NA,NA,NA,"4.72475","RothC","5_52","5","5","2"
"2010",NA,NA,NA,"4.69335","RothC","5_52","5","5","2"
"2011",NA,NA,NA,"4.68415","RothC","5_52","5","5","2"
"2012",NA,NA,NA,"4.63415","RothC","5_52","5","5","2"
"2013",NA,NA,NA,"4.6088","RothC","5_52","5","5","2"
"2014",NA,NA,NA,"4.5902","RothC","5_52","5","5","2"
"2015",NA,NA,NA,"4.5663","RothC","5_52","5","5","2"
"2016",NA,NA,NA,"4.5161","RothC","5_52","5","5","2"
"2017",NA,NA,NA,"4.4878","RothC","5_52","5","5","2"
"2018",NA,NA,NA,"4.47255","RothC","5_52","5","5","2"
"2019",NA,NA,NA,"4.42645","RothC","5_52","5","5","2"
"2020",NA,NA,NA,"4.3956","RothC","5_52","5","5","2"
"2021",NA,NA,NA,"4.35435","RothC","5_52","5","5","2"
"2022",NA,NA,NA,"4.32145","RothC","5_52","5","5","2"
"2023",NA,NA,NA,"4.28375","RothC","5_52","5","5","2"
"2024",NA,NA,NA,"4.2413","RothC","5_52","5","5","2"
"2025",NA,NA,NA,"4.2418","RothC","5_52","5","5","2"
"2026",NA,NA,NA,"4.2227","RothC","5_52","5","5","2"
"2027",NA,NA,NA,"4.19225","RothC","5_52","5","5","2"
"2028",NA,NA,NA,"4.1771","RothC","5_52","5","5","2"
"2029",NA,NA,NA,"4.17895","RothC","5_52","5","5","2"
"2030",NA,NA,NA,"4.1347","RothC","5_52","5","5","2"
"2031",NA,NA,NA,"4.06465","RothC","5_52","5","5","2"
"2032",NA,NA,NA,"4.06895","RothC","5_52","5","5","2"
"2033",NA,NA,NA,"4.05585","RothC","5_52","5","5","2"
"2034",NA,NA,NA,"4.0466","RothC","5_52","5","5","2"
"2035",NA,NA,NA,"3.98135","RothC","5_52","5","5","2"
"2036",NA,NA,NA,"3.94415","RothC","5_52","5","5","2"
"2037",NA,NA,NA,"3.92255","RothC","5_52","5","5","2"
"2038",NA,NA,NA,"3.91365","RothC","5_52","5","5","2"
"2039",NA,NA,NA,"3.8979","RothC","5_52","5","5","2"
"2040",NA,NA,NA,"3.8615","RothC","5_52","5","5","2"
"2041",NA,NA,NA,"3.8351","RothC","5_52","5","5","2"
"2042",NA,NA,NA,"3.7876","RothC","5_52","5","5","2"
"2043",NA,NA,NA,"3.7556","RothC","5_52","5","5","2"
"2044",NA,NA,NA,"3.7328","RothC","5_52","5","5","2"
"2045",NA,NA,NA,"3.70125","RothC","5_52","5","5","2"
"2046",NA,NA,NA,"3.67165","RothC","5_52","5","5","2"
"2047",NA,NA,NA,"3.6509","RothC","5_52","5","5","2"
"2048",NA,NA,NA,"3.64185","RothC","5_52","5","5","2"
