"year","MaizeYld_Mgha","SoyYld_Mgha","WheatYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
"1940",NA,NA,NA,"12.44345","RothC","1_53","1","5","3"
"1941",NA,NA,NA,"12.39885","RothC","1_53","1","5","3"
"1942",NA,NA,NA,"12.0727","RothC","1_53","1","5","3"
"1943",NA,NA,NA,"11.7843","RothC","1_53","1","5","3"
"1944",NA,NA,NA,"11.513","RothC","1_53","1","5","3"
"1945",NA,NA,NA,"11.2713","RothC","1_53","1","5","3"
"1946",NA,NA,NA,"11.08795","RothC","1_53","1","5","3"
"1947",NA,NA,NA,"10.887","RothC","1_53","1","5","3"
"1948",NA,NA,NA,"10.70925","RothC","1_53","1","5","3"
"1949",NA,NA,NA,"10.55815","RothC","1_53","1","5","3"
"1950",NA,NA,NA,"10.4164","RothC","1_53","1","5","3"
"1951",NA,NA,NA,"10.2811","RothC","1_53","1","5","3"
"1952",NA,NA,NA,"10.17285","RothC","1_53","1","5","3"
"1953",NA,NA,NA,"10.09985","RothC","1_53","1","5","3"
"1954",NA,NA,NA,"9.9818","RothC","1_53","1","5","3"
"1955",NA,NA,NA,"9.8888","RothC","1_53","1","5","3"
"1956",NA,NA,NA,"9.79685","RothC","1_53","1","5","3"
"1957",NA,NA,NA,"9.7227","RothC","1_53","1","5","3"
"1958",NA,NA,NA,"9.62835","RothC","1_53","1","5","3"
"1959",NA,NA,NA,"9.5649","RothC","1_53","1","5","3"
"1960",NA,NA,NA,"9.499","RothC","1_53","1","5","3"
"1961",NA,NA,NA,"9.3732","RothC","1_53","1","5","3"
"1962",NA,NA,NA,"9.26185","RothC","1_53","1","5","3"
"1963",NA,NA,NA,"9.16715","RothC","1_53","1","5","3"
"1964",NA,NA,NA,"9.0661","RothC","1_53","1","5","3"
"1965",NA,NA,NA,"8.9701","RothC","1_53","1","5","3"
"1966",NA,NA,NA,"8.8854","RothC","1_53","1","5","3"
"1967",NA,NA,NA,"8.8045","RothC","1_53","1","5","3"
"1968",NA,NA,NA,"8.72","RothC","1_53","1","5","3"
"1969",NA,NA,NA,"8.6358","RothC","1_53","1","5","3"
"1970",NA,NA,NA,"8.5572","RothC","1_53","1","5","3"
"1971",NA,NA,NA,"8.4802","RothC","1_53","1","5","3"
"1972",NA,NA,NA,"8.3969","RothC","1_53","1","5","3"
"1973",NA,NA,NA,"8.31725","RothC","1_53","1","5","3"
"1974",NA,NA,NA,"8.24815","RothC","1_53","1","5","3"
"1975",NA,NA,NA,"8.17475","RothC","1_53","1","5","3"
"1976",NA,NA,NA,"8.1051","RothC","1_53","1","5","3"
"1977",NA,NA,NA,"8.0352","RothC","1_53","1","5","3"
"1978",NA,NA,NA,"7.96945","RothC","1_53","1","5","3"
"1979",NA,NA,NA,"7.90405","RothC","1_53","1","5","3"
"1980",NA,NA,NA,"7.84275","RothC","1_53","1","5","3"
"1981",NA,NA,NA,"7.7842","RothC","1_53","1","5","3"
"1982",NA,NA,NA,"7.72","RothC","1_53","1","5","3"
"1983",NA,NA,NA,"7.6572","RothC","1_53","1","5","3"
"1984",NA,NA,NA,"7.5882","RothC","1_53","1","5","3"
"1985",NA,NA,NA,"7.52135","RothC","1_53","1","5","3"
"1986",NA,NA,NA,"7.45915","RothC","1_53","1","5","3"
"1987",NA,NA,NA,"7.39885","RothC","1_53","1","5","3"
"1988",NA,NA,NA,"7.3359","RothC","1_53","1","5","3"
"1989",NA,NA,NA,"7.26945","RothC","1_53","1","5","3"
"1990",NA,NA,NA,"7.2094","RothC","1_53","1","5","3"
"1991",NA,NA,NA,"7.1559","RothC","1_53","1","5","3"
"1992",NA,NA,NA,"7.09495","RothC","1_53","1","5","3"
"1993",NA,NA,NA,"7.0356","RothC","1_53","1","5","3"
"1994",NA,NA,NA,"6.98285","RothC","1_53","1","5","3"
"1995",NA,NA,NA,"6.9295","RothC","1_53","1","5","3"
"1996",NA,NA,NA,"6.87165","RothC","1_53","1","5","3"
"1997",NA,NA,NA,"6.81285","RothC","1_53","1","5","3"
"1998",NA,NA,NA,"6.75745","RothC","1_53","1","5","3"
"1999",NA,NA,NA,"6.70205","RothC","1_53","1","5","3"
"2000",NA,NA,NA,"6.6397","RothC","1_53","1","5","3"
"2001",NA,NA,NA,"6.57985","RothC","1_53","1","5","3"
"2002",NA,NA,NA,"6.52865","RothC","1_53","1","5","3"
"2003",NA,NA,NA,"6.5213","RothC","1_53","1","5","3"
"2004",NA,NA,NA,"6.52","RothC","1_53","1","5","3"
"2005",NA,NA,NA,"6.5841","RothC","1_53","1","5","3"
"2006",NA,NA,NA,"6.56655","RothC","1_53","1","5","3"
"2007",NA,NA,NA,"6.50975","RothC","1_53","1","5","3"
"2008",NA,NA,NA,"6.46175","RothC","1_53","1","5","3"
"2009",NA,NA,NA,"6.43305","RothC","1_53","1","5","3"
"2010",NA,NA,NA,"6.41575","RothC","1_53","1","5","3"
"2011",NA,NA,NA,"6.4125","RothC","1_53","1","5","3"
"2012",NA,NA,NA,"6.3877","RothC","1_53","1","5","3"
"2013",NA,NA,NA,"6.37535","RothC","1_53","1","5","3"
"2014",NA,NA,NA,"6.37635","RothC","1_53","1","5","3"
"2015",NA,NA,NA,"6.3647","RothC","1_53","1","5","3"
"2016",NA,NA,NA,"6.336","RothC","1_53","1","5","3"
"2017",NA,NA,NA,"6.31735","RothC","1_53","1","5","3"
"2018",NA,NA,NA,"6.31555","RothC","1_53","1","5","3"
"2019",NA,NA,NA,"6.2874","RothC","1_53","1","5","3"
"2020",NA,NA,NA,"6.2755","RothC","1_53","1","5","3"
"2021",NA,NA,NA,"6.24385","RothC","1_53","1","5","3"
"2022",NA,NA,NA,"6.21935","RothC","1_53","1","5","3"
"2023",NA,NA,NA,"6.18025","RothC","1_53","1","5","3"
"2024",NA,NA,NA,"6.1733","RothC","1_53","1","5","3"
"2025",NA,NA,NA,"6.18145","RothC","1_53","1","5","3"
"2026",NA,NA,NA,"6.176","RothC","1_53","1","5","3"
"2027",NA,NA,NA,"6.14475","RothC","1_53","1","5","3"
"2028",NA,NA,NA,"6.13445","RothC","1_53","1","5","3"
"2029",NA,NA,NA,"6.1001","RothC","1_53","1","5","3"
