"Model","Climate_Scenario","Mgmt_Scenario","Scenario_Name","Maize_Diff_Mgha","Soybean_Diff_Mgha","Wheat_Diff_Mgha","SOC_Diff_Mgha","Total_N2O_kgha","N2O_Diff_kgha","Total_CH4_kgha","CH4_Diff_kgha","Total_SOC_Mgha","Cotton_Diff_Mgha","Sorghum_Diff_Mgha"
"APSIM",3,41,"3_41",NA,NA,NA,"0","2.82424","0.00680565517241393",NA,NA,"5.9","-0.189949999999994","0.0279076923077128"
"Millennial",3,41,"3_41",NA,NA,NA,"-4.09618000055009",NA,NA,NA,NA,"38.5952871981802",NA,NA
"RothC",3,41,"3_41",NA,NA,NA,"-0.63165",NA,NA,NA,NA,"3.7221",NA,NA
"APSIM",3,42,"3_42",NA,NA,NA,"-0.100000000000001","2.6918","0.00692413793103452",NA,NA,"5.8","-0.178599999999995","0.0380923076923279"
"Millennial",3,42,"3_42",NA,NA,NA,"-4.12076517051869",NA,NA,NA,NA,"38.5707020282116",NA,NA
"RothC",3,42,"3_42",NA,NA,NA,"-0.6561",NA,NA,NA,NA,"3.6979",NA,NA
"APSIM",3,43,"3_43",NA,NA,NA,"-0.100000000000001","2.57107","0.00613213793103445",NA,NA,"5.8","-0.166749999999996","0.0372615384615587"
"Millennial",3,43,"3_43",NA,NA,NA,"-4.13120326903449",NA,NA,NA,NA,"38.5602639296958",NA,NA
"RothC",3,43,"3_43",NA,NA,NA,"-0.68015",NA,NA,NA,NA,"3.67405",NA,NA
"APSIM",3,44,"3_44",NA,NA,NA,"-0.0999999999999996","2.4435","0.00542496551724128",NA,NA,"5.7","-0.169049999999996","0.0423076923077133"
"Millennial",3,44,"3_44",NA,NA,NA,"-4.1220315850494",NA,NA,NA,NA,"38.5694356136809",NA,NA
"RothC",3,44,"3_44",NA,NA,NA,"-0.7042",NA,NA,NA,NA,"3.6502",NA,NA
"Millennial",3,51,"3_51",NA,NA,NA,"-0.522078776419292",NA,NA,NA,NA,"41.9524833131866",NA,NA
"RothC",3,51,"3_51",NA,NA,NA,"-0.6976",NA,NA,NA,NA,"3.58125",NA,NA
"Millennial",3,52,"3_52",NA,NA,NA,"-2.2205184388806",NA,NA,NA,NA,"40.3666422304467",NA,NA
"RothC",3,52,"3_52",NA,NA,NA,"-0.6694",NA,NA,NA,NA,"3.64655",NA,NA
"Millennial",3,53,"3_53",NA,NA,NA,"-4.07994059149329",NA,NA,NA,NA,"38.611526607237",NA,NA
"RothC",3,53,"3_53",NA,NA,NA,"-0.6199",NA,NA,NA,NA,"3.73375",NA,NA
"Millennial",3,54,"3_54",NA,NA,NA,"-2.9138755938983",NA,NA,NA,NA,"37.4644349496955",NA,NA
"RothC",3,54,"3_54",NA,NA,NA,"-0.4698",NA,NA,NA,NA,"4.1541",NA,NA
"Millennial",3,55,"3_55",NA,NA,NA,"-3.6718308607983",NA,NA,NA,NA,"36.2938249031547",NA,NA
"RothC",3,55,"3_55",NA,NA,NA,"-0.4642",NA,NA,NA,NA,"4.16115",NA,NA
"Millennial",3,56,"3_56",NA,NA,NA,"-4.0540710925929",NA,NA,NA,NA,"35.6772425467774",NA,NA
"RothC",3,56,"3_56",NA,NA,NA,"-0.457",NA,NA,NA,NA,"4.1698",NA,NA
"APSIM",3,61,"3_61",NA,NA,NA,"-0.700000000000001","2.92156","0.00733393103448292",NA,NA,"10.1","-0.159849999999994","-0.00796923076920986"
"APSIM",3,62,"3_62",NA,NA,NA,"-1.4","2.94914","0.0061195862068967",NA,NA,"14.2","-0.190749999999994","-0.0475076923076732"
"APSIM",3,63,"3_63",NA,NA,NA,"-2","2.95137","0.00503682758620703",NA,NA,"18.3","-0.184299999999994","-0.0846769230769047"
"APSIM",3,64,"3_64",NA,NA,NA,"-2.5","2.95882","0.00495186206896574",NA,NA,"22.6","-0.197049999999994","-0.0831692307692127"
"APSIM",3,65,"3_65",NA,NA,NA,"-3.5","2.93678","0.017987862068966",NA,NA,"26.7","-0.170649999999993","-0.00326153846151778"
"APSIM",3,7,"3_7",NA,NA,NA,"0.0999999999999996","4.02401","0.00434386206896493",NA,NA,"7.3","-0.180179310344838",NA
"Millennial",3,7,"3_7",NA,NA,NA,"-4.8320398065237",NA,NA,NA,NA,"37.7781025946647",NA,NA
"RothC",3,7,"3_7",NA,NA,NA,"-0.620000000000001",NA,NA,NA,NA,"3.71975",NA,NA
"APSIM",3,8,"3_8",NA,NA,NA,"0.100000000000001","4.39952","-0.00959448275862086",NA,NA,"7.4","-0.200149999999993","0.334184615384614"
"Millennial",3,8,"3_8",NA,NA,NA,"-2.61658939397069",NA,NA,NA,NA,"37.9206238916495",NA,NA
"RothC",3,8,"3_8",NA,NA,NA,"-0.17055",NA,NA,NA,NA,"4.74165",NA,NA
"APSIM",4,3,"4_3",NA,NA,NA,"0","4.49972","0.0334988965517235",NA,NA,"6.4","0.215800000000004","-0.377907692307684"
"Millennial",4,3,"4_3",NA,NA,NA,"-1.81755954742371",NA,NA,NA,NA,"40.9120854238751",NA,NA
"RothC",4,3,"4_3",NA,NA,NA,"-0.0345000000000004",NA,NA,NA,NA,"5.0482",NA,NA
"APSIM",4,41,"4_41",NA,NA,NA,"-0.0999999999999996","3.0949","0.0203070344827586",NA,NA,"5.9","0.2452","-0.370953846153838"
"Millennial",4,41,"4_41",NA,NA,NA,"-4.61923694201219",NA,NA,NA,NA,"38.0722302567181",NA,NA
"RothC",4,41,"4_41",NA,NA,NA,"-0.6271",NA,NA,NA,NA,"3.7244",NA,NA
"APSIM",4,42,"4_42",NA,NA,NA,"0","2.97496","0.0220535172413792",NA,NA,"5.9","0.264499999999999","-0.366738461538452"
"Millennial",4,42,"4_42",NA,NA,NA,"-4.7214163786042",NA,NA,NA,NA,"37.9700508201261",NA,NA
"RothC",4,42,"4_42",NA,NA,NA,"-0.65075",NA,NA,NA,NA,"3.70085",NA,NA
"APSIM",4,43,"4_43",NA,NA,NA,"0","2.86659","0.0211412413793102",NA,NA,"5.9","0.258949999999999","-0.393753846153837"
"Millennial",4,43,"4_43",NA,NA,NA,"-4.81321488791959",NA,NA,NA,NA,"37.8782523108107",NA,NA
"RothC",4,43,"4_43",NA,NA,NA,"-0.67375",NA,NA,NA,NA,"3.6779",NA,NA
"APSIM",4,44,"4_44",NA,NA,NA,"-0.100000000000001","2.75018","0.0207631724137929",NA,NA,"5.8","0.254249999999998","-0.402676923076916"
"Millennial",4,44,"4_44",NA,NA,NA,"-4.89674413749219",NA,NA,NA,NA,"37.7947230612381",NA,NA
"RothC",4,44,"4_44",NA,NA,NA,"-0.6975",NA,NA,NA,NA,"3.6542",NA,NA
"Millennial",4,51,"4_51",NA,NA,NA,"-3.5527461464813",NA,NA,NA,NA,"38.9218159431246",NA,NA
"RothC",4,51,"4_51",NA,NA,NA,"-0.7071",NA,NA,NA,NA,"3.5706",NA,NA
"Millennial",4,52,"4_52",NA,NA,NA,"-4.16892157386251",NA,NA,NA,NA,"38.4182390954648",NA,NA
"RothC",4,52,"4_52",NA,NA,NA,"-0.67285",NA,NA,NA,NA,"3.64145",NA,NA
"Millennial",4,53,"4_53",NA,NA,NA,"-4.56473466472789",NA,NA,NA,NA,"38.1267325340024",NA,NA
"RothC",4,53,"4_53",NA,NA,NA,"-0.61565",NA,NA,NA,NA,"3.73585",NA,NA
"Millennial",4,54,"4_54",NA,NA,NA,"-4.3665984786637",NA,NA,NA,NA,"36.0117120649301",NA,NA
"RothC",4,54,"4_54",NA,NA,NA,"-0.4736",NA,NA,NA,NA,"4.148",NA,NA
"Millennial",4,55,"4_55",NA,NA,NA,"-4.5229225291448",NA,NA,NA,NA,"35.4427332348082",NA,NA
"RothC",4,55,"4_55",NA,NA,NA,"-0.465",NA,NA,NA,NA,"4.1576",NA,NA
"Millennial",4,56,"4_56",NA,NA,NA,"-4.5029155760455",NA,NA,NA,NA,"35.2283980633248",NA,NA
"RothC",4,56,"4_56",NA,NA,NA,"-0.457050000000001",NA,NA,NA,NA,"4.16665",NA,NA
"APSIM",4,61,"4_61",NA,NA,NA,"-0.9","3.18973","0.0231513103448276",NA,NA,"10","0.279550000000001","-0.300030769230758"
"APSIM",4,62,"4_62",NA,NA,NA,"-1.6","3.21529","0.0255459310344829",NA,NA,"14.1","0.292850000000001","-0.221415384615372"
"APSIM",4,63,"4_63",NA,NA,NA,"-2.3","3.23991","0.0273206896551726",NA,NA,"18.1","0.319700000000001","-0.167169230769217"
"APSIM",4,64,"4_64",NA,NA,NA,"-3","3.25632","0.029213931034483",NA,NA,"22.2","0.3529","-0.120830769230753"
"APSIM",4,65,"4_65",NA,NA,NA,"-4","3.20356","0.0369168275862073",NA,NA,"26.3","0.344250000000002","0.0934769230769343"
"APSIM",4,7,"4_7",NA,NA,NA,"0.3","4.2138","0.005924551724137",NA,NA,"7.5","-0.0631586206896597",NA
"Millennial",4,7,"4_7",NA,NA,NA,"-5.2843855533833",NA,NA,NA,NA,"37.3257568478051",NA,NA
"RothC",4,7,"4_7",NA,NA,NA,"-0.6134",NA,NA,NA,NA,"3.7243",NA,NA
"APSIM",4,8,"4_8",NA,NA,NA,"-0.0999999999999996","4.68405","0.025554206896551",NA,NA,"7.4","0.122100000000007","-0.290215384615375"
"Millennial",4,8,"4_8",NA,NA,NA,"-2.6507235844376",NA,NA,NA,NA,"37.8864897011826",NA,NA
"RothC",4,8,"4_8",NA,NA,NA,"-0.149050000000001",NA,NA,NA,NA,"4.75895",NA,NA
"APSIM",5,3,"5_3",NA,NA,NA,"-0.399999999999999","4.39609","-0.00249393103448234",NA,NA,"5.7","-0.210349999999999","-0.382861538461526"
"Millennial",5,3,"5_3",NA,NA,NA,"-0.0966255296850065",NA,NA,NA,NA,"42.6330194416138",NA,NA
"RothC",5,3,"5_3",NA,NA,NA,"-0.0823",NA,NA,NA,NA,"5.01395",NA,NA
"APSIM",5,41,"5_41",NA,NA,NA,"-0.5","2.9952","0.00846731034482834",NA,NA,"5.2","-0.1765","-0.0912615384615336"
"Millennial",5,41,"5_41",NA,NA,NA,"-4.44965606622969",NA,NA,NA,NA,"38.2418111325006",NA,NA
"RothC",5,41,"5_41",NA,NA,NA,"-0.62825",NA,NA,NA,NA,"3.73165",NA,NA
"APSIM",5,42,"5_42",NA,NA,NA,"-0.5","2.87112","0.00795820689655236",NA,NA,"5.2","-0.173350000000001","-0.0618153846153808"
"Millennial",5,42,"5_42",NA,NA,NA,"-4.45012492792199",NA,NA,NA,NA,"38.2413422708083",NA,NA
"RothC",5,42,"5_42",NA,NA,NA,"-0.6543",NA,NA,NA,NA,"3.7054",NA,NA
"APSIM",5,43,"5_43",NA,NA,NA,"-0.399999999999999","2.75692","0.00811255172413852",NA,NA,"5.2","-0.155050000000001","-0.0609846153846116"
"Millennial",5,43,"5_43",NA,NA,NA,"-4.4336233330331",NA,NA,NA,NA,"38.2578438656972",NA,NA
"RothC",5,43,"5_43",NA,NA,NA,"-0.6799",NA,NA,NA,NA,"3.6796",NA,NA
"APSIM",5,44,"5_44",NA,NA,NA,"-0.5","2.63573","0.00630924137931082",NA,NA,"5.1","-0.1845","-0.0529230769230744"
"Millennial",5,44,"5_44",NA,NA,NA,"-4.40072328735679",NA,NA,NA,NA,"38.2907439113735",NA,NA
"RothC",5,44,"5_44",NA,NA,NA,"-0.70615",NA,NA,NA,NA,"3.6532",NA,NA
"Millennial",5,51,"5_51",NA,NA,NA,"-1.3869680203782",NA,NA,NA,NA,"41.0875940692277",NA,NA
"RothC",5,51,"5_51",NA,NA,NA,"-0.7142",NA,NA,NA,NA,"3.5694",NA,NA
"Millennial",5,52,"5_52",NA,NA,NA,"-2.7644078762111",NA,NA,NA,NA,"39.8227527931162",NA,NA
"RothC",5,52,"5_52",NA,NA,NA,"-0.6796",NA,NA,NA,NA,"3.64185",NA,NA
"Millennial",5,53,"5_53",NA,NA,NA,"-4.4456780155213",NA,NA,NA,NA,"38.245789183209",NA,NA
"RothC",5,53,"5_53",NA,NA,NA,"-0.61495",NA,NA,NA,NA,"3.745",NA,NA
"Millennial",5,54,"5_54",NA,NA,NA,"-3.3504666827465",NA,NA,NA,NA,"37.0278438608473",NA,NA
"RothC",5,54,"5_54",NA,NA,NA,"-0.4756",NA,NA,NA,NA,"4.15055",NA,NA
"Millennial",5,55,"5_55",NA,NA,NA,"-4.00632162278031",NA,NA,NA,NA,"35.9593341411727",NA,NA
"RothC",5,55,"5_55",NA,NA,NA,"-0.46795",NA,NA,NA,NA,"4.15965",NA,NA
"Millennial",5,56,"5_56",NA,NA,NA,"-4.3776405209452",NA,NA,NA,NA,"35.3536731184251",NA,NA
"RothC",5,56,"5_56",NA,NA,NA,"-0.460150000000001",NA,NA,NA,NA,"4.1689",NA,NA
"APSIM",5,61,"5_61",NA,NA,NA,"-1.3","3.07702","0.00872937931034566",NA,NA,"9.3","-0.181849999999999","-0.0949230769230698"
"APSIM",5,62,"5_62",NA,NA,NA,"-1.9","3.1037","0.00988675862069059",NA,NA,"13.5","-0.146649999999999","-0.087907692307684"
"APSIM",5,63,"5_63",NA,NA,NA,"-2.5","3.09434","0.00822841379310442",NA,NA,"17.6","-0.179599999999998","-0.178061538461523"
"APSIM",5,64,"5_64",NA,NA,NA,"-3.2","3.07896","0.012569103448277",NA,NA,"21.7","-0.1007","-0.234430769230754"
"APSIM",5,65,"5_65",NA,NA,NA,"-4.1","3.05604","0.0155188965517242",NA,NA,"25.8","-0.114649999999995","0.121661538461536"
"APSIM",5,7,"5_7",NA,NA,NA,"-0.3","4.1591","0.00497779310344865",NA,NA,"6.7","-0.224248275862063",NA
"Millennial",5,7,"5_7",NA,NA,NA,"-5.0991242029366",NA,NA,NA,NA,"37.5110181982518",NA,NA
"RothC",5,7,"5_7",NA,NA,NA,"-0.6169",NA,NA,NA,NA,"3.72855",NA,NA
"APSIM",5,8,"5_8",NA,NA,NA,"-0.899999999999999","4.62159","-0.0121314482758612",NA,NA,"6.2","-0.242649999999995","-0.435599999999989"
"Millennial",5,8,"5_8",NA,NA,NA,"-3.00015744462119",NA,NA,NA,NA,"37.537055840999",NA,NA
"RothC",5,8,"5_8",NA,NA,NA,"-0.19795",NA,NA,NA,NA,"4.7236",NA,NA
