"Model","Climate_Scenario","Mgmt_Scenario","Scenario_Name","Scenario_Abbrev","SW_20cm_first","SW_20cm_change","SW_40cm_first","SW_40cm_change","SW_60cm_first","SW_60cm_change","DW_20cm_first","DW_20cm_change","DW_40cm_first","DW_40cm_change","DW_60cm_first","DW_60cm_change","DW_0to60cm_first","DW_0to60cm_change","SW_25cm_first","SW_25cm_change","DW_25cm_first","DW_25cm_change","SoilT_20cm_first","SoilT_20cm_change","SoilT_40cm_first","SoilT_40cm_change","SoilT_60cm_first","SoilT_60cm_change","SoilT_25cm_first","SoilT_25cm_change","NO3_20cm_first","NO3_20cm_change","NO3_40cm_first","NO3_40cm_change","NO3_60cm_first","NO3_60cm_change","NO3_0to60cm_first","NO3_0to60cm_change","N2O_20cm_first","N2O_20cm_change","N2O_40cm_first","N2O_40cm_change","N2O_60cm_first","N2O_60cm_change","N2O_0to60cm_first","N2O_0to60cm_change","N2O_profile_first","N2O_profile_change","BC_25cm_first","BC_25cm_change","BN_25cm_first","BN_25cm_change","HC_25cm_first","HC_25cm_change","HN_25cm_first","HN_25cm_change","CinB_25cm_first","CinB_25cm_change","CinH_25cm_first","CinH_25cm_change","CinBtoH_25cm_first","CinBtoH_25cm_change","SOC_25cm_first","SOC_25cm_change","SW_2cm_first","SW_2cm_change","SW_5cm_first","SW_5cm_change","DW_2cm_first","DW_2cm_change","DW_5cm_first","DW_5cm_change","DW_10cm_first","DW_10cm_change","WFPS_2cm_first","WFPS_2cm_change","WFPS_5cm_first","WFPS_5cm_change","WFPS_10cm_first","WFPS_10cm_change","WFPS_20cm_first","WFPS_20cm_change","WFPS_40cm_first","WFPS_40cm_change","WFPS_60cm_first","WFPS_60cm_change","SoilT_2cm_first","SoilT_2cm_change","SoilT_5cm_first","SoilT_5cm_change","SoilT_10cm_first","SoilT_10cm_change","SoilT_15cm_first","SoilT_15cm_change","NO3_2cm_first","NO3_2cm_change","NO3_5cm_first","NO3_5cm_change","NO3_10cm_first","NO3_10cm_change","CH4_first","CH4_change","CI_first","CI_change"
"Daycent","1","1","1_1","CR","0.226694219607156","0.00624105790992854","0.22842008285141","0.00359097420627444","0.224861453375311","0.00670087713092393","2.26694219609258","0.0624105790782674","4.56840165708865","0.0718194840650597","4.4972290675549","0.134017542569806","13.5207461199026","0.463597766565034","0.223888632384178","0.0110286244349301","5.59721580960553","0.275715610872171","0.114782819675079","0.00834714388248287","0.112859999151894","0.00974342692281256","0.11053075538964","0.0104910383143341","0.114951200699927","0.00772839542793807","0.0111334903331546","-0.00514927366944517","0.0106505005823247","-0.00615933893957736","0.00875542410026936","-0.00418625307667086","0.0459053829854986","-0.0215238354607839",NA,NA,NA,NA,NA,NA,NA,NA,"0.024658916964569","-0.00318227709379985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.641379310345","2.34482758620673","0.199558507196315","0.0268163250250071","0.224229963190507","0.0232391700868451","0.399117014392629","0.0536326500500142","0.672689889571541","0.0697175102605156","1.11636629529826","0.072000000445462","0.346430733012522","0.0423204431432151","0.388678389193125","0.0363775809759263","0.386067515599096","0.0223763841550415","0.389160597014313","0.0123355711503291","0.412489991796118","0.014210461122922","0.558239738327705","0.031215943989352","0.116817984328152","0.00485196563381646","0.116331997035745","0.00569352103424536","0.115804470022043","0.00684502521265423","0.115704243339695","0.00684982147766242","0.00095223262010841","-0.000381268415941911","0.00254150487311039","-0.000902299695296096","0.011872230476522","-0.00474540166384342","-0.469901775362559","0.0595018135654082","0.259163781225368","0.196563079799886"
