"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1940,1.07374,NA,54.7,"Daycent","4_51",4,5,1
1941,1.26992666666667,NA,53.8,"Daycent","4_51",4,5,1
1942,0.770868888888889,NA,51.6,"Daycent","4_51",4,5,1
1943,0.699337777777778,NA,48.9,"Daycent","4_51",4,5,1
1944,0.914062222222222,NA,46.9,"Daycent","4_51",4,5,1
1945,1.53595555555556,NA,44.5,"Daycent","4_51",4,5,1
1946,0.447651111111111,NA,42.7,"Daycent","4_51",4,5,1
1947,0.709486666666667,NA,41,"Daycent","4_51",4,5,1
1948,1.00557555555556,NA,38.7,"Daycent","4_51",4,5,1
1949,0.672297777777778,NA,36.8,"Daycent","4_51",4,5,1
1950,0.596062222222222,NA,35.1,"Daycent","4_51",4,5,1
1951,0.7504,NA,33.8,"Daycent","4_51",4,5,1
1952,2.04252222222222,NA,32.6,"Daycent","4_51",4,5,1
1953,0.910924444444444,NA,31.2,"Daycent","4_51",4,5,1
1954,1.07272444444444,NA,29.6,"Daycent","4_51",4,5,1
1955,1.03644666666667,NA,28.6,"Daycent","4_51",4,5,1
1956,1.56755333333333,NA,27.6,"Daycent","4_51",4,5,1
1957,0.607406666666667,NA,26.4,"Daycent","4_51",4,5,1
1958,1.26035333333333,NA,25.2,"Daycent","4_51",4,5,1
1959,2.00296,NA,24.2,"Daycent","4_51",4,5,1
1960,NA,0.251388888888889,23,"Daycent","4_51",4,5,1
1961,NA,0.435802222222222,22.3,"Daycent","4_51",4,5,1
1962,NA,0.686402222222222,21.5,"Daycent","4_51",4,5,1
1963,NA,0.324746666666667,20.6,"Daycent","4_51",4,5,1
1964,NA,0.449337777777778,19.9,"Daycent","4_51",4,5,1
1965,NA,0.491928888888889,19.1,"Daycent","4_51",4,5,1
1966,NA,0.57078,18.4,"Daycent","4_51",4,5,1
1967,NA,0.42736,17.8,"Daycent","4_51",4,5,1
1968,NA,0.348937777777778,17.2,"Daycent","4_51",4,5,1
1969,NA,0.389935555555556,16.6,"Daycent","4_51",4,5,1
1970,NA,0.26374,16,"Daycent","4_51",4,5,1
1971,NA,0.13918,15.5,"Daycent","4_51",4,5,1
1972,NA,0.230997777777778,15,"Daycent","4_51",4,5,1
1973,NA,0.467604444444444,14.5,"Daycent","4_51",4,5,1
1974,NA,0.152308888888889,14,"Daycent","4_51",4,5,1
1975,NA,0.229153333333333,13.6,"Daycent","4_51",4,5,1
1976,NA,0.304975555555556,13.1,"Daycent","4_51",4,5,1
1977,NA,0.231375555555556,12.6,"Daycent","4_51",4,5,1
1978,NA,0.19018,12.2,"Daycent","4_51",4,5,1
1979,NA,0.241364444444444,11.9,"Daycent","4_51",4,5,1
1980,NA,0.538431111111111,11.6,"Daycent","4_51",4,5,1
1981,NA,0.277028888888889,11.3,"Daycent","4_51",4,5,1
1982,NA,0.301266666666667,11,"Daycent","4_51",4,5,1
1983,NA,0.298602222222222,10.7,"Daycent","4_51",4,5,1
1984,NA,0.4139,10.4,"Daycent","4_51",4,5,1
1985,NA,0.261464444444444,10.1,"Daycent","4_51",4,5,1
1986,NA,0.423233333333333,9.9,"Daycent","4_51",4,5,1
1987,NA,0.490148888888889,9.6,"Daycent","4_51",4,5,1
1988,NA,0.250693333333333,9.3,"Daycent","4_51",4,5,1
1989,NA,0.430304444444444,9.1,"Daycent","4_51",4,5,1
1990,NA,0.399368888888889,8.9,"Daycent","4_51",4,5,1
1991,NA,0.325966666666667,8.6,"Daycent","4_51",4,5,1
1992,NA,0.435737777777778,8.4,"Daycent","4_51",4,5,1
1993,NA,0.465844444444444,8.2,"Daycent","4_51",4,5,1
1994,NA,0.411151111111111,8,"Daycent","4_51",4,5,1
1995,NA,0.403728888888889,7.8,"Daycent","4_51",4,5,1
1996,NA,0.349051111111111,7.6,"Daycent","4_51",4,5,1
1997,NA,0.384755555555556,7.5,"Daycent","4_51",4,5,1
1998,NA,0.250595555555556,7.3,"Daycent","4_51",4,5,1
1999,NA,0.138924444444444,7.2,"Daycent","4_51",4,5,1
2000,NA,0.230568888888889,7,"Daycent","4_51",4,5,1
2001,NA,0.448351111111111,6.9,"Daycent","4_51",4,5,1
2002,NA,0.528824444444444,6.7,"Daycent","4_51",4,5,1
2003,NA,0,6.6,"Daycent","4_51",4,5,1
2004,NA,1.23777333333333,6.5,"Daycent","4_51",4,5,1
2005,1.11874222222222,NA,6.5,"Daycent","4_51",4,5,1
2006,NA,0.33526,6.3,"Daycent","4_51",4,5,1
2007,0.0752422222222222,NA,6.4,"Daycent","4_51",4,5,1
2008,NA,0.451564444444444,6.3,"Daycent","4_51",4,5,1
2009,0.422146666666667,NA,6.1,"Daycent","4_51",4,5,1
2010,NA,0.763615555555555,6.1,"Daycent","4_51",4,5,1
2011,0.4118,NA,6,"Daycent","4_51",4,5,1
2012,NA,1.13740222222222,6,"Daycent","4_51",4,5,1
2013,0.465517777777778,NA,5.9,"Daycent","4_51",4,5,1
2014,NA,0.754564444444444,5.9,"Daycent","4_51",4,5,1
2015,0.335422222222222,NA,5.8,"Daycent","4_51",4,5,1
2016,NA,1.11417333333333,5.8,"Daycent","4_51",4,5,1
2017,0.471328888888889,NA,5.7,"Daycent","4_51",4,5,1
2018,NA,1.17214,5.7,"Daycent","4_51",4,5,1
2019,0.38914,NA,5.6,"Daycent","4_51",4,5,1
2020,NA,0.678553333333333,5.6,"Daycent","4_51",4,5,1
2021,0.3759,NA,5.5,"Daycent","4_51",4,5,1
2022,NA,0.655991111111111,5.5,"Daycent","4_51",4,5,1
2022,NA,0.655991111111111,5.5,"Daycent","4_51",4,5,1
2023,0.448982222222222,NA,5.4,"Daycent","4_51",4,5,1
2024,NA,0.701544444444444,5.4,"Daycent","4_51",4,5,1
2025,0.527706666666667,NA,5.4,"Daycent","4_51",4,5,1
2026,NA,0.67534,5.4,"Daycent","4_51",4,5,1
2027,0.83482,NA,5.4,"Daycent","4_51",4,5,1
2028,NA,0.740057777777778,5.4,"Daycent","4_51",4,5,1
2029,0.367468888888889,NA,5.4,"Daycent","4_51",4,5,1
2030,NA,0.963546666666667,5.4,"Daycent","4_51",4,5,1
2031,0.605013333333333,NA,5.4,"Daycent","4_51",4,5,1
2032,NA,0.707933333333333,5.4,"Daycent","4_51",4,5,1
2033,0.544455555555556,NA,5.4,"Daycent","4_51",4,5,1
2034,NA,1.10349111111111,5.4,"Daycent","4_51",4,5,1
2035,0.349886666666667,NA,5.3,"Daycent","4_51",4,5,1
2036,NA,0.589008888888889,5.4,"Daycent","4_51",4,5,1
2037,0.447302222222222,NA,5.3,"Daycent","4_51",4,5,1
2038,NA,0.928928888888889,5.3,"Daycent","4_51",4,5,1
2039,0.382588888888889,NA,5.2,"Daycent","4_51",4,5,1
2040,NA,0.748493333333333,5.3,"Daycent","4_51",4,5,1
2041,0.487477777777778,NA,5.2,"Daycent","4_51",4,5,1
2042,NA,0.526684444444444,5.2,"Daycent","4_51",4,5,1
2043,0.746024444444444,NA,5.2,"Daycent","4_51",4,5,1
2044,NA,0.687444444444444,5.2,"Daycent","4_51",4,5,1
2045,0.462653333333333,NA,5.2,"Daycent","4_51",4,5,1
2046,NA,0.891668888888889,5.2,"Daycent","4_51",4,5,1
2047,0.292613333333333,NA,5.1,"Daycent","4_51",4,5,1
2048,NA,0.649073333333333,5.1,"Daycent","4_51",4,5,1
2049,0.486304444444444,NA,5.1,"Daycent","4_51",4,5,1
2050,NA,1.16818,5.1,"Daycent","4_51",4,5,1
2051,0.495797777777778,NA,5,"Daycent","4_51",4,5,1
2052,NA,0.875224444444444,5.1,"Daycent","4_51",4,5,1
2053,0.4498,NA,5,"Daycent","4_51",4,5,1
2054,NA,0.874362222222222,5,"Daycent","4_51",4,5,1
2055,0.540597777777778,NA,5,"Daycent","4_51",4,5,1
2056,NA,0.748944444444445,5,"Daycent","4_51",4,5,1
2057,0.412695555555556,NA,4.9,"Daycent","4_51",4,5,1
2058,NA,0.935288888888889,4.9,"Daycent","4_51",4,5,1
