"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1987,0,0.2,2.3,"APSIM","1_3",1,3,""
1988,0,0.871,2.8,"APSIM","1_3",1,3,""
1989,0,1.336,3.2,"APSIM","1_3",1,3,""
1990,0,0.937,3.7,"APSIM","1_3",1,3,""
1991,0,0.883,4.5,"APSIM","1_3",1,3,""
1992,0,1.084,4.9,"APSIM","1_3",1,3,""
1993,0,0.397,5.2,"APSIM","1_3",1,3,""
1994,0,0.389,5.4,"APSIM","1_3",1,3,""
1995,0,0.624,5.5,"APSIM","1_3",1,3,""
1996,0,1.489,5.5,"APSIM","1_3",1,3,""
1997,0,1.049,5.8,"APSIM","1_3",1,3,""
1998,0,1.173,6.1,"APSIM","1_3",1,3,""
1999,0,0.515,6.4,"APSIM","1_3",1,3,""
2000,0,0.639,6.2,"APSIM","1_3",1,3,""
2001,0,0.224,6.3,"APSIM","1_3",1,3,""
2002,0,1.604,6.3,"APSIM","1_3",1,3,""
2003,0,0.729,6.6,"APSIM","1_3",1,3,""
2004,4.006,0,6.9,"APSIM","1_3",1,3,""
2005,0,0.404,6.7,"APSIM","1_3",1,3,""
2006,2.193,0,7,"APSIM","1_3",1,3,""
2007,0,0.535,6.8,"APSIM","1_3",1,3,""
2008,0,1.004,6.6,"APSIM","1_3",1,3,""
2009,0,0.53,6.7,"APSIM","1_3",1,3,""
2010,0,0.855,6.8,"APSIM","1_3",1,3,""
2011,0,0,7,"APSIM","1_3",1,3,""
2012,0,0.951,6.8,"APSIM","1_3",1,3,""
2013,2.209,0,6.9,"APSIM","1_3",1,3,""
2014,0,0.76,6.8,"APSIM","1_3",1,3,""
2015,3.325,0,6.7,"APSIM","1_3",1,3,""
2016,0,0.531,6.9,"APSIM","1_3",1,3,""
2017,3.768,0,6.9,"APSIM","1_3",1,3,""
2018,0,0.522,6.8,"APSIM","1_3",1,3,""
2019,2.589,0,6.8,"APSIM","1_3",1,3,""
2020,0,0.57,6.7,"APSIM","1_3",1,3,""
2021,3.899,0,6.8,"APSIM","1_3",1,3,""
