"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1987,0,0.156,1.8,"APSIM","3_52",3,5,2
1988,0,0.704,2.2,"APSIM","3_52",3,5,2
1989,0,1.302,2.5,"APSIM","3_52",3,5,2
1990,0,0.852,2.9,"APSIM","3_52",3,5,2
1991,0,0.94,3.5,"APSIM","3_52",3,5,2
1992,0,0.988,3.9,"APSIM","3_52",3,5,2
1993,0,0.256,4.2,"APSIM","3_52",3,5,2
1994,0,0.358,4.3,"APSIM","3_52",3,5,2
1995,0,0.612,4.4,"APSIM","3_52",3,5,2
1996,0,1.26,4.4,"APSIM","3_52",3,5,2
1997,0,0.868,4.7,"APSIM","3_52",3,5,2
1998,0,1.007,5,"APSIM","3_52",3,5,2
1999,0,0.503,5.1,"APSIM","3_52",3,5,2
2000,0,0.624,5,"APSIM","3_52",3,5,2
2001,0,0.238,5.1,"APSIM","3_52",3,5,2
2002,0,1.21,5,"APSIM","3_52",3,5,2
2003,2.273,0,5.3,"APSIM","3_52",3,5,2
2004,0,0.316,5.4,"APSIM","3_52",3,5,2
2005,3.042,0,5.4,"APSIM","3_52",3,5,2
2006,0,0.265,5.5,"APSIM","3_52",3,5,2
2007,3.94,0,5.3,"APSIM","3_52",3,5,2
2008,0,0.353,5.1,"APSIM","3_52",3,5,2
2009,2.141,0,5.2,"APSIM","3_52",3,5,2
2010,0,0.251,5.2,"APSIM","3_52",3,5,2
2011,0,0,5.4,"APSIM","3_52",3,5,2
2012,0,0.752,5.1,"APSIM","3_52",3,5,2
2013,2.148,0,5.1,"APSIM","3_52",3,5,2
2014,0,0.595,5,"APSIM","3_52",3,5,2
2015,2.96,0,4.9,"APSIM","3_52",3,5,2
2016,0,0.52,5.1,"APSIM","3_52",3,5,2
2017,3.513,0,5.2,"APSIM","3_52",3,5,2
2018,0,0.343,5.1,"APSIM","3_52",3,5,2
2019,2.223,0,5.1,"APSIM","3_52",3,5,2
2020,0,0.307,5.1,"APSIM","3_52",3,5,2
2021,3.332,0,5,"APSIM","3_52",3,5,2
2022,0,0.219,5,"APSIM","3_52",3,5,2
2023,2.248,0,5.1,"APSIM","3_52",3,5,2
2024,0,0.357,5.2,"APSIM","3_52",3,5,2
2025,1.495,0,5.3,"APSIM","3_52",3,5,2
2026,0,0.352,5.3,"APSIM","3_52",3,5,2
2027,1.699,0,5.3,"APSIM","3_52",3,5,2
2028,0,0.302,5.4,"APSIM","3_52",3,5,2
2029,2.292,0,5.3,"APSIM","3_52",3,5,2
2030,0,0.641,5.3,"APSIM","3_52",3,5,2
2031,2.933,0,5.4,"APSIM","3_52",3,5,2
2032,0,0.317,5.2,"APSIM","3_52",3,5,2
2033,2.308,0,5.3,"APSIM","3_52",3,5,2
2034,0,0.408,5.3,"APSIM","3_52",3,5,2
2035,1.104,0,5.4,"APSIM","3_52",3,5,2
2036,0,0.446,5.3,"APSIM","3_52",3,5,2
2037,3.328,0,5.3,"APSIM","3_52",3,5,2
2038,0,0.234,5.2,"APSIM","3_52",3,5,2
2039,1.122,0,5.3,"APSIM","3_52",3,5,2
2040,0,0.339,5.4,"APSIM","3_52",3,5,2
2041,1.826,0,5.4,"APSIM","3_52",3,5,2
2042,0,0.146,5.4,"APSIM","3_52",3,5,2
2043,2.566,0,5.3,"APSIM","3_52",3,5,2
2044,0,0.229,5.2,"APSIM","3_52",3,5,2
2045,1.908,0,5.2,"APSIM","3_52",3,5,2
2046,0,0.424,5.3,"APSIM","3_52",3,5,2
2047,2.272,0,5.4,"APSIM","3_52",3,5,2
2048,0,0.391,5.3,"APSIM","3_52",3,5,2
2049,2.013,0,5.2,"APSIM","3_52",3,5,2
2050,0,0.303,5.3,"APSIM","3_52",3,5,2
2051,0,0,5.3,"APSIM","3_52",3,5,2
2052,0,0,5,"APSIM","3_52",3,5,2
2053,0,0,4.7,"APSIM","3_52",3,5,2
2054,0,0,4.4,"APSIM","3_52",3,5,2
2055,0,0,3.9,"APSIM","3_52",3,5,2
2056,0,0,3.7,"APSIM","3_52",3,5,2
2057,0,0,3.5,"APSIM","3_52",3,5,2
2058,0,0,3.3,"APSIM","3_52",3,5,2
2059,0,0,3.1,"APSIM","3_52",3,5,2
2060,0,0,2.9,"APSIM","3_52",3,5,2
2061,0,0,2.8,"APSIM","3_52",3,5,2
2062,0,0,2.6,"APSIM","3_52",3,5,2
2063,0,0,2.6,"APSIM","3_52",3,5,2
2064,0,0,2.5,"APSIM","3_52",3,5,2
2065,0,0,2.5,"APSIM","3_52",3,5,2
2066,0,0,2.4,"APSIM","3_52",3,5,2
2067,0,0,2.3,"APSIM","3_52",3,5,2
2068,0,0,2.2,"APSIM","3_52",3,5,2
2069,0,0,2.2,"APSIM","3_52",3,5,2
2070,0,0,2.1,"APSIM","3_52",3,5,2
2071,0,0,2.1,"APSIM","3_52",3,5,2
2072,0,0,2,"APSIM","3_52",3,5,2
2073,0,0,1.9,"APSIM","3_52",3,5,2
2074,0,0,1.9,"APSIM","3_52",3,5,2
2075,0,0,1.8,"APSIM","3_52",3,5,2
2076,0,0,1.8,"APSIM","3_52",3,5,2
2077,0,0,1.8,"APSIM","3_52",3,5,2
2078,0,0,1.8,"APSIM","3_52",3,5,2
2079,0,0,1.7,"APSIM","3_52",3,5,2
2080,0,0,1.7,"APSIM","3_52",3,5,2
2081,0,0,1.7,"APSIM","3_52",3,5,2
2082,0,0,1.6,"APSIM","3_52",3,5,2
2083,0,0,1.6,"APSIM","3_52",3,5,2
2084,0,0,1.6,"APSIM","3_52",3,5,2
2085,0,0,1.6,"APSIM","3_52",3,5,2
2086,0,0,1.6,"APSIM","3_52",3,5,2
2087,0,0,1.5,"APSIM","3_52",3,5,2
2088,0,0,1.5,"APSIM","3_52",3,5,2
2089,0,0,1.5,"APSIM","3_52",3,5,2
2090,0,0,1.5,"APSIM","3_52",3,5,2
2091,0,0,1.5,"APSIM","3_52",3,5,2
2092,0,0,1.5,"APSIM","3_52",3,5,2
2093,0,0,1.5,"APSIM","3_52",3,5,2
2094,0,0,1.4,"APSIM","3_52",3,5,2
2095,0,0,1.4,"APSIM","3_52",3,5,2
2096,0,0,1.4,"APSIM","3_52",3,5,2
2097,0,0,1.4,"APSIM","3_52",3,5,2
2098,0,0,1.4,"APSIM","3_52",3,5,2
2099,0,0,1.4,"APSIM","3_52",3,5,2
2100,0,0,1.4,"APSIM","3_52",3,5,2
