"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1987,0,0.192,2.7,"APSIM","3_64",3,6,4
1988,0,0.693,3.2,"APSIM","3_64",3,6,4
1989,0,1.386,3.6,"APSIM","3_64",3,6,4
1990,0,0.889,4,"APSIM","3_64",3,6,4
1991,0,1.119,4.8,"APSIM","3_64",3,6,4
1992,0,1.079,5.3,"APSIM","3_64",3,6,4
1993,0,0.279,5.6,"APSIM","3_64",3,6,4
1994,0,0.34,5.8,"APSIM","3_64",3,6,4
1995,0,0.618,5.8,"APSIM","3_64",3,6,4
1996,0,1.516,5.9,"APSIM","3_64",3,6,4
1997,0,0.994,6.2,"APSIM","3_64",3,6,4
1998,0,1.215,6.6,"APSIM","3_64",3,6,4
1999,0,0.498,6.7,"APSIM","3_64",3,6,4
2000,0,0.632,6.5,"APSIM","3_64",3,6,4
2001,0,0.217,6.7,"APSIM","3_64",3,6,4
2002,0,1.478,6.6,"APSIM","3_64",3,6,4
2003,2.39,0,7,"APSIM","3_64",3,6,4
2004,0,0.361,7.1,"APSIM","3_64",3,6,4
2005,3.018,0,7.2,"APSIM","3_64",3,6,4
2006,0,0.629,7.3,"APSIM","3_64",3,6,4
2007,3.961,0,7.3,"APSIM","3_64",3,6,4
2008,0,0.476,7,"APSIM","3_64",3,6,4
2009,2.189,0,7.1,"APSIM","3_64",3,6,4
2010,0,0.314,7.1,"APSIM","3_64",3,6,4
2011,0.483,0,26.6,"APSIM","3_64",3,6,4
2012,0,0.255,26.2,"APSIM","3_64",3,6,4
2013,1.951,0,26,"APSIM","3_64",3,6,4
2014,0,0.649,25.6,"APSIM","3_64",3,6,4
2015,3.391,0,25.3,"APSIM","3_64",3,6,4
2016,0,0.535,25.5,"APSIM","3_64",3,6,4
2017,3.614,0,25.3,"APSIM","3_64",3,6,4
2018,0,0.181,25.2,"APSIM","3_64",3,6,4
2019,2.696,0,25,"APSIM","3_64",3,6,4
