"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1995,2.28,0,2.7,"APSIM","1_55",1,5,5
1996,0,0.512,2.9,"APSIM","1_55",1,5,5
1997,3.313,0,3.6,"APSIM","1_55",1,5,5
1998,0,1.156,4.1,"APSIM","1_55",1,5,5
1999,2.891,0,4.7,"APSIM","1_55",1,5,5
2000,0,0.44,5,"APSIM","1_55",1,5,5
2001,1.842,0,5.2,"APSIM","1_55",1,5,5
2002,0,0.889,5.3,"APSIM","1_55",1,5,5
2003,2.436,0,5.6,"APSIM","1_55",1,5,5
2004,0,0.515,5.8,"APSIM","1_55",1,5,5
2005,3.063,0,6,"APSIM","1_55",1,5,5
2006,0,0.349,6.2,"APSIM","1_55",1,5,5
2007,3.961,0,6,"APSIM","1_55",1,5,5
2008,0,0.343,5.8,"APSIM","1_55",1,5,5
2009,1.944,0,6.3,"APSIM","1_55",1,5,5
2010,0,0.246,6.2,"APSIM","1_55",1,5,5
2011,0,0,6.5,"APSIM","1_55",1,5,5
2012,0,0.872,6.1,"APSIM","1_55",1,5,5
2013,2.259,0,6.2,"APSIM","1_55",1,5,5
2014,0,0.548,6.3,"APSIM","1_55",1,5,5
2015,2.854,0,6.2,"APSIM","1_55",1,5,5
2016,0,0.089,6.4,"APSIM","1_55",1,5,5
2017,3.614,0,6.2,"APSIM","1_55",1,5,5
2018,0,0.235,6.1,"APSIM","1_55",1,5,5
2019,1.517,0,6.1,"APSIM","1_55",1,5,5
2020,0,0.238,6,"APSIM","1_55",1,5,5
2021,2.507,0,6,"APSIM","1_55",1,5,5
2022,0,0.295,5.9,"APSIM","1_55",1,5,5
2023,1.355,0,6.1,"APSIM","1_55",1,5,5
2024,0,0.281,6,"APSIM","1_55",1,5,5
2025,1.604,0,6.2,"APSIM","1_55",1,5,5
2026,0,0.507,6.2,"APSIM","1_55",1,5,5
2027,2.533,0,6,"APSIM","1_55",1,5,5
2028,0,0.179,6.1,"APSIM","1_55",1,5,5
2029,1.306,0,6.1,"APSIM","1_55",1,5,5
2030,0,0.439,6.1,"APSIM","1_55",1,5,5
2031,2.157,0,6.3,"APSIM","1_55",1,5,5
2032,0,0.332,6.4,"APSIM","1_55",1,5,5
2033,2.984,0,6.4,"APSIM","1_55",1,5,5
2034,0,0.102,6.6,"APSIM","1_55",1,5,5
2035,2.741,0,6.3,"APSIM","1_55",1,5,5
2036,0,0.284,6.1,"APSIM","1_55",1,5,5
2037,1.709,0,6.4,"APSIM","1_55",1,5,5
2038,0,0.248,6.3,"APSIM","1_55",1,5,5
2039,0,0,6.6,"APSIM","1_55",1,5,5
2040,0,0.872,6.2,"APSIM","1_55",1,5,5
2041,2.319,0,6.4,"APSIM","1_55",1,5,5
2042,0,0.47,6.4,"APSIM","1_55",1,5,5
2043,2.614,0,6.4,"APSIM","1_55",1,5,5
2044,0,0.088,6.5,"APSIM","1_55",1,5,5
2045,3.561,0,6.3,"APSIM","1_55",1,5,5
2046,0,0.234,6.2,"APSIM","1_55",1,5,5
2047,1.282,0,6.1,"APSIM","1_55",1,5,5
2048,0,0.244,6,"APSIM","1_55",1,5,5
2049,2.659,0,6,"APSIM","1_55",1,5,5
2050,0,0.298,6,"APSIM","1_55",1,5,5
2051,1.034,0,6.1,"APSIM","1_55",1,5,5
2052,0,0.329,6,"APSIM","1_55",1,5,5
2053,2.592,0,6.2,"APSIM","1_55",1,5,5
2054,0,0.466,6.3,"APSIM","1_55",1,5,5
2055,2.454,0,6.1,"APSIM","1_55",1,5,5
2056,0,0.18,6.1,"APSIM","1_55",1,5,5
2057,1.502,0,6.2,"APSIM","1_55",1,5,5
2058,0,0.452,6.2,"APSIM","1_55",1,5,5
2059,1.668,0,6.4,"APSIM","1_55",1,5,5
2060,0,0.323,6.5,"APSIM","1_55",1,5,5
2061,3.007,0,6.5,"APSIM","1_55",1,5,5
2062,0,0.102,6.6,"APSIM","1_55",1,5,5
2063,2.762,0,6.3,"APSIM","1_55",1,5,5
2064,0,0.28,6.1,"APSIM","1_55",1,5,5
2065,1.612,0,6.4,"APSIM","1_55",1,5,5
2066,0,0.248,6.3,"APSIM","1_55",1,5,5
2067,0,0,6.6,"APSIM","1_55",1,5,5
2068,0,0.872,6.2,"APSIM","1_55",1,5,5
2069,2.333,0,6.4,"APSIM","1_55",1,5,5
2070,0,0.469,6.4,"APSIM","1_55",1,5,5
2071,2.653,0,6.4,"APSIM","1_55",1,5,5
2072,0,0.088,6.5,"APSIM","1_55",1,5,5
2073,3.563,0,6.3,"APSIM","1_55",1,5,5
2074,0,0.234,6.2,"APSIM","1_55",1,5,5
2075,1.318,0,6.2,"APSIM","1_55",1,5,5
2076,0,0.242,6.1,"APSIM","1_55",1,5,5
2077,2.59,0,6,"APSIM","1_55",1,5,5
2078,0,0.295,6,"APSIM","1_55",1,5,5
2079,1.098,0,6.1,"APSIM","1_55",1,5,5
2080,0,0.308,6,"APSIM","1_55",1,5,5
2081,2.387,0,6.2,"APSIM","1_55",1,5,5
2082,0,0.467,6.3,"APSIM","1_55",1,5,5
2083,2.444,0,6.1,"APSIM","1_55",1,5,5
2084,0,0.18,6.1,"APSIM","1_55",1,5,5
2085,1.55,0,6.2,"APSIM","1_55",1,5,5
2086,0,0.438,6.2,"APSIM","1_55",1,5,5
2087,2.051,0,6.4,"APSIM","1_55",1,5,5
2088,0,0.334,6.5,"APSIM","1_55",1,5,5
2089,3.084,0,6.5,"APSIM","1_55",1,5,5
2090,0,0.102,6.6,"APSIM","1_55",1,5,5
2091,2.747,0,6.3,"APSIM","1_55",1,5,5
2092,0,0.283,6.2,"APSIM","1_55",1,5,5
2093,1.613,0,6.4,"APSIM","1_55",1,5,5
2094,0,0.246,6.4,"APSIM","1_55",1,5,5
2095,0,0,6.6,"APSIM","1_55",1,5,5
2096,0,0.872,6.2,"APSIM","1_55",1,5,5
2097,2.342,0,6.4,"APSIM","1_55",1,5,5
2098,0,0.467,6.4,"APSIM","1_55",1,5,5
2099,2.608,0,6.4,"APSIM","1_55",1,5,5
