source	id	datetime	irri[mm]	prec[mm]	throughfall[mm]	evapot[mm]	transp[mm]	evacep[mm]	evasoil[mm]	evasurfacewater[mm]	runoff[mm]	percol[mm]	infiltration[mm]	groundwateraccess[mm]	groundwaterloss[mm]	capillaryrise[mm]	snow_height[mm]	snow[mmh2oeq]	surfacewater[mm]	soil_water[mm]	root_soil_water[mm]	leafwater[mm]	soilwater_floor[%]	soilwater_5cm[%]	soilwater_10cm[%]	soilwater_15cm[%]	soilwater_20cm[%]	soilwater_30cm[%]	soilwater_40cm[%]	soilwater_50cm[%]	soilwater_60cm[%]	soilwater_80cm[%]	soilwater_100cm[%]	soilwater_120cm[%]	capillary_pressure_5cm[hPa]	capillary_pressure_10cm[hPa]	capillary_pressure_15cm[hPa]	capillary_pressure_20cm[hPa]	capillary_pressure_30cm[hPa]	capillary_pressure_50cm[hPa]	capillary_pressure_100cm[hPa]	groundwaterdepth[m]	irrigationreservoir[m]	plant_waterdeficit[m]
setup	0	1992-01-12 00:00:00	0	0	0	0.00150258	0	0	0	0.00150258	0	1.03813	1.25002	0	0	0	128.217	25.6434	0	285.58	0	0	-99.99	25.7896	25.6258	25.5805	25.5762	25.5613	25.5513	25.8325	25.8211	24.4882	14.1067	6.86146	1.20024	1.2208	1.22657	1.22713	1.09446	0.53987	0.68279	99	0	23.6101
setup	0	1992-01-13 00:00:00	0	1.27	1.27	0.000708953	0	0	0	0.000708953	0	1.31708	2.29148	0	0	0	123.106	24.6212	0	286.555	0	0	-99.99	25.8189	25.7123	25.6151	25.5886	25.565	25.557	25.8664	25.7946	24.4726	14.1342	6.84929	1.19661	1.20989	1.22216	1.22554	1.09404	0.53756	0.679739	99	0	23.6101
setup	0	1992-01-14 00:00:00	0	0.51	0.51	0	0	0	0	0	0	1.02328	0	0	0	0	125.656	25.1312	0	285.531	0	0	-99.99	25.7264	25.7	25.6451	25.6144	25.5724	25.562	25.8418	25.8018	24.4608	14.1235	6.86036	1.20812	1.21143	1.21835	1.22225	1.09318	0.539239	0.680928	99	0	23.6101
setup	0	1992-01-15 00:00:00	0	0.25	0.25	0	0	0	0	0	0	0.0154366	0	0	0	0	126.906	25.3812	0	285.516	0	0	-99.99	25.6956	25.6816	25.6477	25.6245	25.5824	25.5688	25.833	25.8151	24.4615	14.1219	6.86171	1.21199	1.21374	1.21803	1.22097	1.09202	0.539839	0.681105	99	0	23.6101
setup	0	1992-01-16 00:00:00	0	0	0	0	0	0	0	0	0	0.0114044	0	0	0	0	126.906	25.3812	0	285.505	0	0	-99.99	25.6778	25.6687	25.6451	25.6274	25.5909	25.577	25.8294	25.8212	24.4616	14.1214	6.86086	1.21423	1.21538	1.21836	1.22059	1.09104	0.540085	0.681159	99	0	23.6101
setup	0	1992-01-17 00:00:00	0	0	0	0	0	0	0	0	0	0.0097756	0	0	0	0	126.906	25.3812	0	285.495	0	0	-99.99	25.6657	25.6591	25.6416	25.6279	25.5975	25.585	25.8278	25.824	24.4616	14.1202	6.85967	1.21575	1.21658	1.2188	1.22054	1.09028	0.540196	0.681289	99	0	23.6101
setup	0	1992-01-18 00:00:00	0	0	0	0	0	0	0	0	0	0.00862774	0	0	0	0	126.906	25.3812	0	285.486	0	0	-99.99	25.6657	25.6591	25.633	25.6252	25.6024	25.592	25.827	25.8253	24.4614	14.119	6.85852	1.23478	1.22116	1.21988	1.22088	1.0897	0.540247	0.681429	99	0	23.6101
setup	0	1992-01-19 00:00:00	0	0	0	0	0	0	0	0	0	0.00772325	0	0	0	0	126.906	25.3812	0	285.478	0	0	-99.99	25.6657	25.6591	25.633	25.6169	25.605	25.5977	25.8267	25.8259	24.4607	14.1178	6.85754	1.27072	1.24217	1.22437	1.22193	1.0894	0.54027	0.681555	99	0	23.6101
setup	0	1992-01-20 00:00:00	0	0	0	0	0	0	0	0	0	0.00698267	0	0	0	0	126.906	25.3812	0	285.471	0	0	-99.99	25.6657	25.6591	25.633	25.6127	25.606	25.6015	25.8265	25.8262	24.4596	14.1167	6.8567	1.29112	1.25316	1.22467	1.22247	1.0893	0.54028	0.681677	99	0	23.6101
setup	0	1992-01-21 00:00:00	0	0	0	0.009591	0	0	0	0.009591	0	1.28466	2.02486	0	0	0	116.734	23.3468	0	286.212	0	0	-99.99	25.9347	25.7299	25.639	25.6237	25.6086	25.6039	25.8498	25.8122	24.4613	14.1219	6.87057	1.18242	1.20768	1.21913	1.22107	1.089	0.538688	0.681107	99	0	23.6101
setup	0	1992-01-22 00:00:00	0	0.25	0.25	0	0	0	0	0	0	0.597367	0	0	0	0	117.984	23.5968	0	285.614	0	0	-99.99	25.7759	25.7434	25.6815	25.6505	25.6143	25.607	25.8557	25.8441	24.4617	14.1179	6.86201	1.20194	1.20599	1.21376	1.21767	1.08833	0.538285	0.681552	99	0	23.6101
setup	0	1992-01-23 00:00:00	0	1.52	1.52	0	0	0	0	0	0	0	0	0	0	0	125.584	25.1168	0	285.614	0	0	-99.99	25.7395	25.7241	25.6878	25.664	25.624	25.6122	25.8562	25.8531	24.4631	14.1186	6.85854	1.20648	1.20841	1.21297	1.21597	1.08722	0.538254	0.68147	99	0	23.6101
setup	0	1992-01-24 00:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125.584	25.1168	0	285.614	0	0	-99.99	25.7202	25.7106	25.6861	25.6682	25.6325	25.6195	25.8563	25.8554	24.4628	14.118	6.85737	1.20889	1.2101	1.21318	1.21543	1.08624	0.538247	0.681531	99	0	23.6101
setup	0	1992-01-25 00:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125.584	25.1168	0	285.614	0	0	-99.99	25.7202	25.7106	25.6715	25.6635	25.6386	25.6271	25.8563	25.8561	24.4618	14.1173	6.85696	1.22768	1.2177	1.21502	1.21602	1.08554	0.538245	0.681617	99	0	23.6101
setup	0	1992-01-26 00:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125.584	25.1168	0	285.614	0	0	-99.99	25.7202	25.7106	25.6631	25.6586	25.642	25.6334	25.8562	25.8557	24.4607	14.1166	6.85687	1.24014	1.22281	1.21608	1.21665	1.08515	0.538253	0.681688	99	0	23.6101
setup	0	1992-01-27 00:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125.584	25.1168	0	285.614	0	0	-99.99	25.7026	25.6942	25.6757	25.6644	25.645	25.6381	25.8559	25.8551	24.4598	14.1162	6.85692	1.21111	1.21216	1.21449	1.21592	1.0848	0.538276	0.681737	99	0	23.6101
setup	0	1992-01-28 00:00:00	0	0	0	3.33025e-05	0	0	0	3.33025e-05	0	0	0.148557	0	0	0	124.841	24.9682	0	285.763	0	0	-99.99	25.6924	25.6876	25.6754	25.6666	25.6489	25.6422	25.8554	25.8545	24.4591	14.1159	6.85703	1.21238	1.21299	1.21452	1.21563	1.08436	0.538304	0.68177	99	0	23.6101
setup	0	1992-01-29 00:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124.841	24.9682	0	285.763	0	0	-99.99	25.6861	25.6828	25.6739	25.6671	25.6521	25.6461	25.855	25.854	24.4584	14.1157	6.85717	1.21317	1.2136	1.21472	1.21558	1.08399	0.538337	0.68179	99	0	23.6101
setup	0	1992-01-30 00:00:00	0	0	0	0.000105335	0	0	0	0.000105335	0	0.218261	0.336171	0	0	0	123.159	24.6319	0	285.881	0	0	-99.99	25.7331	25.7122	25.6823	25.6705	25.6549	25.6495	25.8592	25.8563	24.4696	14.1049	6.8561	1.20728	1.2099	1.21366	1.21515	1.08367	0.538047	0.68299	99	0	23.6101
setup	0	1992-01-31 00:00:00	0	0.51	0.51	0	0	0	0	0	0	0	0	0	0	0	125.709	25.1419	0	285.881	0	0	-99.99	25.7123	25.7047	25.6876	25.6767	25.6586	25.6528	25.8595	25.8587	24.4666	14.1127	6.85587	1.20989	1.21084	1.21299	1.21436	1.08325	0.538025	0.682121	99	0	23.6101
setup	0	1992-02-01 00:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125.709	25.1419	0	285.881	0	0	-99.99	25.703	25.6985	25.6871	25.6788	25.6623	25.6563	25.8596	25.8593	24.4645	14.1157	6.85688	1.21105	1.21162	1.21305	1.21409	1.08282	0.538023	0.68179	99	0	23.6101
setup	0	1992-02-02 00:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125.709	25.1419	0	285.881	0	0	-99.99	25.6971	25.694	25.6857	25.6793	25.6654	25.6598	25.8596	25.8595	24.4633	14.1169	6.85762	1.2118	1.21219	1.21323	1.21404	1.08247	0.538022	0.681661	99	0	23.6101
setup	0	1992-02-03 00:00:00	0	0	0	0.00507	0	0	0	0.00507	0	1.30861	1.77348	0	0	0	116.817	23.3633	0	286.346	0	0	-99.99	25.9488	25.7654	25.6918	25.6813	25.6687	25.6629	25.8797	25.8368	24.4733	14.1151	6.87533	1.18071	1.20325	1.21246	1.21378	1.08208	0.536653	0.681856	99	0	23.6101
setup	0	1992-02-04 00:00:00	0	0	0	3.41979e-05	0	0	0	3.41979e-05	0	0.671132	0.323878	0	0	0	115.197	23.0394	0	285.998	0	0	-99.99	25.8571	25.7985	25.7296	25.7031	25.6731	25.6663	25.887	25.8718	24.4525	14.106	6.87207	1.19191	1.19914	1.20772	1.21104	1.08159	0.536154	0.682877	99	0	23.6101
setup	0	1992-02-05 00:00:00	0	0	0	0	0	0	0	0	0	0.0197568	0	0	0	0	115.197	23.0394	0	285.979	0	0	-99.99	25.8022	25.784	25.7438	25.7194	25.6815	25.671	25.888	25.8789	24.466	14.1168	6.86997	1.19868	1.20094	1.20594	1.209	1.08063	0.536087	0.68167	99	0	23.6101
setup	0	1992-02-06 00:00:00	0	0	0	0	0	0	0	0	0	0.0133837	0	0	0	0	115.197	23.0394	0	285.965	0	0	-99.99	25.7802	25.7697	25.7438	25.7253	25.69	25.6777	25.8847	25.877	24.4684	14.1202	6.86781	1.20142	1.20271	1.20595	1.20825	1.07966	0.53631	0.681291	99	0	23.6101
setup	0	1992-02-07 00:00:00	0	0	0	0	0	0	0	0	0	0.0111939	0	0	0	0	115.197	23.0394	0	285.954	0	0	-99.99	25.7666	25.7595	25.741	25.7269	25.6968	25.685	25.8817	25.8755	24.4705	14.1225	6.86573	1.2031	1.20398	1.20629	1.20806	1.07888	0.536517	0.681037	99	0	23.6101
setup	0	1992-02-08 00:00:00	0	0	0	0	0	0	0	0	0	0.00988845	0	0	0	0	115.197	23.0394	0	285.944	0	0	-99.99	25.7602	25.7511	25.7376	25.7268	25.7021	25.6918	25.8793	25.8744	24.4722	14.1242	6.86368	1.20443	1.20504	1.20672	1.20807	1.07828	0.536681	0.680852	99	0	23.6101
setup	0	1992-02-09 00:00:00	0	0	0	0	0	0	0	0	0	0.00887642	0	0	0	0	115.197	23.0394	0	285.935	0	0	-99.99	25.7602	25.7511	25.7376	25.7158	25.7043	25.6974	25.8774	25.8736	24.4735	14.125	6.86182	1.23708	1.22545	1.21433	1.20973	1.07803	0.536808	0.680757	99	0	23.6101
setup	0	1992-02-10 00:00:00	0	0.76	0.76	0	0	0	0	0	0	0.00801912	0	0	0	0	118.997	23.7994	0	285.927	0	0	-99.99	25.7602	25.7511	25.7376	25.7097	25.7048	25.7009	25.8759	25.873	24.474	14.1245	6.8607	1.25553	1.23709	1.2187	1.21021	1.07797	0.536907	0.680812	99	0	23.6101
setup	0	1992-02-11 00:00:00	0	0	0	0	0	0	0	0	0	0.00727489	0	0	0	0	118.997	23.7994	0	285.92	0	0	-99.99	25.7602	25.7511	25.7376	25.7097	25.7044	25.7028	25.8748	25.8724	24.4739	14.1238	6.8599	1.27601	1.25097	1.2257	1.21317	1.07801	0.536986	0.680886	99	0	23.6101
setup	0	1992-02-12 00:00:00	0	0	0	0	0	0	0	0	0	0.00663434	0	0	0	0	118.997	23.7994	0	285.913	0	0	-99.99	25.7602	25.7511	25.7376	25.7097	25.7044	25.7032	25.8738	25.8717	24.4733	14.1231	6.85926	1.31373	1.27882	1.24391	1.22611	1.07817	0.537053	0.680965	99	0	23.6101
setup	0	1992-02-13 00:00:00	0	0	0	0	0	0	0	0	0	0.00608859	0	0	0	0	118.997	23.7994	0	285.907	0	0	-99.99	25.7602	25.7511	25.7376	25.7097	25.7035	25.7034	25.8729	25.871	24.4726	14.1224	6.85873	1.33639	1.2956	1.25489	1.2339	1.07812	0.537115	0.681045	99	0	23.6101
setup	0	1992-02-14 00:00:00	0	0.51	0.51	0	0	0	0	0	0	0.00562328	0	0	0	0	121.547	24.3094	0	285.902	0	0	-99.99	25.7602	25.7511	25.7376	25.7113	25.7062	25.704	25.872	25.8702	24.4717	14.1217	6.85829	1.33639	1.2956	1.25489	1.21001	1.07781	0.537174	0.681123	99	0	23.6101
setup	0	1992-02-15 00:00:00	0	11.94	11.94	0.00621469	0	0	0	0.00621469	0	1.29084	13.8061	0	0	0	112.186	22.4371	0	298.417	0	0	-99.99	26.729	34.5775	28.4674	26.296	25.7124	25.705	25.9482	25.8785	24.5399	14.3991	7.16676	1.09095	0.53173	0.921146	1.13958	1.0771	0.532009	0.651497	99	0	23.6101
setup	0	1992-02-16 00:00:00	0	0	0	0.000659635	0	0	0	0.000659635	0	1.38135	0.78419	0	0	0	108.261	21.6523	0	297.82	0	0	-99.99	25.443	25.6051	25.297	29.0845	26.0485	25.7124	26.1123	25.9402	24.7772	14.8758	7.63773	1.24432	1.22344	1.26356	0.869145	1.03977	0.521053	0.605568	99	0	23.6101
setup	0	1992-02-17 00:00:00	0	0	0	0.00113694	0	0	0	0.00113694	0	1.61664	0.974234	0	0	0	103.385	20.6769	0	297.177	0	0	-99.99	25.7153	25.5671	25.5011	25.5419	25.2999	25.7783	25.5845	25.9633	25.0734	15.3424	8.07552	1.20951	1.22828	1.23678	1.23152	1.1254	0.557121	0.565803	99	0	23.6101
setup	0	1992-02-18 00:00:00	0	2.79	2.79	0.0180363	0	0	0	0.0180363	0	1.92765	5.9869	0	0	0	87.3099	17.462	0	301.237	0	0	-99.99	25.84	25.6227	25.6807	25.5512	25.4364	25.6401	25.7746	25.6962	25.0447	15.7348	8.45612	1.19401	1.2212	1.21386	1.23033	1.10911	0.543854	0.53571	99	0	23.6101
setup	0	1992-02-19 00:00:00	0	1.27	1.27	0.0127254	0	0	0	0.0127254	0	2.2257	4.10874	0	0	0	73.0525	14.6105	0	303.12	0	0	-99.99	25.5501	25.4664	25.655	25.6345	25.4991	25.4881	25.8188	25.7408	24.6674	16.0178	8.77591	1.23047	1.24128	1.2171	1.2197	1.10172	0.540813	0.515653	99	0	23.6101
setup	0	1992-02-20 00:00:00	0	0	0	0.0199331	0	0	0	0.0199331	0	2.48062	3.47082	0	0	0	55.5988	11.1198	0	304.11	0	0	-99.99	25.552	25.5446	25.5272	25.6056	25.5413	25.478	25.8625	25.7995	24.4133	15.7465	9.00812	1.23023	1.23117	1.23341	1.22337	1.0968	0.53782	0.534852	99	0	23.6101
setup	0	1992-02-21 00:00:00	0	0	0	0.00423823	0	0	0	0.00423823	0	2.70999	1.83992	0	0	0	46.378	9.2756	0	303.24	0	0	-99.99	25.8153	25.6217	25.5355	25.5782	25.5493	25.5096	25.8855	25.8469	24.4444	14.1931	8.94253	1.19706	1.22132	1.23234	1.22687	1.09586	0.536255	0.673277	99	0	23.6101
setup	0	1992-02-22 00:00:00	0	0	0	0.162204	0	0	0	0.162204	0	2.94363	8.83544	0	0	0	1.38979	0.277958	0	309.132	0	0	-99.99	29.4898	26.8825	25.5976	25.5408	25.5677	25.5285	25.9504	25.8758	24.5425	14.4374	8.49124	0.836982	1.07438	1.22439	1.23167	1.09372	0.531864	0.647583	99	0	23.6101
setup	0	1992-02-23 00:00:00	0	0	0	0.0239905	0	0	0.00677054	0.00199921	0	3.20005	0.275958	0	0	0	0	0	0	306.201	0	0	-99.99	25.4794	25.3504	25.7215	25.6699	25.5702	25.5269	25.9484	25.8479	24.3991	14.8794	8.35609	1.23958	1.25647	1.20873	1.21522	1.09344	0.531994	0.605241	99	0	23.6101
setup	0	1992-02-24 00:00:00	0	0.76	0.76	0.0417208	0	0	0.0122228	0.00173837	0	3.47693	0.758262	0	0	0	0	0	0	303.47	0	0	-99.99	25.5273	25.4691	25.6265	25.632	25.5842	25.5498	25.8794	25.8546	24.4135	14.1795	7.882	1.2334	1.24092	1.22071	1.22002	1.09181	0.536673	0.674757	99	0	23.6101
setup	0	1992-02-25 00:00:00	0	2.79	2.79	0.0013733	0	0	0.000406024	5.7221e-05	0	3.74998	2.78994	0	0	0	0	0	0	302.509	0	0	-99.99	25.6853	25.6331	25.5661	25.6003	25.5948	25.5715	25.7467	25.8537	24.4767	14.1298	7.10227	1.21328	1.21988	1.22842	1.22405	1.09059	0.545777	0.68022	99	0	23.6101
setup	0	1992-02-26 00:00:00	0	0	0	0.0110622	0	0	0.00337754	0	0	3.98343	0	0	0	0	0	0	0	298.523	0	0	-99.99	25.6411	25.6254	25.6045	25.6007	25.5925	25.5825	25.7467	25.8537	24.5012	14.1363	6.86902	1.21887	1.22086	1.22351	1.22399	1.09086	0.545777	0.679503	99	0	23.6101
setup	0	1992-02-27 00:00:00	0	0	0	0.0639258	0	0	0.019512	0	0	4.13901	0	0	0	0	0	0	0	294.364	0	0	-99.99	25.6187	25.6142	25.6053	25.6002	25.5906	25.5865	25.7467	25.8537	24.5007	14.1352	6.85922	1.22171	1.22228	1.22341	1.22406	1.09107	0.545777	0.679626	99	0	23.6101
setup	0	1992-02-28 00:00:00	0	2.03	2.03	0	0	0	0	0	0	4.04105	0	0	0	0	10.15	2.03	0	290.323	0	0	-99.99	25.6136	25.6112	25.6053	25.6011	25.5923	25.5888	25.7467	25.8537	24.4977	14.1324	6.85929	1.22236	1.22266	1.2234	1.22395	1.09088	0.545777	0.679939	99	0	23.6101
setup	0	1992-02-29 00:00:00	0	0	0	0	0	0	0	0	0	3.34093	0	0	0	0	10.15	2.03	0	286.982	0	0	-99.99	25.6136	25.6112	25.6053	25.6011	25.5923	25.5896	25.7467	25.8537	24.4944	14.1311	6.86025	1.46804	1.39534	1.32856	1.29438	1.09965	0.545777	0.680086	99	0	23.6101
setup	0	1992-03-01 00:00:00	0	0	0	0.322639	0	0	0.0820133	0.0537732	0	2.27066	1.97623	0	0	0	0	0	0	286.606	0	0	-99.99	25.6957	25.6512	25.5966	25.5854	25.5843	25.5888	25.802	25.8396	24.4749	14.1591	6.86112	1.21197	1.21758	1.22452	1.22595	1.0918	0.541966	0.676997	99	0	23.6101
setup	0	1992-03-02 00:00:00	0	0	0	0.199828	0	0	0.0607711	0	0	1.34227	0	0	0	0	0	0	0	285.203	0	0	-99.99	25.6261	25.6166	25.5963	25.5862	25.5782	25.5881	25.8074	25.8396	24.4798	14.1452	6.87028	1.22077	1.22197	1.22455	1.22585	1.09251	0.541596	0.678522	99	0	23.6101
setup	0	1992-03-03 00:00:00	0	0	0	0.220914	0	0	0.0671095	0	0	0.0122575	0	0	0	0	0	0	0	285.123	0	0	-99.99	25.5839	25.5829	25.5781	25.5749	25.5724	25.5874	25.8078	25.8396	24.4832	14.1423	6.86953	1.22614	1.22627	1.22688	1.22728	1.09318	0.541569	0.678844	99	0	23.6101
setup	0	1992-03-04 00:00:00	0	0	0	0.486299	0	0	0.147479	0	0	0.006252	0	0	0	0	0	0	0	284.969	0	0	-99.99	25.5065	25.5217	25.5336	25.5397	25.5551	25.5859	25.8078	25.8396	24.4844	14.14	6.86881	1.23608	1.23412	1.23259	1.23181	1.09519	0.541566	0.6791	99	0	23.6101
setup	0	1992-03-05 00:00:00	0	1.52	1.52	0.65232	0	0	0.190306	0.02718	0	1.29656	1.49282	0	0	0	0	0	0	284.975	0	0	-99.99	25.4576	25.4527	25.467	25.4916	25.5307	25.5795	25.8278	25.8076	24.473	14.1277	6.84034	1.24242	1.24306	1.2412	1.23801	1.09803	0.540196	0.680462	99	0	23.6101
setup	0	1992-03-06 00:00:00	0	7.37	7.37	0.384072	0	0	0.113666	0.032006	0	1.32499	7.33799	0	0	0	0	0	0	290.875	0	0	-99.99	25.6814	25.7097	26.746	25.7422	25.4943	25.5465	25.8951	25.8261	24.5326	14.4012	7.15763	1.21377	1.21021	1.0891	1.20614	1.10229	0.535602	0.651274	99	0	23.6101
setup	0	1992-03-07 00:00:00	0	0.51	0.51	0.690267	0	0	0.20213	0.0287611	0	1.40994	0.481239	0	0	0	0	0	0	289.744	0	0	-99.99	25.5098	25.4682	25.4009	25.5853	25.5199	25.5265	25.8989	25.8453	24.5414	14.1074	7.56104	1.23566	1.24104	1.24983	1.22597	1.09929	0.535349	0.682719	99	0	23.6101
setup	0	1992-03-08 00:00:00	0	0	0	0.298466	0	0	0.0908613	0	0	1.63595	0	0	0	0	0	0	0	288.017	0	0	-99.99	25.427	25.4196	25.4082	25.5362	25.522	25.5256	25.8775	25.8594	24.4913	14.1105	6.858	1.24642	1.24737	1.24887	1.23225	1.09905	0.536802	0.682373	99	0	23.6101
setup	0	1992-03-09 00:00:00	0	4.06	4.06	0.342779	0	0	0.102211	0.0142825	0	1.9119	4.04572	0	0	0	0	0	0	290.049	0	0	-99.99	25.6725	25.6329	25.526	25.4836	25.5129	25.518	25.8435	25.8255	24.4968	14.1399	7.16183	1.21489	1.2199	1.23356	1.23904	1.10011	0.539122	0.679104	99	0	23.6101
setup	0	1992-03-10 00:00:00	0	7.11	7.11	0	0	0	0	0	0	2.10017	0	0	0	0	35.55	7.11	0	287.949	0	0	-99.99	25.6725	25.5583	25.5354	25.5186	25.5129	25.518	25.8278	25.7993	24.4314	14.1221	6.84667	1.31609	1.22941	1.23235	1.23451	1.10011	0.540197	0.681078	99	0	23.6101
setup	0	1992-03-11 00:00:00	0	0	0	0	0	0	0	0	0	2.14158	0	0	0	0	35.55	7.11	0	285.807	0	0	-99.99	25.6725	25.5583	25.529	25.5234	25.5145	25.518	25.8175	25.8003	24.4302	14.1106	6.85124	1.39131	1.24717	1.23318	1.2339	1.09992	0.540898	0.682358	99	0	23.6101
setup	0	1992-03-12 00:00:00	0	0	0	0	0	0	0	0	0	0.895391	0	0	0	0	35.55	7.11	0	284.912	0	0	-99.99	25.6725	25.5583	25.529	25.5184	25.5162	25.518	25.8124	25.8024	24.4301	14.1062	6.85189	1.55696	1.34028	1.26259	1.23454	1.09973	0.541249	0.682845	99	0	23.6101
setup	0	1992-03-13 00:00:00	0	2.29	2.29	0	0	0	0	0	0	0	0	0	0	0	47	9.4	0	284.912	0	0	-99.99	25.6725	25.5583	25.529	25.5184	25.5164	25.518	25.8095	25.8037	24.4301	14.1041	6.85211	1.69802	1.42535	1.30048	1.2467	1.09971	0.541446	0.68308	99	0	23.6101
setup	0	1992-03-14 00:00:00	0	0.51	0.51	0	0	0	0	0	0	0	0	0	0	0	49.55	9.91	0	284.912	0	0	-99.99	25.6725	25.5583	25.529	25.517	25.5165	25.518	25.8079	25.8045	24.4301	14.1029	6.85186	1.73693	1.45046	1.30484	1.23472	1.09969	0.54156	0.683213	99	0	23.6101
setup	0	1992-03-15 00:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.55	9.91	0	284.912	0	0	-99.99	25.6725	25.5583	25.529	25.517	25.5165	25.518	25.8069	25.8049	24.4301	14.102	6.85152	1.85271	1.52586	1.34513	1.2573	1.09969	0.541626	0.68332	99	0	23.6101
setup	0	1992-03-16 00:00:00	0	1.27	1.27	0	0	0	0	0	0	0	0	0	0	0	55.9	11.18	0	284.912	0	0	-99.99	25.6725	25.5583	25.529	25.517	25.5165	25.518	25.8064	25.8052	24.43	14.1014	6.85126	1.87301	1.54572	1.35401	1.2596	1.09968	0.541665	0.683388	99	0	23.6101
setup	0	1992-03-17 00:00:00	0	2.29	2.29	0.0429116	0	0	0	0.0429116	0	1.3054	6.8034	0	0	0	33.1184	6.62369	0	290.41	0	0	-99.99	25.7546	26.7615	25.7187	25.5479	25.5174	25.5166	25.8611	25.8111	24.4884	14.3758	7.15721	1.20459	1.08741	1.20908	1.23075	1.09958	0.537916	0.653893	99	0	23.6101
setup	0	1992-03-18 00:00:00	0	0	0	0	0	0	0	0	0	1.38973	0	0	0	0	33.1184	6.62369	0	289.02	0	0	-99.99	25.6814	25.5465	25.6572	25.6195	25.5356	25.5035	25.8477	25.7991	24.5254	14.1874	7.27161	1.22923	1.23093	1.21682	1.2216	1.09746	0.538835	0.673895	99	0	23.6101
setup	0	1992-03-19 00:00:00	0	0	0	0.00129785	0	0	0	0.00129785	0	1.62109	1.00837	0	0	0	28.0701	5.61402	0	288.407	0	0	-99.99	25.8139	25.6628	25.6245	25.609	25.5526	25.5224	25.8247	25.823	24.4861	14.1441	6.84085	1.19723	1.21612	1.22097	1.22293	1.09548	0.540405	0.678643	99	0	23.6101
setup	0	1992-03-20 00:00:00	0	0.25	0.25	1.66781e-05	0	0	0	1.66781e-05	0	1.88179	0.443094	0	0	0	27.1046	5.42091	0	286.968	0	0	-99.99	25.7231	25.6956	25.6433	25.6142	25.5611	25.5389	25.8232	25.8235	24.4943	14.135	6.86064	1.20853	1.21198	1.21858	1.22228	1.09449	0.540509	0.679645	99	0	23.6101
setup	0	1992-03-21 00:00:00	0	0	0	0	0	0	0	0	0	1.42889	0	0	0	0	27.1046	5.42091	0	285.54	0	0	-99.99	25.7231	25.6956	25.6433	25.6142	25.5588	25.5494	25.8232	25.8235	24.4972	14.1323	6.86088	1.30025	1.27317	1.25012	1.23767	1.09476	0.540509	0.679951	99	0	23.6101
setup	0	1992-03-22 00:00:00	0	2.54	2.54	0	0	0	0	0	0	0.0263362	0	0	0	0	39.8046	7.96091	0	285.513	0	0	-99.99	25.7231	25.6956	25.6433	25.6142	25.5566	25.5536	25.8232	25.8235	24.4952	14.1319	6.86177	1.35377	1.31038	1.27126	1.24969	1.09502	0.540509	0.679988	99	0	23.6101
setup	0	1992-03-23 00:00:00	0	0	0	0	0	0	0	0	0	0.0165708	0	0	0	0	39.8046	7.96091	0	285.497	0	0	-99.99	25.7231	25.6956	25.6433	25.6142	25.555	25.5547	25.8232	25.8235	24.493	14.1319	6.86259	1.40975	1.35041	1.29603	1.26604	1.0952	0.540509	0.679994	99	0	23.6101
setup	0	1992-03-24 00:00:00	0	0	0	0.0551756	0	0	0	0.0551756	0	1.28215	5.14246	0	0	0	13.8164	2.76328	0	289.357	0	0	-99.99	25.5156	25.6164	25.5629	25.6181	25.5787	25.5557	25.833	25.8205	24.5245	14.4102	7.17192	1.23491	1.222	1.22882	1.22179	1.09245	0.539837	0.650358	99	0	23.6101
setup	0	1992-03-25 00:00:00	0	1.52	1.52	0.103932	0	0	0.0199009	0.0392232	0	1.37603	4.24405	0	0	0	0	0	0	292.205	0	0	-99.99	25.7024	25.5802	25.5262	25.5507	25.5918	25.5492	25.9059	25.8016	24.3068	14.8606	7.64351	1.21112	1.22661	1.23355	1.23039	1.09093	0.534874	0.606939	99	0	23.6101
setup	0	1992-03-26 00:00:00	0	6.35	6.35	0.146423	0	0	0.0430917	0.0122019	0	1.6143	6.3378	0	0	0	0	0	0	296.885	0	0	-99.99	25.4733	25.4084	26.2451	25.7229	25.5802	25.5735	25.8785	25.8569	24.4228	15.1226	8.05982	1.24038	1.24885	1.14549	1.20855	1.09228	0.536735	0.583949	99	0	23.6101
setup	0	1992-03-27 00:00:00	0	1.52	1.52	0.0165549	0	0	0.00486333	0.000689789	0	1.92777	1.51931	0	0	0	0	0	0	296.472	0	0	-99.99	25.6572	25.6312	25.8077	25.7629	25.6171	25.5476	25.8823	25.8441	24.4881	14.4423	8.37034	1.21683	1.22011	1.198	1.20356	1.08801	0.536472	0.647078	99	0	23.6101
