source	id	datetime	irri[mm]	prec[mm]	throughfall[mm]	evapot[mm]	transp[mm]	evacep[mm]	evasoil[mm]	evasurfacewater[mm]	runoff[mm]	percol[mm]	infiltration[mm]	groundwateraccess[mm]	groundwaterloss[mm]	capillaryrise[mm]	snow_height[mm]	snow[mmh2oeq]	surfacewater[mm]	soil_water[mm]	root_soil_water[mm]	leafwater[mm]	soilwater_floor[%]	soilwater_5cm[%]	soilwater_10cm[%]	soilwater_15cm[%]	soilwater_20cm[%]	soilwater_30cm[%]	soilwater_40cm[%]	soilwater_50cm[%]	soilwater_60cm[%]	soilwater_80cm[%]	soilwater_100cm[%]	soilwater_120cm[%]	capillary_pressure_5cm[hPa]	capillary_pressure_10cm[hPa]	capillary_pressure_15cm[hPa]	capillary_pressure_20cm[hPa]	capillary_pressure_30cm[hPa]	capillary_pressure_50cm[hPa]	capillary_pressure_100cm[hPa]	groundwaterdepth[m]	irrigationreservoir[m]	plant_waterdeficit[m]
setup	0	2002-04-12 00:00:00	0	11.04	11.04	1.21708	0	0	0.356034	0.152135	0	2.25183	10.8879	0	0	0	0	0	0	310.362	0	0	-99.99	25.8173	31.5394	27.6594	25.8298	25.3397	25.3452	25.8753	25.7596	25.6114	16.0824	8.78153	1.19681	0.694861	0.995425	1.19526	1.12062	0.53695	0.511258	99	0	33.4049
setup	0	2002-04-13 00:00:00	0	0	0	1.11872	0	0	0.346961	0	0	2.49575	0	0	0	0	0	0	0	307.519	0	0	-99.99	25.4352	25.389	25.4353	25.377	25.4905	25.3183	25.9047	25.8047	25.7292	16.3728	9.05648	1.24533	1.25138	1.24533	1.25297	1.10274	0.534953	0.492233	99	0	33.4049
setup	0	2002-04-14 00:00:00	0	0	0	1.52219	0	0	0.45898	0	0	2.71937	0	0	0	0	0	0	0	304.341	0	0	-99.99	25.1808	25.2128	25.2792	25.2894	25.4396	25.3806	25.8701	25.8167	24.3888	15.228	9.25808	1.27916	1.27484	1.26593	1.26456	1.10873	0.537306	0.575123	99	0	33.4049
setup	0	2002-04-15 00:00:00	0	0	0	3.53235	0	0	1.05224	0	0	2.95055	0	0	0	0	0	0	0	300.338	0	0	-99.99	24.6379	24.7843	24.9621	25.0336	25.3097	25.375	25.8566	25.8254	24.3952	14.1751	8.03868	1.3557	1.33444	1.30925	1.2993	1.12422	0.538224	0.675242	99	0	33.4049
setup	0	2002-04-16 00:00:00	0	0	0	3.68505	0	0	1.07882	0	0	3.20713	0	0	0	0	0	0	0	296.052	0	0	-99.99	24.0882	24.3465	24.6354	24.769	25.1787	25.3634	25.8467	25.8253	24.4041	14.1507	6.8671	1.43986	1.39943	1.35606	1.33665	1.14015	0.538903	0.677919	99	0	33.4049
setup	0	2002-04-17 00:00:00	0	0	0	2.9933	0	0	0.86222	0	0	3.488	0	0	0	0	0	0	0	291.702	0	0	-99.99	23.654	23.9977	24.3731	24.5557	25.0722	25.3539	25.8393	25.8241	24.4109	14.1447	6.86993	1.51165	1.45442	1.39536	1.36785	1.15331	0.539408	0.678575	99	0	33.4049
setup	0	2002-04-18 00:00:00	0	0	0	3.24693	0	0	0.921284	0	0	3.72512	0	0	0	0	0	0	0	287.055	0	0	-99.99	23.195	23.6262	24.0917	24.326	24.9568	25.3436	25.8339	25.823	24.416	14.1416	6.86888	1.59318	1.51641	1.43931	1.40258	1.16782	0.539775	0.678916	99	0	33.4049
setup	0	2002-04-19 00:00:00	0	1.77	1.77	1.80228	0	0	0.502604	0.0750952	0	3.5834	1.6949	0	0	0	0	0	0	284.664	0	0	-99.99	24.5271	24.3244	24.1212	24.2064	24.8963	25.3381	25.83	25.8222	24.4197	14.1388	6.86728	1.3721	1.40282	1.43461	1.42117	1.17552	0.54004	0.679232	99	0	33.4049
setup	0	2002-04-20 00:00:00	0	0	0	0.54881	0	0	0.158604	0	0	2.68265	0	0	0	0	0	0	0	281.823	0	0	-99.99	24.3031	24.2558	24.19	24.1766	24.8771	25.3364	25.8272	25.8215	24.4224	14.1356	6.86549	1.40611	1.41345	1.42374	1.42584	1.17798	0.540233	0.679581	99	0	33.4049
setup	0	2002-04-21 00:00:00	0	3.43	3.43	0.0695333	0	0	0.0202935	0.00289722	0	0.967841	3.4271	0	0	0	0	0	0	284.262	0	0	-99.99	25.5058	25.4792	25.4232	25.38	25.141	25.3141	25.828	25.8246	24.4402	14.1446	6.86567	1.23618	1.23961	1.24691	1.25258	1.14479	0.540181	0.678591	99	0	33.4049
setup	0	2002-04-22 00:00:00	0	1.02	1.02	0.0124067	0	0	0.00361283	0.000516947	0	0.764297	1.01948	0	0	0	0	0	0	284.513	0	0	-99.99	25.6079	25.5492	25.4373	25.3656	25.2081	25.2818	25.811	25.7746	24.4513	14.1601	6.87559	1.22308	1.23058	1.24507	1.25447	1.13654	0.541347	0.676885	99	0	33.4049
setup	0	2002-04-23 00:00:00	0	0	0	0.138882	0	0	0.0421397	0	0	0.0151835	0	0	0	0	0	0	0	284.456	0	0	-99.99	25.5296	25.497	25.4184	25.36	25.2399	25.2813	25.8012	25.7854	24.4518	14.1596	6.87436	1.2331	1.23732	1.24753	1.2552	1.13267	0.542021	0.676936	99	0	33.4049
setup	0	2002-04-24 00:00:00	0	2.27	2.27	1.0878	0	0	0.317241	0.045325	0	1.30148	2.22467	0	0	0	0	0	0	285.062	0	0	-99.99	25.3398	25.3689	25.336	25.3059	25.2368	25.2313	25.8075	25.7997	24.4601	14.0681	6.87595	1.25787	1.25403	1.25838	1.26237	1.13305	0.541586	0.687131	99	0	33.4049
setup	0	2002-04-25 00:00:00	0	0.25	0.25	0.205668	0	0	0.0593893	0.00856952	0	1.24784	0.24143	0	0	0	0	0	0	283.996	0	0	-99.99	25.3424	25.3337	25.3091	25.2894	25.244	25.2295	25.8084	25.806	24.4687	14.1122	6.85501	1.25753	1.25869	1.26194	1.26457	1.13218	0.541527	0.682178	99	0	33.4049
setup	0	2002-04-26 00:00:00	0	0	0	0.11504	0	0	0.0346298	0	0	0.0137692	0	0	0	0	0	0	0	283.948	0	0	-99.99	25.3145	25.3094	25.2934	25.2798	25.2483	25.2361	25.8085	25.8078	24.4664	14.1157	6.85634	1.26123	1.2619	1.26404	1.26585	1.13165	0.541521	0.681794	99	0	33.4049
setup	0	2002-04-27 00:00:00	0	4.7	4.7	0.0976314	0	0	0.0290695	0.00406797	0	1.29321	4.69593	0	0	0	0	0	0	287.322	0	0	-99.99	25.5042	25.273	25.5459	25.3958	25.2611	25.2424	25.8155	25.8098	24.5035	14.3617	7.16392	1.23638	1.26675	1.23101	1.2505	1.1301	0.541035	0.655353	99	0	33.4049
setup	0	2002-04-28 00:00:00	0	2.27	2.27	0.460605	0	0	0.134501	0.0191919	0	1.38385	2.25081	0	0	0	0	0	0	288.054	0	0	-99.99	25.5165	25.4745	25.415	25.3788	25.2827	25.2514	25.8213	25.8166	24.4728	14.1088	7.26652	1.2348	1.24023	1.24798	1.25273	1.12748	0.540641	0.682557	99	0	33.4049
setup	0	2002-04-29 00:00:00	0	0.25	0.25	0.223372	0	0	0.0647608	0.00930716	0	1.61789	0.240693	0	0	0	0	0	0	286.612	0	0	-99.99	25.4648	25.445	25.3975	25.3642	25.2939	25.2669	25.8221	25.8206	24.4717	14.1405	6.86684	1.24148	1.24407	1.25027	1.25466	1.12613	0.540584	0.679044	99	0	33.4049
setup	0	2002-04-30 00:00:00	0	0	0	0.2644	0	0	0.0798673	0	0	1.80403	0	0	0	0	0	0	0	284.728	0	0	-99.99	25.4031	25.3946	25.3678	25.3458	25.2967	25.2784	25.8222	25.8218	24.4717	14.1378	6.85959	1.24954	1.25066	1.25418	1.25708	1.12579	0.54058	0.679345	99	0	33.4049
setup	0	2002-05-01 00:00:00	0	0.64	0.64	0.256823	0	0	0.074448	0.010701	0	0.907039	0.629299	0	0	0	0	0	0	284.376	0	0	-99.99	25.4171	25.3955	25.3552	25.3336	25.2975	25.2856	25.8238	25.823	24.4626	14.1402	6.86548	1.24771	1.25053	1.25584	1.25869	1.12569	0.540469	0.679076	99	0	33.4049
setup	0	2002-05-02 00:00:00	0	18.8	18.8	0.185038	0	0	0.050675	0.0385495	0.0191257	1.30153	18.7423	0	0	0	0	0	0	301.766	0	0	-99.99	25.6491	39.8922	31.3247	26.6785	25.3165	25.2896	25.837	25.8247	24.5387	14.4048	7.17511	1.21784	0.329725	0.708331	1.09648	1.1234	0.539565	0.650905	99	0	33.4049
setup	0	2002-05-03 00:00:00	0	0	0	0.433605	0	0	0.145684	0	0	1.3921	0	0	0	0	0	0	0	300.228	0	0	-99.99	25.332	25.3081	28.4479	32.7369	26.0508	25.3064	25.8657	25.8355	24.7719	14.8763	7.64437	1.25891	1.26208	0.922858	0.624868	1.03952	0.537606	0.605518	99	0	33.4049
setup	0	2002-05-04 00:00:00	0	0	0	0.492695	0	0	0.153319	0	0	1.62679	0	0	0	0	0	0	0	298.448	0	0	-99.99	25.2459	25.2561	25.5936	25.7054	25.382	25.6505	25.9011	25.8565	25.0754	15.34	8.07937	1.27039	1.26901	1.2249	1.21075	1.11557	0.535199	0.565992	99	0	33.4049
setup	0	2002-05-05 00:00:00	0	0	0	2.18513	0	0	0.658493	0	0	1.93674	0	0	0	0	0	0	0	295.853	0	0	-99.99	24.9073	24.9897	25.394	25.474	25.3928	25.5793	25.8902	25.8814	24.4554	14.8106	8.44532	1.31694	1.30539	1.25073	1.2403	1.11427	0.535939	0.611505	99	0	33.4049
setup	0	2002-05-06 00:00:00	0	3.54	3.54	1.5434	0	0	0.453169	0.0643084	0	2.23347	3.47569	0	0	0	0	0	0	296.642	0	0	-99.99	25.4722	25.4061	25.3448	25.3347	25.3608	25.492	25.8598	25.802	24.5016	14.0965	8.45202	1.24053	1.24915	1.25721	1.25854	1.11809	0.538008	0.683934	99	0	33.4049
setup	0	2002-05-07 00:00:00	0	0	0	1.7104	0	0	0.514033	0	0	2.48721	0	0	0	0	0	0	0	293.641	0	0	-99.99	25.1737	25.1933	25.209	25.2206	25.3004	25.4867	25.8258	25.8078	24.4944	14.1025	6.8124	1.28012	1.27746	1.27534	1.27378	1.12534	0.540329	0.683267	99	0	33.4049
setup	0	2002-05-08 00:00:00	0	2.4	2.4	0.627487	0	0	0.182107	0.0261453	0	2.71488	2.37385	0	0	0	0	0	0	293.118	0	0	-99.99	25.3426	25.287	25.2022	25.1845	25.2678	25.4136	25.8456	25.8291	24.4658	14.1284	6.82477	1.2575	1.26489	1.27627	1.27866	1.12928	0.538975	0.68038	99	0	33.4049
setup	0	2002-05-09 00:00:00	0	9.27	9.27	1.1003	0	0	0.331495	0.0916919	0	2.937	9.17831	0	0	0	0	0	0	299.027	0	0	-99.99	25.8193	28.2746	26.8873	25.511	25.1783	25.2971	25.8773	25.842	24.5371	14.3958	7.14838	1.19657	0.938201	1.07386	1.2355	1.14019	0.536816	0.65183	99	0	33.4049
setup	0	2002-05-10 00:00:00	0	0	0	0.531957	0	0	0.162415	0	0	3.13542	0	0	0	0	0	0	0	295.73	12.7015	0	-99.99	25.3991	25.3581	25.3016	25.2821	25.2385	25.2636	25.8876	25.8709	24.417	14.3487	7.62467	1.25007	1.25545	1.26294	1.26554	1.13284	0.536113	0.656704	99	0	33.4049
setup	0	2002-05-11 00:00:00	0	1.91	1.90414	0.295093	0.289228	0.00586484	0	0	0	3.25719	1.90414	0	0	0	0	0	0	294.087	12.4997	0	-99.99	24.9943	25.4261	25.3513	25.3184	25.2635	25.2438	25.8841	25.8716	24.4368	14.163	7.37186	1.30476	1.24652	1.25635	1.26071	1.12981	0.536353	0.676559	99	0	33.4049
setup	0	2002-05-12 00:00:00	0	26.04	26.0018	0.648183	0.504928	0.0381809	0.0350253	0.00583749	0.0812976	3.27717	25.9147	0	0	0	0	0	0	316.185	21.8146	0	-99.99	26.08	44.4725	36.4977	28.2044	25.3039	25.2488	25.8828	25.879	24.5192	14.4072	7.3574	1.16493	0.201966	0.449238	0.944514	1.12493	0.536439	0.650664	99	0	33.4049
setup	0	2002-05-13 00:00:00	0	0	0	0.451446	0.449008	0	0.000837716	0	0	3.2257	0	0	0	0	0	0	0	312.509	30.0061	0	-99.99	24.9941	25.2154	35.3983	37.8398	26.8287	25.2947	25.8759	25.8804	24.7648	14.8694	7.70854	1.30478	1.27448	0.494861	0.398555	0.959441	0.536907	0.606148	99	0	33.4049
setup	0	2002-05-14 00:00:00	0	0	0	0.582937	0.523473	0	0.0191278	0	0	3.15734	0	0	0	0	0	0	0	308.809	34.5626	0	-99.99	24.6349	24.7942	25.1713	25.1212	32.1709	26.0717	25.9027	25.8799	25.0831	15.3313	8.0995	1.35615	1.33303	1.28045	1.28726	0.573907	0.535085	0.566696	99	0	33.4049
setup	0	2002-05-15 00:00:00	0	0	0	0.787432	0.622956	0	0.0492742	0	0	3.1115	0	0	0	0	0	0	0	305.026	43.9659	0	-99.99	24.2702	24.3664	24.823	25.1132	25.5068	25.1872	26.268	25.9296	25.3802	15.7407	8.46175	1.41121	1.39638	1.3289	1.28836	1.10082	0.510863	0.535277	99	0	33.4049
setup	0	2002-05-16 00:00:00	0	29.46	29.3912	1.07291	0.757511	0.0688158	0.0748472	0.0363181	0.117209	3.10235	29.2377	0	0	0	0	0	0	330.329	71.6228	0	-99.99	26.2298	44.1394	39.2795	29.0605	25.3287	25.5412	26.4232	26.1494	25.6209	16.0905	8.78187	1.14727	0.210432	0.34931	0.871097	1.12194	0.500899	0.510708	99	0	33.4049
setup	0	2002-05-17 00:00:00	0	0	0	0.158336	0.158336	0	0	0	0	3.13199	0	0	0	0	0	0	0	327.038	59.1415	0	-99.99	25.4346	25.4844	36.0583	39.3661	27.1344	25.4451	26.2945	26.2921	25.8225	16.3833	9.05863	1.24541	1.23895	0.46699	0.346497	0.930168	0.509148	0.491568	99	0	33.4049
setup	0	2002-05-18 00:00:00	0	0	0	0.14911	0.14911	0	0	0	0	3.20304	0	0	0	0	0	0	0	323.686	50.7982	0	-99.99	25.3658	25.4044	25.5277	25.3022	33.3431	26.2685	26.2042	26.2889	26.0042	16.6269	9.29416	1.25444	1.24937	1.23335	1.26287	0.514748	0.515017	0.476545	99	0	33.4049
setup	0	2002-05-19 00:00:00	0	0	0	0.159057	0.159057	0	0	0	0	3.32023	0	0	0	0	0	0	0	320.207	50.5978	0	-99.99	25.2888	25.3062	25.3422	25.342	25.4463	28.8471	26.5327	26.2724	26.1582	16.831	9.4925	1.26465	1.26233	1.25756	1.25758	1.10794	0.49398	0.464535	99	0	33.4049
setup	0	2002-05-20 00:00:00	0	0	0	0.0890814	0.0890814	0	0	0	0	3.48581	0	0	0	0	0	0	0	316.632	50.5088	0	-99.99	25.2456	25.2514	25.2998	25.316	25.4581	25.4724	25.7112	25.7556	26.1294	17.0017	9.65885	1.27042	1.26965	1.26319	1.26103	1.10655	0.54824	0.454867	99	0	33.4049
setup	0	2002-05-21 00:00:00	0	0	0	0.442487	0.442487	0	0	0	0	3.69548	0	0	0	0	0	0	0	312.494	60.2316	0	-99.99	25.0231	25.009	25.1028	25.195	25.4488	25.4724	25.7176	25.7583	24.4299	15.8284	9.76483	1.30076	1.30272	1.28977	1.27724	1.10764	0.547799	0.528932	99	0	33.4049
setup	0	2002-05-22 00:00:00	0	0	0	0.528094	0.498291	0	0.00889411	0	0	3.93821	0	0	0	0	0	0	0	308.049	64.8159	0	-99.99	24.7622	24.7458	24.8825	25.0585	25.4451	25.4723	25.7176	25.7583	24.4326	14.1991	8.86143	1.33763	1.34	1.32044	1.29587	1.10808	0.547799	0.672616	99	0	33.4049
setup	0	2002-05-23 00:00:00	0	0	0	1.70425	0.995656	0	0.20836	0	0	4.19886	0	0	0	0	0	0	0	302.646	73.8013	0	-99.99	24.1724	24.1468	24.395	24.7432	25.3716	25.47	25.7176	25.7583	24.4327	14.1839	6.88968	1.42651	1.43055	1.39201	1.34036	1.1168	0.547799	0.674276	99	0	33.4049
setup	0	2002-05-24 00:00:00	0	3.54	3.51229	1.40783	0.862642	0.027707	0.157763	0	0	4.45919	3.51229	0	0	0	0	0	0	300.678	80.6345	0	-99.99	25.3143	25.231	25.1454	25.1398	25.2998	25.4584	25.7164	25.7577	24.4508	14.1541	6.87804	1.26125	1.27238	1.28397	1.28472	1.12541	0.547877	0.677547	99	0	33.4049
setup	0	2002-05-25 00:00:00	0	0	0	0.617745	0.562021	0	0.0166759	0	0	4.67879	0	0	0	0	0	0	0	295.421	90.222	0	-99.99	24.9563	24.9357	24.9366	24.9921	25.2721	25.4583	25.7164	25.7577	24.4636	14.151	6.86929	1.31006	1.31295	1.31282	1.30506	1.12876	0.547877	0.677888	99	0	33.4049
setup	0	2002-05-26 00:00:00	0	0	0	0.758699	0.655246	0	0.0306296	0	0	4.67923	0	0	0	0	0	0	0	290.056	94.6223	0	-99.99	24.6028	24.59	24.6553	24.8169	25.2382	25.4579	25.7164	25.7577	24.4657	14.1475	6.86878	1.36086	1.36275	1.35315	1.32977	1.13288	0.547877	0.678265	99	0	33.4049
setup	0	2002-05-27 00:00:00	0	0	0	1.9579	0.749017	0	0.352612	0	0	4.08735	0	0	0	0	0	0	0	284.867	108.883	0	-99.99	24.0739	24.0639	24.2441	24.5411	25.1607	25.4334	25.7164	25.7577	24.4661	14.1444	6.86764	1.44216	1.44375	1.41528	1.37001	1.14236	0.547877	0.678611	99	0	33.4049
setup	0	2002-05-28 00:00:00	0	0	0	2.85567	0.92005	0	0.552346	0	0	2.75859	0	0	0	0	0	0	0	280.636	107.41	0	-99.99	23.3968	23.3824	23.7029	24.1695	25.0482	25.4012	25.7164	25.7577	24.4661	14.1414	6.86656	1.55659	1.55914	1.50331	1.42697	1.15631	0.547877	0.67894	99	0	33.4049
setup	0	2002-05-29 00:00:00	0	0	0	3.64199	1.59724	0	0.565054	0	0	0.571765	0	0	0	0	0	0	0	277.902	115.531	0	-99.99	22.4309	22.3908	22.888	23.6179	24.8979	25.3481	25.7164	25.7577	24.4661	14.1387	6.8657	1.74353	1.75198	1.65126	1.51785	1.17532	0.547877	0.679241	99	0	33.4049
setup	0	2002-05-30 00:00:00	0	0	0	3.70378	1.41911	0	0.607859	0	0	0	0	0	0	0	0	0	0	275.875	123.791	0	-99.99	21.5331	21.4959	22.1395	23.0971	24.7452	25.2979	25.6734	25.7577	24.4661	14.1362	6.86493	1.94785	1.95705	1.80627	1.61138	1.19507	0.550878	0.679514	99	0	33.4049
setup	0	2002-05-31 00:00:00	0	2.54	2.45794	3.32736	1.40629	0.082061	0.5002	0	0	0	2.45794	0	0	0	0	0	0	276.426	134.643	0	-99.99	22.8149	22.212	21.7479	22.6358	24.6128	25.251	25.632	25.7577	24.4661	14.134	6.86434	1.66553	1.79035	1.8959	1.70127	1.21255	0.553773	0.679758	99	0	33.4049
setup	0	2002-06-01 00:00:00	0	0	0	3.67758	1.46897	0	0.577861	0	0	0	0	0	0	0	0	0	0	274.379	132.596	0	-99.99	21.5868	21.3998	21.2993	22.135	24.4618	25.1995	25.5873	25.7577	24.4661	14.1321	6.86391	1.93466	1.98112	2.00678	1.80727	1.23293	0.556924	0.67997	99	0	33.4049
setup	0	2002-06-02 00:00:00	0	0	0	2.13916	1.33228	0	0.203865	0	0	0	0	0	0	0	0	0	0	272.843	141.363	0	-99.99	20.8482	20.7616	20.7599	21.7582	24.3659	25.1556	25.5456	25.7156	24.4661	14.1305	6.8636	2.12814	2.15266	2.15317	1.89348	1.24612	0.559875	0.68015	99	0	33.4049
setup	0	2002-06-03 00:00:00	0	18.91	18.6132	1.43108	1.07308	0.296793	0.0200708	0	0.00800293	0	18.6052	0	0	0	0	0	0	290.355	175.186	0	-99.99	25.7139	35.8999	27.0105	25.0513	24.3291	25.134	25.5239	25.6937	24.4661	14.1291	6.86337	1.20968	0.473544	1.06082	1.29686	1.25123	0.561418	0.680301	99	0	33.4049
setup	0	2002-06-04 00:00:00	0	1.27	1.13811	2.0624	1.43776	0.131888	0.158708	0	0	1.08467	1.13811	0	0	0	0	0	0	288.812	170.323	0	-99.99	24.7818	25.3588	25.3094	28.1759	25.0998	25.1837	25.6013	25.589	24.5008	14.3343	7.09749	1.3348	1.25536	1.26191	0.947092	1.14989	0.555933	0.658212	99	0	33.4049
setup	0	2002-06-05 00:00:00	0	0	0	1.69106	1.45619	0	0.0698772	0	0	1.36715	0	0	0	0	0	0	0	285.919	183.484	0	-99.99	24.1534	24.6027	24.8586	25.131	25.2708	25.1847	25.6252	25.5897	24.5169	14.1607	7.35992	1.42952	1.36087	1.32383	1.28593	1.12892	0.554253	0.676816	99	0	33.4049
setup	0	2002-06-06 00:00:00	0	0	0	2.05372	1.62056	0	0.125412	0	0	1.57673	0	0	0	0	0	0	0	282.596	181.738	0	-99.99	23.4335	23.7501	24.1917	24.7058	25.1646	25.1671	25.585	25.575	24.5081	14.1349	6.85211	1.55005	1.49532	1.42347	1.34578	1.14188	0.557089	0.679666	99	0	33.4049
setup	0	2002-06-07 00:00:00	0	0	0	2.01543	1.57618	0	0.123662	0	0	1.73965	0	0	0	0	0	0	0	279.157	180.039	0	-99.99	22.7381	22.932	23.5442	24.287	25.0779	25.1238	25.5429	25.5402	24.4978	14.1307	6.85781	1.68071	1.64274	1.5306	1.4086	1.1526	0.560067	0.680123	99	0	33.4049
setup	0	2002-06-08 00:00:00	0	0	0	2.84939	1.60112	0	0.340886	0	0	0.29027	0	0	0	0	0	0	0	276.925	194.428	0	-99.99	21.9412	22.0341	22.8298	23.8052	24.9593	25.0762	25.4989	25.4981	24.4716	14.1284	6.86001	1.85089	1.82979	1.66261	1.48609	1.16751	0.563207	0.68038	99	0	33.4049
setup	0	2002-06-09 00:00:00	0	0	0	3.60059	1.85252	0	0.460022	0	0	0.00226279	0	0	0	0	0	0	0	274.61	192.115	0	-99.99	21.0281	20.9967	21.9864	23.2227	24.8075	25.018	25.4456	25.4454	24.4414	14.1262	6.8606	2.07847	2.08703	1.84057	1.58808	1.18696	0.567025	0.680621	99	0	33.4049
setup	0	2002-06-10 00:00:00	0	0.76	0.562985	4.7474	1.85903	0.197015	0.68766	0	0	0.00321343	0.562985	0	0	0	0	0	0	272.623	204.259	0	-99.99	20.5383	20.373	21.0976	22.5839	24.6195	24.9552	25.3909	25.3909	24.4103	14.1231	6.86026	2.2179	2.26807	2.05976	1.71183	1.21167	0.570978	0.680965	99	0	33.4049
setup	0	2002-06-11 00:00:00	0	0.64	0.460431	4.7946	2.18726	0.179569	0.596885	0	0	0.0031509	0.460431	0	0	0	0	0	0	270.296	201.936	0	-99.99	19.8023	19.5949	20.1275	21.8777	24.4198	24.88	25.3228	25.3228	24.3716	14.1209	6.85964	2.45491	2.52852	2.34576	1.86549	1.23869	0.575937	0.681215	99	0	33.4049
setup	0	2002-06-12 00:00:00	0	0	0	2.9083	2.14542	0	0.178424	0	0	0.00300986	0	0	0	0	0	0	0	267.969	199.612	0	-99.99	18.8514	18.7337	19.311	21.2655	24.2734	24.8056	25.25	25.25	24.3302	14.119	6.85903	2.82149	2.87249	2.63473	2.01553	1.25902	0.581287	0.68142	99	0	33.4049
setup	0	2002-06-13 00:00:00	0	0	0	2.24819	2.08088	0	0.037443	0	0	0.00285285	0	0	0	0	0	0	0	265.848	211.612	0	-99.99	18.0685	17.9664	18.5874	20.6924	24.1452	24.7307	25.1747	25.1747	24.2874	14.0897	6.85803	3.18881	3.24202	2.93788	2.17258	1.2772	0.586878	0.684694	99	0	33.4049
setup	0	2002-06-14 00:00:00	0	2.65	2.35438	1.80435	1.50873	0.295622	0	0	0	0.00268492	2.35438	0	0	0	0	0	0	266.691	212.458	0	-99.99	19.6542	18.782	18.2172	20.3201	24.0617	24.6797	25.123	25.123	24.2581	14.0696	6.85716	2.50713	2.85139	3.1137	2.28449	1.28925	0.590747	0.686957	99	0	33.4049
setup	0	2002-06-15 00:00:00	0	8.5	8.09914	2.04155	1.6407	0.400856	0	0	0	0.00250396	8.09914	0	0	0	0	0	0	273.147	218.917	0	-99.99	24.6693	23.2365	20.6075	20.0928	23.9909	24.6365	25.0791	25.0791	24.2323	14.0525	6.85644	1.3511	1.58555	2.19735	2.35706	1.29958	0.594052	0.688888	99	0	33.4049
setup	0	2002-06-16 00:00:00	0	0	0	1.83161	1.83161	0	0	0	0	0.00231489	0	0	0	0	0	0	0	271.313	223.942	0	-99.99	22.8161	22.0655	21.021	20.7546	23.9107	24.5873	25.0293	25.0293	24.2016	14.0331	6.85546	1.66529	1.82274	2.08042	2.15467	1.31143	0.597832	0.691094	99	0	33.4049
setup	0	2002-06-17 00:00:00	0	0	0	2.32495	2.32495	0	0	0	0	0.00212362	0	0	0	0	0	0	0	268.986	221.617	0	-99.99	21.3893	20.9956	20.6214	20.5724	23.8047	24.5222	24.9633	24.9633	24.1613	14.0074	6.85476	1.9838	2.08733	2.19326	2.20775	1.32731	0.602872	0.694032	99	0	33.4049
setup	0	2002-06-18 00:00:00	0	0	0	2.80247	2.53558	0	0.0642056	0	0	0.00193242	0	0	0	0	0	0	0	266.384	219.017	0	-99.99	20.1433	19.9339	19.859	20.0228	23.6732	24.4461	24.8871	24.8871	24.1145	13.9777	6.85418	2.34064	2.40983	2.43532	2.38009	1.34739	0.608759	0.697458	99	0	33.4049
setup	0	2002-06-19 00:00:00	0	0	0	3.58385	2.59285	0	0.225863	0	0	0.00174792	0	0	0	0	0	0	0	263.564	216.198	0	-99.99	18.9687	18.8359	18.911	19.4023	23.5013	24.3581	24.8011	24.8011	24.0618	13.9443	6.85367	2.77196	2.82813	2.79614	2.59988	1.37429	0.615466	0.701354	99	0	33.4049
setup	0	2002-06-20 00:00:00	0	0	0	5.35371	2.77111	0	0.552282	0	0	0.00157534	0	0	0	0	0	0	0	260.239	219.729	0	-99.99	17.6934	17.5863	17.8435	18.6527	23.2484	24.249	24.6991	24.6991	23.9993	13.9045	6.82774	3.39102	3.45231	3.30782	2.90841	1.41524	0.623531	0.70603	99	0	33.4049
setup	0	2002-06-21 00:00:00	0	0	0	4.61015	2.99883	0	0.320615	0	0	0.00141208	0	0	0	0	0	0	0	256.918	216.409	0	-99.99	16.5249	16.4025	16.8037	17.8966	22.9957	24.1208	24.5744	24.5745	23.923	13.8551	6.79606	4.16339	4.25959	3.95634	3.27915	1.45789	0.633544	0.711925	99	0	33.4049
setup	0	2002-06-22 00:00:00	0	0	0	4.77805	3.02068	0	0.32435	0	0	0.00125603	0	0	0	0	0	0	0	253.572	213.064	0	-99.99	15.4201	15.2944	15.8006	17.1276	22.7135	23.9755	24.433	24.433	23.8363	13.7945	6.76012	5.17203	5.3101	4.78594	3.73495	1.50772	0.645119	0.719267	99	0	33.4049
setup	0	2002-06-23 00:00:00	0	0	0	4.70645	3.03061	0	0.286111	0	0	0.0011111	0	0	0	0	0	0	0	250.254	216.599	0	-99.99	14.4166	14.2908	14.8671	16.3758	22.4124	23.8152	24.276	24.2761	23.74	13.7271	6.72022	6.45559	6.6507	5.8248	4.28096	1.56355	0.658241	0.727606	99	0	33.4049
setup	0	2002-06-24 00:00:00	0	0	0	5.19068	3.34207	0	0.29016	0	0	0.000972081	0	0	0	0	0	0	0	246.621	212.967	0	-99.99	13.4122	13.2794	13.908	15.5632	22.0524	23.6183	24.0824	24.0824	23.6214	13.644	6.67099	8.30936	8.6151	7.30393	5.02135	1.63428	0.674848	0.738117	99	0	33.4049
setup	0	2002-06-25 00:00:00	0	0	0	5.56841	3.3469	0	0.318173	0	0	0.000840844	0	0	0	0	0	0	0	242.955	209.302	0	-99.99	12.4873	12.3575	13.0115	14.7614	21.649	23.3973	23.8654	23.8654	23.4883	13.5514	6.61586	10.8649	11.3197	9.28791	5.96405	1.71914	0.694016	0.75016	99	0	33.4049
