source	id	datetime	daylength[h]	solar_radiation[Wm-2]	sw_radiation_above_canopy_in[Wm-2]	sw_radiation_above_canopy_out[Wm-2]	lw_radiation_above_canopy_in[Wm-2]	lw_radiation_above_canopy_out[Wm-2]	latent_heat_out_top[Wm-2]	latent_heat_out_bottom[Wm-2]	sensible_heat_out_top[Wm-2]	sensible_heat_out_bottom[Wm-2]	energy[Jm-2]	temp_above_canopy_avg[oC]	temp_above_canopy_min[oC]	temp_above_canopy_max[oC]	temp_canopy_top[oC]	temp_canopy_middle[oC]	temp_canopy_bottom[oC]	temp_surfacewater[oC]	temp_soil_surface[oC]	temp_5cm[oC]	temp_10cm[oC]	temp_15cm[oC]	temp_20cm[oC]	temp_30cm[oC]	temp_50cm[oC]	temp_100cm[oC]	vpd
setup	0	1989-01-01 00:00:00	8.94889	142.883	51.9676	5.19676	258.402	0	0	0	0	0	0	-3.9	-7.7	-0.1	-3.83524	-3.70571	-3.70571	-99.99	-3.64095	0	0.207793	2.2697	3.36483	5.37573	7.65508	9.01036	-nan
setup	0	1989-01-02 00:00:00	8.96089	143.526	40.7407	4.07407	271.303	0	0	0	0	0	0	-4.35	-8.5	-0.2	-4.31159	-4.23478	-4.23478	-99.99	-4.19638	-0.150249	2.22045e-16	0	0.926251	2.98381	5.88852	8.3081	-nan
setup	0	1989-01-03 00:00:00	8.97392	144.222	48.7269	4.87269	255.791	0	0	0	0	0	0	-5.65	-9.3	-2	-5.61244	-5.53732	-5.53732	-99.99	-5.49976	-0.412955	-0.130878	-0.00402147	1.11022e-16	1.32807	4.38893	7.46406	-nan
setup	0	1989-01-04 00:00:00	8.98798	144.97	88.6574	8.86574	183.387	0	0	0	0	0	0	-10.1	-17.9	-2.3	-10.0842	-10.0527	-10.0527	-99.99	-10.0369	-0.839127	-0.387772	-0.126545	-0.0504913	0	2.69034	6.49066	-nan
setup	0	1989-01-05 00:00:00	9.00306	145.769	66.7824	6.67824	234.155	0	0	0	0	0	0	-5.1	-10.8	0.6	-5.09355	-5.08066	-5.08066	-99.99	-5.07422	-1.96387	-1.06318	-0.521509	-0.327165	-0.0745371	2.16407	5.68263	-nan
setup	0	1989-01-06 00:00:00	9.01914	146.621	56.1343	5.61343	266.048	0	0	0	0	0	0	-1.8	-2.8	-0.8	-1.79801	-1.79403	-1.79403	-99.99	-1.79203	-1.51087	-1.10767	-0.61308	-0.291264	0.493564	2.16755	5.12937	-nan
setup	0	1989-01-07 00:00:00	9.03622	147.524	52.3148	5.23148	297.414	0	0.89619	0	0	0	0	4.45	-2	10.9	4.44118	4.42355	4.42355	-99.99	4.41473	3.81872	3.30934	2.88373	2.70345	2.53689	2.9522	4.92378	-nan
setup	0	1989-01-08 00:00:00	9.05428	148.478	61.8056	6.18056	247.748	0	0	0	0	0	0	-3.5	-11.3	4.3	-3.4644	-3.39319	-3.39319	-99.99	-3.35758	0	-2.22045e-16	-5.55112e-17	0.180427	1.19364	2.62268	4.71197	-nan
setup	0	1989-01-09 00:00:00	9.07331	149.484	70.8333	7.08333	216.781	0	0	0	0	0	0	-9.05	-12.3	-5.8	-8.9993	-8.89789	-8.89789	-99.99	-8.84718	-0.178276	-0.118424	-0.0247416	0	0	1.3935	4.25689	-nan
setup	0	1989-01-10 00:00:00	9.0933	150.541	101.852	10.1852	201.487	0	0	0	0	0	0	-3.4	-7.6	0.8	-3.38143	-3.34428	-3.34428	-99.99	-3.32571	-0.847007	-0.596658	-0.331868	-0.246008	-0.0879889	1.26804	3.86519	-nan
setup	0	1989-01-11 00:00:00	9.11423	151.649	84.6065	8.46065	225.654	0	0	0	0	0	0	-2.85	-7.6	1.9	-2.8357	-2.80711	-2.80711	-99.99	-2.79281	-1.06821	-0.751328	-0.429593	-0.31413	-0.102271	1.17419	3.5609	-nan
setup	0	1989-01-12 00:00:00	9.13608	152.808	101.736	10.1736	215.211	0	0	0	0	0	0	-0.6	-5.6	4.4	-0.596898	-0.590693	-0.590693	-99.99	-0.587591	-0.497421	-0.340607	-0.12898	0.0132653	0.407433	1.34946	3.37426	-nan
setup	0	1989-01-13 00:00:00	9.15885	154.017	112.037	11.2037	189.525	0	0	0	0	0	0	-4.3	-7.5	-1.1	-4.29926	-4.29779	-4.29779	-99.99	-4.29706	-1.23048	-0.868939	-0.506464	0	0	0.945835	3.14102	-nan
setup	0	1989-01-14 00:00:00	9.18251	155.277	31.8287	3.18287	278.358	0	0	0	0	0	0	-6.2	-8.4	-4	-6.199	-6.19699	-6.19699	-99.99	-6.19598	-1.57267	-1.10559	-0.65589	-0.115153	-0.0434642	0.36259	2.81881	-nan
setup	0	1989-01-15 00:00:00	9.20705	156.586	56.0185	5.60185	270.095	0	0	0	0	0	0	-1.7	-4.1	0.7	-1.69968	-1.69904	-1.69904	-99.99	-1.69873	-1.5329	-1.25319	-0.918663	-0.319668	-0.153013	0.655671	2.63084	-nan
setup	0	1989-01-16 00:00:00	9.23246	157.946	87.6157	8.76157	234.375	0	0	0	0	0	0	-1.4	-4.9	2.1	-1.39909	-1.39726	-1.39726	-99.99	-1.39635	-1.25392	-1.03519	-0.757512	-0.351216	-0.125024	0.745912	2.51373	-nan
setup	0	1989-01-17 00:00:00	9.25871	159.354	76.1574	7.61574	263.188	0	0.0743988	0	0	0	0	1.25	-0.6	3.1	1.24849	1.24546	1.24546	-99.99	1.24395	1.04828	0.876589	0.758104	0.72861	0.754854	1.13394	2.50182	-nan
setup	0	1989-01-18 00:00:00	9.2858	160.813	81.1343	8.11343	260.247	0	0.0892233	0	0	0	0	1.95	-1.3	5.2	1.94526	1.93578	1.93578	-99.99	1.93104	1.8105	1.66068	1.52775	1.46817	1.40623	1.55668	2.57506	-nan
setup	0	1989-01-19 00:00:00	9.3137	162.319	87.5	8.75	255.889	0	0.220394	0	0	0	0	2.8	-2.2	7.8	2.79409	2.78226	2.78226	-99.99	2.77635	2.62662	2.43503	2.25174	2.15845	2.01157	1.98675	2.70737	-nan
setup	0	1989-01-20 00:00:00	9.3424	163.875	57.0602	5.70602	251.54	0	0	0	0	0	0	-6	-11.7	-0.3	-5.95767	-5.87301	-5.87301	-99.99	-5.83068	-8.88178e-16	-4.44089e-16	-4.44089e-16	0	0	1.21491	2.61172	-nan
setup	0	1989-01-21 00:00:00	9.37188	165.479	94.213	9.4213	201.967	0	0	0	0	0	0	-7.65	-13.9	-1.4	-7.61019	-7.53057	-7.53057	-99.99	-7.49076	-0.360698	-0.248875	-0.150224	-0.100848	-0.0151726	0.258764	2.29216	-nan
setup	0	1989-01-22 00:00:00	9.40212	167.13	112.616	11.2616	221.625	0	0.0304181	0	0	0	0	1.2	-4.3	6.7	1.19475	1.18426	1.18426	-99.99	1.17902	1.03485	0.885135	0.762574	0.71161	0.670419	0.898901	2.18233	-nan
setup	0	1989-01-23 00:00:00	9.43311	168.829	113.657	11.3657	237.311	0	0.54035	0	0	0	0	4.35	-1.6	10.3	4.33255	4.29765	4.29765	-99.99	4.2802	3.83012	3.26783	2.73529	2.46082	1.9938	1.65296	2.28644	-nan
setup	0	1989-01-24 00:00:00	9.46482	170.574	59.9537	5.99537	291.45	0	0.202147	0	0	0	0	2.8	-1.3	6.9	2.79923	2.7977	2.7977	-99.99	2.79693	2.77354	2.6972	2.57441	2.48901	2.29804	2.08497	2.45775	-nan
setup	0	1989-01-25 00:00:00	9.49725	172.367	32.4074	3.24074	312.571	0	0.0203045	0	0	0	0	0.9	-1.7	3.5	0.907888	0.923664	0.923664	-99.99	0.931551	1.14082	1.38936	1.61074	1.71955	1.90148	2.10438	2.56815	-nan
setup	0	1989-01-26 00:00:00	9.53036	174.205	58.6806	5.86806	290.331	0	0.10885	0	0	0	0	2.1	-2.7	6.9	2.09768	2.09303	2.09303	-99.99	2.0907	2.04137	2.00338	1.99358	2.0011	2.0458	2.18799	2.64226	-nan
setup	0	1989-01-27 00:00:00	9.56416	176.089	130.208	13.0208	206.363	0	0.000300555	0	0	0	0	0.15	-4.1	4.4	0.159832	0.179495	0.179495	-99.99	0.189327	0.449397	0.775055	1.09223	1.26428	1.59592	2.04206	2.64782	-nan
setup	0	1989-01-28 00:00:00	9.59861	178.018	125.116	12.5116	229.787	0	0.428147	0	0	0	0	3.7	-1.5	8.9	3.68738	3.66213	3.66213	-99.99	3.64951	3.33587	2.98162	2.68646	2.55243	2.36426	2.31059	2.69657	-nan
setup	0	1989-01-29 00:00:00	9.63369	179.992	34.9537	3.49537	318.152	0	0.174251	0	0	0	0	2.35	1	3.7	2.35178	2.35534	2.35534	-99.99	2.35713	2.40495	2.43996	2.45091	2.44901	2.43791	2.45622	2.76088	-nan
setup	0	1989-01-30 00:00:00	9.66941	182.009	57.0602	5.70602	287.109	0	0.000633957	0	0	0	0	0.2	-1.7	2.1	0.211381	0.234142	0.234142	-99.99	0.245522	0.547482	0.924943	1.28721	1.47944	1.83454	2.26593	2.75722	-nan
setup	0	1989-01-31 00:00:00	9.70572	184.07	110.301	11.0301	264.079	0	1.70979	0	0	0	0	7.15	-0.2	14.5	7.1205	7.06151	7.06151	-99.99	7.03202	6.28305	5.3911	4.58556	4.18334	3.50644	2.89495	2.87878	-nan
setup	0	1989-02-01 00:00:00	9.74262	186.174	58.5648	5.85648	290.509	0	0.0564012	0	0	0	0	1.55	-6.3	9.4	1.56452	1.59355	1.59355	-99.99	1.60807	1.97777	2.36025	2.6424	2.75479	2.88397	2.90323	2.97457	-nan
setup	0	1989-02-02 00:00:00	9.78009	188.32	29.0509	2.90509	283.132	0	0	0	0	0	0	-7.25	-8.4	-6.1	-7.19978	-7.09934	-7.09934	-99.99	-7.04912	0	0	0	0	0	1.66519	2.76051	-nan
setup	0	1989-02-03 00:00:00	9.81812	190.508	143.75	14.375	165.86	0	0	0	0	0	0	-8.65	-12.3	-5	-8.60486	-8.51459	-8.51459	-99.99	-8.46946	-0.447598	-0.30531	-0.178505	-0.115021	-0.00526306	0.392824	2.29614	-nan
setup	0	1989-02-04 00:00:00	9.85668	192.736	49.8843	4.98843	248.938	0	0	0	0	0	0	-11	-13.1	-8.9	-10.9478	-10.8434	-10.8434	-99.99	-10.7912	-1.16206	-0.813137	-0.519939	-0.378059	-0.139666	-1.11022e-16	1.71718	-nan
setup	0	1989-02-05 00:00:00	9.89576	195.005	65.9722	6.59722	234.31	0	0	0	0	0	0	-10.9	-14.9	-6.9	-10.8982	-10.8945	-10.8945	-99.99	-10.8927	-2.47335	-1.68139	-1.07858	-0.805741	-0.378174	-0.0542971	1.19209	-nan
setup	0	1989-02-06 00:00:00	9.93535	197.313	80.5556	8.05556	214.601	0	0	0	0	0	0	-12.75	-16.2	-9.3	-12.6767	-12.5301	-12.5301	-99.99	-12.4568	-4.43345	-2.87652	-1.79924	-1.3429	-0.671682	-0.150197	0.781421	-nan
setup	0	1989-02-07 00:00:00	9.97542	199.66	118.981	11.8981	184.159	0	0	0	0	0	0	-11.65	-15.2	-8.1	-11.5883	-11.4648	-11.4648	-99.99	-11.4031	-6.88624	-4.37135	-2.66986	-1.97866	-1.00945	-0.268392	0.491336	-nan
setup	0	1989-02-08 00:00:00	10.016	202.045	136.111	13.6111	174.794	0	0	0	0	0	0	-10.35	-13.7	-7	-10.302	-10.206	-10.206	-99.99	-10.158	-8.34621	-5.7465	-3.55747	-2.63705	-1.36072	-0.394671	0.291227	-nan
setup	0	1989-02-09 00:00:00	10.057	204.468	109.144	10.9144	187.409	0	0	0	0	0	0	-13.9	-17.6	-10.2	-13.8095	-13.6286	-13.6286	-99.99	-13.5382	-8.40232	-6.51081	-4.30487	-3.24139	-1.70509	-0.523233	0.0242123	-nan
setup	0	1989-02-10 00:00:00	10.0984	206.926	93.0556	9.30556	224.145	0	0	0	0	0	0	-8.3	-11.7	-4.9	-8.2674	-8.20221	-8.20221	-99.99	-8.16962	-6.93103	-6.20843	-5.32658	-4.27452	-2.24787	-0.714057	0	-nan
setup	0	1989-02-11 00:00:00	10.1403	209.421	132.755	13.2755	206.756	0	0	0	0	0	0	-4.25	-7.7	-0.8	-4.24862	-4.24585	-4.24585	-99.99	-4.24446	-4.0634	-3.8618	-3.52991	-3.27219	-2.50492	-0.836373	-0.000994068	-nan
setup	0	1989-02-12 00:00:00	10.1825	211.95	154.398	15.4398	192.654	0	0	0	0	0	0	-2.9	-7.9	2.1	-2.89803	-2.8941	-2.8941	-99.99	-2.89213	-2.7834	-2.68397	-2.51931	-2.38876	-2.00643	-0.90496	-0.00142274	-nan
setup	0	1989-02-13 00:00:00	10.2252	214.513	56.4815	5.64815	287.58	0	0	0	0	0	0	-1.6	-4.4	1.2	-1.60455	-1.61366	-1.61366	-99.99	-1.61821	-1.71369	-1.70868	-1.66578	-1.6183	-1.44516	-0.936047	0.014125	-nan
setup	0	1989-02-14 00:00:00	10.2682	217.11	168.287	16.8287	205.724	0	0.100713	0	0	0	0	1.15	-2.7	5	1.09769	0.99307	0.99307	-99.99	0.94076	-0.2275	-0.383799	-0.52281	-0.587346	-0.666714	-0.570755	0.0747225	-nan
setup	0	1989-02-15 00:00:00	10.3116	219.738	59.2593	5.92593	280.338	0	0	0	0	0	0	-2.95	-6	0.1	-2.90938	-2.82813	-2.82813	-99.99	-2.78751	-1.81548	-1.59785	-1.38052	-1.25905	-1.01146	-0.623323	0.0709834	-nan
setup	0	1989-02-16 00:00:00	10.3554	222.398	178.472	17.8472	158.532	0	0	0	0	0	0	-7.5	-13.1	-1.9	-7.37652	-7.12957	-7.12957	-99.99	-7.00609	-4.09116	-3.58271	-3.0433	-2.72982	-2.07816	-0.940651	0	-nan
setup	0	1989-02-17 00:00:00	10.3995	225.088	176.157	17.6157	148.886	0	0	0	0	0	0	-10.8	-17.7	-3.9	-10.6426	-10.3278	-10.3278	-99.99	-10.1705	-6.34948	-5.64206	-4.86505	-4.34127	-2.43271	-0.966163	-0.00716373	-nan
setup	0	1989-02-18 00:00:00	10.4439	227.808	159.144	15.9144	168.568	0	0	0	0	0	0	-9.3	-17.9	-0.7	-9.20011	-9.00032	-9.00032	-99.99	-8.90043	-6.30033	-5.73717	-5.05987	-4.36119	-2.63255	-1.08742	-0.0392657	-nan
setup	0	1989-02-19 00:00:00	10.4887	230.555	124.19	12.419	222.147	0	0	0	0	0	0	-4.5	-9.2	0.2	-4.49505	-4.48514	-4.48514	-99.99	-4.48018	-4.11281	-3.92305	-3.62465	-3.39648	-2.78625	-1.21513	-0.0783364	-nan
setup	0	1989-02-20 00:00:00	10.5337	233.331	85.7639	8.57639	267.93	0	0	0	0	0	0	-1.75	-4.4	0.9	-1.77451	-1.82352	-1.82352	-99.99	-1.84803	-2.31639	-2.32984	-2.28547	-2.22551	-1.99451	-1.28114	-0.110946	-nan
setup	0	1989-02-21 00:00:00	10.579	236.132	104.282	10.4282	244.976	0	0	0	0	0	0	-3.75	-6.9	-0.6	-3.69537	-3.58611	-3.58611	-2.54057	-3.53148	-2.37991	-2.26816	-2.13046	-2.03733	-1.79689	-1.26151	-0.136577	-nan
setup	0	1989-02-22 00:00:00	10.6246	238.959	161.921	16.1921	175.352	0	0	0	0	0	0	-8.9	-16.2	-1.6	-8.65891	-8.17672	-8.17672	-3.60144	-7.93563	-3.09571	-2.85201	-2.5794	-2.41209	-2.03475	-1.29061	-0.160927	-nan
setup	0	1989-02-23 00:00:00	10.6704	241.811	192.361	19.2361	134.049	0	0	0	0	0	0	-14.85	-21.3	-8.4	-14.4328	-13.5985	-13.5985	-5.47667	-13.1813	-4.55919	-4.12217	-3.64194	-3.35329	-2.72548	-1.30219	-0.188861	-nan
setup	0	1989-02-24 00:00:00	10.7165	244.686	186.227	18.6227	140.446	0	0	0	0	0	0	-13.75	-24.2	-3.3	-13.4243	-12.773	-12.773	-5.94562	-12.4473	-5.10268	-4.67607	-4.18134	-3.87087	-2.84723	-1.36589	-0.227513	-nan
setup	0	1989-02-25 00:00:00	10.7629	247.582	156.944	15.6944	222.167	0	0	0	0	0	0	-0.6	-5	3.8	-0.74671	-1.04013	-1.04013	-2.91265	-1.18684	-2.97036	-2.93409	-2.8241	-2.7206	-2.38671	-1.45863	-0.273201	-nan
setup	0	1989-02-26 00:00:00	10.8095	250.501	150	15	230.422	0	0	0	0	0	0	-0.75	-3.5	2	-0.80275	-0.908251	-0.908251	-1.89401	-0.961001	-1.98156	-1.99693	-1.97975	-1.94914	-1.81748	-1.38455	-0.308078	-nan
setup	0	1989-02-27 00:00:00	10.8562	253.439	189.352	18.9352	181.951	0	0	0	0	0	0	-4.05	-10.4	2.3	-3.95548	-3.76643	-3.76643	-2.13128	-3.67191	-1.9839	-1.91863	-1.83653	-1.77989	-1.62912	-1.27112	-0.33648	-nan
setup	0	1989-02-28 00:00:00	10.9032	256.396	106.944	10.6944	234.727	0	0	0	0	0	0	-6.85	-12.7	-1	-6.65644	-6.26933	-6.26933	-2.61083	-6.07578	-2.27167	-2.14195	-1.99348	-1.90035	-1.68359	-1.27328	-0.36126	-nan
setup	0	1989-03-01 00:00:00	10.9504	259.371	153.819	15.3819	189.008	0	0	0	0	0	0	-10.25	-14.8	-5.7	-9.94343	-9.33028	-9.33028	-3.41247	-9.0237	-2.8544	-2.64439	-2.40949	-2.26591	-1.94595	-1.40119	-0.385804	-nan
setup	0	1989-03-02 00:00:00	10.9978	262.363	129.63	12.963	211.213	0	0	0	0	0	0	-8.95	-15.5	-2.4	-8.72779	-8.28338	-8.28338	-3.54091	-8.06118	-3.04296	-2.84495	-2.61318	-2.46659	-2.12787	-1.48422	-0.414241	-nan
setup	0	1989-03-03 00:00:00	11.0453	265.37	96.6435	9.66435	251.687	0	0	0	0	0	0	-5.55	-8.4	-2.7	-5.46305	-5.28916	-5.28916	-3.00013	-5.20222	-2.71679	-2.5948	-2.4378	-2.33122	-2.0642	-1.49076	-0.446009	-nan
setup	0	1989-03-04 00:00:00	11.093	268.392	141.551	14.1551	252.371	0	0.211925	0	0	0	0	1.55	-3	6.1	1.37251	1.01753	1.01753	-1.59981	0.840037	-1.74005	-1.76186	-1.75658	-1.73729	-1.64683	-1.33829	-0.476699	-nan
setup	0	1989-03-05 00:00:00	11.1409	271.428	136.69	13.669	227.374	0	0	0	0	0	0	-5.05	-8.7	-1.4	-4.90012	-4.60037	-4.60037	-2.13978	-4.4505	-1.94084	-1.86538	-1.77618	-1.71815	-1.57528	-1.2693	-0.487138	-nan
setup	0	1989-03-06 00:00:00	11.1889	274.475	115.046	11.5046	227.997	0	0	0	0	0	0	-8.7	-12.5	-4.9	-8.4397	-7.91911	-7.91911	-2.99029	-7.65881	-2.52588	-2.35073	-2.16137	-2.04583	-1.789	-1.35118	-0.489695	-nan
setup	0	1989-03-07 00:00:00	11.237	277.534	181.366	18.1366	178.83	0	0	0	0	0	0	-10.05	-14.2	-5.9	-9.77073	-9.21218	-9.21218	-3.61157	-8.9329	-3.04776	-2.82429	-2.57668	-2.4257	-2.08618	-1.4647	-0.512547	-nan
setup	0	1989-03-08 00:00:00	11.2853	280.602	160.532	16.0532	203.558	0	0	0	0	0	0	-6.35	-16.1	3.4	-6.23629	-6.00888	-6.00888	-3.2206	-5.89517	-2.8804	-2.73	-2.54461	-2.42381	-2.13162	-1.48073	-0.538134	-nan
setup	0	1989-03-09 00:00:00	11.3337	283.679	217.361	21.7361	190.055	0	0	0	0	0	0	-0.55	-9	7.9	-0.642252	-0.826756	-0.826756	-1.9982	-0.919008	-2.0319	-2.01934	-1.97716	-1.93645	-1.80222	-1.43667	-0.570248	-nan
setup	0	1989-03-10 00:00:00	11.3822	286.764	192.361	19.2361	225.547	0	0.342651	0	0	0	0	1.9	-3.7	7.5	1.76093	1.4828	1.4828	-1.02069	1.34373	-1.23003	-1.29391	-1.34353	-1.36128	-1.36096	-1.21941	-0.593287	-nan
setup	0	1989-03-11 00:00:00	11.4308	289.856	221.065	22.1065	225.244	0	3.19111	0	0	0	0	5.15	-0.7	11	4.93645	4.50935	4.50935	-99.99	4.2958	-0.0147918	-0.209167	-0.403203	-0.50814	-0.697545	-0.854282	-0.605879	-nan
setup	0	1989-03-12 00:00:00	11.4795	292.952	127.894	12.7894	255.604	0	0	0	0	0	0	-1.75	-4.1	0.6	-1.71885	-1.65655	-1.65655	-99.99	-1.6254	-1.04102	-0.966828	-0.906198	-0.878633	-0.837015	-0.789368	-0.582245	-nan
setup	0	1989-03-13 00:00:00	11.5282	296.053	133.565	13.3565	262.99	0	0.0827529	0	0	0	0	1	-4.5	6.5	0.962604	0.887813	0.887813	-99.99	0.850418	-0.0127623	-0.145665	-0.272199	-0.340177	-0.465182	-0.590966	-0.516909	-nan
setup	0	1989-03-14 00:00:00	11.5771	299.157	147.801	14.7801	277.164	0	3.42176	0	0	0	0	6.2	-2.5	14.9	6.10446	5.91338	5.91338	-99.99	5.81784	3.23686	2.63726	2.02934	1.68679	1.01288	0.169415	-0.293574	-nan
setup	0	1989-03-15 00:00:00	11.626	302.263	68.75	6.875	303.597	0	0.00929685	0	0	0	0	0.6	-5.8	7	0.605762	0.617286	0.617286	-99.99	0.623047	0.761843	0.869732	0.88935	0.858757	0.704512	0.314705	-0.109159	-nan
setup	0	1989-03-16 00:00:00	11.675	305.369	155.556	15.5556	249.936	0	0.015523	0	0	0	0	0.8	-5.6	7.2	0.799143	0.79743	0.79743	-99.99	0.796573	0.776306	0.746188	0.703064	0.669512	0.571327	0.34114	0.00364786	-nan
setup	0	1989-03-17 00:00:00	11.724	308.475	29.9769	2.99769	320.531	0	0	0	0	0	0	-0.95	-3	1.1	-0.942124	-0.926372	-0.926372	-99.99	-0.918496	0	0	-5.55112e-17	0	0.0313852	0.144967	0.0377468	-nan
setup	0	1989-03-18 00:00:00	11.773	311.579	178.819	17.8819	212.267	0	0	0	0	0	0	-5.6	-8.9	-2.3	-5.41286	-5.03859	-5.03859	-1.61722	-4.85146	-0.0492003	-0.0322449	-0.0170881	-0.0096777	-5.55112e-17	-1.38778e-17	0.00174057	-nan
setup	0	1989-03-19 00:00:00	11.8221	314.681	215.625	21.5625	185.813	0	0	0	0	0	0	-5.95	-12.6	0.7	-5.76887	-5.40662	-5.40662	-1.68148	-5.22549	-0.131282	-0.0973404	-0.0661971	-0.050389	-0.0257476	-0.00746926	6.93889e-18	-nan
setup	0	1989-03-20 00:00:00	11.8713	317.779	52.5463	5.25463	307.903	0	0	0	0	0	0	-1.05	-3.7	1.6	-1.06351	-1.09053	-1.09053	-0.515431	-1.10404	-0.212235	-0.16191	-0.115605	-0.0919895	-0.054088	-0.0212812	-0.00512681	-nan
setup	0	1989-03-21 00:00:00	11.9204	320.872	204.398	20.4398	202.979	0	0	0	0	0	0	-4.5	-9.6	0.6	-4.31423	-3.94269	-3.94269	-0.694076	-3.75691	-0.22346	-0.172057	-0.124407	-0.0999542	-0.060223	-0.0246573	-0.00713618	-nan
setup	0	1989-03-22 00:00:00	11.9696	323.958	233.333	23.3333	189.833	0	0	0	0	0	0	-3.1	-10.4	4.2	-3.00589	-2.81767	-2.81767	-0.623536	-2.72355	-0.241134	-0.187695	-0.137725	-0.111893	-0.0693624	-0.0298961	-0.00977891	-nan
setup	0	1989-03-23 00:00:00	12.0188	327.038	259.722	25.9722	201.071	0	0.826313	0	0	0	0	2.75	-5.3	10.8	2.5794	2.23819	2.23819	0.0599717	2.06758	-0.0154609	-0.0304818	-0.0397651	-0.0423635	-0.0420465	-0.0317759	-0.0121876	-nan
setup	0	1989-03-24 00:00:00	12.0679	330.11	249.421	24.9421	229.312	0	7.91729	0	0	0	0	7.55	-2.8	17.9	7.23899	6.61698	6.61698	-99.99	6.30598	0.739575	0.591418	0.44859	0.37301	0.23557	0.0856994	0.00593207	-nan
setup	0	1989-03-25 00:00:00	12.1171	333.172	230.093	23.0093	288.261	0	20.353	0	0	0	0	13.75	6.9	20.6	13.4309	12.7926	12.7926	-99.99	12.4734	5.34199	4.36201	3.40716	2.89557	1.94754	0.856491	0.189622	-nan
setup	0	1989-03-26 00:00:00	12.1662	336.224	232.755	23.2755	283.511	0	9.94983	0	0	0	0	13.95	4.9	23	13.8921	13.7764	13.7764	-99.99	13.7185	12.2089	10.273	8.33657	7.25809	5.1631	2.54663	0.696625	-nan
setup	0	1989-03-27 00:00:00	12.2153	339.265	177.431	17.7431	362.804	0	22.4274	0	0	0	0	20.45	13.8	27.1	20.3816	20.2448	20.2448	-99.99	20.1764	18.3829	15.946	13.3736	11.896	8.90918	4.87584	1.58046	-nan
setup	0	1989-03-28 00:00:00	12.2644	342.293	57.7546	5.77546	389.477	0	22.991	0	0	0	0	15.9	12.5	19.3	15.8769	15.8308	15.8308	-99.99	15.8078	15.183	14.1229	12.7597	11.8627	9.77503	6.31192	2.55392	-nan
setup	0	1989-03-29 00:00:00	12.3134	345.308	182.06	18.206	277.499	0	2.13048	0	0	0	0	6.7	0.9	12.5	6.72439	6.77316	6.77316	-99.99	6.79755	7.43202	8.02565	8.26207	8.2266	7.77071	6.18825	3.21318	-nan
setup	0	1989-03-30 00:00:00	12.3624	348.308	203.241	20.3241	262.79	0	1.32325	0	0	0	0	5.55	0.9	10.2	5.55819	5.57458	5.57458	-99.99	5.58277	5.81932	6.10635	6.33391	6.40289	6.34364	5.64871	3.53514	-nan
setup	0	1989-03-31 00:00:00	12.4113	351.293	80.4398	8.04398	310.119	0	0.120879	0	0	0	0	1.95	-0.5	4.4	1.96963	2.00889	2.00889	-99.99	2.02852	2.55638	3.21383	3.82993	4.14057	4.62286	4.77694	3.56286	-nan
setup	0	1989-04-01 00:00:00	12.4602	354.262	194.56	19.456	254.512	0	0.289611	0	0	0	0	2.9	-2.1	7.9	2.90393	2.9118	2.9118	-99.99	2.91573	3.04118	3.24666	3.49212	3.63947	3.92584	4.1527	3.44608	-nan
setup	0	1989-04-02 00:00:00	12.509	357.213	95.8333	9.58333	338.907	0	5.32888	0	0	0	0	9.2	6.5	11.9	9.17052	9.11156	9.11156	-99.99	9.08208	8.33414	7.42743	6.58694	6.15487	5.38732	4.50814	3.44915	-nan
setup	0	1989-04-03 00:00:00	12.5577	360.146	87.8472	8.78472	340.789	0	5.97539	0	0	0	0	8.75	6.7	10.8	8.73643	8.7093	8.7093	-99.99	8.69574	8.34339	7.82316	7.23476	6.87433	6.10254	4.95629	3.58147	-nan
setup	0	1989-04-04 00:00:00	12.6063	363.06	195.833	19.5833	291.043	0	5.64417	0	0	0	0	9.75	3.2	16.3	9.73276	9.69828	9.69828	-99.99	9.68104	9.23818	8.63382	7.99413	7.60829	6.75634	5.42882	3.80143	-nan
setup	0	1989-04-05 00:00:00	12.6548	365.954	69.4444	6.94444	316.838	0	0.126489	0	0	0	0	1.9	-0.1	3.9	1.92855	1.98564	1.98564	-99.99	2.01419	2.75712	3.60971	4.32211	4.61932	4.96905	4.90094	3.86434	-nan
setup	0	1989-04-06 00:00:00	12.7032	368.826	214.583	21.4583	250.843	0	0.408952	0	0	0	0	3.3	-1.5	8.1	3.30351	3.31052	3.31052	-99.99	3.31403	3.43143	3.63274	3.87265	4.01309	4.26412	4.40627	3.79689	-nan
setup	0	1989-04-07 00:00:00	12.7515	371.677	175.81	17.581	260.586	0	0.0497733	0	0	0	0	1.3	-3.9	6.5	1.31298	1.33895	1.33895	-99.99	1.35194	1.70311	2.15954	2.61797	2.86923	3.34047	3.82131	3.62695	-nan
setup	0	1989-04-08 00:00:00	12.7997	374.506	163.657	16.3657	272.399	0	0.234695	0	0	0	0	2.6	-4	9.2	2.60051	2.60154	2.60154	-99.99	2.60206	2.63404	2.71857	2.8507	2.94414	3.16569	3.48693	3.43991	-nan
setup	0	1989-04-09 00:00:00	12.8477	377.31	143.287	14.3287	251.138	0	0	0	0	0	0	-5	-7.9	-2.1	-4.95917	-4.87751	-4.87751	-99.99	-4.83668	-4.44089e-16	0	0	5.55112e-17	0.858478	2.35131	3.07657	-nan
