source	id	datetime	daylength[h]	solar_radiation[Wm-2]	sw_radiation_above_canopy_in[Wm-2]	sw_radiation_above_canopy_out[Wm-2]	lw_radiation_above_canopy_in[Wm-2]	lw_radiation_above_canopy_out[Wm-2]	latent_heat_out_top[Wm-2]	latent_heat_out_bottom[Wm-2]	sensible_heat_out_top[Wm-2]	sensible_heat_out_bottom[Wm-2]	energy[Jm-2]	temp_above_canopy_avg[oC]	temp_above_canopy_min[oC]	temp_above_canopy_max[oC]	temp_canopy_top[oC]	temp_canopy_middle[oC]	temp_canopy_bottom[oC]	temp_surfacewater[oC]	temp_soil_surface[oC]	temp_5cm[oC]	temp_10cm[oC]	temp_15cm[oC]	temp_20cm[oC]	temp_30cm[oC]	temp_50cm[oC]	temp_100cm[oC]	vpd
setup	0	1990-01-24 00:00:00	9.46482	170.574	123.958	12.3958	225.749	0	0.398424	0	0	0	0	2.85	-0.1	5.8	2.84605	2.83814	2.83814	-99.99	2.83419	2.47863	2.08138	1.68446	1.46749	1.05939	0.58357	0.337024	-nan
setup	0	1990-01-25 00:00:00	9.49725	172.367	41.3194	4.13194	310.861	0	0.273511	0	0	0	0	2.65	-3	8.3	2.64398	2.63195	2.63195	-99.99	2.62594	2.46511	2.22413	1.94586	1.77594	1.41359	0.889985	0.465594	-nan
setup	0	1990-01-26 00:00:00	9.53036	174.205	73.4954	7.34954	255.322	0	0	0	0	0	0	-2.4	-4.7	-0.1	-2.37791	-2.33372	-2.33372	-99.99	-2.31163	-2.22045e-16	0	0	0	0.177222	0.507846	0.475473	-nan
setup	0	1990-01-27 00:00:00	9.56416	176.089	103.819	10.3819	251.804	0	0.493636	0	0	0	0	4.1	-1.8	10	4.07971	4.03914	4.03914	-99.99	4.01886	3.49359	2.84482	2.23108	1.91869	1.39183	0.869585	0.545862	-nan
setup	0	1990-01-28 00:00:00	9.59861	178.018	131.134	13.1134	198.982	0	0	0	0	0	0	-1.3	-6	3.4	-1.28279	-1.24838	-1.24838	-99.99	-1.23117	1.11022e-16	-5.55112e-17	0.0820717	0.259796	0.515067	0.659104	0.559943	-nan
setup	0	1990-01-29 00:00:00	9.63369	179.992	117.94	11.794	219.931	0	0	0	0	0	0	-0.1	-4.9	4.7	-0.0981062	-0.0943187	-0.0943187	-99.99	-0.0924249	-0.0404613	0.0358989	0.130245	0.192215	0.326312	0.494974	0.528382	-nan
setup	0	1990-01-30 00:00:00	9.66941	182.009	97.8009	9.78009	247.533	0	0.0234094	0	0	0	0	1.05	-3.9	6	1.04567	1.03702	1.03702	-99.99	1.03269	0.922903	0.798078	0.691554	0.642621	0.572077	0.531254	0.511762	-nan
setup	0	1990-01-31 00:00:00	9.70572	184.07	134.838	13.4838	199.484	0	0	0	0	0	0	-0.85	-6.9	5.2	-0.842117	-0.82635	-0.82635	-99.99	-0.818466	0	-5.55112e-17	0	0	0.161636	0.370449	0.469242	-nan
setup	0	1990-02-01 00:00:00	9.74262	186.174	85.0694	8.50694	274.441	0	0.399252	0	0	0	0	3.4	-1.4	8.2	3.3832	3.34959	3.34959	-99.99	3.33279	2.89936	2.3656	1.86431	1.60624	1.16217	0.721995	0.513881	-nan
setup	0	1990-02-02 00:00:00	9.78009	188.32	80.3241	8.03241	249.405	0	0	0	0	0	0	-3.55	-5.7	-1.4	-3.52302	-3.46906	-3.46906	-99.99	-3.44208	0	0	0	-1.11022e-16	-5.55112e-17	0.261725	0.456066	-nan
setup	0	1990-02-03 00:00:00	9.81812	190.508	64.2361	6.42361	264.24	0	0	0	0	0	0	-3.85	-6.2	-1.5	-3.8465	-3.8395	-3.8395	-99.99	-3.83599	-0.199666	-0.137806	-0.0847137	-0.059753	-0.0195665	-5.55112e-17	0.290939	-nan
setup	0	1990-02-04 00:00:00	9.85668	192.736	123.38	12.338	206.916	0	0	0	0	0	0	-4.4	-6.4	-2.4	-4.36648	-4.29944	-4.29944	-99.99	-4.26592	-0.455083	-0.334012	-0.228039	-0.177368	-0.0935018	-0.0204796	0.135575	-nan
setup	0	1990-02-05 00:00:00	9.89576	195.005	147.917	14.7917	202.751	0	0.0633454	0	0	0	0	0.95	-5.3	7.2	0.9339	0.901701	0.901701	-99.99	0.885601	0.507344	0.388024	0.282068	0.230182	0.14599	0.0777665	0.148233	-nan
setup	0	1990-02-06 00:00:00	9.93535	197.313	94.5602	9.45602	272.547	0	0.762489	0	0	0	0	3.5	0.1	6.9	3.48662	3.45987	3.45987	-99.99	3.44649	2.80373	2.29673	1.80251	1.53792	1.05181	0.505604	0.250658	-nan
setup	0	1990-02-07 00:00:00	9.97542	199.66	48.8426	4.88426	307.755	0	0.105576	0	0	0	0	1.95	1.4	2.5	1.94811	1.94433	1.94433	-99.99	1.94244	1.88652	1.76688	1.5946	1.47631	1.19866	0.754296	0.381441	-nan
setup	0	1990-02-08 00:00:00	10.016	202.045	150.347	15.0347	241.178	0	1.90074	0	0	0	0	7.4	1.4	13.4	7.36884	7.30653	7.30653	-99.99	7.27538	6.46873	5.4441	4.43551	3.88683	2.8477	1.56889	0.648778	-nan
setup	0	1990-02-09 00:00:00	10.057	204.468	100	10	284.188	0	1.65424	0	0	0	0	6.65	0.8	12.5	6.63572	6.60717	6.60717	-99.99	6.59289	6.21048	5.62899	4.94842	4.5286	3.62116	2.26355	0.999647	-nan
setup	0	1990-02-10 00:00:00	10.0984	206.926	152.431	15.2431	202.911	0	0	0	0	0	0	-0.85	-4.6	2.9	-0.823939	-0.771818	-0.771818	-99.99	-0.745758	-1.38778e-17	0.678144	1.29224	1.55991	1.89389	1.86328	1.16499	-nan
setup	0	1990-02-11 00:00:00	10.1403	209.421	156.366	15.6366	189.525	0	0	0	0	0	0	-2.9	-7.7	1.9	-2.87947	-2.8384	-2.8384	-99.99	-2.81786	-0.00515598	-2.22045e-16	0	0	0.327457	1.06807	1.08892	-nan
setup	0	1990-02-12 00:00:00	10.1825	211.95	120.486	12.0486	240.865	0	0.0470679	0	0	0	0	1.4	-5.4	8.2	1.3945	1.3835	1.3835	-99.99	1.37799	1.23634	1.07545	0.943757	0.890365	0.857237	0.97045	0.997005	-nan
setup	0	1990-02-13 00:00:00	10.2252	214.513	53.7037	5.37037	316.047	0	0.633118	0	0	0	0	4.3	-4.1	12.7	4.28304	4.24912	4.24912	-99.99	4.23216	3.79358	3.23824	2.70145	2.41737	1.90799	1.36739	1.02794	-nan
setup	0	1990-02-14 00:00:00	10.2682	217.11	71.5278	7.15278	258.434	0	0	0	0	0	0	-5.6	-7.1	-4.1	-5.55845	-5.47534	-5.47534	-99.99	-5.43379	-8.88178e-16	0	0	0	0	0.563243	0.893661	-nan
setup	0	1990-02-15 00:00:00	10.3116	219.738	55.9028	5.59028	275.586	0	0	0	0	0	0	-4.75	-6.5	-3	-4.74725	-4.74174	-4.74174	-99.99	-4.73898	-0.328463	-0.225553	-0.137632	-0.0952152	-0.0266949	-2.77556e-17	0.63173	-nan
setup	0	1990-02-16 00:00:00	10.3554	222.398	83.6806	8.36806	265.822	0	0	0	0	0	0	-1.85	-4.6	0.9	-1.84929	-1.84788	-1.84788	-99.99	-1.84717	-0.667515	-0.480071	-0.319684	-0.241511	-0.113313	-0.0107018	0.450311	-nan
setup	0	1990-02-17 00:00:00	10.3995	225.088	165.278	16.5278	186.435	0	0	0	0	0	0	-3.6	-9.9	2.7	-3.53081	-3.39243	-3.39243	-99.99	-3.32324	-0.762446	-0.556014	-0.377339	-0.289475	-0.144129	-0.016877	0.317853	-nan
setup	0	1990-02-18 00:00:00	10.4439	227.808	178.009	17.8009	182.196	0	0	0	0	0	0	-2.45	-8.8	3.9	-2.41157	-2.3347	-2.3347	-99.99	-2.29626	-0.855855	-0.633254	-0.437935	-0.340933	-0.179133	-0.0293662	0.231718	-nan
setup	0	1990-02-19 00:00:00	10.4887	230.555	180.093	18.0093	174.454	0	0	0	0	0	0	-4.7	-9.9	0.5	-4.60755	-4.42264	-4.42264	-99.99	-4.33018	-0.899206	-0.674789	-0.474274	-0.373435	-0.203343	-0.0400225	0.137873	-nan
setup	0	1990-02-20 00:00:00	10.5337	233.331	182.639	18.2639	159.518	0	0	0	0	0	0	-7.45	-15.3	0.4	-7.30131	-7.00394	-7.00394	-99.99	-6.85526	-1.03955	-0.787683	-0.561163	-0.446762	-0.253559	-0.0636266	0.0315202	-nan
setup	0	1990-02-21 00:00:00	10.579	236.132	166.319	16.6319	210.899	0	0.0199782	0	0	0	0	0.55	-5.9	7	0.504131	0.412394	0.412394	-99.99	0.366525	-0.27075	-0.283852	-0.274792	-0.259779	-0.208349	-0.0978396	0.0719814	-nan
setup	0	1990-02-22 00:00:00	10.6246	238.959	54.2824	5.42824	311.207	0	0.421547	0	0	0	0	2.15	-1.4	5.7	2.10141	2.00423	2.00423	-99.99	1.95564	0.822019	0.639662	0.464968	0.374015	0.216723	0.0761873	0.11134	-nan
setup	0	1990-02-23 00:00:00	10.6704	241.811	152.778	15.2778	228.499	0	0.115095	0	0	0	0	1.2	-5	7.4	1.19409	1.18228	1.18228	-99.99	1.17637	0.952619	0.827698	0.69459	0.614852	0.452002	0.246605	0.172213	-nan
setup	0	1990-02-24 00:00:00	10.7165	244.686	103.704	10.3704	228.361	0	0	0	0	0	0	-8.2	-13.4	-3	-8.16839	-8.10516	-8.10516	-99.99	-8.07354	0	0	0	0	-2.22045e-16	0	0.0214941	-nan
setup	0	1990-02-25 00:00:00	10.7629	247.582	135.417	13.5417	201.134	0	0	0	0	0	0	-8.45	-17.5	0.6	-8.38696	-8.26089	-8.26089	-99.99	-8.19785	-0.503068	-0.406114	-0.360572	-0.230891	-0.111057	-0.0531122	-1.38778e-17	-nan
setup	0	1990-02-26 00:00:00	10.8095	250.501	147.338	14.7338	185.646	0	0	0	0	0	0	-10.95	-17.7	-4.2	-10.8647	-10.6942	-10.6942	-99.99	-10.609	-1.06148	-0.82499	-0.659483	-0.551006	-0.286342	-0.119325	-0.0116808	-nan
setup	0	1990-02-27 00:00:00	10.8562	253.439	170.023	17.0023	218.018	0	0	0	0	0	0	-0.15	-4.2	3.9	-0.166663	-0.19999	-0.19999	-99.99	-0.216653	-0.432382	-0.426623	-0.400461	-0.375694	-0.302689	-0.172509	-0.025921	-nan
setup	0	1990-02-28 00:00:00	10.9032	256.396	186.343	18.6343	181.207	0	0	0	0	0	0	-4.85	-12.2	2.5	-4.80831	-4.72493	-4.72493	-99.99	-4.68324	-2.00637	-1.50109	-1.12535	-0.91886	-0.548588	-0.220591	-0.0333371	-nan
setup	0	1990-03-01 00:00:00	10.9504	259.371	174.653	17.4653	206.632	0	0	0	0	0	0	-1.75	-7.9	4.4	-1.74747	-1.7424	-1.7424	-99.99	-1.73987	-1.55607	-1.40749	-1.22266	-1.03895	-0.630536	-0.262442	-0.051161	-nan
setup	0	1990-03-02 00:00:00	10.9978	262.363	184.954	18.4954	229.027	0	0.937503	0	0	0	0	3.2	-0.9	7.3	3.16097	3.0829	3.0829	-99.99	3.04386	1.8693	1.40695	0.976379	0.759379	0.397455	0.068629	-0.00700236	-nan
setup	0	1990-03-03 00:00:00	11.0453	265.37	175.926	17.5926	189.936	0	0	0	0	0	0	-6.35	-11.8	-0.9	-6.31276	-6.23827	-6.23827	-99.99	-6.20103	0	0	-4.44089e-16	0	0	0	-0.057611	-nan
setup	0	1990-03-04 00:00:00	11.093	268.392	105.324	10.5324	234.491	0	0	0	0	0	0	-8.05	-14.2	-1.9	-8.01012	-7.93036	-7.93036	-99.99	-7.89047	-0.402305	-0.306762	-0.223052	-0.181612	-0.115851	-0.0526382	-0.0651701	-nan
setup	0	1990-03-05 00:00:00	11.1409	271.428	109.954	10.9954	246.27	0	0	0	0	0	0	-4.95	-8.5	-1.4	-4.92746	-4.88237	-4.88237	-99.99	-4.85983	-1.04844	-0.790199	-0.57072	-0.46399	-0.29669	-0.136424	-0.0861748	-nan
setup	0	1990-03-06 00:00:00	11.1889	274.475	113.079	11.3079	234.074	0	0	0	0	0	0	-7.45	-11.8	-3.1	-7.41769	-7.35306	-7.35306	-99.99	-7.32075	-1.45396	-1.09064	-0.785152	-0.637726	-0.407627	-0.188131	-0.0982012	-nan
setup	0	1990-03-07 00:00:00	11.237	277.534	114.583	11.4583	242.195	0	0	0	0	0	0	-5.05	-12.3	2.2	-5.03031	-4.99092	-4.99092	-99.99	-4.97122	-2.25798	-1.66169	-1.17784	-0.950101	-0.60186	-0.276973	-0.122672	-nan
setup	0	1990-03-08 00:00:00	11.2853	280.602	42.0139	4.20139	314.738	0	0	0	0	0	0	-0.25	-6	5.5	-0.253624	-0.260871	-0.260871	-99.99	-0.264495	-0.352348	-0.428074	-0.464219	-0.466773	-0.433452	-0.31762	-0.139266	-nan
setup	0	1990-03-09 00:00:00	11.3337	283.679	70.9491	7.09491	316.598	0	1.84996	0	0	0	0	4.05	2.6	5.5	3.91282	3.63845	3.63845	-99.99	3.50127	0.687582	0.50136	0.317123	0.218802	0.044079	-0.116093	-0.11736	-nan
setup	0	1990-03-10 00:00:00	11.3822	286.764	87.1528	8.71528	313.524	0	3.06473	0	0	0	0	5.65	0.3	11	5.57546	5.42638	5.42638	-99.99	5.35185	3.33192	2.70856	2.0938	1.76023	1.13692	0.426293	0.0238624	-nan
setup	0	1990-03-11 00:00:00	11.4308	289.856	71.1806	7.11806	358.746	0	8.86255	0	0	0	0	12.6	4	21.2	12.5413	12.4239	12.4239	-99.99	12.3652	10.8366	8.95221	7.14664	6.15091	4.25422	1.96728	0.459581	-nan
setup	0	1990-03-12 00:00:00	11.4795	292.952	213.542	21.3542	340.26	0	21.9119	0	0	0	0	20.3	15.9	24.7	20.2259	20.0776	20.0776	-99.99	20.0035	18.0566	15.427	12.728	11.2393	8.27116	4.33948	1.29924	-nan
setup	0	1990-03-13 00:00:00	11.5282	296.053	132.755	13.2755	369.236	0	19.7213	0	0	0	0	19	15.4	22.6	18.9583	18.8749	18.8749	-99.99	18.8332	17.7209	16.0427	14.0834	12.8714	10.2516	6.24996	2.33241	-nan
setup	0	1990-03-14 00:00:00	11.5771	299.157	154.861	15.4861	367.036	0	20.3095	0	0	0	0	20.2	15.8	24.6	20.1576	20.0728	20.0728	-99.99	20.0304	18.9187	17.3023	15.4508	14.3099	11.8068	7.82545	3.40813	-nan
setup	0	1990-03-15 00:00:00	11.626	302.263	93.0556	9.30556	366.749	0	13.4065	0	0	0	0	15.9	9	22.8	15.8865	15.8594	15.8594	-99.99	15.8459	15.487	14.8154	13.8762	13.2205	11.5954	8.54707	4.33405	-nan
setup	0	1990-03-16 00:00:00	11.675	305.369	153.125	15.3125	309.833	0	5.42709	0	0	0	0	11.1	7.2	15	11.1048	11.1143	11.1143	-99.99	11.1191	11.2515	11.2806	11.1128	10.9117	10.2153	8.40782	4.95976	-nan
setup	0	1990-03-17 00:00:00	11.724	308.475	84.375	8.4375	316.624	0	0.957395	0	0	0	0	5.1	0.4	9.8	5.1244	5.1732	5.1732	-99.99	5.19761	5.84855	6.60717	7.24278	7.51963	7.82456	7.45442	5.18786	-nan
setup	0	1990-03-18 00:00:00	11.773	311.579	137.5	13.75	269.786	0	0.0624652	0	0	0	0	1.5	-1.4	4.4	1.52663	1.5799	1.5799	-99.99	1.60653	2.32559	3.26056	4.18128	4.66903	5.51357	6.14879	5.05606	-nan
setup	0	1990-03-19 00:00:00	11.8221	314.681	141.551	14.1551	245.562	0	0	0	0	0	0	-3.35	-6.1	-0.6	-3.31118	-3.23355	-3.23355	-99.99	-3.19473	0	-1.11022e-16	0.604777	1.37955	2.84949	4.49657	4.60496	-nan
setup	0	1990-03-20 00:00:00	11.8713	317.779	229.63	22.963	193.701	0	0	0	0	0	0	-2.1	-9.4	5.2	-2.08053	-2.04158	-2.04158	-99.99	-2.02211	-0.155108	-0.0550564	0.0715817	0.592129	1.71423	3.29825	4.03054	-nan
setup	0	1990-03-21 00:00:00	11.9204	320.872	130.324	13.0324	286.069	0	1.01568	0	0	0	0	4.35	-3.3	12	4.34537	4.33611	4.33611	-99.99	4.33148	3.8849	3.43836	3.09687	2.97609	2.92257	3.24957	3.6346	-nan
setup	0	1990-03-22 00:00:00	11.9696	323.958	52.5463	5.25463	341.916	0	2.13308	0	0	0	0	6.2	2.9	9.5	6.18496	6.15489	6.15489	-99.99	6.13985	5.75454	5.25364	4.76161	4.50189	4.05082	3.64653	3.48202	-nan
setup	0	1990-03-23 00:00:00	12.0188	327.038	208.218	20.8218	223.422	0	0.0308696	0	0	0	0	1.05	-7.4	9.5	1.06864	1.10591	1.10591	-99.99	1.12455	1.61135	2.15537	2.59799	2.80634	3.13059	3.38608	3.35203	-nan
setup	0	1990-03-24 00:00:00	12.0679	330.11	206.019	20.6019	213.069	0	0	0	0	0	0	-2.9	-7.5	1.7	-2.87189	-2.81568	-2.81568	-99.99	-2.78757	0	0	0	0.41607	1.39284	2.52363	3.07906	-nan
setup	0	1990-03-25 00:00:00	12.1171	333.172	253.241	25.3241	197.906	0	0	0	0	0	0	-0.4	-5.6	4.8	-0.393291	-0.379873	-0.379873	-99.99	-0.373165	-0.145069	0.079807	0.410114	0.633323	1.16695	2.04104	2.76866	-nan
setup	0	1990-03-26 00:00:00	12.1662	336.224	242.94	24.294	203.816	0	0	0	0	0	0	-0.75	-5.7	4.2	-0.74203	-0.726091	-0.726091	-99.99	-0.718121	-0.148305	0	0.173374	0.396467	0.891347	1.68647	2.4743	-nan
setup	0	1990-03-27 00:00:00	12.2153	339.265	249.421	24.9421	198.238	0	0	0	0	0	0	-0.45	-8	7.1	-0.444555	-0.433664	-0.433664	-99.99	-0.428219	-0.174496	-0.0127451	0.207328	0.378066	0.772603	1.44697	2.22041	-nan
setup	0	1990-03-28 00:00:00	12.2644	342.293	233.449	23.3449	225.884	0	0.451954	0	0	0	0	3.55	-5.3	12.4	3.53487	3.50461	3.50461	-99.99	3.48948	3.1017	2.65093	2.25891	2.07799	1.82396	1.75392	2.1127	-nan
setup	0	1990-03-29 00:00:00	12.3134	345.308	70.9491	7.09491	323.936	0	0.817287	0	0	0	0	4	2.3	5.7	3.9911	3.9733	3.9733	-99.99	3.96439	3.73254	3.41225	3.07534	2.8865	2.53097	2.15592	2.137	-nan
setup	0	1990-03-30 00:00:00	12.3624	348.308	110.995	11.0995	306.649	0	0.862497	0	0	0	0	4.45	2.5	6.4	4.44179	4.42536	4.42536	-99.99	4.41715	4.20544	3.91133	3.59523	3.4084	3.02672	2.52402	2.24083	-nan
setup	0	1990-03-31 00:00:00	12.4113	351.293	99.1898	9.91898	314.563	0	1.0515	0	0	0	0	4.9	1.6	8.2	4.89183	4.87549	4.87549	-99.99	4.86732	4.65805	4.36273	4.03732	3.84369	3.43826	2.8577	2.38707	-nan
setup	0	1990-04-01 00:00:00	12.4602	354.262	73.3796	7.33796	344.19	0	3.71651	0	0	0	0	8.25	5.2	11.3	8.22651	8.17953	8.17953	-99.99	8.15604	7.553	6.76582	5.96719	5.52217	4.65358	3.52629	2.63295	-nan
setup	0	1990-04-02 00:00:00	12.509	357.213	67.1296	6.71296	327.903	0	0.844033	0	0	0	0	4.2	-0.1	8.5	4.20617	4.2185	4.2185	-99.99	4.22466	4.38078	4.48904	4.48839	4.43627	4.21239	3.64513	2.83958	-nan
setup	0	1990-04-03 00:00:00	12.5577	360.146	163.773	16.3773	277.485	0	0.590396	0	0	0	0	3.95	-1	8.9	3.95053	3.9516	3.9516	-99.99	3.95213	3.97726	3.99829	3.99434	3.97496	3.88214	3.58417	2.96619	-nan
setup	0	1990-04-04 00:00:00	12.6063	363.06	211.921	21.1921	252.789	0	0.67754	0	0	0	0	4.2	-2.1	10.5	4.19762	4.19285	4.19285	-99.99	4.19047	4.13931	4.06898	3.98913	3.93814	3.81427	3.55506	3.04362	-nan
setup	0	1990-04-05 00:00:00	12.6548	365.954	112.731	11.2731	289.416	0	0.00794502	0	0	0	0	0.55	-2	3.1	0.56661	0.59983	0.59983	-99.99	0.61644	1.05416	1.58645	2.07782	2.32713	2.7471	3.10813	3.00293	-nan
setup	0	1990-04-06 00:00:00	12.7032	368.826	187.847	18.7847	240.676	0	0	0	0	0	0	-1.6	-6.2	3	-1.58092	-1.54275	-1.54275	-99.99	-1.52367	0	-5.55112e-17	0.368285	0.759175	1.50878	2.40184	2.81454	-nan
setup	0	1990-04-07 00:00:00	12.7515	371.677	180.556	18.0556	245.049	0	0	0	0	0	0	-1.7	-5.9	2.5	-1.68637	-1.65911	-1.65911	-99.99	-1.64548	-0.0704503	-0.02273	2.77556e-17	0.0942641	0.794394	1.79215	2.54191	-nan
setup	0	1990-04-08 00:00:00	12.7997	374.506	146.181	14.6181	287	0	0.565945	0	0	0	0	3.85	-3.4	11.1	3.83361	3.80082	3.80082	-99.99	3.78443	3.36516	2.87213	2.44519	2.25267	2.01296	2.02426	2.39944	-nan
setup	0	1990-04-09 00:00:00	12.8477	377.31	120.833	12.0833	339.509	0	7.74908	0	0	0	0	11.15	6.4	15.9	11.1054	11.0162	11.0162	-99.99	10.9716	9.81809	8.34986	6.91675	6.15092	4.75946	3.2561	2.58483	-nan
setup	0	1990-04-10 00:00:00	12.8956	380.091	43.8657	4.38657	340.078	0	0.838976	0	0	0	0	4.05	0.7	7.4	4.06165	4.08495	4.08495	-99.99	4.09661	4.38382	4.59746	4.62813	4.56349	4.26681	3.56265	2.81193	-nan
setup	0	1990-04-11 00:00:00	12.9434	382.846	165.046	16.5046	266.076	0	0.00412746	0	0	0	0	0.4	-2.7	3.5	0.419428	0.458283	0.458283	-99.99	0.477711	0.994142	1.62612	2.18562	2.45719	2.87806	3.127	2.87391	-nan
setup	0	1990-04-12 00:00:00	12.991	385.576	227.894	22.7894	234.376	0	0.00127811	0	0	0	0	0.25	-4.1	4.6	0.259695	0.279084	0.279084	-99.99	0.288778	0.558817	0.944759	1.36446	1.60605	2.07924	2.6291	2.79188	-nan
setup	0	1990-04-13 00:00:00	13.0384	388.279	234.954	23.4954	258.119	0	1.75736	0	0	0	0	6.05	-0.6	12.7	6.02686	5.98057	5.98057	-99.99	5.95743	5.3729	4.68928	4.08963	3.79977	3.33746	2.95354	2.7919	-nan
setup	0	1990-04-14 00:00:00	13.0856	390.955	90.8565	9.08565	322.385	0	1.09886	0	0	0	0	4.65	2.6	6.7	4.64636	4.63907	4.63907	-99.99	4.63543	4.53919	4.363	4.13506	3.98928	3.6734	3.22772	2.86546	-nan
setup	0	1990-04-15 00:00:00	13.1326	393.602	248.611	24.8611	251.932	0	1.26306	0	0	0	0	5.45	-0.1	11	5.44164	5.42491	5.42491	-99.99	5.41655	5.20622	4.91912	4.61053	4.42916	4.05094	3.50418	2.98452	-nan
setup	0	1990-04-16 00:00:00	13.1795	396.221	223.495	22.3495	272.342	0	3.37889	0	0	0	0	7.65	-0.4	15.7	7.63259	7.59776	7.59776	-99.99	7.58035	7.13468	6.54666	5.94079	5.59823	4.91757	3.99971	3.18054	-nan
setup	0	1990-04-17 00:00:00	13.2261	398.811	181.944	18.1944	262.105	0	0.004858	0	0	0	0	0.45	-2.3	3.2	0.475889	0.527667	0.527667	-99.99	0.553556	1.22303	1.9889	2.63426	2.93099	3.36215	3.57081	3.2338	-nan
setup	0	1990-04-18 00:00:00	13.2725	401.37	285.764	28.5764	226.329	0	0.812836	0	0	0	0	4.45	-3.5	12.4	4.43997	4.4199	4.4199	-99.99	4.40987	4.17323	3.9358	3.76408	3.69449	3.60157	3.5085	3.24344	-nan
setup	0	1990-04-19 00:00:00	13.3186	403.899	188.426	18.8426	297.503	0	3.59459	0	0	0	0	8.65	1.5	15.8	8.62436	8.57308	8.57308	-99.99	8.54743	7.89277	7.06197	6.25256	5.81918	5.02133	4.09155	3.37862	-nan
setup	0	1990-04-20 00:00:00	13.3646	406.397	52.4306	5.24306	371.427	0	9.83237	0	0	0	0	11.3	10.4	12.2	11.2715	11.2146	11.2146	-99.99	11.1861	10.4498	9.45098	8.39985	7.79904	6.60213	5.01472	3.69205	-nan
setup	0	1990-04-21 00:00:00	13.4102	408.862	297.454	29.7454	284.901	0	11.8805	0	0	0	0	14.15	7.4	20.9	14.1151	14.0452	14.0452	-99.99	14.0103	13.1028	11.8889	10.6216	9.87215	8.32605	6.15607	4.17626	-nan
setup	0	1990-04-22 00:00:00	13.4556	411.295	300.347	30.0347	275.03	0	10.4396	0	0	0	0	13.85	4.5	23.2	13.8273	13.7819	13.7819	-99.99	13.7591	13.1678	12.2854	11.2589	10.6328	9.25536	7.07664	4.73046	-nan
setup	0	1990-04-23 00:00:00	13.5007	413.696	263.657	26.3657	302.097	0	12.6197	0	0	0	0	15.2	6.3	24.1	15.1733	15.12	15.12	-99.99	15.0934	14.4079	13.4305	12.3329	11.6661	10.2196	7.9385	5.31219	-nan
setup	0	1990-04-24 00:00:00	13.5455	416.062	233.796	23.3796	368.528	0	28.5876	0	0	0	0	22	15.2	28.8	21.9436	21.8308	21.8308	-99.99	21.7744	20.3212	18.3783	16.3475	15.1831	12.8225	9.48128	6.06746	-nan
setup	0	1990-04-25 00:00:00	13.59	418.395	288.194	28.8194	373.444	0	34.3751	0	0	0	0	24.05	18.4	29.7	24.0013	23.904	23.904	-99.99	23.8553	22.5897	20.7845	18.7742	17.5675	15.004	11.1439	6.99155	-nan
setup	0	1990-04-26 00:00:00	13.6342	420.693	254.514	25.4514	368.187	0	28.4588	0	0	0	0	22.25	16.6	27.9	22.2209	22.1628	22.1628	-99.99	22.1338	21.3816	20.2098	18.7856	17.8735	15.7911	12.2869	7.91659	-nan
setup	0	1990-04-27 00:00:00	13.678	422.956	274.653	27.4653	366.378	0	29.4912	0	0	0	0	22.75	17	28.5	22.7188	22.6563	22.6563	-99.99	22.625	21.829	20.6551	19.2849	18.4251	16.4829	13.1855	8.77593	-nan
setup	0	1990-04-28 00:00:00	13.7215	425.183	180.093	18.0093	369.18	0	19.6064	0	0	0	0	19.05	13.2	24.9	19.0406	19.0218	19.0218	-99.99	19.0124	18.7846	18.3285	17.6589	17.1769	15.9382	13.4591	9.45458	-nan
setup	0	1990-04-29 00:00:00	13.7646	427.375	240.972	24.0972	334.538	0	15.2875	0	0	0	0	17.1	11.2	23	17.0939	17.0818	17.0818	-99.99	17.0758	16.9475	16.6856	16.2844	15.9835	15.1662	13.3599	9.91949	-nan
setup	0	1990-04-30 00:00:00	13.8074	429.53	130.44	13.044	359.484	0	10.6054	0	0	0	0	14.55	7.2	21.9	14.5518	14.5553	14.5553	-99.99	14.5571	14.6349	14.664	14.5879	14.4845	14.0955	12.9549	10.1705	-nan
setup	0	1990-05-01 00:00:00	13.8498	431.649	285.185	28.5185	272.398	0	3.89672	0	0	0	0	9.3	5.5	13.1	9.32153	9.36458	9.36458	-99.99	9.38611	9.97994	10.6932	11.3237	11.6206	12.0296	11.9727	10.1489	-nan
setup	0	1990-05-02 00:00:00	13.8917	433.73	293.75	29.375	256.269	0	3.44671	0	0	0	0	8.8	0.3	17.3	8.81036	8.83107	8.83107	-99.99	8.84142	9.15456	9.59083	10.0478	10.2999	10.7485	11.048	9.94211	-nan
setup	0	1990-05-03 00:00:00	13.9333	435.774	120.023	12.0023	341.259	0	4.69083	0	0	0	0	10.1	4.6	15.6	10.0988	10.0964	10.0964	-99.99	10.0952	10.1032	10.15	10.2351	10.2967	10.4321	10.5252	9.70131	-nan
setup	0	1990-05-04 00:00:00	13.9744	437.78	19.4444	1.94444	366.957	0	4.74065	0	0	0	0	7.4	5.5	9.3	7.41316	7.43949	7.43949	-99.99	7.45265	7.82535	8.29773	8.75796	9.00395	9.44847	9.87039	9.41868	-nan
setup	0	1990-05-05 00:00:00	14.015	439.747	268.634	26.8634	287.66	0	7.54204	0	0	0	0	11.1	5.3	16.9	11.0861	11.0583	11.0583	-99.99	11.0444	10.7206	10.3832	10.14	10.0352	9.88579	9.75272	9.21511	-nan
